Operation Id,experiment,year,cropped section,new start date,new end date,operation,operation type,Amount,Units
RBK02200,Broadbalk,2011,all sections,16/12/2010,,"Cut Hedges, started",,,
RBK02201,Broadbalk,2011,all sections,05/04/2011,,"Applied Sulphate of Potash, strips 5, 6, 7, 8, 9, 12, 13, 15, 16, 17, 18, 19 and 20 (treatment)",,217,kg/ha
RBK02202,Broadbalk,2011,all sections,06/04/2011,,"Applied Kieserite, strips 5, 6, 7, 8, 9, 11, 12, 15, 16, 17, 18, 19 & 20 only (treatment)",,80,kg/ha
RBK02203,Broadbalk,2011,all sections,06/05/2011,,Removed rabbit fence,,,
RBK02204,Broadbalk,2011,all sections,10/05/2011,,Cut paths,,,
RBK02205,Broadbalk,2011,all sections,12/05/2011,,"Flexitined, fallows",,,
RBK02206,Broadbalk,2011,all sections,16/05/2011,,Cut paths,,,
RBK02207,Broadbalk,2011,all sections,19/05/2011,,Rotavated down paths,,,
RBK02208,Broadbalk,2011,all sections,23/05/2011,,Cut paths,,,
RBK02209,Broadbalk,2011,all sections,24/05/2011,,Cut paths,,,
RBK02210,Broadbalk,2011,all sections,08/06/2011,,Cut paths,,,
RBK02211,Broadbalk,2011,all sections,09/06/2011,,Cut paths,,,
RBK02212,Broadbalk,2011,all sections,10/06/2011,,Rotavated fallows,,,
RBK02213,Broadbalk,2011,all sections,27/06/2011,,Cut paths,,,
RBK02214,Broadbalk,2011,all sections,28/07/2011,,"Sprayed Statis 360 + Mixture B, Water volume = 200 l/ha (sections 0, 1, 9, 2, 3, 4, 6, 7 only)",,3+3,l/ha
RBK02215,Broadbalk,2011,all sections,29/07/2011,,Cut paths,,,
RBK02216,Broadbalk,2011,all sections,12/08/2011,,"Combined O&Es, Opened up trials with commercial combine ready for yields to be taken",,,
RBK02217,Broadbalk,2011,all sections,12/08/2011,,"Baled O&Es, baled area discard area cut to open out trials",,,
RBK02218,Broadbalk,2011,all sections,30/08/2011,,Rolled to crush field horse tail stems (equisteum arvense) to aid chemical penetration when sprayed with roundup,,,
RBK02219,Broadbalk,2011,forage maize,07/04/2011,,"Sprayed Statis 360, 200 l/ha water. Maize section only",,3,l/ha
RBK02220,Broadbalk,2011,forage maize,14/04/2011,,"Flexitined, Section 5. Maize",,,
RBK02221,Broadbalk,2011,forage maize,26/04/2011,,Drilled Hudson tr. Mesurol. Maize plots,,10.2,seeds/m2
RBK02222,Broadbalk,2011,forage maize,26/04/2011,,Rolled maize plots,,,
RBK02223,Broadbalk,2011,forage maize,26/04/2011,,Power harrow (Roadtare) Maize plots,,,
RBK02224,Broadbalk,2011,forage maize,03/05/2011,,"Applied Nitram, Plot 065 only",,139,kg/ha
RBK02225,Broadbalk,2011,forage maize,03/05/2011,,"Applied Nitram, Plots 075, 125, 175, 185 and 195",,278,kg/ha
RBK02226,Broadbalk,2011,forage maize,03/05/2011,,"Applied Nitram, Plots 2.15 and 085",,417,kg/ha
RBK02227,Broadbalk,2011,forage maize,03/05/2011,,"Applied Nitram, Plots 015, 095, 105, 115, 135 and 145",,556,kg/ha
RBK02228,Broadbalk,2011,forage maize,03/05/2011,,"Applied Nitram, Plot 155",,696,kg/ha
RBK02229,Broadbalk,2011,forage maize,03/05/2011,,"Applied Nitram, Plot 165",,835,kg/ha
RBK02230,Broadbalk,2011,forage maize,12/05/2011,,"Applied Nitram, Sections 12, 17, 18 and 19",,139,kg/ha
RBK02231,Broadbalk,2011,forage maize,24/06/2011,,"Sprayed Callisto. water volume - 200 l/ha (Sprayed Maize, section 5, only)",,0.5,l/ha
RBK02232,Broadbalk,2011,forage maize,24/06/2011,,"Sprayed Samson Extra. water volume - 200 l/ha (Sprayed Maize, section 5, only)",,0.5,l/ha
RBK02233,Broadbalk,2011,forage maize,28/06/2011,,"Applied Nitram, Plot 195",,139,kg/ha
RBK02234,Broadbalk,2011,forage maize,28/06/2011,,"Applied Nitram, Plot 185",,278,kg/ha
RBK02235,Broadbalk,2011,forage maize,28/06/2011,,"Applied Nitram, Plot 125",,417,kg/ha
RBK02236,Broadbalk,2011,forage maize,28/06/2011,,"Applied Nitram, Plot 175",,556,kg/ha
RBK02237,Broadbalk,2011,forage maize,23/09/2011,,Cut Maize for yields and discards,,,
RBK02238,Broadbalk,2011,forage maize,30/09/2011,,Topped Maize,,,
RBK02239,Broadbalk,2011,winter oats,19/10/2010,,"Drilled Gerald trt Beret Gold, 350 seeds / metre sq",,122,kg/ha
RBK02240,Broadbalk,2011,winter oats,23/11/2010,,"Sprayed Lexus Class + Hallmark with zeon technology, Section 3 (W. oats only). Water volume = 200 l/ha 50 ml/ha",,60+,g/ha
RBK02241,Broadbalk,2011,winter oats,12/05/2011,,"Sprayed Amistar, Section 3 only. 200 l/ha water",,0.5,l/ha
RBK02242,Broadbalk,2011,winter oats,12/05/2011,,"Sprayed Agriguard, Section 3 only. 200 l/ha water",,1.75,l/ha
RBK02243,Broadbalk,2011,winter oats,10/08/2011,,"Combined for yields, Oats only",,,
RBK02244,Broadbalk,2011,winter wheat,19/10/2010,,"Drilled Hereward trt Redigo Deter, 350 seeds/m2 (Started and rained off, completed next day)",,159,kg/ha
RBK02245,Broadbalk,2011,winter wheat,08/03/2011,,"Sprayed Cherokee - Water volume - 118 lt/ha. Applied to sections 0, 1, 9, 2, 4, 7, 8",,1.25,l/ha
RBK02246,Broadbalk,2011,winter wheat,15/03/2011,,"Applied Nitram Fertliser - 48 kg/ha N. Applied to strips 12, 17, 18, 19",,139,kg/ha
RBK02247,Broadbalk,2011,winter wheat,13/04/2011,,Applied Nitram - wheat only. Strips 6 and 18,,139,kg/ha
RBK02248,Broadbalk,2011,winter wheat,13/04/2011,,Applied Nitram - Wheat only. Strips 7 and 19,,278,kg/ha
RBK02249,Broadbalk,2011,winter wheat,13/04/2011,,Applied Nitram - Wheat only. Strips 8 and 12; N3 to strip 2.1,,417,kg/ha
RBK02250,Broadbalk,2011,winter wheat,13/04/2011,,"Applied Nitram - Wheat only. Strips 9, 10, 11, 13, 14, 17 and 20; N4 to Strip 1",,556,kg/ha
RBK02251,Broadbalk,2011,winter wheat,13/04/2011,,Applied Nitram - Wheat only. Strip 15,,696,kg/ha
RBK02252,Broadbalk,2011,winter wheat,13/04/2011,,Applied Nitram - Wheat only. Strip 16,,835,kg/ha
RBK02253,Broadbalk,2011,winter wheat,04/05/2011,,"Sprayed Ally Max - Sections 0, 1, 2, 3, 4, 6, 7 & 9, 200 l/ha water",,42,g/ha
RBK02254,Broadbalk,2011,winter wheat,04/05/2011,,"Starane 2 - Sections 0, 1, 2, 3, 4, 6, 7 and 9, 200 l/ha water",,0.75,l/ha
RBK02255,Broadbalk,2011,winter wheat,06/05/2011,,"Sprayed Bravo 500 - Sections 0, 1, 2, 4, 7, 8 and 9",,1,l/ha
RBK02256,Broadbalk,2011,winter wheat,06/05/2011,,"Agriguard Chloremquat 720 - Sections 0, 1, 2, 4, 7, 8 and 9",,2.25,l/ha
RBK02257,Broadbalk,2011,winter wheat,06/05/2011,,"Justice - Sections 0, 1, 2, 4, 7, 8 and 9, all above in 200 l/ha water",,0.25,l/ha
RBK02258,Broadbalk,2011,winter wheat,06/05/2011,,"Tracker - Sections 0, 1, 2, 4, 7, 8 and 9",,1,l/ha
RBK02259,Broadbalk,2011,winter wheat,12/05/2011,,"Applied Nitram, Sections 12, 17, 18 and 19",,139,kg/ha
RBK02260,Broadbalk,2011,winter wheat,19/05/2011,,"Sprayed Opus, sections 0, 1, 2, 4, 7, 8 and 9. 200 I/ha",,0.8,l/ha
RBK02261,Broadbalk,2011,winter wheat,19/05/2011,,"Sprayed Comet 200, sections 0, 1, 2, 4, 7, 8 and 9. 200 I/ha",,0.6,t/ha
RBK02262,Broadbalk,2011,winter wheat,19/05/2011,,"Sprayed Bravo 500 - Sections 0, 1, 2, 4, 7, 8 and 9. 200 I/ha",,1,l/ha
RBK02263,Broadbalk,2011,winter wheat,15/08/2011,,Combined for yields,,,
RBK02264,Broadbalk,2011,winter wheat,15/08/2011,,Straw weights,,,
RBK02265,Broadbalk,2011,winter wheat,16/08/2011,,Combined - O&Es,,,
RBK02266,Broadbalk,2011,winter wheat,16/08/2011,,Baled - Remaining straw baled and removed,,,
RBK02267,Broadbalk,2011,winter wheat,17/08/2011,,Removed bales,,,
RBK02268,Broadbalk,2011,winter wheat,15/09/2011,,Topped - Headlands and section 8,,,
RBK02269,Broadbalk,2011,winter wheat,08/11/2011,,Topped to tidy stubble before primary collection,,,
RBK02270,Broadbalk,2012,all sections,31/08/2011,,Sprayed Weedazol - water volume = 200 l/ha (Sprayed to control equisetum prior to primary cultivations),,20,l/ha
RBK02271,Broadbalk,2012,all sections,27/09/2011,,Applied Muriate of Potash Plots 140-149,,181,kg/ha
RBK02272,Broadbalk,2012,all sections,27/09/2011,,Applied Triple Super Phosphate - plots 170-189 & 130-149 & 110-119,,171,kg/ha
RBK02273,Broadbalk,2012,all sections,28/09/2011,,Applied FYM - to strip 2.1 & 2.2 (not section 2 oats),,35,t/ha
RBK02274,Broadbalk,2012,all sections,01/10/2011,,Ploughed - soil thrown Northward,,,
RBK02275,Broadbalk,2012,all sections,03/10/2011,,Cultipressed,,,
RBK02276,Broadbalk,2012,all sections,13/10/2011,,"Sprayed Liberator - sections 0, 1, 4, 5, 6, 7 and 9 only. Plots 012 and 2.12 sprayed by accident. 200 lt/ha water volume",,0.6,l/ha
RBK02277,Broadbalk,2012,all sections,23/11/2011,,Sprayed Seal Z - all sections apart from section 3 sprayed. 200 It/ha water volume,,50,ml/ha
RBK02278,Broadbalk,2012,all sections,01/12/2011,,Sprayed Lexus class - section 2 only. 200 l/ha water volume,,60,g/ha
RBK02279,Broadbalk,2012,all sections,05/12/2011,,Cut Hedges - Road side,,,
RBK02280,Broadbalk,2012,all sections,10/04/2012,,Rotavated fallow areas,,,
RBK02281,Broadbalk,2012,all sections,20/04/2012,,Sprayed Platform - all sections except section 3 200 l/ha,,1,kg/ha
RBK02282,Broadbalk,2012,all sections,17/05/2012,,Cut paths,,,
RBK02283,Broadbalk,2012,all sections,18/05/2012,,Cut Paths,,,
RBK02284,Broadbalk,2012,all sections,28/05/2012,,Topped Paths -,,,
RBK02285,Broadbalk,2012,all sections,14/06/2012,,Cut paths,,,
RBK02286,Broadbalk,2012,all sections,14/06/2012,,M Rotavated paths - to wet to finish,,,
RBK02287,Broadbalk,2012,all sections,20/06/2012,,Cut paths,,,
RBK02288,Broadbalk,2012,all sections,20/06/2012,,Rotavated paths,,,
RBK02289,Broadbalk,2012,all sections,02/07/2012,,Rotavated fallows,,,
RBK02290,Broadbalk,2012,all sections,02/07/2012,,Replaced marker posts,,,
RBK02291,Broadbalk,2012,all sections,05/07/2012,,Cut paths,,,
RBK02292,Broadbalk,2012,all sections,30/07/2012,,Cut paths,,,
RBK02293,Broadbalk,2012,all sections,06/08/2012,,Sprayed Samurai,,3,l/ha
RBK02294,Broadbalk,2012,all sections,06/08/2012,,Sprayed Mixture B,,4,l/ha
RBK02295,Broadbalk,2012,all sections,21/08/2012,,Harvested,,,
RBK02296,Broadbalk,2012,all sections,22/08/2012,,Harvested,,,
RBK02297,Broadbalk,2012,all sections,23/08/2012,,"Sampled, baled and weighed straw",,,
RBK02298,Broadbalk,2012,all sections,28/08/2012,,Rolled with Discs,,,
RBK02299,Broadbalk,2012,all sections,31/08/2012,,Sprayed Weedazol - water volume = 200 l/ha (sprayed to control equiestum prior to primary cultivations),,20,l/ha
RBK02300,Broadbalk,2012,all sections,28/09/2012,,Spread Fert TSP as on sheet - sections spread on to: 110 - 119 130 - 139 140 - 149 170 - 179 180 - 189,,171,kg/ha
RBK02301,Broadbalk,2012,all sections,03/10/2012,,"Applied FYM to Strip 2.1 and 2.2 but not section 7, as per plan",,,
RBK02302,Broadbalk,2012,all sections,03/10/2012,,Ploughed - soil thrown Southward,,,
RBK02303,Broadbalk,2012,forage maize,29/03/2012,,Sprayed Section 3 - Samurai SL PRE,,3,l/ha
RBK02304,Broadbalk,2012,forage maize,13/05/2012,,Powerharrowed Section 3 (Maize) only,,,
RBK02305,Broadbalk,2012,forage maize,14/06/2012,,"Nitram Applied by hand; plots 193, 183, 193 @ 139 kg/ha 173 and 123 183 @ 287 173 @ 278 123 @ 417",,,kg/ha
RBK02306,Broadbalk,2012,forage maize,20/06/2012,,Sprayed Samson Extra Section 3 only,,0.75,l/ha
RBK02307,Broadbalk,2012,forage maize,20/06/2012,,Sprayed Callisto 200 sv Section 3 only,,1,l/ha
RBK02308,Broadbalk,2012,forage maize,27/09/2012,,Maize for Yield,,,
RBK02309,Broadbalk,2012,forage maize,27/09/2012,,Harvested and Chopped odds and ends,,,
RBK02310,Broadbalk,2012,forage maize,28/09/2012,,Harvested and Chopped odds and ends,,,
RBK02311,Broadbalk,2012,winter oats,02/07/2012,,Wild Oat Pulling 0.12 - 1 2.28- 1 0.38-1 0.58-1 0.98- 3 118 + 103 158-1 168-1 178 - 1 113 Total,,,
RBK02312,Broadbalk,2012,winter oats,20/08/2012,,Harvested - Cut and Chopped -,,,
RBK02313,Broadbalk,2012,winter oats,23/08/2012,,"Sampled, baled and weighed straw",,,
RBK02314,Broadbalk,2012,winter wheat,11/10/2011,,Drilled Hereward trt Redigo Deter 350,,,seeds/m2
RBK02315,Broadbalk,2012,winter wheat,15/03/2012,,"Applied Nitram on plots 12, 17, 18 and 19. wheat only",,139,kg/ha
RBK02316,Broadbalk,2012,winter wheat,21/03/2012,,"Sprayed Cherokee SE, 200 l/ha, Sections 0, 1, 9, 4, 5, 7 & 8",,1.0,l/ha
RBK02317,Broadbalk,2012,winter wheat,21/03/2012,,"Sprayed Justice SV 200 l/ha, Sections 0, 1, 9, 4, 5, 7 & 8",,0.125,l/ha
RBK02318,Broadbalk,2012,winter wheat,02/04/2012,,"Applied Kieserite on plots:- 5, 6, 7, 8, 9, 11, 12, 15, 116, 17, 18, 19 and 20",,80,kg/ha
RBK02319,Broadbalk,2012,winter wheat,02/04/2012,,"Applied Sulphate of Potash on plots: 5, 6, 7, 8, 9, 12, 13, 15, 16, 17, 18, 19 and 20",,,
RBK02320,Broadbalk,2012,winter wheat,17/04/2012,,"Applied Nitram Fertiliser onto plots 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19 and 20",,217,kg/ha
RBK02321,Broadbalk,2012,winter wheat,17/04/2012,,Applied Nitram Feriliser onto plot - 2.1 only,,417,kg/ha
RBK02322,Broadbalk,2012,winter wheat,13/05/2012,,"Sprayed Bravo 500, sections, 0, 1, 9, 4, 5, 7 & 8",,1.0,l/ha
RBK02323,Broadbalk,2012,winter wheat,13/05/2012,,"Sprayed Ally Max and wetter, sections 0, 1, 9, 4, 5, 7 & 8",,42,g/ha
RBK02324,Broadbalk,2012,winter wheat,13/05/2012,,"sprayed Starane and wetter, sections 0, 1, 9, 4, 5, 7 & 8",,0.5,l/ha
RBK02325,Broadbalk,2012,winter wheat,13/05/2012,,"sprayed Topik and wetter, sections 0, 1, 9, 4, 5, 7 & 8",,0.1256,l/ha
RBK02326,Broadbalk,2012,winter wheat,13/05/2012,,"Sprayed Tracker, sections, 0, 1, 9, 4, 5, 7 & 8",,1,l/ha
RBK02327,Broadbalk,2012,winter wheat,13/05/2012,,"Sprayed CCC, sections, 0, 1, 9, 4, 5, 7 & 8",,2.25,l/ha
RBK02328,Broadbalk,2012,winter wheat,22/05/2012,,"Applied 3rd N Treatment on sections 12, 17, 18 and 19 wheat only",,139,kg/ha
RBK02329,Broadbalk,2012,winter wheat,28/05/2012,,"Sprayed Comet, sections 0, 1, 9, 2, 4, 5, 7, 8",,0.6,l/ha
RBK02330,Broadbalk,2012,winter wheat,28/05/2012,,"Sprayed Bravo 500, sections 0, 1, 9, 2, 4, 5, 7, 8",,1,l/ha
RBK02331,Broadbalk,2012,winter wheat,28/05/2012,,"Sprayed Opus, sections 0, 1, 9, 2, 4, 5, 7, 8",,0.8,l/ha
RBK02332,Broadbalk,2012,winter wheat,12/06/2012,,"Sprayed Amistar, sections 0, 1, 9, 2, 4, 5, 7 & 8",,0.3,l/ha
RBK02333,Broadbalk,2012,winter wheat,12/06/2012,,"Sprayed Prosaro 100 sv, sections 0, 1, 9, 2, 4, 5, 7 & 8",,0.7,l/ha
RBK02334,Broadbalk,2013,all sections,28/09/2012,,"Applied Triple Super Phosphate to plots 110 - 119, 130 - 139, 140 - 149, 170 - 179 and 180 - 189 on all sections",,171,kg/ha
RBK02335,Broadbalk,2013,all sections,28/09/2012,,Spread Fertilizer MOP as on sheet onto Plots: 140 - 149,,181,kg/ha
RBK02336,Broadbalk,2013,all sections,03/10/2012,,Applied fresh FYM to strip 2.1 and 2.2 (not section 7 oats),,35,t/ha
RBK02337,Broadbalk,2013,all sections,03/10/2012,,Ploughed Soil thrown south,,,
RBK02338,Broadbalk,2013,all sections,11/03/2013,,Kieserite applied,,80,kg/ha
RBK02339,Broadbalk,2013,all sections,12/03/2013,,Sulphate of potash applied,,217,kg/ha
RBK02340,Broadbalk,2013,all sections,03/06/2013,,Sprayed Refine Max,,75,g/ha
RBK02341,Broadbalk,2013,all sections,03/06/2013,,Sprayed Competox+,,1,l/ha
RBK02342,Broadbalk,2013,all sections,03/06/2013,,Sprayed Kingdom,,1.25,l/ha
RBK02343,Broadbalk,2013,all sections,03/06/2013,,Sprayed Bravo 500,,1,l/ha
RBK02344,Broadbalk,2013,all sections,04/06/2013,,Rotavated paths,,,
RBK02345,Broadbalk,2013,all sections,04/06/2013,,Section 6 Sprayed Refine Max,,75,g/ha
RBK02346,Broadbalk,2013,all sections,04/06/2013,,Section 6 Sprayed Competox,,1,l/ha
RBK02347,Broadbalk,2013,all sections,13/06/2013,,Cut paths,,,
RBK02348,Broadbalk,2013,all sections,17/06/2013,,Rotavated fallows,,,
RBK02349,Broadbalk,2013,all sections,01/07/2013,,Rotavated fallows,,,
RBK02350,Broadbalk,2013,all sections,02/07/2013,,Rotavated fallows,,,
RBK02351,Broadbalk,2013,all sections,02/07/2013,,Cut paths,,,
RBK02352,Broadbalk,2013,all sections,10/07/2013,,Pulling Wild Oats in all plots - 71 counted,,,
RBK02353,Broadbalk,2013,all sections,15/07/2013,,Putout White posts,,,
RBK02354,Broadbalk,2013,all sections,19/07/2013,,Cut paths,,,
RBK02355,Broadbalk,2013,forage maize,17/05/2013,,Powerharrowed and Drilled Maize var Hudson 10.2,,,seeds/m2
RBK02356,Broadbalk,2013,forage maize,21/05/2013,,"Applied Nitram-N fert (pre-emergent) to Maize plots 1, 139 2.1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18 & 19. 417 kg/ha 556 696 kg/ha 835 kg/ha kg/ha kg/ha",,278,kg/ha
RBK02357,Broadbalk,2013,forage maize,10/06/2013,,"Applied Nitram-N fert (post-emergent) to Maize plots 1 2.1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18 & 19. 139, 278, 417, 556, 696, 835 kg/ha",,278,kg/ha
RBK02358,Broadbalk,2013,forage maize,26/06/2013,,Sprayed Samson - maize plots only,,0.5,l/ha
RBK02359,Broadbalk,2013,forage maize,26/06/2013,,Sprayed Callisto maize plots only,,0.5,l/ha
RBK02360,Broadbalk,2013,forage maize,25/09/2013,,"Maize Harvested - all plots, as per plan",,,
RBK02361,Broadbalk,2013,forage maize,25/09/2013,,Cleared OE's Maize,,,
RBK02362,Broadbalk,2013,forage maize,26/09/2013,,Cut Maize OE's,,,
RBK02363,Broadbalk,2013,Note,,,Note Weedazol was not applied this year due to insufficient time available for it to take effect before cultivation,,,
RBK02364,Broadbalk,2013,wilderness,13/05/2013,,Cut grass on mown area,,,
RBK02365,Broadbalk,2013,wilderness,21/06/2013,,Cut grass on mown area,,,
RBK02366,Broadbalk,2013,wilderness,01/08/2013,,Cut grass on mown area,,,
RBK02367,Broadbalk,2013,wilderness,10/10/2013,,Low branches trimmed in edge of wilderness,,,
RBK02368,Broadbalk,2013,winter oats,23/02/2013,,Drilled Winter Oats var Gerald,,400,seeds/m2
RBK02369,Broadbalk,2013,winter oats,02/06/2013,,Sprayed Foundation,,1.25,l/ha
RBK02370,Broadbalk,2013,winter oats,02/06/2013,,Sprayed Hatchet,,0.5,l/ha
RBK02371,Broadbalk,2013,winter oats,02/06/2013,,Sprayed Cello,,0.8,l/ha
RBK02372,Broadbalk,2013,winter oats,03/09/2013,,Sampo - Harvested Oats only,,,
RBK02373,Broadbalk,2013,winter oats,25/09/2013,,"Baled, weighed and sampled straw - Oat Section 7",,,
RBK02374,Broadbalk,2013,winter wheat,22/02/2013,,Drilled Crusoe tri Redigo Deter 450,,,seeds/m2
RBK02375,Broadbalk,2013,winter wheat,12/03/2013,,"Applied Nitram on plots - 12, 17, 18 and 19",,139,kg/ha
RBK02376,Broadbalk,2013,winter wheat,24/04/2013,,"Applied Nitram on plots, 1, 2.1, 139 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19. 417 kg/ha 556 kg/ha 696 835 kg/ha kg/ha kg/ha",,278,kg/ha
RBK02377,Broadbalk,2013,winter wheat,21/05/2013,,"Applied Nitram to WW on plots 12, 17, 18 and 19",,139,kg/ha
RBK02378,Broadbalk,2013,winter wheat,03/06/2013,,Sprayed Kingdom,,1.25,l/ha
RBK02379,Broadbalk,2013,winter wheat,03/06/2013,,Sprayed Bravo,,1,l/ha
RBK02380,Broadbalk,2013,winter wheat,29/08/2013,,Sampo - Finished harvest of wheat plots,,,
RBK02381,Broadbalk,2013,winter wheat,29/08/2013,,"Baled, sampled and weighed wheat straw",,,
RBK02382,Broadbalk,2014,all sections,30/09/2013,,Topped rough areas around field edges,,,
RBK02383,Broadbalk,2014,all sections,30/09/2013,,Spread MOP on plots 140-149,,181,kg/ha
RBK02384,Broadbalk,2014,all sections,30/09/2013,,"Applied TSP - Plots 180-189, 170-179, 140-149, 130-139, 110-119",,171,kg/ha
RBK02385,Broadbalk,2014,all sections,01/10/2013,,"Applied Chalk - Plots 017, 2.27, 057, 066, 067, 068, 070, 071, 076, 078, 079, 081, 085, 086, 089, 095, 098, 105, 108, 115, 116, 118, 125, 126, 135, 136, 145, 146, 150, 153, 169, 172, 177, 178, 179, 196, 199 - Not Section 4",,2,t/ha
RBK02386,Broadbalk,2014,all sections,01/10/2013,,"Applied Chalk - Plots 012, 077, 080, 082, 087, 088, 097, 106, 109, 119, 128, 129, 138, 139, 147, 148, 149, 151, 155, 156, 158, 159, 167, 168, 197, 198 - Not Section 4",,4,l/ha
RBK02387,Broadbalk,2014,all sections,01/10/2013,,"Applied Chalk - Plots 107, 117, 127, 137, 152, 157, 162 - Not Section 4",,6,t/ha
RBK02388,Broadbalk,2014,all sections,02/10/2013,,Applied FYM to plots 2.20-2.29 and 2.10- 2.19 - Not Section 4,,35,t/ha
RBK02389,Broadbalk,2014,all sections,03/10/2013,,"Ploughed, soil thrown north",,,
RBK02390,Broadbalk,2014,all sections,04/10/2013,,Applied FYM to plots 2.20-2.29 and 2.10- 2.19 - Not Section 4,,35,t/ha
RBK02391,Broadbalk,2014,all sections,05/10/2013,,"Ploughed, soil thrown north",,,
RBK02392,Broadbalk,2014,all sections,07/10/2013,,Cultipressed,,,
RBK02393,Broadbalk,2014,all sections,09/10/2013,,Cultipressed,,,
RBK02394,Broadbalk,2014,all sections,10/10/2013,,marked out maize and oats sections with GPS,,,
RBK02395,Broadbalk,2014,all sections,06/01/2014,,Hedge Cutting - Roadside,,,
RBK02396,Broadbalk,2014,all sections,07/02/2014,,Dug channels to clear water at east end of Field,,,
RBK02397,Broadbalk,2014,all sections,03/04/2014,,Applied Nitram @ 35%N - To strip 15 but not in sections in 4 or 7,,696,kg/ha
RBK02398,Broadbalk,2014,all sections,03/04/2014,,Applied Nitram @ 35%N - To strip 16 but not in sections in 4 or 7,,835,kg/ha
RBK02399,Broadbalk,2014,all sections,04/04/2014,,Applied Nitram @ 35%N - To strip 2.1 but not in sections in 4 or 7,,417,kg/ha
RBK02400,Broadbalk,2014,all sections,09/04/2014,,"Applied Kieserite Treatments - Not to plots in strips 01, 2.1, 2.2, 03, 10, 13, 14",,80,kg/ha
RBK02401,Broadbalk,2014,all sections,09/04/2014,,"Applied SOP - Not to plots in strips 01, 2.1, 2.2, 03, 10, 11, 14",,217,kg/ha
RBK02402,Broadbalk,2014,all sections,29/04/2014,,Mowed All Paths,,,
RBK02403,Broadbalk,2014,all sections,30/04/2014,,"Sprayed Kingdom - not sections 8, 4 or 7",,1.25,l/ha
RBK02404,Broadbalk,2014,all sections,30/04/2014,,"Sprayed Bravo 500 - not sections 8, 4 or T",,1,l/ha
RBK02405,Broadbalk,2014,all sections,09/05/2014,,Paths Cut with Iseki and Mower,,,
RBK02406,Broadbalk,2014,all sections,13/05/2014,,Applied Nitram @ 35%N - To plots in strip 12 but not in sections in 4 or 7,,139,kg/ha
RBK02407,Broadbalk,2014,all sections,13/05/2014,,Applied Nitram @ 35%N - To plots in strip 17 but not in sections in 4 or 7,,139,kg/ha
RBK02408,Broadbalk,2014,all sections,13/05/2014,,Applied Nitram @ 35%N - To plots in strip 19 but not in sections in 4 or 7,,139,kg/ha
RBK02409,Broadbalk,2014,all sections,15/05/2014,,"Sprayed Hatchet Xtra - not sections 8, 4 or 7",,700,ml/ha
RBK02410,Broadbalk,2014,all sections,19/05/2014,,Cut paths with iseki,,,
RBK02411,Broadbalk,2014,all sections,03/06/2014,,"Outpaths and hand rogued blackgrass, section 9 only",,,
RBK02412,Broadbalk,2014,all sections,03/06/2014,,Rotavated Strip Paths,,,
RBK02413,Broadbalk,2014,all sections,06/06/2014,,"Sprayed Cello Section 4, 6 + 7 not Sprayed",,1.1,l/ha
RBK02414,Broadbalk,2014,all sections,09/06/2014,,Hand rogued blackgrass,,,
RBK02415,Broadbalk,2014,all sections,10/06/2014,,Hand rogued blackgrass,,,
RBK02416,Broadbalk,2014,all sections,17/06/2014,,Paths Cut with Iseki and Mower,,,
RBK02417,Broadbalk,2014,all sections,18/06/2014,,Hand rogued blackgrass,,,
RBK02418,Broadbalk,2014,all sections,09/07/2014,,Paths Cut with Iseki and Mower,,,
RBK02419,Broadbalk,2014,all sections,10/07/2014,,"Hand rogued wild oats, 57 plants in total",,,
RBK02420,Broadbalk,2014,all sections,29/07/2014,,Paths Cut with Iseki and Mower,,,
RBK02421,Broadbalk,2014,all sections,30/07/2014,,Claas Harvested OE's,,,
RBK02422,Broadbalk,2014,all sections,21/08/2014,,"Sampled, Baled and Weighed Straw - All",,,
RBK02423,Broadbalk,2014,fallows,09/04/2014,,Power-harrowed discard / unsown areas,,,
RBK02424,Broadbalk,2014,fallows,22/04/2014,,Rotavated discard / unsown areas,,,
RBK02425,Broadbalk,2014,fallows,19/05/2014,,Power-harrowed discard / unsown areas,,,
RBK02426,Broadbalk,2014,forage maize,10/04/2014,,Sprayed Samurai - Maize section only,,3,l/ha
RBK02427,Broadbalk,2014,forage maize,10/04/2014,,Sprayed Firebrand - Maize section only,,1,l/ha
RBK02428,Broadbalk,2014,forage maize,15/05/2014,,Flexitined maize plots,,,
RBK02429,Broadbalk,2014,forage maize,15/05/2014,,Power Harrowed Maize plots,,,
RBK02430,Broadbalk,2014,forage maize,16/05/2014,,Drilled Maize plots var. Hudson tr Mesurol,,11.5,seeds/m2
RBK02431,Broadbalk,2014,forage maize,20/05/2014,,"Applied Nitram @ 35%N - To plots in strip 06, section 7",,139,kg/ha
RBK02432,Broadbalk,2014,forage maize,20/05/2014,,"Applied Nitram @ 35%N - To plots in Strips 07, 12, 17, 18, 19, section 7",,278,kg/ha
RBK02433,Broadbalk,2014,forage maize,20/05/2014,,"Applied Nitram @ 35%N - To plots in Strips 2.1, 08, section 7",,417,kg/ha
