Operation Id,experiment,year,cropped section,new start date,new end date,operation,operation type,Amount,Units
RBK00001,Broadbalk,1948,cropped sections,22/09/1947,24/09/1947,Ploughed,,,
RBK00002,Broadbalk,1948,cropped sections,24/09/1947,,Dung applied,,,
RBK00003,Broadbalk,1948,cropped sections,13/10/1947,15/10/1947,Artificials applied,,,
RBK00004,Broadbalk,1948,cropped sections,22/10/1947,,Rolled and springtine harrowed,,,
RBK00005,Broadbalk,1948,cropped sections,23/10/1947,,Tooth harrowed,,,
RBK00006,Broadbalk,1948,cropped sections,24/10/1947,25/10/1947,Seed drilled,,,
RBK00007,Broadbalk,1948,cropped sections,25/10/1947,,Harrowed in,,,
RBK00008,Broadbalk,1948,cropped sections,12/04/1948,,Harrowed,,,
RBK00009,Broadbalk,1948,cropped sections,20/04/1948,,Ring rolled,,,
RBK00010,Broadbalk,1948,cropped sections,27/04/1948,28/04/1948,Nitrogenous fertilisers applied,,,
RBK00011,Broadbalk,1948,cropped sections,07/05/1948,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00012,Broadbalk,1948,cropped sections,15/06/1948,30/07/1948,Wild oats hand pulled various days,,,
RBK00013,Broadbalk,1948,cropped sections,19/08/1948,20/08/1948,Harvested,,,
RBK00014,Broadbalk,1948,fallow sections,22/09/1947,24/09/1947,Ploughed,,,
RBK00015,Broadbalk,1948,fallow sections,22/10/1947,,Rolled and springtine harrowed,,,
RBK00016,Broadbalk,1948,fallow sections,23/10/1947,25/10/1947,Tooth harrowed,,,
RBK00017,Broadbalk,1948,fallow sections,12/04/1948,,Springtine harrowed,,,
RBK00018,Broadbalk,1948,fallow sections,20/04/1948,,Thistles cut,,,
RBK00019,Broadbalk,1948,fallow sections,25/05/1948,27/05/1948,Ploughed,,,
RBK00020,Broadbalk,1948,fallow sections,09/06/1948,,Ring rolled,,,
RBK00021,Broadbalk,1948,fallow sections,01/07/1948,,Thistles cut,,,
RBK00022,Broadbalk,1948,fallow sections,14/07/1948,15/07/1948,Ploughed,,,
RBK00023,Broadbalk,1948,fallow sections,06/08/1948,,Rolled and springtine harrowed,,,
RBK00024,Broadbalk,1949,cropped sections,02/09/1948,16/09/1948,Ploughed,,,
RBK00025,Broadbalk,1949,cropped sections,11/09/1948,12/09/1948,Dung applied,,,
RBK00026,Broadbalk,1949,cropped sections,22/10/1948,,Springtine harrowed,,,
RBK00027,Broadbalk,1949,cropped sections,11/11/1948,,Harrowed,,,
RBK00028,Broadbalk,1949,cropped sections,11/11/1948,13/11/1948,Seed drilled,,,
RBK00029,Broadbalk,1949,cropped sections,11/11/1948,15/11/1948,Artificials applied,,,
RBK00030,Broadbalk,1949,cropped sections,13/11/1948,15/11/1948,Harrowed in,,,
RBK00031,Broadbalk,1949,cropped sections,14/04/1949,,Harrowed,,,
RBK00032,Broadbalk,1949,cropped sections,19/04/1949,,Ring rolled,,,
RBK00033,Broadbalk,1949,cropped sections,27/04/1949,,Nitrogenous fertilisers applied,,,
RBK00034,Broadbalk,1949,cropped sections,17/05/1949,23/05/1949,Weeds hand pulled,,,
RBK00035,Broadbalk,1949,cropped sections,23/05/1949,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00036,Broadbalk,1949,cropped sections,27/06/1949,06/07/1949,Wild oats hand pulled various days,,,
RBK00037,Broadbalk,1949,cropped sections,25/07/1949,27/07/1949,Wild oats hand pulled various days,,,
RBK00038,Broadbalk,1949,cropped sections,05/08/1949,06/08/1949,Harvested,,,
RBK00039,Broadbalk,1949,fallow sections,02/09/1948,16/09/1948,Ploughed,,,
RBK00040,Broadbalk,1949,fallow sections,22/10/1948,,Springtine harrowed,,,
RBK00041,Broadbalk,1949,fallow sections,24/01/1949,31/01/1949,Ploughed,,,
RBK00042,Broadbalk,1949,fallow sections,22/03/1949,,Springtine harrowed,,,
RBK00043,Broadbalk,1949,fallow sections,14/04/1949,,Springtine harrowed,,,
RBK00044,Broadbalk,1949,fallow sections,30/05/1949,,Thistles cut,,,
RBK00045,Broadbalk,1949,fallow sections,27/06/1949,,Thistles cut,,,
RBK00046,Broadbalk,1949,fallow sections,04/07/1949,05/07/1949,Ploughed,,,
RBK00047,Broadbalk,1949,fallow sections,18/07/1949,,Harrowed,,,
RBK00048,Broadbalk,1949,fallow sections,20/07/1949,,Ring rolled and Harrowed,,,
RBK00049,Broadbalk,1950,cropped sections,24/08/1949,29/08/1949,Ploughed all except dung plots,,,
RBK00050,Broadbalk,1950,cropped sections,05/09/1949,06/09/1949,Dung applied and ploughed in,,,
RBK00051,Broadbalk,1950,cropped sections,05/09/1949,08/09/1949,"Harrowed, seed drilled and harrowed twice",,,
RBK00052,Broadbalk,1950,cropped sections,15/10/1949,01/11/1949,Springtine harrowed,,,
RBK00053,Broadbalk,1950,cropped sections,03/11/1949,04/11/1949,Artificials applied,,,
RBK00054,Broadbalk,1950,cropped sections,04/11/1949,08/11/1949,Springtine harrowed,,,
RBK00055,Broadbalk,1950,cropped sections,20/04/1950,,Nitrogenous fertilisers applied,,,
RBK00056,Broadbalk,1950,cropped sections,27/04/1950,,Harrowed,,,
RBK00057,Broadbalk,1950,cropped sections,01/05/1950,,Rolled,,,
RBK00058,Broadbalk,1950,cropped sections,04/05/1950,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00059,Broadbalk,1950,cropped sections,08/08/1950,,Harvested,,,
RBK00060,Broadbalk,1950,fallow sections,24/08/1949,29/08/1949,Ploughed all except dung plots,,,
RBK00061,Broadbalk,1950,fallow sections,05/09/1949,06/09/1949,Ploughed dung plots,,,
RBK00062,Broadbalk,1950,fallow sections,15/10/1949,01/11/1949,Springtine harrowed,,,
RBK00063,Broadbalk,1950,fallow sections,04/11/1949,08/11/1949,Springtine harrowed,,,
RBK00064,Broadbalk,1950,fallow sections,12/12/1949,,Ploughed,,,
RBK00065,Broadbalk,1950,fallow sections,02/01/1950,07/01/1950,Ploughed,,,
RBK00066,Broadbalk,1950,fallow sections,13/03/1950,,Springtine harrowed,,,
RBK00067,Broadbalk,1950,fallow sections,22/04/1950,,Springtine harrowed,,,
RBK00068,Broadbalk,1950,fallow sections,13/05/1950,,Springtine harrowed,,,
RBK00069,Broadbalk,1950,fallow sections,30/05/1950,,Thistlebarred,,,
RBK00070,Broadbalk,1950,fallow sections,02/08/1950,03/08/1950,Ploughed,,,
RBK00071,Broadbalk,1950,fallow sections,08/08/1950,,Springtine harrowed,,,
RBK00072,Broadbalk,1950,fallow sections,11/08/1950,,"Springtined, disced and ring rolled",,,
RBK00073,Broadbalk,1951,cropped sections,24/08/1950,,Ploughed all except dung plots,,,
RBK00074,Broadbalk,1951,cropped sections,08/09/1950,,Dung applied and ploughed in,,,
RBK00075,Broadbalk,1951,cropped sections,23/10/1950,,Autumn application of artificials,,,
RBK00076,Broadbalk,1951,cropped sections,25/10/1950,,Seed drilled at 3 bushels per acre,,,
RBK00077,Broadbalk,1951,cropped sections,11/04/1951,,Spring application of nitrogenous fertilisers,,,
RBK00078,Broadbalk,1951,cropped sections,08/05/1951,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00079,Broadbalk,1951,cropped sections,21/08/1951,,Harvested,,,
RBK00080,Broadbalk,1951,fallow sections,24/08/1950,,Ploughed,,,
RBK00081,Broadbalk,1951,fallow sections,24/04/1951,,Ploughed,,,
RBK00082,Broadbalk,1951,fallow sections,09/07/1951,,Ploughed,,,
RBK00083,Broadbalk,1952,cropped sections,07/09/1951,,"Dung applied, ploughed all plots",,,
RBK00084,Broadbalk,1952,cropped sections,22/10/1951,,autumn fertilizers applied,,,
RBK00085,Broadbalk,1952,cropped sections,05/11/1951,,seed drilled at 3.25 bushels per acre,,,
RBK00086,Broadbalk,1952,cropped sections,21/04/1952,,spring fertilizers applied,,,
RBK00087,Broadbalk,1952,cropped sections,13/05/1952,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00088,Broadbalk,1952,cropped sections,22/08/1952,,Harvested,,,
RBK00089,Broadbalk,1952,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00090,Broadbalk,1952,fallow sections,06/09/1951,,Ploughed,,,
RBK00091,Broadbalk,1952,fallow sections,22/04/1952,,Ploughed,,,
RBK00092,Broadbalk,1952,fallow sections,26/06/1952,,Ploughed,,,
RBK00093,Broadbalk,1952,fallow sections,27/08/1952,,Ploughed,,,
RBK00094,Broadbalk,1953,cropped sections,03/09/1952,,"Dung applied, ploughed all plots",,,
RBK00095,Broadbalk,1953,cropped sections,11/11/1952,,autumn fertilizers applied,,,
RBK00096,Broadbalk,1953,cropped sections,12/11/1952,,Seed drilled at 3 bushels per acre,,,
RBK00097,Broadbalk,1953,cropped sections,25/04/1953,,spring fertilizers applied,,,
RBK00098,Broadbalk,1953,cropped sections,13/05/1953,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00099,Broadbalk,1953,cropped sections,25/08/1953,,Harvested,,,
RBK00100,Broadbalk,1953,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00101,Broadbalk,1953,fallow sections,03/09/1952,,Ploughed,,,
RBK00102,Broadbalk,1953,fallow sections,22/03/1953,,Ploughed,,,
RBK00103,Broadbalk,1953,fallow sections,10/06/1953,,Ploughed,,,
RBK00104,Broadbalk,1954,cropped sections,16/09/1953,,"Dung applied, ploughed all plots",,,
RBK00105,Broadbalk,1954,cropped sections,21/10/1953,,autumn fertilizers applied,,,
RBK00106,Broadbalk,1954,cropped sections,23/10/1953,,Seed drilled at 3 bushels per acre,,,
RBK00107,Broadbalk,1954,cropped sections,22/04/1954,,spring fertilizers applied,,,
RBK00108,Broadbalk,1954,cropped sections,11/05/1954,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00109,Broadbalk,1954,cropped sections,30/08/1954,,Harvested,,,
RBK00110,Broadbalk,1954,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00111,Broadbalk,1954,fallow sections,16/09/1953,,Ploughed,,,
RBK00112,Broadbalk,1954,fallow sections,11/12/1953,,Ploughed,,,
RBK00113,Broadbalk,1954,fallow sections,17/06/1954,,Ploughed,,,
RBK00114,Broadbalk,1954,fallow sections,17/06/1954,,Ploughed,,,
RBK00115,Broadbalk,1955,cropped sections,28/09/1954,10/09t/1954,Ground chalk applied to lower half of sections V;,,,
RBK00116,Broadbalk,1955,cropped sections,20/10/1954,,"Ground chalk applied to ammonia sulphate, castor meal plots",,,
RBK00117,Broadbalk,1955,cropped sections,21/10/1954,,"Dung applied, ploughed all plots",,,
RBK00118,Broadbalk,1955,cropped sections,05/11/1954,,autumn fertilizers applied,,,
RBK00119,Broadbalk,1955,cropped sections,06/12/1954,,Seed drilled at 3 bushels per acre,,,
RBK00120,Broadbalk,1955,cropped sections,16/05/1955,,spring fertilizers applied,,,
RBK00121,Broadbalk,1955,cropped sections,01/06/1955,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00122,Broadbalk,1955,cropped sections,19/08/1955,,Harvested,,,
RBK00123,Broadbalk,1955,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00124,Broadbalk,1955,fallow sections,01/10/1954,,Ploughed,,,
RBK00125,Broadbalk,1955,fallow sections,21/04/1955,,Ploughed,,,
RBK00126,Broadbalk,1955,fallow sections,25/07/1955,,Ploughed,,,
RBK00127,Broadbalk,1955,fallow sections,25/07/1955,,Ploughed,,,
RBK00128,Broadbalk,1956,cropped sections,01/09/1955,04/09/1955,Harvested,,,
RBK00129,Broadbalk,1956,cropped sections,06/09/1955,,"Ground chalk, dung applied",,,
RBK00130,Broadbalk,1956,cropped sections,07/09/1955,14/09/1955,Ploughed,,,
RBK00131,Broadbalk,1956,cropped sections,29/09/1955,,autumn fertilizers applied,,,
RBK00132,Broadbalk,1956,cropped sections,02/11/1955,,seed drilled at 2.75 bushels per acre,,,
RBK00133,Broadbalk,1956,cropped sections,02/05/1956,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00134,Broadbalk,1956,cropped sections,09/05/1956,10/05/1956,spring fertilizers applied,,,
RBK00135,Broadbalk,1956,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00136,Broadbalk,1956,fallow sections,07/09/1955,14/09/1955,(Ib) ploughed,,,
RBK00137,Broadbalk,1956,fallow sections,12/05/1956,15/05/1956,(Ib) ploughed,,,
RBK00138,Broadbalk,1956,fallow sections,12/05/1956,15/05/1956,(Ib) ploughed,,,
RBK00139,Broadbalk Wilderness,1957,all plots,01/01/1957,05/01/1957,Shrubs grubbed out,,,
RBK00140,Broadbalk Wilderness,1957,all plots,24/04/1957,,part mown,,,
RBK00141,Broadbalk Wilderness,1957,all plots,24/05/1957,,part mown,,,
RBK00142,Broadbalk Wilderness,1957,all plots,06/06/1957,,part mown,,,
RBK00143,Broadbalk Wilderness,1957,all plots,01/07/1957,,part mown,,,
RBK00144,Broadbalk Wilderness,1957,all plots,24/07/1957,,part mown,,,
RBK00145,Broadbalk Wilderness,1957,all plots,15/08/1957,,part mown,,,
RBK00146,Broadbalk Wilderness,1957,all plots,23/09/1957,,part mown,,,
RBK00147,Broadbalk,1957,cropped sections,28/09/1956,08/10/1956,Ploughed,,,
RBK00148,Broadbalk,1957,cropped sections,29/09/1956,,Ground chalk applied,,,
RBK00149,Broadbalk,1957,cropped sections,04/10/1956,,Dung applied,,,
RBK00150,Broadbalk,1957,cropped sections,29/10/1956,06/11/1956,autumn fertilizers applied,,,
RBK00151,Broadbalk,1957,cropped sections,07/11/1956,12/11/1956,seed drilled at 2.75 bushels per acre,,,
RBK00152,Broadbalk,1957,cropped sections,29/04/1957,30/04/1957,spring fertilizers applied,,,
RBK00153,Broadbalk,1957,cropped sections,07/05/1957,,sections 1A under continuous wheat sprayed with MCPA at 3 pints in 80 gallons per acre,,,
RBK00154,Broadbalk,1957,cropped sections,16/05/1957,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00155,Broadbalk,1957,cropped sections,27/08/1957,30/08/1957,combine harvested,,,
RBK00156,Broadbalk,1957,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00157,Broadbalk,1957,fallow sections,28/09/1956,08/10/1956,(II) ploughed,,,
RBK00158,Broadbalk,1957,fallow sections,05/04/1957,05/04/1957,(II) ploughed,,,
RBK00159,Broadbalk,1957,fallow sections,25/06/1957,26/06/1957,(II) ploughed,,,
RBK00160,Broadbalk,1957,fallow sections,,,"In 1957 the plots were combine harvested for the first time, a single cut being made down the centre of each plot for the full length. The yields of the remainder of each plot(also taken by the combine) were recorded, cut the yields presented in this report acre from the central strip only. After combining, as much straw as could be picked up from this strip was veighed",,,
RBK00161,Broadbalk Wilderness,1958,all plots,01/10/1957,,part mown,,,
RBK00162,Broadbalk Wilderness,1958,all plots,02/12/1957,06/12/1957,Shrubs grubbed out,,,
RBK00163,Broadbalk Wilderness,1958,all plots,17/04/1958,,part mown,,,
RBK00164,Broadbalk Wilderness,1958,all plots,01/05/1958,,part mown,,,
RBK00165,Broadbalk Wilderness,1958,all plots,20/05/1958,,part mown,,,
RBK00166,Broadbalk Wilderness,1958,all plots,11/06/1958,,part mown,,,
RBK00167,Broadbalk Wilderness,1958,all plots,16/07/1958,,part mown,,,
RBK00168,Broadbalk Wilderness,1958,all plots,08/08/1958,,part mown,,,
RBK00169,Broadbalk,1958,cropped sections,03/09/1957,17/09/1957,Ploughed,,,
RBK00170,Broadbalk,1958,cropped sections,04/09/1957,,Dung applied,,,
RBK00171,Broadbalk,1958,cropped sections,09/09/1957,16/09/1957,Ground chalk applied,,,
RBK00172,Broadbalk,1958,cropped sections,09/09/1957,,combine harvested,,,
RBK00173,Broadbalk,1958,cropped sections,20/11/1957,,autumn fertilizers applied,,,
RBK00174,Broadbalk,1958,cropped sections,30/04/1958,,"sections 44 under continuous wheat sprayed with CMPP at 6 pints in 40 gallons per acre, spring fertilizers applied",,,
RBK00175,Broadbalk,1958,cropped sections,15/05/1958,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00176,Broadbalk,1958,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00177,Broadbalk,1958,fallow sections,03/09/1957,17/09/1957,(V) ploughed,,,
RBK00178,Broadbalk,1958,fallow sections,07/05/1958,09/05/1958,(V) ploughed,,,
RBK00179,Broadbalk,1958,fallow sections,29/07/1958,31/07/1958,(V) ploughed,,,
RBK00180,Broadbalk,1958,fallow sections,,,"On a few plots, estimate was made of the chaff, cavings, dust, etc, not picked up by the baler",,,
RBK00181,Broadbalk,1958,winter wheat,20/11/1957,,seed drilled at 2.75 bushels per acre,,,
RBK00182,Broadbalk Wilderness,1959,all plots,09/12/1958,,Shrubs grubbed out,,,
RBK00183,Broadbalk Wilderness,1959,all plots,20/04/1959,,part mown,,,
RBK00184,Broadbalk Wilderness,1959,all plots,12/05/1959,,part mown,,,
RBK00185,Broadbalk Wilderness,1959,all plots,25/05/1959,,part mown,,,
RBK00186,Broadbalk Wilderness,1959,all plots,16/06/1959,,part mown,,,
RBK00187,Broadbalk Wilderness,1959,all plots,15/07/1959,,part mown,,,
RBK00188,Broadbalk,1959,cropped sections,22/09/1958,,Ground chalk applied,,,
RBK00189,Broadbalk,1959,cropped sections,20/10/1958,11/11/1958,Ploughed,,,
RBK00190,Broadbalk,1959,cropped sections,10/11/1958,,Dung applied,,,
RBK00191,Broadbalk,1959,cropped sections,04/12/1958,,autumn fertilizers applied,,,
RBK00192,Broadbalk,1959,cropped sections,08/12/1958,,seed drilled at 2.75 bushels per acre,,,
RBK00193,Broadbalk,1959,cropped sections,05/01/1959,,"variety: Squareheads Master 13/4, Note: Owing to weather conditions plot 2 was sown on 05/01/1959",,,
RBK00194,Broadbalk,1959,cropped sections,27/04/1959,,spring fertilizers applied,,,
RBK00195,Broadbalk,1959,cropped sections,06/05/1959,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00196,Broadbalk,1959,cropped sections,12/05/1959,,sections IA under continuous wheat sprayed with MCPA/TBA at 4 pints in 40 gallons per acre,,,
RBK00197,Broadbalk,1959,cropped sections,19/08/1959,,combine harvested,,,
RBK00198,Broadbalk,1959,cropped sections,,,"On a few plots, estimate was made of the chaff, cavings, dust, etc, not picked up by the baler",,,
RBK00199,Broadbalk,1959,fallow sections,20/10/1958,11/11/1958,(IV) ploughed,,,
RBK00200,Broadbalk,1959,fallow sections,09/05/1959,,(IV) ploughed,,,
RBK00201,Broadbalk,1959,fallow sections,10/08/1959,,(IV) ploughed,,,
RBK00202,Broadbalk Wilderness,1960,all plots,18/11/1959,27/11/1959,Shrubs grubbed out,,,
RBK00203,Broadbalk Wilderness,1960,all plots,18/03/1960,24/03/1960,part grazed (originally mown),,,
RBK00204,Broadbalk Wilderness,1960,all plots,19/04/1960,22/04/1960,part grazed (originally mown),,,
RBK00205,Broadbalk Wilderness,1960,all plots,17/05/1960,21/05/1960,part grazed (originally mown),,,
RBK00206,Broadbalk Wilderness,1960,all plots,14/06/1960,18/06/1960,part grazed (originally mown),,,
RBK00207,Broadbalk Wilderness,1960,all plots,11/07/1960,15/07/1960,part grazed (originally mown),,,
RBK00208,Broadbalk Wilderness,1960,all plots,04/08/1960,08/08/1960,part grazed (originally mown),,,
RBK00209,Broadbalk Wilderness,1960,all plots,02/09/1960,07/09/1959,part grazed (originally mown),,,
RBK00210,Broadbalk Wilderness,1960,all plots,,,The grass was topped after each grazing except the first two,,,
RBK00211,Broadbalk,1960,cropped sections,04/09/1959,,Ground chalk applied,,,
RBK00212,Broadbalk,1960,cropped sections,08/09/1959,,"sections IA sprayed with 2,4-D ester at 12 pints in 40 gallons per acre",,,
RBK00213,Broadbalk,1960,cropped sections,21/09/1959,,Dung applied,,,
RBK00214,Broadbalk,1960,cropped sections,21/09/1959,28/09/1959,Ploughed,,,
RBK00215,Broadbalk,1960,cropped sections,07/10/1959,,autumn fertilizers applied,,,
RBK00216,Broadbalk,1960,cropped sections,19/10/1959,,seed drilled at 2.75 bushels per acre,,,
RBK00217,Broadbalk,1960,cropped sections,04/04/1960,,spring fertilizers applied,,,
RBK00218,Broadbalk,1960,cropped sections,28/04/1960,,Second dressing of nitrate of soda applied to plot 16; sections IA sprayed with CMPP at 6 pints in 40 gallons per acre,,,
RBK00219,Broadbalk,1960,cropped sections,31/08/1960,09/09/1959,combine,,,
RBK00220,Broadbalk,1960,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00221,Broadbalk,1960,fallow sections,21/09/1959,28/09/1959,(III) ploughed,,,
RBK00222,Broadbalk,1960,fallow sections,26/04/1960,,(III) ploughed,,,
RBK00223,Broadbalk,1960,fallow sections,02/07/1960,,(III) ploughed,,,
RBK00224,Broadbalk Wilderness,1961,all plots,18/11/1960,06/12/1960,Shrubs grubbed out,,,
RBK00225,Broadbalk Wilderness,1961,all plots,30/12/1960,02/01/1961,part grazed,,,
RBK00226,Broadbalk Wilderness,1961,all plots,12/04/1961,14/05/1961,part grazed,,,
RBK00227,Broadbalk Wilderness,1961,all plots,25/05/1961,30/05/1961,part grazed,,,
RBK00228,Broadbalk Wilderness,1961,all plots,20/06/1961,25/06/1961,part grazed,,,
RBK00229,Broadbalk Wilderness,1961,all plots,10/08/1961,15/08/1961,part grazed,,,
RBK00230,Broadbalk Wilderness,1961,all plots,02/09/1961,280/09t/1961,part grazed,,,
RBK00231,Broadbalk Wilderness,1961,all plots,,,"The grass was topped after each grazing except the first, the last",,,
RBK00232,Broadbalk,1961,cropped sections,01/09/1960,,combine,,,
RBK00233,Broadbalk,1961,cropped sections,01/10/1960,,Ground chalk applied,,,
RBK00234,Broadbalk,1961,cropped sections,04/10/1960,,Ploughed,,,
RBK00235,Broadbalk,1961,cropped sections,10/10/1960,,"Dung applied, ploughed in",,,
RBK00236,Broadbalk,1961,cropped sections,17/01/1961,,autumn fertilizers applied,,,
RBK00237,Broadbalk,1961,cropped sections,18/01/1961,,Seed drilled at 3 bushels per acre,,,
RBK00238,Broadbalk,1961,cropped sections,17/04/1961,,spring fertilizers applied,,,
RBK00239,Broadbalk,1961,cropped sections,03/05/1961,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00240,Broadbalk,1961,cropped sections,05/05/1961,,sections IA sprayed with MCPA/TBA at 4 pints in 40 gallons per acre,,,
RBK00241,Broadbalk,1961,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00242,Broadbalk,1961,fallow sections,04/10/1960,,(Ib) ploughed,,,
RBK00243,Broadbalk,1961,fallow sections,12/06/1961,,(Ib) ploughed,,,
RBK00244,Broadbalk,1961,fallow sections,17/07/1961,,(Ib) ploughed,,,
RBK00245,Broadbalk Wilderness,1962,all plots,11/05/1962,30/05/1962,part grazed,,,
RBK00246,Broadbalk Wilderness,1962,all plots,25/05/1962,,grass topped,,,
RBK00247,Broadbalk Wilderness,1962,all plots,12/06/1962,18/06/1962,part grazed,,,
RBK00248,Broadbalk Wilderness,1962,all plots,27/07/1962,01/08/1962,part grazed,,,
RBK00249,Broadbalk Wilderness,1962,all plots,13/08/1962,,grass topped,,,
RBK00250,Broadbalk Wilderness,1962,all plots,06/09/1962,26/09/1962,part grazed,,,
RBK00251,Broadbalk Wilderness,1962,all plots,26/09/1962,,grass topped,,,
RBK00252,Broadbalk Wilderness,1962,all plots,17/11/1962,30/11/1962,Shrubs grubbed out,,,
RBK00253,Broadbalk Wilderness,1962,all plots,12/12/1962,15/12/1962,part grazed,,,
RBK00254,Broadbalk,1962,cropped sections,07/09/1961,,"Dung, ground chalk applied, all plots ploughed",,,
RBK00255,Broadbalk,1962,cropped sections,15/09/1961,,combine harvested,,,
RBK00256,Broadbalk,1962,cropped sections,29/09/1961,,autumn fertilizers applied,,,
RBK00257,Broadbalk,1962,cropped sections,01/11/1961,,Seed drilled at 3 bushels per acre,,,
RBK00258,Broadbalk,1962,cropped sections,17/04/1962,,spring fertilizers applied,,,
RBK00259,Broadbalk,1962,cropped sections,24/04/1962,,sections IA sprayed with MCPA/TBA at 4 pints in 40 gallons per acre,,,
RBK00260,Broadbalk,1962,cropped sections,04/05/1962,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00261,Broadbalk,1962,cropped sections,,,variety: Squareheads Master 13/4,,,
RBK00262,Broadbalk,1962,fallow sections,07/09/1961,,(II) ploughed,,,
RBK00263,Broadbalk,1962,fallow sections,16/05/1962,,(II) ploughed,,,
RBK00264,Broadbalk,1962,fallow sections,16/07/1962,,(II) ploughed,,,
RBK00265,Broadbalk,1963,cropped sections,13/09/1962,,combine harvested,,,
RBK00266,Broadbalk,1963,cropped sections,27/09/1962,,Ground chalk applied,,,
RBK00267,Broadbalk,1963,cropped sections,27/09/1962,05/10/1962,Ploughed,,,
RBK00268,Broadbalk,1963,cropped sections,04/10/1962,,Dung applied,,,
RBK00269,Broadbalk,1963,cropped sections,23/10/1962,,autumn fertilizers applied,,,
RBK00270,Broadbalk,1963,cropped sections,30/11/1962,,Seed drilled at 3 bushels per acre,,,
RBK00271,Broadbalk,1963,cropped sections,24/04/1963,,spring fertilizers applied,,,
RBK00272,Broadbalk,1963,cropped sections,06/05/1963,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00273,Broadbalk,1963,cropped sections,16/05/1963,,"sections IA and VB sprayed with mecoprop/2,4-D at 7 pints in 40 gallons per acre",,,
RBK00274,Broadbalk,1963,cropped sections,,,variety: Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),,,
RBK00275,Broadbalk,1963,fallow sections,27/09/1962,05/10/1962,(NA) ploughed,,,
RBK00276,Broadbalk,1963,fallow sections,29/05/1963,,(NA) ploughed,,,
RBK00277,Broadbalk,1963,fallow sections,16/07/1963,,(NA) ploughed,,,
RBK00278,Broadbalk,1963,fallow sections,,,"Note: There was a heavy attack of wheat bulb FYM Leptohylemia coarctata) on all plots of sections II last after fallow, in plots l0, 11, l2 and 14 the crop failed, was not harvested, part of plot 19 sections IV) - the crop was heavily infested with creeping grass (Holcus mollis, Agrostis stolonifera), and the harvested acre was modified",,,
RBK00279,Broadbalk Wilderness,1963,grazed meadow,22/04/1963,07/05/1963,Grazed by sheep,,,
RBK00280,Broadbalk Wilderness,1963,grazed meadow,08/05/1963,,grass topped,,,
RBK00281,Broadbalk Wilderness,1963,grazed meadow,01/06/1963,lb/06e/1963,Grazed by sheep,,,
RBK00282,Broadbalk Wilderness,1963,grazed meadow,13/06/1963,,grass topped,,,
RBK00283,Broadbalk Wilderness,1963,grazed meadow,04/07/1963,13/07/1963,Grazed by sheep,,,
RBK00284,Broadbalk Wilderness,1963,grazed meadow,12/07/1963,,grass topped,,,
RBK00285,Broadbalk Wilderness,1963,grazed meadow,16/08/1963,21/08/1963,Grazed by sheep,,,
RBK00286,Broadbalk Wilderness,1963,grazed meadow,19/08/1963,,grass topped,,,
RBK00287,Broadbalk Wilderness,1963,grazed meadow,03/09/1963,,Grazed by sheep,,,
RBK00288,Broadbalk Wilderness,1963,grazed meadow,04/11/1963,13/11/1963,Grazed by sheep,,,
RBK00289,Broadbalk Wilderness,1963,ungrazed meadow,26/03/1963,,Shrubs grubbed out,,,
RBK00290,Broadbalk Wilderness,1963,ungrazed meadow,26/03/1963,,Shrubs grubbed out,,,
RBK00291,Broadbalk Wilderness,1963,woodland,30/07/1963,06/08/1963,"(south): east, east sides trimmed",,,
RBK00292,Broadbalk,1964,cropped sections,19/09/1963,,Ground chalk applied to sections VA (first half of 5 ton dressing,,,
RBK00293,Broadbalk,1964,cropped sections,23/09/1963,,"Ground chalk applied to plot 19, sections IV at 5 tons",,,
RBK00294,Broadbalk,1964,cropped sections,23/09/1963,,Normal annual dressing of ground chalk applied to plots,,,
RBK00295,Broadbalk,1964,cropped sections,24/09/1963,,Dung applied,,,
RBK00296,Broadbalk,1964,cropped sections,01/10/1963,,Normal annual dressing of ground chalk applied to plots,,,
RBK00297,Broadbalk,1964,cropped sections,02/10/1963,,Ploughed,,,
