Experiment,year,section,start date,new start date,end date,operation,amount,unit
Hoosfield,1948,all plots,18/09/1947,18/09/1947,20/09/1947,Shallow ploughed,,
Hoosfield,1948,all plots,22/11/1947,22/11/1947,28/11/1947,ploughed,,
Hoosfield,1948,all plots,24/11/1947,24/11/1947,,dung applied,,
Hoosfield,1948,all plots,01/03/1948,01/03/1948,05/03/1948,springtine harrowed,,
Hoosfield,1948,all plots,10/03/1948,10/03/1948,11/03/1948,Artificials applied,,
Hoosfield,1948,all plots,27/03/1948,27/03/1948,,thistles cleared,,
Hoosfield,1948,all plots,30/03/1948,30/03/1948,,Harrowed,,
Hoosfield,1948,all plots,31/03/1948,31/03/1948,,seed drilled,,
Hoosfield,1948,all plots,06/04/1948,06/04/1948,,Harrowed in,,
Hoosfield,1948,all plots,10/04/1948,10/04/1948,,rolled,,
Hoosfield,1948,all plots,05/07/1948,05/07/1948,14/07/1948,Wild oats hand pulled,,
Hoosfield,1948,all plots,30/07/1948,30/07/1948,10/08/1948,Wild oats hand pulled,,
Hoosfield,1948,all plots,09/08/1948,09/08/1948,,Wild oats scythed,,
Hoosfield,1948,all plots,30/08/1948,30/08/1948,,harvested,,
Hoosfield,1948,all plots,30/09/1047,30/09/1047,,springtine harrowed,,
Hoosfield,1948,Note,,,,"On plots 50, 5A and 5C, sections badly infected with wild oats were scythed out and discarded. On all other plots the full area was harvested",,
Hoosfield,1949,all plots,11/09/1948,11/09/1948,25/09/1948,ploughed,,
Hoosfield,1949,all plots,24/09/1948,24/09/1948,,dung applied,,
Hoosfield,1949,all plots,25/09/1948,25/09/1948,,ploughed in,,
Hoosfield,1949,all plots,20/12/1948,20/12/1948,30/12/1948,Reploughed,,
Hoosfield,1949,all plots,18/02/1949,18/02/1949,,springtine harrowed,,
Hoosfield,1949,all plots,23/03/1949,23/03/1949,,thistles cut,,
Hoosfield,1949,all plots,24/03/1949,24/03/1949,,seed drilled,,
Hoosfield,1949,all plots,24/03/1949,24/03/1949,,Harrowed in,,
Hoosfield,1949,all plots,31/03/1949,31/03/1949,,Ring rolled,,
Hoosfield,1949,all plots,13/05/1949,13/05/1949,,sprayed with Denocate to kill off weeds,,
Hoosfield,1949,all plots,18/07/1949,18/07/1949,28/07/1949,Wild oats hand pulled various days,,
Hoosfield,1949,all plots,11/08/1949,11/08/1949,,harvested,,
Hoosfield,1949,variety,,,,Plumage Archer,,
Hoosfield,1950,all plots,24/08/1949,24/08/1949,26/08/1949,ploughed,,
Hoosfield,1950,all plots,12/10/1949,12/10/1949,,springtined,,
Hoosfield,1950,all plots,05/11/1949,05/11/1949,,springtined,,
Hoosfield,1950,all plots,02/12/1949,02/12/1949,,dung applied,,
Hoosfield,1950,all plots,16/03/1950,16/03/1950,20/03/1950,applied all fertilizers except silicate of soda,,
Hoosfield,1950,all plots,21/03/1950,21/03/1950,,springtined,,
Hoosfield,1950,all plots,24/03/1950,24/03/1950,,springtined,,
Hoosfield,1950,all plots,24/03/1950,24/03/1950,,Harrowed,,
Hoosfield,1950,all plots,24/03/1950,24/03/1950,,seed drilled,,
Hoosfield,1950,all plots,25/03/1950,25/03/1950,,Harrowed in,,
Hoosfield,1950,all plots,27/03/1950,27/03/1950,,rolled,,
Hoosfield,1950,all plots,20/04/1950,20/04/1950,,Silicate of soda applied,,
Hoosfield,1950,all plots,26/05/1950,26/05/1950,,thistles cut,,
Hoosfield,1950,all plots,30/05/1950,30/05/1950,,D.N.O.C applied,,
Hoosfield,1950,all plots,14/08/1950,14/08/1950,16/08/1950,harvested,,
Hoosfield,1950,variety,,,,Plumage Archer,,
Hoosfield,1951,all plots,04/09/1950,04/09/1950,,ploughed,,
Hoosfield,1951,all plots,01/02/1951,01/02/1951,,dung applied,,
Hoosfield,1951,all plots,21/04/1951,21/04/1951,,fertilizers applied,,
Hoosfield,1951,all plots,25/04/1951,25/04/1951,,seed drilled,3,bushels/acre
Hoosfield,1951,all plots,26/06/1951,26/06/1951,,sprayed with D.N.O.C 1 gallon per acre,,
Hoosfield,1951,all plots,11/09/1951,11/09/1951,,harvested,,
Hoosfield,1951,variety,,,,Plumage Archer,,
HoosfieldBarley,1952,All plots,21-Sep-51,21/09/1951,,ploughed,,
HoosfieldBarley,1952,All plots,18-Dec-51,18/12/1951,,dung applied,,
HoosfieldBarley,1952,All plots,19-Dec-51,19/12/1951,,ploughed,,
HoosfieldBarley,1952,All plots,27-Feb-52,27/02/1952,,fertilizers applied,,
HoosfieldBarley,1952,All plots,29-Feb-52,29/02/1952,,seed drilled,3,bushels/acre
HoosfieldBarley,1952,All plots,09-May-52,09/05/1952,,sprayed with D.N.O.C 1 gallon per acre,,
HoosfieldBarley,1952,All plots,01-Aug-52,01/08/1952,,harvested,,
HoosfieldBarley,1952,Note,measured-Apr-1952,,,"Owing to a very heavy infestation by Wild Osts (Avena Fatua) the major part of each plot was cut, earthed green before the oats ripened. The remainder (generally 1/25 - 1/50 acre) was left to ripen, the yields shown are measured from these small areas",,
HoosfieldBarley,1952,Variety,apart-Mar-1952,apart/03/1952,,variety: Plumage Archer,,
HoosfieldBarley,1952,,,,,,,
HoosfieldBarley,1953,All plots,19-Sep-52,19/09/1952,,etc: ploughed,,
HoosfieldBarley,1953,All plots,23-Sep-52,23/09/1952,,dung applied and ploughed in,,
HoosfieldBarley,1953,All plots,03-Mar-53,03/03/1953,,fertilizers applied,,
HoosfieldBarley,1953,All plots,09-Apr-53,09/04/1953,,seed drilled,3,bushels/acre
HoosfieldBarley,1953,All plots,26-May-53,26/05/1953,,sprayed with D.N.O.C,,
HoosfieldBarley,1953,All plots,None,None,,variety: Plumage Archer,,
Hoosfield,1953,Note,,,,"Owing to the very heavy infestation with Wild Oats (Avena Fatua the whole crop was cut, carted green before the oats ripened. No yields therefore were recorded",,
HoosfieldBarley,1954,All plots,11-Aug-54,11/08/1953,,ploughed,,
HoosfieldBarley,1954,All plots,24-Nov-53,24/11/1953,,dung applied,,
HoosfieldBarley,1954,All plots,25-Nov-53,25/11/1953,,ploughed,,
HoosfieldBarley,1954,All plots,07-Apr-54,07/04/1954,,seed drilled,3,bushels/acre
Hoosfield,1954,all plots,,07/04/1954,,fertilizers applied,,
HoosfieldBarley,1954,All plots,03-Jun-54,03/06/1954,,sprayed with D.N.O.C,,
HoosfieldBarley,1954,All plots,25-Jul-54,25/07/1954,,cut and discarded crop on plots 5A,,
HoosfieldBarley,1954,All plots,18-Aug-54,18/08/1954,,"cut, discarded crop on parts of plots 1C, 2C, 1N, 2N",,
Hoosfield,1954,all plots,,18/08/1954,,cut and discarded parts of plots 3A and 4A,,
HoosfieldBarley,1954,All plots,16-Sep-53,16/09/1954,,harvested,,
HoosfieldBarley,1954,All plots,None,None,,variety: Plumage Archer,,
Hoosfield,1954,Notes,,,,"Wild oats were, pulled during July. Pre-harvest cut were made to deal with wild not infestations on parts of plots 1C, 2C, 1N, 2N, 5A and to remove before harvest areas of crop still green on plots 3A, 4A.",,
HoosfieldBarley,1955,All plots,27-Sep-54,27/09/1954,,ploughed,,
HoosfieldBarley,1955,All plots,06-Nov-54,06/11/1954,18/11/1954,"part of ground chalk applied to strips 3, 4",,
HoosfieldBarley,1955,All plots,15-Nov-54,15/11/1954,,dung applied,,
HoosfieldBarley,1955,All plots,27-Dec-54,27/12/1954,,ploughed,,
HoosfieldBarley,1955,All plots,17-Mar-55,17/03/1955,,"Remainder of ground chalk applied to strips 3, 4, compensating dressing applied to series A, C",,
HoosfieldBarley,1955,All plots,05-Apr-55,05/04/1955,,fertilizers applied,,
HoosfieldBarley,1955,All plots,07-Apr-55,07/04/1955,,seed drilled,3,bushels/acre
HoosfieldBarley,1955,All plots,24-May-55,24/05/1955,,sprayed with 8 lb D.N.C. (active substance) in 80 gallons per acre,,
HoosfieldBarley,1955,All plots,25-Jul-55,25/07/1955,,"cut, discarded areas of plots in series N, AA, AAS, C, plots 5A, 50 leaving 16 rows per plot",,
HoosfieldBarley,1955,All plots,18-Aug-55,18/08/1955,,harvested,,
HoosfieldBarley,1955,All plots,None,None,,variety: Plumage Archer,,
HoosfieldBarley,1956,All plots,08-Sep-55,08/09/1955,,harvested,,
HoosfieldBarley,1956,All plots,16-Oct-55,16/10/1955,19/10/1955,"dung applied, all plots ploughed",,
HoosfieldBarley,1956,All plots,24-Mar-56,24/03/1956,26/03/1956,fertilizers applied,,
HoosfieldBarley,1956,All plots,03-Apr-56,03/04/1956,,seed drilled,3,bushels/acre
HoosfieldBarley,1956,All plots,28-May-56,28/05/1956,,sprayed with 3 lb INOC in 80 gallons per acre,,
HoosfieldBarley,1956,All plots,None,None,,variety: Plumage Archer,,
HoosfieldBarley,1957,All plots,13-Oct-56,13/10/1956,20/10/1956,ploughed,,
HoosfieldBarley,1957,All plots,18-Jan-57,18/01/1957,,"dung applied, all plots ploughed",,
HoosfieldBarley,1957,All plots,04-Apr-57,04/04/1957,05/04/1957,fertilizers applied,,
HoosfieldBarley,1957,All plots,06-Apr-57,06/04/1957,,seed drilled,2.75,bushels/acre
HoosfieldBarley,1957,All plots,29-May-57,29/05/1957,,sprayed with MCPA at 2 pints in 40 gallons per ecre,,
HoosfieldBarley,1957,All plots,29-Aug-57,29/08/1957,30/08/1957,harvested,,
HoosfieldBarley,1957,All plots,None,None,,variety: Plumage Archer,,
HoosfieldBarley,1958,All plots,09-Sep-57,09/09/1957,,ploughed,,
HoosfieldBarley,1958,All plots,09-Sep-57,09/09/1957,,combine harvested,,
HoosfieldBarley,1958,All plots,22-Nov-57,22/11/1957,,ploughed,,
HoosfieldBarley,1958,All plots,25-Nov-57,25/11/1957,,dung applied,,
HoosfieldBarley,1958,All plots,17-Apr-58,17/04/1958,,fertilizers applied,,
HoosfieldBarley,1958,All plots,21-Apr-58,21/04/1958,,seed drilled,2.75,bushels/acre
HoosfieldBarley,1958,All plots,28-May-58,28/05/1958,,sprayed with CMPP at 6 pints in 40 gallons per acre,,
HoosfieldBarley,1958,All plots,None,None,,variety: Plumage Archer,,
Hoosfield,1958,Note,,,,"In 1958 the plots were combine harvested for the first time, a single cut being made down the centre of each plot (including plots 1N and 5 - 0 for the full length except on strips 1, 3 where five combine cuts were taken per plot, weighed separately. The yields shown were estimated from the totals of these cuts",,
HoosfieldBarley,1959,All plots,20-Sep-58,20/09/1958,,"sprayed with 2,4-D ester at 1.75 pints in 40 gallons per acre on stubble",,
HoosfieldBarley,1959,All plots,28-Nov-58,28/11/1958,06/12/1958,ploughed,,
HoosfieldBarley,1959,All plots,05-Dec-58,05/12/1958,,dung applied,,
HoosfieldBarley,1959,All plots,30-Mar-59,30/03/1959,,fertilizers applied,,
HoosfieldBarley,1959,All plots,02-Apr-59,02/04/1959,,seed drilled,3,bushels/acre
HoosfieldBarley,1959,All plots,26-May-59,26/05/1959,,sprayed with MCPA at 6.5 pints (30% potassium salt) in 40 gallons per acre,,
HoosfieldBarley,1959,All plots,18-Aug-59,18/08/1959,,combine harvested,,
HoosfieldBarley,1959,All plots,None,None,,variety: Plumage Archer,,
Hoosfield,1959,Note,,,,"In 1959 the plots were harvested by taking a single combine cut down the centre of each plot (including plots 1N and 5 - 0) for the full length except on strips 1, 3, 4 where five combine cuts were taken per plot and weighed seperately, the yields shown being estimated from the totals of these cuts. One cut only was taken from plot 5 - A situated at the south side to avoid couch grass (Agropyron repens)",,
HoosfieldBarley,1960,All plots,26-Aug-60,26/08/1959,,"sprayed part of plots 5A, 4C, 5.0 with dalapon at 8 lb in 20 gallons per acre",,
HoosfieldBarley,1960,All plots,27-Aug-60,27/08/1959,,"all plots sprayed with 2,4-D ester at 1.75 pints in 40 gallons per acre",,
HoosfieldBarley,1960,All plots,05-Sep-59,05/09/1959,,combined,,
HoosfieldBarley,1960,All plots,07-Sep-59,07/09/1959,,"Quinquenniel chalk supplement applied to series A, C, plot 5A",,
HoosfieldBarley,1960,All plots,04-Apr-60,20/11/1959,,dung applied,,
HoosfieldBarley,1960,All plots,07-Apr-60,07/04/1960,,seed drilled,2.75,bushels/acre
HoosfieldBarley,1960,All plots,24-May-60,24/05/1960,,"Strips 1, 2, 3 sprayed with MCPA at 6.5 pints (30% potassium salt) in 40 gallons per acre",,
HoosfieldBarley,1960,All plots,None,None,,variety: Plumage Archer,,
Hoosfield,1960,All plots ,,20/11/1959,,ploughed,,
Hoosfield,1960,All plots ,,04/04/1960,,fertilizers applied,,
Hoosfield,1960,Notes,,,,"In 1960 on strips 1, 2, 3, 4 the number of row spaces was reduced from 98 to 96 and yields estimated from 4 combine cuts per plot. On strip 6 there were 72 row spaces instead of 74 and yields estimated from 3 combine cuts per plot. On strip 7 yields were estimated from 2 combine cuts per plot. Manures were applied to the full plot areas as hitherto  ",,
Hoosfield,1960,Notes,,,,"On plots showing uneven growth, straw heights were recorded for all cuts; on the remainder one weight only was taken from a cut chosen at random.",,
Hoosfield,1960,selected plots,,07/09/1959,,"sprayed part of plots 5A, 4C, 5.0 with dalapon at 4 lb in 40 gallons per acre",,
Hoosfield,1960,selected plots,,24/05/1960,,"strips 4, 6, 7 sprayed with CMPP at 6 pints in 40 gallons per acre",,
HoosfieldBarley,1961,All plots,24-Sep-60,24/09/1960,,sprayed with dalapon at 10 lb in 40 gallons per acre,,
HoosfieldBarley,1961,All plots,11-Oct-60,11/10/1960,,sprayed with dalapon at 5 lb in 40 gallons per acre,,
HoosfieldBarley,1961,All plots,12-Dec-60,12/12/1960,,dung applied,,
HoosfieldBarley,1961,All plots,13-Dec-60,13/12/1960,,ploughed,,
HoosfieldBarley,1961,All plots,28-Mar-61,28/03/1961,,Minerals applied,,
HoosfieldBarley,1961,All plots,04-Apr-61,04/04/1961,,Nitrogen fertilizers applied,,
HoosfieldBarley,1961,All plots,12-Apr-61,12/04/1961,,seed drilled,2.75,bushels/acre
HoosfieldBarley,1961,All plots,19-May-61,19/05/1961,,"Strips 1, 2, 3 sprayed with MCPA at 6.5 pints in 40 gallons per acre",,
HoosfieldBarley,1961,All plots,28-Aug-61,28/08/1961,,combined,,
HoosfieldBarley,1961,All plots,None,None,,variety: Plumage Archer,,
Hoosfield,1961,selected plots,,19/05/1961,,"strips 4, 6, 7 sprayed with CMPP at 6 pints in 40 gallons per acre",,
HoosfieldBarley,1962,All plots,05-Sep-61,05/09/1961,,"all plots sprayed with 2,4-D ester at 1.75 pints in 40 gallons per acre",,
HoosfieldBarley,1962,All plots,08-Sep-61,08/09/1961,,"Plot 1N, parts of plots 2C, 4C 5-0, 5A sprayed with dalapon at 8 lb in 40 gallons per acre",,
HoosfieldBarley,1962,All plots,08-Sep-61,08/09/1961,,Areas sprayed on 08/09/1961 and 11/09/1961 resprayed with dalapon at 4 lb in 40 gallons per acre,,
HoosfieldBarley,1962,All plots,11-Sep-61,11/09/1961,,"Patches on 2N, 2C, 3C, 4C sprayed by hand, with dalapon at 8 lb in 40 gallons per acre",,
HoosfieldBarley,1962,All plots,14-Sep-61,14/09/1961,,combined,,
HoosfieldBarley,1962,All plots,27-Sep-61,31/10/1961,,ploughed,,
HoosfieldBarley,1962,All plots,31-Oct-61,31/10/1961,,dung applied,,
HoosfieldBarley,1962,All plots,27-Mar-62,27/03/1962,,fertilizers applied,,
HoosfieldBarley,1962,All plots,11-Apr-62,11/04/1962,,seed drilled,2.75,bushels/acre
HoosfieldBarley,1962,All plots,04-Jun-62,04/06/1962,,sprayed with MCPA / MBA at 4 pints in 40 gallons per acre,,
HoosfieldBarley,1962,All plots,None,None,,variety: Plumage Archer,,
HoosfieldBarley,1963,All plots,27-Sep-62,27/09/1962,,sprayed with dalapon at 7.4 lb in 40 gallons per acre,,
HoosfieldBarley,1963,All plots,16-Oct-62,16/10/1962,,sprayed with dalapon at 3.7 lb in 40 gallons per acre,,
HoosfieldBarley,1963,All plots,09-Mar-63,09/03/1963,,dung applied,,
HoosfieldBarley,1963,All plots,25-Mar-63,25/03/1963,,ploughed,,
HoosfieldBarley,1963,All plots,24-Apr-63,24/04/1963,,seed drilled,2.75,bushels/acre
Hoosfield,1963,all plots,,24/04/1963,,fertilizers applied,,
HoosfieldBarley,1963,All plots,11-Jun-63,11/06/1963,,"sprayed with mecoprop / 2,4-D at 6 pints in 40 gallons per acre",,
HoosfieldBarley,1963,All plots,17-Sep-62,17/09/1963,,combine harvested,,
HoosfieldBarley,1963,All plots,None,None,,variety: Plumage Archer,,
HoosfieldBarley,1964,All plots,07-Oct-63,07/10/1963,,sprayed with dalapon (Dowpon at 8 lb in 40 gals),,
HoosfieldBarley,1964,All plots,21-Oct-63,21/10/1963,,sprayed with dalapon (Dowpon at 4 lb in 40 gals),,
HoosfieldBarley,1964,All plots,02-Nov-63,02/11/1963,,dung applied,,
HoosfieldBarley,1964,All plots,04-Nov-63,04/11/1963,,ploughed,,
HoosfieldBarley,1964,All plots,09-Apr-64,09/04/1964,,fertilizers applied,,
HoosfieldBarley,1964,All plots,10-Apr-64,10/04/1964,,seed drilled,2.75,bushels/acre
HoosfieldBarley,1964,All plots,28-May-64,28/05/1964,,"sprayed with mecoprop / 2,4-D (Methoxone extra at 6 pints in 40 gals)",,
HoosfieldBarley,1964,All plots,31-Aug-64,31/08/1964,,combine harvested,,
Hoosfield,1964,Note,,,,"The plots are now split lengthways for a comparison of 2 varieties - Plumage Archer (PA) and Maris Badger (MB). For Maris Piper the rates of application of sulphate or ammonia, nitrate of soda and castor meal are doubled (each supplying 86 lb N). Rates of application of other fertilisers and dung are unchanged",,
HoosfieldBarley,1965,All plots,26-Sep-64,26/09/1964,,"Quinquenniel chalk supplement applied to series A, C, plot 5A",,
HoosfieldBarley,1965,All plots,03-Nov-64,03/11/1964,,"dung applied, all plots ploughed",,
HoosfieldBarley,1965,All plots,01-Apr-65,01/04/1965,,fertilizers applied,,
Hoosfield,1965,All plots,04-Jun-10,01/04/1965,,seed drilled,160,lb/acre
HoosfieldBarley,1965,All plots,14-May-65,14/05/1965,,"sprayed with mecoprop / 2,4-D (Methoxone extra at 6 pints in 34 gals)",,
HoosfieldBarley,1965,All plots,20-May-65,20/05/1965,,nitrate of soda applied to plot 4AAS,,
HoosfieldBarley,1965,All plots,09-Sep-64,09/09/1965,,combine harvested,,
HoosfieldBarley,1965,Note,None,None,,The appearance of the crop in early May indicated that plot 4AAS had not received seedbed nitrogen and that plot 4AA had received a double dressing in error. Plot 4AAS was therefore top dressed with the correct dressing on May 20th,,
HoosfieldBarley,1965,Note,,,,Estimates of Eyespot (Cercosporella herpotrichoides and take-all (Ophiobolus graminis) were made.,,
HoosfieldBarley,1966,All plots,h-Oct-1965,04/10/1965,,sprayed with aminotriazole at 4 lb and ammonia thiocyanate at 3.7 lb in 40 gals,,
HoosfieldBarley,1966,All plots,01-Nov-65,01/11/1965,,"dung applied, all plots ploughed",,
HoosfieldBarley,1966,All plots,17-Mar-66,17/03/1966,,fertilizers applied,,
HoosfieldBarley,1966,All plots,18-Mar-66,18/03/1966,,seed drilled,155,lb/acre
HoosfieldBarley,1966,All plots,27-May-66,27/05/1966,,"sprayed with mecoprop / 2,4-D (Methoxone extra at 6 pints in 40 gals)",,
HoosfieldBarley,1966,All plots,25-Aug-66,26/08/1966,,combine harvested,,
HoosfieldBarley,1966,Note,,,,Estimates of Eyespot (Cercosporella herpotrichoides and take-all (Ophiobolus graminis) were made.,,
HoosfieldBarley,1967,All plots,16-Sep-66,16/09/1966,,sprayed with aminotriazole at 4 lb and ammonia thiocyanate at 3.7 lb in 40 gals,,
HoosfieldBarley,1967,All plots,19-Oct-66,19/10/1966,,"dung applied, all plots ploughed",,
HoosfieldBarley,1967,All plots,31-Mar-67,31/03/1967,,rotary cultivated,,
HoosfieldBarley,1967,All plots,E-June-1967,19/05/1967,02/06/1967,rotary cultivated,,
HoosfieldBarley,1967,All plots,09-Jun-67,09/06/1967,,Castor meal applied,,
HoosfieldBarley,1967,All plots,23-Jun-67,23/06/1967,,Ground chalk applied - see book for plot rates,,
HoosfieldBarley,1967,All plots,03-Jul-67,03/07/1967,,Deep-tine cultivated,,
HoosfieldBarley,1967,All plots,26-Jul-67,26/07/1967,,rotary cultivated,,
Hoosfield,1968,all plots,,05/10/1967,,"P, K, Na, Mg applied",,
Hoosfield,1968,All plots,04-Mar-68,06/10/1967,,Silicate of soda applied,,
Hoosfield,1968,all plots,,06/10/1967,,FYM applied,,
Hoosfield,1968,all plots,,06/10/1967,,Ploughed,,
Hoosfield,1968,barley,,04/03/1968,,Seed drilled at 140 lb,,
Hoosfield,1968,barley,25-Mar-68,25/03/1968,,Nitrochalk applied,,
Hoosfield,1968,barley,14-May-68,14/05/1968,,Weedkiller applied,,
Hoosfield,1968,barley,22-Aug-68,22/08/1968,,combine harvested,,
Hoosfield,1968,beans,04-Mar-68,04/03/1968,,seed drilled,200,lb/acre
Hoosfield,1968,beans,05-Mar-68,05/03/1968,,Weedkiller applied,,
Hoosfield,1968,beans,21-Jun-68,21/06/1968,,Insecticide applied,,
Hoosfield,1968,beans,13-Sep-67,13/09/1968,,combine harvested,,
Hoosfield,1968,potatoes,26-Mar-68,26/03/1968,,Nitrochalk applied,,
Hoosfield,1968,Potatoes,01-Apr-68,01/04/1968,,"Plots rotary cultivated, potatoes machine planted",,
Hoosfield,1968,potatoes,20-May-68,20/05/1968,,Grubbed,,
Hoosfield,1968,potatoes,28-May-68,28/05/1968,,rotary ridged,,
Hoosfield,1968,potatoes,03-Jul-68,03/07/1968,,Fungicide applied,,
Hoosfield,1968,potatoes,19-Jul-68,19/07/1968,,"Fungicide, insecticide applied",,
Hoosfield,1968,potatoes,05-Aug-68,05/08/1968,,Fungicide applied,,
Hoosfield,1968,potatoes,30-Aug-68,30/08/1968,,BOV applied,,
Hoosfield,1968,potatoes,13-Sep-67,13/09/1968,,Haulm mechanically destroyed,,
Hoosfield,1968,potatoes,23-Sep-67,23/09/1968,,Lifted,,
Hoosfield,1969,All plots,06-Dec-68,04/12/1968,,fertilizers applied,,
Hoosfield,1969,All plots,05-Dec-68,05/12/1968,06/12/1968,ploughed,,
Hoosfield,1969,all plots,,06/12/1968,,FYM applied,,
Hoosfield,1969,barley,05-Sep-68,05/09/1968,,paraquat applied,,
Hoosfield,1969,barley,24-Mar-69,24/03/1969,,seed drilled,140,lb/acre
Hoosfield,1969,barley,01-Apr-69,01/04/1969,,Nitrochalk applied,,
Hoosfield,1969,barley,20-May-69,20/05/1969,,MCPA / mecoprop / dicamba applied,,
Hoosfield,1969,Barley,22-Aug-69,22/08/1969,,combine harvested large combine plots,,
Hoosfield,1969,barley,23-Aug-69,23/08/1969,,combine harvested small combine plots,,
Hoosfield,1969,beans,24-Mar-69,24/03/1969,,seed drilled,200,lb/acre
Hoosfield,1969,beans,19-May-69,19/05/1969,,Insecticide applied,,
Hoosfield,1969,beans,10-Sep-68,10/09/1969,,combine harvested,,
Hoosfield,1969,potatoes,05-Sep-68,05/09/1968,,paraquat applied,,
Hoosfield,1969,potatoes,09-Apr-69,09/04/1969,,Nitrochalk applied,,
Hoosfield,1969,Potatoes,10-Apr-69,10/04/1969,,"Plots rotary cultivated, potatoes machine planted",,
Hoosfield,1969,potatoes,12-May-69,12/05/1969,,"linuron, paraquat applied",,
Hoosfield,1969,potatoes,18-Jun-69,18/06/1969,,Grubbed,,
Hoosfield,1969,potatoes,23-Jun-69,23/06/1969,,rotary ridged,,
Hoosfield,1969,potatoes,15-Jul-69,15/07/1969,,Mancozeb applied,,
Hoosfield,1969,potatoes,,04/08/1969,,Mancozeb applied,,
Hoosfield,1969,potatoes,,04/08/1969,,Insecticide applied,,
Hoosfield,1969,potatoes,22-Aug-69,22/08/1969,,Mancozeb applied,,
Hoosfield,1969,potatoes,02-Oct-68,02/10/1969,,Haulm mechanically destroyed,,
Hoosfield,1969,potatoes,03-Oct-68,03/10/1969,,Lifted,,
Hoosfield,1970,All plots,22-Oct-69,22/10/1969,,fertilizers applied,,
Hoosfield,1970,All plots,10-Nov-69,10/11/1969,,FYM applied,,
Hoosfield,1970,All plots,11-Nov-69,11/11/1969,12/11/1969,ploughed,,
Hoosfield,1970,barley,17-Sep-69,17/09/1969,,paraquat applied,,
Hoosfield,1970,barley,20-Mar-70,20/03/1970,,seed drilled,140,lb/acre
Hoosfield,1970,barley,09-Apr-70,09/04/1970,,N applied,,
Hoosfield,1970,barley,26-May-70,26/05/1970,,MCPA / mecoprop / dicamba applied,,
Hoosfield,1970,barley,18-Aug-70,18/08/1970,,combine harvested small combine plots,,
Hoosfield,1970,barley,25-Aug-70,25/08/1970,,combine harvested large combine plots,,
Hoosfield,1970,barley,,,,variety Julia,,
Hoosfield,1970,beans,21-Mar-70,21/03/1970,,seed drilled,200,lb/acre
Hoosfield,1970,beans,18-Jun-70,18/06/1970,,Insecticide applied,,
Hoosfield,1970,beans,02-Sep-69,02/09/1970,,combine harvested,,
Hoosfield,1970,potatoes,17-Sep-69,17/09/1969,,paraquat applied,,
Hoosfield,1970,potatoes,29-Apr-70,29/04/1970,,N applied,,
Hoosfield,1970,Potatoes,30-Apr-70,30/04/1970,,"Plots rotary cultivated, potatoes machine planted",,
Hoosfield,1970,potatoes,23-May-70,23/05/1970,,linuron applied,,
Hoosfield,1970,potatoes,30-Jun-70,30/06/1970,,"Grubbed, rotary ridged",,
Hoosfield,1970,potatoes,29-Jul-70,29/07/1970,,"Fungicide, insecticide applied",,
Hoosfield,1970,potatoes,14-Aug-70,14/08/1970,,Fungicide applied,,
Hoosfield,1970,potatoes,03-Sep-69,03/09/1970,,sprayed with undiluted BOV at 15 gals,,
Hoosfield,1970,potatoes,15-Sep-69,15/09/1970,,Lifted,,
Hoosfield,1971,All plots,16-Oct-70,16/10/1970,,"fertilizers, except N, applied",,
Hoosfield,1971,All plots,21-Oct-70,21/10/1970,,FYM applied,,
Hoosfield,1971,All plots,22-Oct-70,22/10/1970,,ploughed,,
Hoosfield,1971,All plots,2h-Feb-1971,24/02/1971,,seed drilled,157,kg/ha
Hoosfield,1971,All plots,23-Mar-71,23/03/1971,,N applied,,
Hoosfield,1971,All plots,10-May-71,10/05/1971,,Oxytril P applied,,
Hoosfield,1971,All plots,18-Aug-71,18/08/1971,,combine harvested small combine plots,,
Hoosfield,1971,barley,19-Sep-70,19/09/1970,,paraquat applied,,
Hoosfield,1971,Barley,11-Aug-71,11/08/1971,,combine harvested large combine plots,,
Hoosfield,1971,barley,,,,variety Julia,,
Hoosfield,1971,beans,19-Sep-70,19/09/1970,,paraquat applied,,
Hoosfield,1971,beans,24-Feb-71,24/02/1971,,seed drilled,224,kg/ha
Hoosfield,1971,beans,01-Jul-71,01/07/1971,,Insecticide applied,,
Hoosfield,1971,beans,02-Sep-70,02/09/1971,,combine harvested,,
Hoosfield,1971,beans,,,,variety Maris Bead,,
Hoosfield,1971,potatoes,19-Sep-70,19/09/1970,,paraquat applied,,
Hoosfield,1971,potatoes,02-Apr-71,02/04/1971,,"N applied, plots rotary cultivated, potatoes machine planted",,
Hoosfield,1971,potatoes,15-Apr-71,15/04/1971,,linuron applied,,
Hoosfield,1971,potatoes,03-Jun-71,03/06/1971,,Grubbed,,
Hoosfield,1971,potatoes,,04/06/1971,,rotary ridged,,
Hoosfield,1971,potatoes,13-Aug-71,13/08/1971,,Fungicide applied,,
Hoosfield,1971,potatoes,08-Sep-70,08/09/1971,,Haulm mechanically destroyed,,
Hoosfield,1971,potatoes,15-Sep-70,15/09/1971,,Lifted,,
Hoosfield,1971,Potatoes,,,,variety King Edward,,
Hoosfield,1972,All plots,22-Sep-71,22/09/1971,,"fertilizers, except N, applied",,
Hoosfield,1972,All plots,05-Nov-71,05/11/1971,,FYM applied,,
Hoosfield,1972,All plots,06-Nov-71,06/11/1971,,ploughed,,
Hoosfield,1972,All plots,17-Apr-72,17/04/1972,,N applied,,
