Experiment,year,section,start date,new start date,end date,operation,amount,unit
Hoosfield,2007,All plots,02-Jun-07,02/06/2007,,Corbel,0.5,l/200 l/ha
Hoosfield,2007,All plots,26-Jun-07,26/06/2007,,Rogue wild oats / thistles / weeds plants on plots 38 plants,None,
Hoosfield,2007,All plots,03-Sep-07,03/09/2007,04/09/2007,"combine harvest, plots for yield and swath straw",,
Hoosfield,2007,All plots,03-Sep-07,03/09/2007,,combine harvest discards,None,
Hoosfield,2007,All plots,03-Sep-07,03/09/2007,,baled,None,
Hoosfield,2007,All plots,04-Sep-07,04/09/2007,,"combine harvest, plots for yield",None,
Hoosfield,2007,All plots,04-Sep-07,04/09/2007,,straw,None,
Hoosfield,2007,All plots,04-Sep-07,04/09/2007,,"Swath, sample, bale and weigh straw",,
Hoosfield,2007,All plots,16-Jun-10,12/09/2007,,Row up straw on headland,,
Hoosfield,2008,All plots,13-Sep-07,13/09/2007,,Weedazol-TL,20,l/200 l/ha
Hoosfield,2008,All plots,77-Oct-07,07/10/2007,,"Chalk whole experiment excluding plots 11 - 13, 21 - 23",4,t/ha
Hoosfield,2008,All plots,26-Nov-07,26/11/2007,,"Sulphate of Potash - Plots 31 - 34, 41 - 44, 55, 56, 63",217,kg/ha
Hoosfield,2008,All plots,26-Nov-07,26/11/2007,,"Sulphate of Potash - Plots 14, 24, 57, 58",434,kg/ha
Hoosfield,2008,All plots,29-Nov-07,29/11/2007,,"Silicate of Soda, Plots 132, 133, 232, 233, 332, 333, 432, 433",450,kg/ha
Hoosfield,2008,All plots,04-Mar-08,04/03/2008,,springtined,None,
Hoosfield,2008,All plots,04-Mar-08,04/03/2008,,combination drilled,None,
Hoosfield,2008,All plots,16-Apr-08,16/04/2008,,Mow / Rotavate paths,None,
Hoosfield,2008,All plots,28-Apr-08,28/04/2008,,"Nitrochalk, plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",175,kg/ha
Hoosfield,2008,All plots,28-Apr-08,28/04/2008,,Mow / Rotavate paths,None,
Hoosfield,2008,All plots,06-May-08,06/05/2008,,"Nitrochalk, plots 131 - 444, 551 - 582, all O&E's",537,kg/ha
Hoosfield,2008,All plots,20-May-08,20/05/2008,,Harmony M SX,100,g/200 l/ha
Hoosfield,2008,All plots,20-May-08,20/05/2008,,Duplosan KV,1,l/200 l/ha
Hoosfield,2008,All plots,20-May-08,20/05/2008,,Acanto Prima,1.25,l/200 l/ha
Hoosfield,2008,All plots,09-Jun-08,09/06/2008,,Acanto,0.5,l/200 l/ha
Hoosfield,2008,All plots,09-Jun-08,09/06/2008,,Unix,0.5,kg/200 l/ha
Hoosfield,2008,All plots,25-Jul-08,25/07/2008,,"Rogue wild oats / thistles / weeds, 610 plants pulled from plots",None,
Hoosfield,2008,All plots,04-Aug-08,04/08/2008,,Mow / Rotavate paths,None,
Hoosfield,2008,All plots,08-Aug-08,08/08/2008,,Glyphogan,3,l/200 l/ha
Hoosfield,2008,All plots,27-Aug-08,27/08/2008,,"combine harvest, plots for yield",None,
Hoosfield,2008,All plots,27-Aug-08,27/08/2008,,Swath straw,None,
Hoosfield,2008,All plots,27-Aug-08,27/08/2008,,"sample, bale and weigh straw",,
Hoosfield,2008,All plots ,,04/12/2007,,"ploughed, thrown south",,
Hoosfield,2008,All plots ,,04/03/2008,,"Tipple, dressed Raxil Pro",350,seeds/m2
Hoosfield,2008,All plots ,,08/09/2008,,Weedazol-TL,20,l/290 l/ha
Hoosfield,2008,selected plots,,26/11/2007,,"Kieserite, Plot 63",233,kg/ha
Hoosfield,2008,selected plots,,26/11/2007,,Triple Superphosphate - Plot 63,215,kg/ha
Hoosfield,2008,selected plots,,29/11/2007,,"Farm Yard Manure - plots 721, 722, 723, 724, 731, 732, 733, 734",35,t/ha
Hoosfield,2008,selected plots,,28/04/2008,,"Nitrochalk - plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",349,kg/ha
Hoosfield,2008,selected plots,,28/04/2008,,"Nitrochalk, plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",524,kg/ha
Hoosfield,2009,All plots,12-Nov-08,12/11/2008,,"Sulphate of Potash - Plots 311 - 414, 321 - 424, 331 - 634, 142 - 444 (excluding 241), 551 - 582",217,kg/ha
Hoosfield,2009,All plots,12-Nov-08,12/11/2008,,"applied Triple Superphosphate - plots 634, 633, 632, 631",215,kg/ha
Hoosfield,2009,All plots,12-Nov-08,12/11/2008,,Kieserite - Plots 631 - 634,233,kg/ha
Hoosfield,2009,All plots,14-Nov-08,14/11/2008,,"Silicate of Soda, Plots 132, 133, 232, 233, 332, 333, 432, 433",450,kg/ha
Hoosfield,2009,All plots,10-Dec-08,10/12/2008,,"Farm Yard Manure - plots 721, 722, 723, 724, 731, 732, 733, 734",35,l/ha
Hoosfield,2009,All plots,11-Dec-08,11/12/2008,,"ploughed, thrown north",None,
Hoosfield,2009,All plots,25-Feb-09,25/02/2009,,springtined,None,
Hoosfield,2009,All plots,25-Feb-09,25/02/2009,,"combination drilled Tipple, dressed Raxil pro",,
Hoosfield,2009,All plots,27-Feb-09,27/02/2009,,rolled,None,
Hoosfield,2009,All plots,14-Apr-09,14/04/2009,,Mow / Rotavate paths,None,
Hoosfield,2009,All plots,15-Apr-09,15/04/2009,,Mow / Rotavate paths,None,
Hoosfield,2009,All plots,22-Apr-09,22/04/2009,,"Nitrochalk - plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",175,kg/ha
Hoosfield,2009,All plots,23-Apr-09,23/04/2009,,"Nitram - Series AA, C and strip 5, headlands and O&E's",420,kg/ha
Hoosfield,2009,All plots,20-May-09,20/05/2009,,Headland Charge,1.5,l/ha
Hoosfield,2009,All plots,20-May-09,20/05/2009,,Duplosan KV,1.5,l/ha
Hoosfield,2009,All plots,20-May-09,20/05/2009,,Harmony M SX,100,g/ha
Hoosfield,2009,All plots,20-May-09,20/05/2009,,Fandango,1,l/ha
Hoosfield,2009,All plots,20-May-09,20/05/2009,,Flexity,0.2,l/ha
Hoosfield,2009,All plots,01-Jun-09,01/06/2009,,Mow / Rotavate paths,None,
Hoosfield,2009,All plots,04-Jun-09,04/06/2009,,Amistar Opti,1,l/ha
Hoosfield,2009,All plots,04-Jun-09,04/06/2009,,Proline,0.3,l/ha
Hoosfield,2009,All plots,25-Jun-09,25/06/2009,,Mow / Rotavate paths,None,
Hoosfield,2009,All plots,29-Jun-09,29/06/2009,,Mow / Rotavate paths,None,
Hoosfield,2009,All plots,06-Jul-09,06/07/2009,,Rogue wild oats / thistles / weeds 221 wild oats pulled,None,
Hoosfield,2009,All plots,06-Jul-09,06/07/2009,,Topped headlands,None,
Hoosfield,2009,All plots,12-Aug-09,12/08/2009,,Cut paths,None,
Hoosfield,2009,All plots,13-Aug-09,13/08/2009,,combine harvest discards,None,
Hoosfield,2009,All plots,13-Aug-09,13/08/2009,,baled,None,
Hoosfield,2009,All plots,15-Aug-09,15/08/2009,,"combine harvest, plots for yield",None,
Hoosfield,2009,All plots,16-Aug-09,16/08/2009,,"sample, bale and weigh straw",,
Hoosfield,2009,All plots ,,27/08/2009,,Weedazol-TL,20,l/ha
Hoosfield,2009,selected plots,,22/04/2009,,"Nitrochalk, plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",349,kg/ha
Hoosfield,2009,selected plots,,22/04/2009,,"Nitrochalk - plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",524,kg/ha
Hoosfield,2010,All plots,10-Dec-09,10/12/2009,,Triple Superphosphate,215,kg/ha
Hoosfield,2010,all plots,,10/12/2009,,Kieserite,233,kg/ha
Hoosfield,2010,all plots,,10/12/2009,,Potassium Sulphate,217,kg/ha
Hoosfield,2010,All plots,16-Dec-09,16/12/2009,,FYM,35,t/ha
Hoosfield,2010,All plots,17-Dec-09,17/12/2009,,plough,None,
Hoosfield,2010,All plots,09-Mar-10,09/03/2010,,springtined,None,
Hoosfield,2010,All plots,11-Mar-10,11/03/2010,,Tipple - 170 kg/ha,350,seeds/m2
Hoosfield,2010,All plots,11-Mar-10,11/03/2010,,rolled,None,
Hoosfield,2010,All plots,11-Mar-10,11/03/2010,,combination drilled,None,
Hoosfield,2010,All plots,15-Apr-10,15/04/2010,,rotavated paths,None,
Hoosfield,2010,All plots,20-Apr-10,20/04/2010,,Nitrochalk to the main plots as indicated on the plan,None,
Hoosfield,2010,All plots,23-Apr-10,23/04/2010,,"Nitram Silicate Test, P Test, headlands & O&E's",420,kg/ha
Hoosfield,2010,All plots,12-May-10,12/05/2010,,Rotavate,None,
Hoosfield,2010,All plots,24-May-10,24/05/2010,25/05/2010,Kestral,0.5,l/ha
Hoosfield,2010,All plots,24-May-10,24/05/2010,25/05/2010,Jenton,0.5,l/ha
Hoosfield,2010,All plots,24-May-10,24/05/2010,25/05/2010,Bravo 500,1,l/ha
Hoosfield,2010,All plots,26-May-10,26/05/2010,,Harmony M SX - 200 It water,100,g/ha
Hoosfield,2010,All plots,28-May-10,28/05/2010,,Dow Shield - 200 It water,0.35,l/ha
Hoosfield,2010,All plots,04-Jun-10,04/06/2010,,Axial - 200 l water,0.4,l/ha
Hoosfield,2010,All plots,04-Jun-10,04/06/2010,,Adigor - 200 It water,1,l/ha
Hoosfield,2010,All plots,16-Jun-10,16/06/2010,,Bravo 500 - 200 It water,1,l/ha
Hoosfield,2010,All plots,16-Jun-10,16/06/2010,,Mobius - 200 It water,0.43,l/ha
Hoosfield,2010,All plots,16-Jun-10,16/06/2010,,Standon Fenpropimorph 750 - 200 It water,0.5,l/ha
Hoosfield,2010,All plots,16-Jun-10,16/06/2010,,Corbel - 200 It water,0.5,l/ha
Hoosfield,2010,All plots,18-Jun-10,18/06/2010,,rotavated paths,None,
Hoosfield,2010,All plots,09-Jul-10,09/07/2010,,"pulled wild oats, none found",None,
Hoosfield,2010,All plots,31-Aug-10,31/08/2010,,"combine harvest, plots for yield",None,
Hoosfield,2010,All plots,31-Aug-10,31/08/2010,,"sample, bale and weigh straw",,
Hoosfield,2010,All plots,05-Sep-10,05/09/2010,,combine harvest,None,
Hoosfield,2010,All plots,09-Sep-10,09/09/2010,,baled,None,
Hoosfield,2010,All plots,25-May-10,22/09/2010,,removed bales,,
Hoosfield,2011,All plots,13-Sep-10,13/09/2010,,Weedazol-TL,20,l/296 l/ha
Hoosfield,2011,All plots,25-Oct-10,25/10/2010,,"Spread FYM - Spread according to plan on plots 721, 722, 723, 724, 731, 732, 733, 734 (Used 3600 kg)",35,t/ha
Hoosfield,2011,All plots,25-Oct-10,25/10/2010,,"applied Triple Superphosphate - plots 634, 633, 632, 631",215,kg/ha
Hoosfield,2011,all plots,,25/10/2010,,Applied Sulphate of Potash - Applied according to plan,217,kg/ha
Hoosfield,2011,All plots,26-Oct-10,26/10/2010,,"applied Kieserite - plots 634, 533, 632, 631",233,kg/ha
Hoosfield,2011,All plots,01-Nov-10,01/11/2010,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha
Hoosfield,2011,All plots,03-Nov-10,03/11/2010,04/11/2010,ploughed,None,
Hoosfield,2011,All plots,07-Feb-11,07/02/2011,,drilled Tipple Sp. Barley trt Beret Multi - 189 kg/ha,350,seeds/m2
Hoosfield,2011,All plots,07-Feb-11,07/02/2011,,springtined,None,
Hoosfield,2011,All plots,06-Apr-11,06/04/2011,,rotavated paths,None,
Hoosfield,2011,All plots,13-Apr-11,13/04/2011,,applied Nitrochalk to N treatments,None,
Hoosfield,2011,All plots,13-Apr-11,13/04/2011,,"applied Nitram - Series AA, C and 5 only",420,kg/ha
Hoosfield,2011,All plots,,09/05/2011,,sprayed Chimera,140,l/200 g/ha
Hoosfield,2011,All plots,09-May-11,09/05/2011,,sprayed Acanto Prima,1.6,l/200 kg/ha
Hoosfield,2011,all plots,,09/05/2011,,Sprayed Harmony M SX,100,l/200 g/ha
Hoosfield,2011,All plots,31-May-11,31/05/2011,,sprayed Mobius,0.43,l/200 l/ha
Hoosfield,2011,all plots,,31/05/2011,,Sprayed Corbel,0.5,l/200 l/ha
Hoosfield,2011,all plots,,31/05/2011,,Sprayed Bravo 500,1,l/200 l/ha
Hoosfield,2011,All plots,10-Jun-11,10/06/2011,,rotavated paths,None,
Hoosfield,2011,All plots,06-Jul-11,06/07/2011,,Pulled wild oats - 97 in plot area,None,
Hoosfield,2011,All plots,12-Jul-11,12/07/2011,,Pulled wild oats - 21 pulled,None,
Hoosfield,2011,All plots,23-Jul-11,23/07/2011,,sprayed Statis 360,3,l/200 l/ha
Hoosfield,2011,All plots,09-Aug-11,09/08/2011,,combined O&E's - O&E's only to open out trial ready for yield harvest,None,
Hoosfield,2011,All plots,09-Aug-11,09/08/2011,,baled straw - baled to remove straw,None,
Hoosfield,2011,All plots,10-Aug-11,10/08/2011,,Plots combined for yields,None,
Hoosfield,2011,All plots,10-Aug-11,10/08/2011,,Straw weights,None,
Hoosfield,2011,All plots,10-Aug-11,10/08/2011,,combined. Cleared the remaining crop after yields done,None,
Hoosfield,2011,All plots,10-Aug-11,10/08/2011,,baled and removed straw,,
Hoosfield,2011,all plots,,22/08/2011,,Combined O&E's,,
Hoosfield,2012,All plots,14-Sep-11,14/09/2011,,sprayed Weedazol in water,20,l/250 l/ha
Hoosfield,2012,All plots,24-Nov-11,24/11/2011,,"applied Kieserite - plots 634, 533, 632, 631",233,kg/ha
Hoosfield,2012,All plots,24-Nov-11,24/11/2011,,"applied Triple Superphosphate - plots 634, 633, 632, 631",215,kg/ha
Hoosfield,2012,All plots,24-Nov-11,24/11/2011,,applied Sulphate of Potash as per plan.,217,kg/ha
Hoosfield,2012,All plots,28-Nov-11,28/11/2011,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha
Hoosfield,2012,All plots,29-Nov-11,29/11/2011,,"ploughed, soil thrown south.",None,
Hoosfield,2012,All plots,29-Dec-11,29/12/2011,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721",35,t/ha
Hoosfield,2012,All plots,27-Feb-12,27/02/2012,,drilled Tipple Sp. Barley tr Beret Multi,164,kg/ha
Hoosfield,2012,All plots,27-Feb-12,27/02/2012,,Flexitined,None,
Hoosfield,2012,All plots,01-Mar-12,01/03/2012,,rolled Finished,None,
Hoosfield,2012,All plots,01-Mar-12,01/03/2012,,sprayed Kula,3.3,l/200 l/ha
Hoosfield,2012,All plots,12-Apr-12,12/04/2012,,rotavated paths,None,
Hoosfield,2012,All plots,23-Apr-12,23/04/2012,,"Nitrochalk applied by hand, to Plots 11, 12, 21, 22, 31, 32, 41, 42, 61, 62, 63, 71, 72, 73 (Main Plots)","0, 48, 96, 144",kg/ha
Hoosfield,2012,All plots,10-May-12,10/05/2012,,"Nitram applied by hand to Plots 13, 23, 33, 43, 44, 34, 24, 14, 55, 56, 57, 58 (Silicate & P Test Plots)",144,kg/ha
Hoosfield,2012,All plots,16-May-12,16/05/2012,,Nitram applied to surrounding areas.,417,kg/ha
Hoosfield,2012,All plots,22-May-12,22/05/2012,,sprayed Spring Barley with Amistar,1,l/ha
Hoosfield,2012,All plots,10-Jun-12,10/06/2012,,sprayed Jenton,1.5,l/200 l/ha
Hoosfield,2012,All plots,14-Jun-12,14/06/2012,,Pull up Wild Oats - discards only,None,
Hoosfield,2012,All plots,04-Jul-12,04/07/2012,,Picking Wild Oats - 24 plants picked from plots,None,
Hoosfield,2012,All plots,06-Aug-12,06/08/2012,,Cut paths,None,
Hoosfield,2012,All plots,24-Aug-12,24/08/2012,,harvested O&E's,None,
Hoosfield,2012,All plots,31-Aug-12,31/08/2012,,harvested,None,
Hoosfield,2012,All plots,03-Sep-12,03/09/2012,,"sampled, weighed and baled.",,
Hoosfield,2012,All plots,19-Sep-12,19/09/2012,,Stubble rolled,None,
Hoosfield,2012,All plots,20-Sep-12,20/09/2012,,sprayed Whole field w/ Weedazol EW,20,l/ha
Hoosfield,2012,All plots,28-Sep-12,28/09/2012,,"Spread Sulphate of Potash as on sheet to plots 631 - 634, 411 - 444, 311 - 344, 241 - 244, 141 - 144 & Strip 5",217,kg/ha
Hoosfield,2012,All plots,28-Sep-12,28/09/2012,,"Spread Fert Triple superphosphate as on sheet, sections 631 - 634",215,kg/ha
Hoosfield,2012,All plots,01-Oct-12,01/10/2012,,"Spread Soda Silicate onto plots 432 - 132, 433 - 133",450,kg/ha
Hoosfield,2012,All plots,03-Oct-12,03/10/2012,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721",35,t/ha
Hoosfield,2012,All plots ,,01/03/2012,,Sprayed Stomp 400,2,l/200 l/ha
Hoosfield,2012,All plots ,,22/05/2012,,Sprayed Spring Barley with Corbel,0.25,l/ha
Hoosfield,2012,All plots ,,22/05/2012,,Sprayed Spring Barley with Duplosan ,2,l/ha
Hoosfield,2012,All plots ,,28/09/2012,,Spread Kieserite as on sheet sections 631 - 634,233,kg/ha 
Hoosfield,2012,All plots ,,08/10/2012,,Ploughed,,
Hoosfield,2013,All plots,20-Sep-12,20/09/2012,,sprayed Whole field w/ Weedazol EW,20,l/ha
Hoosfield,2013,All plots,28-Sep-12,28/09/2012,,"Spread Fert Sulphate of potash as on sheet 631 - 634, 411 - 444, 311 - 344, 241 - 244, 141 - 144 & Strip 5",217,kg/ha
Hoosfield,2013,All plots,28-Sep-12,28/09/2012,,"Spread Fert Triple superphosphate as on sheet, sections 631 - 634",215,kg/ha
Hoosfield,2013,all plots,,28/09/2012,,"Spread Kieserite as on sheet, sections 631 - 634",233,kg/ha
Hoosfield,2013,All plots,01-Oct-12,01/10/2012,,"Spread Soda Silicate onto plots 432 - 132, 433 - 133",450,kg/ha
Hoosfield,2013,All plots,03-Oct-12,03/10/2012,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721",35,t/ha
Hoosfield,2013,All plots,08-Oct-12,08/10/2012,,ploughed,None,
Hoosfield,2013,All plots,01-Mar-13,01/03/2013,,Driling W Barley var Tipple,350,seeds/m2
Hoosfield,2013,All plots,04-Mar-13,04/03/2013,,Ring rolled,None,
Hoosfield,2013,All plots,30-Apr-13.,30/04/2013,,rotavated paths,None,
Hoosfield,2013,All plots,01-May-13,01/05/2013,,"N as Nitrochalk Plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",178,kg/ha
Hoosfield,2013,All plots,01-May-13,01/05/2013,,"applied Nitram - Plots: Series AA old plots, Series C and Strip 5, as per plan",417,kg/ha
Hoosfield,2013,all plots,,01/05/2013,,"N as Nitro-chalk - Plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",356,kg/ha
Hoosfield,2013,all plots,,01/05/2013,,"N as Nitro-chalk - Plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",533,kg/ha
Hoosfield,2013,All plots,02-Jun-13.,02/06/2013,,sprayed Mobius,0.6,l/ha
Hoosfield,2013,All plots,26-Jun-13,26/06/2013,,sprayed Mobius,4,l/ha
Hoosfield,2013,All plots,09-Jul-13,09/07/2013,,"Cut, Cultivated Paths",None,
Hoosfield,2013,All plots,10-Jul-13,10/07/2013,,"Pulling Wild Oats, 7 in plots",None,
Hoosfield,2013,All plots,12-Aug-13.,12/08/2013,,Claas - harvested (opened up exp),None,
Hoosfield,2013,All plots,27-Aug-13.,27/08/2013,,Claas harvested discards O&E's,None,
Hoosfield,2013,All plots,27-Aug-13.,27/08/2013,,Sampo harvested for yield all plots,None,
Hoosfield,2013,All plots,28-Aug-13,28/08/2013,,baled sampled and weighed all plots,,
Hoosfield,2013,All plots ,,02/06/2013,,Sprayed Clyfamid,0.125,l/ha
Hoosfield,2013,All plots ,,20/08/2013,,Claas harvested opened up and cut O&E's,,
Hoosfield,2014,All plots,08-Oct-13,08/10/2013,,sprayed Weedazol surrounds only,2,l/ha
Hoosfield,2014,All plots,24-Oct-13,24/10/2013,,"applied Triple Superphosphate - plots 634, 633, 632, 631",215,kg/ha
Hoosfield,2014,All plots,24-Oct-13,24/10/2013,,"applied Sulphate of potash - Plots 634 - 631, 551 - 582, 444 - 411, 344 - 311, 244 - 241, 144 - 141",217,kg/ha
Hoosfield,2014,All plots,24-Oct-13,24/10/2013,,"applied Kieserite - plots 634, 533, 632, 631",233,kg/ha
Hoosfield,2014,All plots,03-Dec-13,03/12/2013,,"applied Chalk - Plots 734 - 711, 634 - 611, 551 - 582, 444 - 411, 344 - 311, 244 - 241, 144 - 141",4,t/ha
Hoosfield,2014,All plots,03-Dec-13,03/12/2013,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha
Hoosfield,2014,All plots,04-Dec-13,04/12/2013,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721",35,t/ha
Hoosfield,2014,All plots,06-Dec-13,06/12/2013,09/12/2013,"ploughing, thrown south",None,
Hoosfield,2014,All plots,10-Mar-14,10/03/2014,,Flexitined ploughed ground - drill prep,None,
Hoosfield,2014,All plots,12-Mar-14.,12/03/2014,,Power-harrowed - All site and all Plots,,
Hoosfield,2014,All plots,14-Mar-14,14/03/2014,,rolled,None,
Hoosfield,2014,All plots,14-Mar-14,14/03/2014,,sprayed Crystal - pre emergent,2,l/ha
Hoosfield,2014,all plots,,14/03/2014,,Drilled Spring Barley - var. Tipple,350,seeds/m2
Hoosfield,2014,All plots,29-Apr-14,29/04/2014,,rotavated paths,None,
Hoosfield,2014,All plots,30-Apr-14,30/04/2014,,"applied Nitrochalk by hand - Plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",48,kg/ha
Hoosfield,2014,All plots,30-Apr-14,30/04/2014,,"applied Nitrochalk by hand - Plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",96,kg/ha
Hoosfield,2014,All plots,30-Apr-14,30/04/2014,,"applied Nitrochalk by hand - Plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",144,kg/ha
Hoosfield,2014,All plots,30-Apr-14,30/04/2014,,"applied Nitram @ 35% N - Plots 131 - 134, 141 - 144, 231 - 234, 241 - 244, 331 - 334, 341 - 344, 431 - 434, 441 - 444, 551 - 582",417,kg/ha
Hoosfield,2014,all plots,,30/04/2014,,"Applied Nitrochalk by hand - Plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",0,kg/ha
Hoosfield,2014,All plots,18-Jun-14,18/06/2014,,sprayed Mobius - Sp Barley only,400,ml/ha
Hoosfield,2014,All plots,10-Jul-14,10/07/2014,,Removed wild oats from trial - 46 in total,None,
Hoosfield,2014,All plots,05-Sep-14,05/09/2014,,Cut discard areas and baled straw with Class round baler; removed grain and straw.,,
Hoosfield,2014,All plots,06-Sep-14,06/09/2014,,Sampo harvested all plots for grain yields,None,
Hoosfield,2014,all plots,,08/09/2014,,Baled and weighed straw for yields,,
Hoosfield,2015,All plots,10/11/2014,10/11/2014,,"sprayed Samurai - total kill, volunteers and weeds",3,l/ha
Hoosfield,2015,All plots,10/11/2014,10/11/2014,,"sprayed Fire Brand - total kill, volunteers and weeds",1,l/ha
Hoosfield,2015,All plots,25/11/2014,25/11/2014,,"applied Kieserite - plots 634, 533, 632, 631",233,kg/ha
Hoosfield,2015,All plots,25/11/2014,25/11/2014,,"applied Triple Superphosphate - plots 634, 633, 632, 631",215,kg/ha
Hoosfield,2015,All plots,09/12/2014,09/12/2014,,"applied Sulphate of potash onto all series C, strip 5 and plots 311 - 334, 411 - 434, 631 - 634",217,kg/ha
Hoosfield,2015,All plots,16/12/2014,16/12/2014,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha
Hoosfield,2015,All plots,16/12/2014,16/12/2014,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721",35,t/ha
Hoosfield,2015,All plots,18/12/2014,18/12/2014,,"ploughed, thrown north",None,
Hoosfield,2015,All plots,05/03/2015,05/03/2015,,springtined all ground,None,
Hoosfield,2015,All plots,05/03/2015,05/03/2015,,sprayed Samurai,2.5,l/ha
Hoosfield,2015,All plots,05/03/2015,05/03/2015,,sprayed Firebrand,1,l/ha
Hoosfield,2015,All plots,06/03/2015,06/03/2015,,drilled Tipple Barley,350,seeds/m2
Hoosfield,2015,All plots,06/03/2015,06/03/2015,,rolled Al Site,None,
Hoosfield,2015,All plots,12/05/2015,12/05/2015,,rotavated paths,None,
Hoosfield,2015,All plots,13/05/2015,13/05/2015,,"applied N treatments (34.5% N) to Old Series 5, Series C and Series AA plots (except plots 6 and 7)",144,kg/ha
Hoosfield,2015,All plots,13/05/2015,13/05/2015,,"applied Nitrochalk (27% N) by hand to plots 112, 123, 212, 23, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",0,kg/ha
Hoosfield,2015,All plots,13/05/2015,13/05/2015,,"applied Nitrochalk (27% N) by hand to plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",480,kg/ha
Hoosfield,2015,All plots,13/05/2015,13/05/2015,,"applied Nitrochalk (27% N) by hand to plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",96,kg/ha
Hoosfield,2015,All plots,13/05/2015,13/05/2015,,"applied Nitrochalk (27% N) by hand to plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",144,kg/ha
Hoosfield,2015,All plots,13/05/2015,13/05/2015,,sprayed Kingdom onto Barley,1.5,l/ha
Hoosfield,2015,All plots,13/05/2015,13/05/2015,,sprayed Bravo 500 onto Barley,1.25,l/ha
Hoosfield,2015,All plots,03/06/2015,03/06/2015,,rotavated paths,None,
Hoosfield,2015,All plots,15/06/2015,15/06/2015,,sprayed Kingdom onto Barley only,1.25,l/ha
Hoosfield,2015,All plots,17/06/2015,17/06/2015,,Rotavated all paths,None,
Hoosfield,2015,All plots,19/06/2015,19/06/2015,,sprayed Axial onto Barley,460,ml/ha
Hoosfield,2015,All plots,19/06/2015,19/06/2015,,sprayed Adigor onto Barley,460,ml/ha
Hoosfield,2015,All plots,22/07/2015,22/07/2015,,pulled 2 wild oats from plots and surrounds,,
Hoosfield,2015,All plots,02/09/2015,02/09/2015,,harvested commercial O&E's,None,
Hoosfield,2015,All plots,07/09/2015,07/09/2015,,harvested All Barley Plots for Grain Yield,None,
Hoosfield,2015,All plots,08/09/2015,08/09/2015,,baled all swath on field,None,
Hoosfield,2015,All plots,09/09/2015,09/09/2015,,Removed bales from commercial area,None,
Hoosfield,2015,All plots,09/09/2015,09/09/2015,,baled sampled and weighed all plots,,
Hoosfield,2015,All plots ,,07/09/2015,,Removed round bales from field,,
Hoosfield,2016,All plots,28/10/2015,28/10/2015,,"applied Triple Superphosphate - plots 634, 633, 632, 631",215,kg/ha
Hoosfield,2016,All plots,28/10/2015,28/10/2015,,"applied Kieserite - plots 634, 533, 632, 631",233,kg/ha
Hoosfield,2016,All plots,29/10/2015,29/10/2015,,"applied Sulphate of potash onto plots 634 - 631, 561 - 311, 551 - 411, 571 - 241, 581 - 141",217,kg/ha
Hoosfield,2016,All plots,23/11/2015,23/11/2015,,sprayed Firebrand,1,l/ha
Hoosfield,2016,All plots,23/11/2015,23/11/2015,,sprayed Samurai,3,l/ha
Hoosfield,2016,All plots,26/11/2015,26/11/2015,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721",35,t/ha
Hoosfield,2016,All plots,26/11/2015,26/11/2015,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha
Hoosfield,2016,All plots,03/12/2015,03/12/2015,,"ploughed, thrown south",None,
