new_source_id,source_id,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,record,tidy_record,Column,rate,unit,water_volume,water_volume_unit
1342,655,W/RN/12,1966,remainder,02-Nov-65,02/11/1965,,,diary record,1,"wheat drilled, trefoil undersown on Gm plots",wheat drilled,,,,,
1342,655,W/RN/12,1966,remainder,02-Nov-65,02/11/1965,,,diary record,1,"wheat drilled, trefoil undersown on Gm plots",trefoil undersown on Gm plots,,,,,
1343,656,W/RN/12,1966,remainder,28-Apr-66,28/04/1966,,,diary record,1,'Nitro-chalk' applied,Nitro-chalk applied,,,,,
1344,657,W/RN/12,1966,remainder,28-Apr-66,28/04/1966,,,diary record,1,sprayed with paraquat at 0.75 lb ion in 34 gals,sprayed with paraquat,,0.75,lb ion per acre,34,gallons per acre
1345,658,W/RN/12,1966,remainder,30-Apr-66,30/04/1966,,,diary record,1,"barley drilled, trefoil undersown on Gm plots",barley drilled##trefoil undersown on Gm plots,,,,,
1346,659,W/RN/12,1966,remainder,09-Sep-66,09/09/1966,,,diary record,1,combine harvested,combine harvested,,,,,
1347,660,W/RN/12,1967,lc and ln plots,04-Nov-66,04/11/1966,,,diary record,1,"P, K and Mg applied","P, K and Mg applied",,,,,
1348,661,W/RN/12,1967,lc and ln plots,04-Apr-67,04/04/1967,,,diary record,1,'Nitro-Chalk' applied to LN plots,Nitro-chalk applied to Ln plots,,,,,
1349,662,W/RN/12,1967,lc and ln plots,19-Jun-67,19/06/1967,,,diary record,1,'Nitro-Chalk' applied to LN plots,Nitro-chalk applied to Ln plots,,,,,
1350,663,W/RN/12,1967,lc and ln plots,07-Apr-67,07/04/1967,,,diary record,1,"P, K and Mg applied","P, K and Mg applied",,,,,
1351,664,W/RN/12,1967,lc and ln plots,08-Jun-67,08/06/1967,,,diary record,1,Lc plots cut,Lc plots cut,,,,,
1352,665,W/RN/12,1967,lc and ln plots,13-Jul-67,13/07/1967,,,diary record,1,Lc plots cut,Lc plots cut,,,,,
1353,666,W/RN/12,1967,potatoes,11-Nov-66,11/11/1966,,,diary record,1,"P, K and Mg applied","P, K and Mg applied",,,,,
1354,667,W/RN/12,1967,potatoes,28-Nov-66,28/11/1966,29-Nov-66,29/11/1966,diary record,1,"peat, straw, dung applied","peat, straw, dung applied",,,,,
1355,668,W/RN/12,1967,potatoes,01-Nov-66,01/11/1966,,,diary record,1,ploughed,Ploughed,,,,,
1356,669,W/RN/12,1967,potatoes,04-Apr-67,04/04/1967,,,diary record,1,Additional peat applied,Additional peat applied,,,,,
1357,670,W/RN/12,1967,potatoes,04-Apr-67,04/04/1967,06-Apr-67,06/04/1967,diary record,1,"N,P,K and Mg applied","N,P,K and Mg applied",,,,,
1358,671,W/RN/12,1967,potatoes,05-Apr-67,05/04/1967,07-Apr-67,07/04/1967,diary record,1,"rotary cultivated, potatoes planted",rotary cultivated,,,,,
1358,671,W/RN/12,1967,potatoes,05-Apr-67,05/04/1967,07-Apr-67,07/04/1967,diary record,1,"rotary cultivated, potatoes planted",potatoes planted,,,,,
1359,672,W/RN/12,1967,potatoes,10-May-67,10/05/1967,,,diary record,1,earthed up,earthed up,,,,,
1360,673,W/RN/12,1967,potatoes,10-Jun-67,10/06/1967,,,diary record,1,rotary ridged,rotary ridged,,,,,
1361,674,W/RN/12,1967,potatoes,01-Jul-67,01/07/1967,,,diary record,1,sprayed with mancozeb at 1.2 lb in 30 gals,sprayed with mancozeb,,1.2,lb per acre,30,gallons per acre
1362,675,W/RN/12,1967,potatoes,28-Jul-67,28/07/1967,,,diary record,1,sprayed with mancozeb at 1.2 lb in 30 gals,sprayed with mancozeb,,1.2,lb per acre,30,gallons per acre
1363,676,W/RN/12,1967,potatoes,08-Aug-67,08/08/1967,,,diary record,1,sprayed with mancozeb at 1.2 lb in 30 gals,sprayed with mancozeb,,1.2,lb per acre,30,gallons per acre
1364,677,W/RN/12,1967,potatoes,21-Aug-67,21/08/1967,,,diary record,1,sprayed with undiluted BOV at 15 gals,sprayed with undiluted BOV,,15,gallons per acre,,
1365,678,W/RN/12,1967,potatoes,12-Sep-67,12/09/1967,13-Sep-67,13/09/1967,diary record,1,lifted,Lifted,,,,,
1366,679,W/RN/12,1967,potatoes,,,,,variety,1,Majestic,Majestic,,,,,
1367,680,R/WF/3,1952,None,18-Sep-51,18/09/1951,,,diary record,1,ploughed,Ploughed,,,,,
1368,681,R/WF/3,1952,None,19-Oct-51,19/10/1951,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
1369,682,R/WF/3,1952,None,31-Jul-52,31/07/1952,,,diary record,1,Harvested,Harvested,,,,,
1370,683,R/WF/3,1952,None,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1371,684,R/WF/3,1952,fallow plots,18-Sep-51,18/09/1951,,,diary record,1,ploughed,Ploughed,,,,,
1372,685,R/WF/3,1952,fallow plots,08-Feb-52,08/02/1952,,,diary record,1,ploughed,Ploughed,,,,,
1373,686,R/WF/3,1952,fallow plots,06-Sep-52,06/09/1952,,,diary record,1,ploughed,Ploughed,,,,,
1374,687,R/WF/3,1953,cropped plots,06-Sep-52,06/09/1952,,,diary record,1,ploughed,Ploughed,,,,,
1375,688,R/WF/3,1953,cropped plots,27-Oct-52,27/10/1952,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
1376,689,R/WF/3,1953,cropped plots,20-Aug-53,20/08/1953,,,diary record,1,Harvested,Harvested,,,,,
1377,690,R/WF/3,1953,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1378,691,R/WF/3,1953,fallow plots,06-Sep-52,06/09/1952,,,diary record,1,ploughed,Ploughed,,,,,
1379,692,R/WF/3,1953,fallow plots,03-Sep-53,03/09/1953,,,diary record,1,ploughed,Ploughed,,,,,
1380,693,R/WF/3,1954,cropped plots,03-Sep-53,03/09/1953,,,diary record,1,ploughed,Ploughed,,,,,
1381,694,R/WF/3,1954,cropped plots,22-Oct-53,22/10/1953,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
1382,695,R/WF/3,1954,cropped plots,06-Sep-54,06/09/1954,,,diary record,1,Harvested,Harvested,,,,,
1383,696,R/WF/3,1954,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1384,697,R/WF/3,1954,fallowed plots,03-Sep-53,03/09/1953,,,diary record,1,ploughed,Ploughed,,,,,
1385,698,R/WF/3,1954,fallowed plots,03-Dec-53,03/12/1953,,,diary record,1,ploughed,Ploughed,,,,,
1386,699,R/WF/3,1954,fallowed plots,25-Sep-54,25/09/1954,,,diary record,1,ploughed,Ploughed,,,,,
1387,700,R/WF/3,1955,cropped plots,25-Sep-54,25/09/1954,,,diary record,1,ploughed,Ploughed,,,,,
1388,701,R/WF/3,1955,cropped plots,07-Dec-54,07/12/1954,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
1389,702,R/WF/3,1955,cropped plots,20-Aug-55,20/08/1955,,,diary record,1,Harvested,Harvested,,,,,
1390,703,R/WF/3,1955,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1391,704,R/WF/3,1955,fallowed plots,25-Sep-54,25/09/1954,,,diary record,1,ploughed,Ploughed,,,,,
1392,705,R/WF/3,1955,fallowed plots,28-Sep-55,28/09/1955,,,diary record,1,ploughed,Ploughed,,,,,
1393,706,R/WF/3,1956,cropped plots,28-Sep-55,28/09/1955,,,diary record,1,ploughed,Ploughed,,,,,
1394,707,R/WF/3,1956,cropped plots,02-Nov-55,02/11/1955,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
1395,708,R/WF/3,1956,cropped plots,01-Sep-56,01/09/1956,,,diary record,1,Harvested,Harvested,,,,,
1396,709,R/WF/3,1956,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1397,710,R/WF/3,1956,fallowed plots,28-Sep-55,28/09/1955,,,diary record,1,ploughed,Ploughed,,,,,
1398,711,R/WF/3,1956,fallowed plots,15-May-56,15/05/1956,,,diary record,1,ploughed,Ploughed,,,,,
1399,712,R/WF/3,1956,fallowed plots,23-Aug-56,23/08/1956,,,diary record,1,ploughed,Ploughed,,,,,
1400,713,R/WF/3,1957,cropped plots,26-Sep-56,26/09/1956,,,diary record,1,ploughed,Ploughed,,,,,
1401,714,R/WF/3,1957,cropped plots,27-Oct-56,27/10/1956,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
1402,715,R/WF/3,1957,cropped plots,26-Aug-57,26/08/1957,,,diary record,1,combine harvested,combine harvested,,,,,
1403,716,R/WF/3,1957,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1404,717,R/WF/3,1957,fallowed plots,26-Sep-56,26/09/1956,,,diary record,1,ploughed,Ploughed,,,,,
1405,718,R/WF/3,1958,cropped plots,02-Sep-57,02/09/1957,,,diary record,1,ploughed,Ploughed,,,,,
1406,719,R/WF/3,1958,cropped plots,15-Oct-57,15/10/1957,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
1407,720,R/WF/3,1958,cropped plots,05-Sep-58,05/09/1958,,,diary record,1,combine harvested,combine harvested,,,,,
1408,721,R/WF/3,1958,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1409,722,R/WF/3,1958,fallowed plots,02-Sep-57,02/09/1957,,,diary record,1,ploughed,Ploughed,,,,,
1410,723,R/WF/3,1959,cropped plots,21-Oct-58,21/10/1958,,,diary record,1,ploughed,Ploughed,,,,,
1411,724,R/WF/3,1959,cropped plots,21-Nov-58,21/11/1958,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
1412,725,R/WF/3,1959,cropped plots,20-Aug-59,20/08/1959,,,diary record,1,combine harvested,combine harvested,,,,,
1413,726,R/WF/3,1959,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1414,727,R/WF/3,1959,fallowed plots,21-Oct-58,21/10/1958,,,diary record,1,ploughed,Ploughed,,,,,
1415,728,R/WF/3,1959,fallowed plots,02-Jun-59,02/06/1959,,,diary record,1,ploughed,Ploughed,,,,,
1416,729,R/WF/3,1960,cropped plots,12-Sep-59,12/09/1959,,,diary record,1,ploughed,Ploughed,,,,,
1417,730,R/WF/3,1960,cropped plots,19-Oct-59,19/10/1959,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
1418,731,R/WF/3,1960,cropped plots,31-Aug-60,31/08/1960,,,diary record,1,combine harvested,combine harvested,,,,,
1419,732,R/WF/3,1960,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1420,733,R/WF/3,1960,fallowed plots,11-Sep-59,11/09/1959,12-Sep-59,12/09/1959,diary record,1,ploughed twice,Ploughed,,,,,
1421,734,R/WF/3,1961,cropped plots,21-Sep-60,21/09/1960,,,diary record,1,ploughed,Ploughed,,,,,
1422,735,R/WF/3,1961,cropped plots,17-Jan-61,17/01/1961,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
1423,736,R/WF/3,1961,cropped plots,01-Sep-60,01/09/1960,,,diary record,1,combine harvested,combine harvested,,,,,
1424,737,R/WF/3,1961,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1425,738,R/WF/3,1961,fallowed plots,21-Sep-60,21/09/1960,,,diary record,1,ploughed three times,Ploughed,,,,,
1426,739,R/WF/3,1961,fallowed plots,14-Jun-61,14/06/1961,,,diary record,1,ploughed three times,Ploughed,,,,,
1427,740,R/WF/3,1961,fallowed plots,18-Jul-61,18/07/1961,,,diary record,1,ploughed three times,Ploughed,,,,,
1428,741,R/WF/3,1962,cropped plots,15-Sep-61,15/09/1961,,,diary record,1,ploughed,Ploughed,,,,,
1429,742,R/WF/3,1962,cropped plots,01-Nov-61,01/11/1961,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
1430,743,R/WF/3,1962,cropped plots,15-Sep-62,15/09/1962,,,diary record,1,combine harvested,combine harvested,,,,,
1431,744,R/WF/3,1962,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
1432,745,R/WF/3,1962,fallowed plots,15-Sep-61,15/09/1961,,,diary record,1,ploughed three times,Ploughed,,,,,
1433,746,R/WF/3,1962,fallowed plots,17-May-62,17/05/1962,,,diary record,1,ploughed three times,Ploughed,,,,,
1434,747,R/WF/3,1962,fallowed plots,02-Jul-62,02/07/1962,,,diary record,1,ploughed three times,Ploughed,,,,,
1435,748,R/WF/3,1963,cropped plots,24-Oct-62,24/10/1962,,,diary record,1,ploughed,Ploughed,,,,,
1436,749,R/WF/3,1963,cropped plots,23-Nov-62,23/11/1962,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
1437,750,R/WF/3,1963,cropped plots,10-Sep-63,10/09/1963,,,diary record,1,combine harvested,combine harvested,,,,,
1438,751,R/WF/3,1963,fallowed plots,24-Oct-62,24/10/1962,,,diary record,1,ploughed three times,Ploughed,,,,,
1439,752,R/WF/3,1963,fallowed plots,03-May-63,03/05/1963,,,diary record,1,ploughed three times,Ploughed,,,,,
1440,753,R/WF/3,1964,cropped plots,24-Sep-63,24/09/1963,,,diary record,1,ploughed,Ploughed,,,,,
1441,754,R/WF/3,1964,cropped plots,16-Oct-63,16/10/1963,,,diary record,1,seed drilled at 3 bushels,Seed drilled,,3,bushels per acre,,
1442,755,R/WF/3,1964,cropped plots,28-Aug-64,28/08/1964,,,diary record,1,combine harvested,combine harvested,,,,,
1443,756,R/WF/3,1964,fallowed plots,24-Sep-63,24/09/1963,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1444,757,R/WF/3,1964,fallowed plots,30-May-64,30/05/1964,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1445,758,R/WF/3,1964,fallowed plots,27-Jul-64,27/07/1964,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1446,759,R/WF/3,1965,cropped plots,17-Sep-64,17/09/1964,,,diary record,1,ploughed,Ploughed,,,,,
1447,760,R/WF/3,1965,cropped plots,26-Oct-64,26/10/1964,,,diary record,1,seed drilled at 190 1b,Seed drilled,,190,lb per acre,,
1448,761,R/WF/3,1963,cropped plots,21-Sep-65,21/09/1965,,,diary record,1,combine harvested,combine harvested,,,,,
1449,762,R/WF/3,1965,fallowed plots,17-Sep-64,17/09/1964,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1450,763,R/WF/3,1965,fallowed plots,19-Jul-65,19/07/1965,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1451,764,R/WF/3,1965,fallowed plots,13-Aug-65,13/08/1965,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1452,765,R/WF/3,1966,cropped plots,14-Oct-65,14/10/1965,,,diary record,1,ploughed,Ploughed,,,,,
1453,766,R/WF/3,1966,cropped plots,05-Nov-65,05/11/1965,,,diary record,1,seed drilled at 190 1b,Seed drilled,,190,lb per acre,,
1454,767,R/WF/3,1966,cropped plots,02-May-66,02/05/1966,,,diary record,1,sections A3 and A4 rotary cultivated and drilled with Kloka spring wheat at 230 1b,sections A3 and A4 rotary cultivated,,,,,
1454,767,R/WF/3,1966,cropped plots,02-May-66,02/05/1966,,,diary record,1,sections A3 and A4 rotary cultivated and drilled with Kloka spring wheat at 230 1b,sections A3 and A4 drilled with Kloka spring wheat,,230,lb per acre,,
1455,768,R/WF/3,1966,cropped plots,16-May-66,16/05/1966,,,diary record,1,Winter wheat sprayed with ioxynil/mecoprop (Actril C at 6 pints in 40 gals),Winter wheat sprayed with ioxynil/mecoprop (Actril C,,6,pints per acre,40,gallons per acre
1456,769,R/WF/3,1966,cropped plots,16-Jun-66,16/06/1966,,,diary record,1,spring wheat sprayed with MCPA at 1.5 1b a.e. in 40 gals,spring wheat sprayed with MCPA,,1.5,lb a.e. per acre,40,gallons per acre
1457,770,R/WF/3,1966,cropped plots,03-Sep-66,03/09/1966,,,diary record,1,Winter wheat combine harvested,Winter wheat combine harvested,,,,,
1458,771,R/WF/3,1966,cropped plots,07-Sep-66,07/09/1966,,,diary record,1,Spring wheat combine harvested,Spring wheat combine harvested,,,,,
1459,772,R/WF/3,1966,fallowed plots,14-Oct-65,14/10/1965,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1460,773,R/WF/3,1966,fallowed plots,23-May-66,23/05/1966,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1461,774,R/WF/3,1966,fallowed plots,15-Jul-66,15/07/1966,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1462,775,R/WF/3,1967,cropped plots,13-Sep-66,13/09/1966,,,diary record,1,ploughed,Ploughed,,,,,
1463,776,R/WF/3,1967,cropped plots,28-Oct-66,28/10/1966,,,diary record,1,seed drilled at 180 1b,Seed drilled,,180,lb per acre,,
1464,777,R/WF/3,1967,cropped plots,09-May-67,09/05/1967,,,diary record,1,sprayed with ioxynil/mecoprop (Actril C at 6 pints in 20 gals),sprayed with Ioxynil/mecoprop (Actril C),,6,pints per acre,20,gallons per acre
1465,778,R/WF/3,1967,fallow plots,13-Sep-66,13/09/1966,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1466,779,R/WF/3,1967,fallow plots,03-Apr-67,03/04/1967,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1467,780,R/WF/3,1967,fallow plots,05-Jul-67,05/07/1967,,,diary record,1,ploughed 3 times,Ploughed,,,,,
1468,781,W/RN/3,1948,block i ley second year,03-May-48,03/05/1948,21-May-48,21/05/1948,diary record,1,grazed by sheep,grazed by sheep,,,,,
1469,782,W/RN/3,1948,block i ley second year,13-Jun-48,13/06/1948,17-Jun-48,17/06/1948,diary record,1,grazed by sheep,grazed by sheep,,,,,
1470,783,W/RN/3,1948,block i ley second year,09-Jul-48,09/07/1948,13-Jul-48,13/07/1948,diary record,1,grazed by sheep,grazed by sheep,,,,,
1471,784,W/RN/3,1948,block i ley second year,17-Aug-48,17/08/1948,25-Aug-48,25/08/1948,diary record,1,grazed by sheep,grazed by sheep,,,,,
1472,785,W/RN/3,1948,block i ley second year,07-Sep-48,07/09/1948,11-Sep-48,11/09/1948,diary record,1,grazed by sheep,grazed by sheep,,,,,
1473,786,W/RN/3,1948,block i ley second year,04-Nov-48,04/11/1948,10-Nov-48,10/11/1948,diary record,1,grazed by sheep,grazed by sheep,,,,,
1474,787,W/RN/3,1948,block i lucerne second year,01-Nov-48,01/11/1948,,,diary record,1,"Lucerne, second year, harrowed three times",harrowed three times,,,,,
1475,788,W/RN/3,1948,block i lucerne second year,03-Nov-48,03/11/1948,,,diary record,1,hoed,Hoed,,,,,
1476,789,W/RN/3,1948,block i lucerne second year,09-Jul-48,09/07/1948,,,diary record,1,first cut,first cut,,,,,
1477,790,W/RN/3,1948,block i lucerne second year,06-Sep-48,06/09/1948,,,diary record,1,second cut,second cut,,,,,
1478,791,W/RN/3,1948,block i lucerne second year,12-Nov-48,12/11/1948,,,diary record,1,Third cut,Third cut,,,,,
1479,792,W/RN/3,1948,block i wheat,07-Oct-47,07/10/1947,08-Oct-47,08/10/1947,diary record,1,ploughed,Ploughed,,,,,
1480,793,W/RN/3,1948,block i wheat,09-Oct-47,09/10/1947,,,diary record,1,harrowed,harrowed,,,,,
1481,794,W/RN/3,1948,block i wheat,14-Oct-47,14/10/1947,15-Oct-47,15/10/1947,diary record,1,"seed (Squareheads Master) drilled, harrowed",seed (Squareheads Master) drilled,,,,,
1481,794,W/RN/3,1948,block i wheat,14-Oct-47,14/10/1947,15-Oct-47,15/10/1947,diary record,1,"seed (Squareheads Master) drilled, harrowed",harrowed,,,,,
1482,795,W/RN/3,1948,block i wheat,21-Oct-47,21/10/1947,,,diary record,1,"failure due to birds. harrowed, seed re-drilled",Failure due to birds. Harrowed,,,,,
1482,795,W/RN/3,1948,block i wheat,21-Oct-47,21/10/1947,,,diary record,1,"failure due to birds. harrowed, seed re-drilled",seed re-drilled,,,,,
1483,796,W/RN/3,1948,block i wheat,10-Mar-48,10/03/1948,,,diary record,1,"plants failure due to damage by birds, harrowed, sulphate of ammonia applied, seed (late) drilled, harrowed","plants failure due to damage by birds, harrowed",,,,,
1483,796,W/RN/3,1948,block i wheat,10-Mar-48,10/03/1948,,,diary record,1,"plants failure due to damage by birds, harrowed, sulphate of ammonia applied, seed (late) drilled, harrowed",Sulphate of ammonia applied,,,,,
1483,796,W/RN/3,1948,block i wheat,10-Mar-48,10/03/1948,,,diary record,1,"plants failure due to damage by birds, harrowed, sulphate of ammonia applied, seed (late) drilled, harrowed",seed (Atle) drilled,,,,,
1483,796,W/RN/3,1948,block i wheat,10-Mar-48,10/03/1948,,,diary record,1,"plants failure due to damage by birds, harrowed, sulphate of ammonia applied, seed (late) drilled, harrowed",harrowed,,,,,
1484,797,W/RN/3,1948,block i wheat,13-Mar-48,13/03/1948,,,diary record,1,rolled: for 13 harrowed,Rolled,,,,,
1484,797,W/RN/3,1948,block i wheat,23-Apr-48,23/04/1948,,,diary record,1,rolled: for 13 harrowed,harrowed,,,,,
1485,798,W/RN/3,1948,block i wheat,26-Apr-48,26/04/1948,,,diary record,1,rolled,Rolled,,,,,
1486,799,W/RN/3,1948,block i wheat,04-Sep-48,04/09/1948,,,diary record,1,Harvested,Harvested,,,,,
1487,800,W/RN/3,1948,block i wheat,,,,,variety,1,"late, previous crop: potatoes","Atle, previous crop: potatoes",,,,,
1488,801,W/RN/3,1948,block ii ley third year,14-May-48,14/05/1948,20-May-48,20/05/1948,diary record,1,"ar, grazed by sheep",grazed by sheep,,,,,
1489,802,W/RN/3,1948,block ii ley third year,17-Jun-48,17/06/1948,21-Jun-48,21/06/1948,diary record,1,"ar, grazed by sheep",grazed by sheep,,,,,
1490,803,W/RN/3,1948,block ii ley third year,13-Jul-48,13/07/1948,17-Jul-48,17/07/1948,diary record,1,"ar, grazed by sheep",grazed by sheep,,,,,
1491,804,W/RN/3,1948,block ii ley third year,25-Aug-48,25/08/1948,02-Sep-48,02/09/1948,diary record,1,"ar, grazed by sheep",grazed by sheep,,,,,
1492,805,W/RN/3,1948,block ii ley third year,11-Sep-48,11/09/1948,15-Sep-48,15/09/1948,diary record,1,"ar, grazed by sheep",grazed by sheep,,,,,
1493,806,W/RN/3,1948,block ii ley third year,10-Nov-48,10/11/1948,14-Nov-48,14/11/1948,diary record,1,"ar, grazed by sheep",grazed by sheep,,,,,
1494,807,W/RN/3,1948,block ii lucerne third year,14-Jun-48,14/06/1948,18-Jun-48,18/06/1948,diary record,1,"r, hoed",Hoed,,,,,
1495,808,W/RN/3,1948,block ii lucerne third year,09-Jul-48,09/07/1948,,,diary record,1,first cut,first cut,,,,,
1496,809,W/RN/3,1948,block ii lucerne third year,06-Sep-48,06/09/1948,,,diary record,1,second cut,second cut,,,,,
1497,810,W/RN/3,1948,block ii lucerne third year,12-Nov-48,12/11/1948,,,diary record,1,Third cut (small crop only),Third cut (small crop only),,,,,
1498,811,W/RN/3,1948,block ii hay,17-Apr-47,17/04/1947,,,diary record,1,grass and clover mixture undersown sown in wheat,grass and clover mixture undersown in wheat,,,,,
1499,812,W/RN/3,1948,block ii hay,30-Sep-47,30/09/1947,,,diary record,1,Total failure due to drought. all wheat plots ploughed,Total failure due to drought. all wheat plots ploughed,,,,,
1500,813,W/RN/3,1948,block ii hay,01-Mar-48,01/03/1948,,,diary record,1,springtine harrowed,springtine harrowed,,,,,
1501,814,W/RN/3,1948,block ii hay,10-Mar-48,10/03/1948,,,diary record,1,"Sulphate of ammonia applied, harrowed",Sulphate of ammonia applied,,,,,
1501,814,W/RN/3,1948,block ii hay,10-Mar-48,10/03/1948,,,diary record,1,"Sulphate of ammonia applied, harrowed",harrowed,,,,,
1502,815,W/RN/3,1948,block ii hay,18-Mar-48,18/03/1948,,,diary record,1,harrowed twice,harrowed twice,,,,,
1503,816,W/RN/3,1948,block ii hay,22-Mar-48,22/03/1948,,,diary record,1,rolled,Rolled,,,,,
1504,817,W/RN/3,1948,block ii hay,23-Mar-48,23/03/1948,,,diary record,1,seed sown,seed sown,,,,,
1505,818,W/RN/3,1948,block ii hay,25-Mar-48,25/03/1948,,,diary record,1,harrowed and rolled,harrowed,,,,,
1505,818,W/RN/3,1948,block ii hay,25-Mar-48,25/03/1948,,,diary record,1,harrowed and rolled,Rolled,,,,,
1506,819,W/RN/3,1948,block ii hay,27-Mar-48,27/03/1948,,,diary record,1,rolled,Rolled,,,,,
1507,820,W/RN/3,1948,block ii hay,09-Jun-48,09/06/1948,,,diary record,1,first cut,first cut,,,,,
1508,821,W/RN/3,1948,block ii hay,06-Sep-48,06/09/1948,,,diary record,1,second cut (small,second cut (small crop only),,,,,
1509,822,W/RN/3,1948,block ii sugar beet,30-Sep-47,30/09/1947,,,diary record,1,ploughed,Ploughed,,,,,
1510,823,W/RN/3,1948,block ii sugar beet,18-Mar-48,18/03/1948,,,diary record,1,ploughed,Ploughed,,,,,
1511,824,W/RN/3,1948,block ii sugar beet,19-Mar-48,19/03/1948,,,diary record,1,harrowed,harrowed,,,,,
1512,825,W/RN/3,1948,block ii sugar beet,27-Mar-48,27/03/1948,,,diary record,1,rolled,Rolled,,,,,
1513,826,W/RN/3,1948,block ii sugar beet,02-Apr-48,02/04/1948,,,diary record,1,seed drilled,Seed drilled,,,,,
1514,827,W/RN/3,1948,block ii sugar beet,05-Apr-48,05/04/1948,,,diary record,1,nitrate of soda applied,nitrate of soda applied,,,,,
1515,828,W/RN/3,1948,block ii sugar beet,06-Apr-48,06/04/1948,,,diary record,1,rolled,Rolled,,,,,
1516,829,W/RN/3,1948,block ii sugar beet,19-Apr-48,19/04/1948,,,diary record,1,hoed,Hoed,,,,,
1517,830,W/RN/3,1948,block ii sugar beet,01-Jun-48,01/06/1948,03-Jun-48,03/06/1948,diary record,1,hoed,Hoed,,,,,
1518,831,W/RN/3,1948,block ii sugar beet,01-Jun-48,01/06/1948,03-Jun-48,03/06/1948,diary record,1,singled,singled,,,,,
1519,832,W/RN/3,1948,block ii sugar beet,08-Jun-48,08/06/1948,,,diary record,1,hoed,Hoed,,,,,
1520,833,W/RN/3,1948,block ii sugar beet,02-Jul-48,02/07/1948,,,diary record,1,hoed,Hoed,,,,,
1521,834,W/RN/3,1948,block ii sugar beet,05-Oct-48,05/10/1948,,,diary record,1,lifted,Lifted,,,,,
1522,835,W/RN/3,1948,block ii sugar beet,,,,,variety,1,"Klein E, previous crop wheat","Klein E, previous crop wheat",,,,,
1523,836,W/RN/3,1948,block iii ley first year,27-Sep-47,27/09/1947,29-Sep-47,29/09/1947,diary record,1,"r, ploughed",Ploughed,,,,,
1524,837,W/RN/3,1948,block iii ley first year,10-Mar-48,10/03/1948,,,diary record,1,"springtine. harrowed, harrowed",springtine harrowed,,,,,
1524,837,W/RN/3,1948,block iii ley first year,10-Mar-48,10/03/1948,,,diary record,1,"springtine. harrowed, harrowed",harrowed,,,,,
1525,838,W/RN/3,1948,block iii ley first year,20-Mar-48,20/03/1948,,,diary record,1,"rolled, harrowed, rolled",Rolled,,,,,
1525,838,W/RN/3,1948,block iii ley first year,20-Mar-48,20/03/1948,,,diary record,1,"rolled, harrowed, rolled",harrowed,,,,,
1525,838,W/RN/3,1948,block iii ley first year,20-Mar-48,20/03/1948,,,diary record,1,"rolled, harrowed, rolled",Rolled,,,,,
1526,839,W/RN/3,1948,block iii ley first year,23-Mar-48,23/03/1948,,,diary record,1,Artificials applied,Artificials applied,,,,,
