new_source_id,source_id,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,record,tidy_record,Column,rate,unit,water_volume,water_volume_unit
688,1,R/BK/1,1952,crop sections,07-Sep-51,07/09/1951,,,diary record,1,"dung applied, ploughed all plots",Dung applied,,,,,
688,1,R/BK/1,1952,crop sections,07-Sep-51,07/09/1951,,,diary record,1,"dung applied, ploughed all plots",all plots ploughed,,,,,
689,2,R/BK/1,1952,crop sections,22-Oct-51,22/10/1951,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
690,3,R/BK/1,1952,crop sections,05-Nov-51,05/11/1951,,,diary record,1,seed drilled at 3.25 bushels per acre,Seed drilled,,3.25,bushels per acre,,
691,4,R/BK/1,1952,crop sections,21-Apr-52,21/04/1952,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
692,5,R/BK/1,1952,crop sections,13-May-52,13/05/1952,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
693,6,R/BK/1,1952,crop sections,22-Aug-52,22/08/1952,,,diary record,1,Harvested,Harvested,,,,,
694,7,R/BK/1,1952,crop sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
695,8,R/BK/1,1952,fallow section,06-Sep-51,06/09/1951,,,diary record,1,ploughed,Ploughed,,,,,
696,9,R/BK/1,1952,fallow section,22-Apr-52,22/04/1952,,,diary record,1,ploughed,Ploughed,,,,,
697,10,R/BK/1,1952,fallow section,26-Jun-52,26/06/1952,,,diary record,1,ploughed,Ploughed,,,,,
698,11,R/BK/1,1952,fallow section,27-Aug-52,27/08/1952,,,diary record,1,ploughed,Ploughed,,,,,
699,12,R/BK/1,1953,cropped sections,03-Sep-52,03/09/1952,,,diary record,1,dung applied and all plots ploughed,Dung applied,,,,,
699,12,R/BK/1,1953,cropped sections,03-Sep-52,03/09/1952,,,diary record,1,dung applied and all plots ploughed,all plots ploughed,,,,,
700,13,R/BK/1,1953,cropped sections,11-Nov-52,11/11/1952,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
701,14,R/BK/1,1953,cropped sections,12-Nov-52,12/11/1952,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
702,15,R/BK/1,1953,cropped sections,23-Apr-53,23/04/1953,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
703,16,R/BK/1,1953,cropped sections,13-May-53,13/05/1953,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
704,17,R/BK/1,1953,cropped sections,25-Aug-53,25/08/1953,,,diary record,1,Harvested,Harvested,,,,,
705,18,R/BK/1,1953,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
706,19,R/BK/1,1953,fallow section,03-Sep-52,03/09/1952,,,diary record,1,ploughed,Ploughed,,,,,
707,20,R/BK/1,1953,fallow section,22-Mar-53,22/03/1953,,,diary record,1,ploughed,Ploughed,,,,,
708,21,R/BK/1,1953,fallow section,10-Jun-53,10/06/1953,,,diary record,1,ploughed,Ploughed,,,,,
709,22,R/BK/1,1954,cropped sections,16-Sep-53,16/09/1953,,,diary record,1,"dung applied, ploughed all plots",Dung applied,,,,,
709,22,R/BK/1,1954,cropped sections,16-Sep-53,16/09/1953,,,diary record,1,"dung applied, ploughed all plots",all plots ploughed,,,,,
710,23,R/BK/1,1954,cropped sections,21-Oct-53,21/10/1953,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
711,24,R/BK/1,1954,cropped sections,23-Oct-53,23/10/1953,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
712,25,R/BK/1,1954,cropped sections,22-Apr-54,22/04/1954,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
713,26,R/BK/1,1954,cropped sections,11-May-54,11/05/1954,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
714,27,R/BK/1,1954,cropped sections,30-Aug-54,30/08/1954,,,diary record,1,Harvested,Harvested,,,,,
715,28,R/BK/1,1954,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
716,29,R/BK/1,1954,fallow section,16-Sep-53,16/09/1953,,,diary record,1,ploughed,Ploughed,,,,,
717,30,R/BK/1,1954,fallow section,11-Dec-53,11/12/1953,,,diary record,1,ploughed,Ploughed,,,,,
718,31,R/BK/1,1954,fallow section,17-Jun-54,17/06/1954,,,diary record,1,ploughed,Ploughed,,,,,
719,32,R/BK/1,1955,cropped sections,28-Sep-54,28/09/1954,21-Oct-54,21/10/1954,diary record,1,Ground Chalk applied to lower half of section V,Ground Chalk applied to lower half of section V,,,,,
720,33,R/BK/1,1955,cropped sections,01-Oct-54,01/10/1954,,,diary record,1,"dung applied, ploughed all plots",Dung applied,,,,,
720,33,R/BK/1,1955,cropped sections,01-Oct-54,01/10/1954,,,diary record,1,"dung applied, ploughed all plots",all plots ploughed,,,,,
721,34,R/BK/1,1955,cropped sections,20-Oct-54,20/10/1954,,,diary record,1,Ground Chalk applied to ammonium sulphate and castor meal plots,Ground Chalk applied to ammonium sulphate and castor meal plots,,,,,
722,35,R/BK/1,1955,cropped sections,05-Nov-54,05/11/1954,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
723,36,R/BK/1,1955,cropped sections,06-Dec-54,06/12/1954,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
724,37,R/BK/1,1955,cropped sections,16-May-55,16/05/1955,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
725,38,R/BK/1,1955,cropped sections,01-Jun-55,01/06/1955,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
726,39,R/BK/1,1955,cropped sections,19-Aug-55,19/08/1955,,,diary record,1,Harvested,Harvested,,,,,
727,40,R/BK/1,1955,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
728,41,R/BK/1,1955,fallow section,01-Oct-54,01/10/1954,,,diary record,1,ploughed,Ploughed,,,,,
729,42,R/BK/1,1955,fallow section,21-Apr-55,21/04/1955,,,diary record,1,ploughed,Ploughed,,,,,
730,43,R/BK/1,1955,fallow section,25-Jul-55,25/07/1955,,,diary record,1,ploughed,Ploughed,,,,,
731,44,R/BK/1,1956,cropped sections,06-Sep-55,06/09/1955,,,diary record,1,Ground Chalk and dung applied,Ground chalk applied,,,,,
731,44,R/BK/1,1956,cropped sections,06-Sep-55,06/09/1955,,,diary record,1,Ground Chalk and dung applied,Dung applied,,,,,
732,45,R/BK/1,1956,cropped sections,07-Sep-55,07/09/1955,14-Sep-55,14/09/1955,diary record,1,ploughed,Ploughed,,,,,
733,46,R/BK/1,1956,cropped sections,29-Sep-55,29/09/1955,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
734,47,R/BK/1,1956,cropped sections,02-Nov-55,02/11/1955,,,diary record,1,seed drilled at 2.75 bushels per acre,Seed drilled,,2.75,bushels per acre,,
735,48,R/BK/1,1956,cropped sections,09-May-56,09/05/1956,10-May-56,10/05/1956,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
736,49,R/BK/1,1956,cropped sections,24-May-56,24/05/1956,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
737,50,R/BK/1,1956,cropped sections,01-Sep-56,01/09/1956,04-Sep-56,04/09/1956,diary record,1,Harvested,Harvested,,,,,
738,51,R/BK/1,1956,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
739,52,R/BK/1,1956,fallow section (IB),07-Sep-55,07/09/1955,14-Sep-55,14/09/1955,diary record,1,ploughed,Ploughed,,,,,
740,53,R/BK/1,1956,fallow section (IB),12-May-56,12/05/1956,15-May-56,15/05/1956,diary record,1,ploughed,Ploughed,,,,,
741,54,R/BK/1,1956,fallow section (IB),17-Jul-56,17/07/1956,18-Jul-56,18/07/1956,diary record,1,ploughed,Ploughed,,,,,
742,55,R/BK/1,1957,cropped sections,29-Sep-56,29/09/1956,,,diary record,1,Ground Chalk applied,Ground chalk applied,,,,,
743,56,R/BK/1,1957,cropped sections,04-Oct-56,04/10/1956,,,diary record,1,dung applied,Dung applied,,,,,
744,57,R/BK/1,1957,cropped sections,28-Sep-56,28/09/1956,08-Oct-56,08/10/1956,diary record,1,ploughed,Ploughed,,,,,
745,58,R/BK/1,1957,cropped sections,29-Oct-56,29/10/1956,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
746,59,R/BK/1,1957,cropped sections,07-Nov-56,07/11/1956,12-Nov-56,12/11/1956,diary record,1,seed drilled at 2.75 bushels per acre,Seed drilled,,2.75,bushels per acre,,
747,60,R/BK/1,1957,cropped sections,29-Apr-57,29/04/1957,30-Apr-57,30/04/1957,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
748,61,R/BK/1,1957,cropped sections,16-May-57,16/05/1957,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
749,62,R/BK/1,1957,cropped sections,07-May-57,07/05/1957,,,diary record,1,section 1A under continuous wheat sprayed with MCPA at 3 pints in 80 gallons per acre,section 1A under continuous wheat sprayed with MCPA,,3,pints per acre,80,gallons per acre
750,63,R/BK/1,1957,cropped sections,27-Aug-57,27/08/1957,30-Aug-57,30/08/1957,diary record,1,combine harvested,combine harvested,,,,,
751,64,R/BK/1,1957,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
752,65,R/BK/1,1957,fallow section (II),28-Sep-56,28/09/1956,08-Oct-56,08/10/1956,diary record,1,ploughed,Ploughed,,,,,
753,66,R/BK/1,1957,fallow section (II),03-Apr-57,03/04/1957,05-Apr-57,05/04/1957,diary record,1,ploughed,Ploughed,,,,,
754,67,R/BK/1,1957,fallow section (II),25-Jun-57,25/06/1957,26-Jun-57,26/06/1957,diary record,1,ploughed,Ploughed,,,,,
755,68,R/BK/1,1957,,,,,,note,1,"In 1957 the plots were combine harvested for the first time, a single cut being made down the centre of each plot for the full length. The yield of the remainder of each plots (also taken by the combine) were recorded, but the yield presented in this report are from the central strip only. After combining, as much straw as could be picked up from this strip has weighed.","In 1957 the plots were combine harvested for the first time, a single cut being made down the centre of each plot for the full length. The yield of the remainder of each plots (also taken by the combine) were recorded, but the yield presented in this report are from the central strip only. After combining, as much straw as could be picked up from this strip has weighed.",,,,,
756,69,R/BK/1,1958,cropped sections,04-Sep-57,04/09/1957,,,diary record,1,dung applied,Dung applied,,,,,
757,70,R/BK/1,1958,cropped sections,03-Sep-57,03/09/1957,17-Sep-57,17/09/1957,diary record,1,ploughed,Ploughed,,,,,
758,71,R/BK/1,1958,cropped sections,09-Sep-57,09/09/1957,16-Sep-57,16/09/1957,diary record,1,Ground Chalk applied,Ground chalk applied,,,,,
759,72,R/BK/1,1958,cropped sections,20-Nov-57,20/11/1957,,,diary record,1,"autumn fertilizers applied, seed drilled at 2.75 bushels per acre",autumn fertilizers applied,,,,,
759,72,R/BK/1,1958,cropped sections,20-Nov-57,20/11/1957,,,diary record,1,"autumn fertilizers applied, seed drilled at 2.75 bushels per acre",Seed drilled,,2.75,bushels per acre,,
760,73,R/BK/1,1958,cropped sections,30-Apr-58,30/04/1958,,,diary record,1,"section 1A under continuous wheat sprayed with CMPP at 6 pints in 40 gallons per acre, spring fertilizers applied",section IA under continuous wheat sprayed with CMPP,,6,pints per acre,40,gallons per acre
760,73,R/BK/1,1958,cropped sections,30-Apr-58,30/04/1958,,,diary record,1,"section 1A under continuous wheat sprayed with CMPP at 6 pints in 40 gallons per acre, spring fertilizers applied",spring fertilizers applied,,,,,
761,74,R/BK/1,1958,cropped sections,15-May-58,15/05/1958,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
762,75,R/BK/1,1958,cropped sections,09-Sep-58,09/09/1958,,,diary record,1,combine harvested,combine harvested,,,,,
763,76,R/BK/1,1958,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
764,77,R/BK/1,1958,fallow section (V),03-Sep-57,03/09/1957,17-Sep-57,17/09/1957,diary record,1,ploughed,Ploughed,,,,,
765,78,R/BK/1,1958,fallow section (V),07-May-58,07/05/1958,09-May-58,09/05/1958,diary record,1,ploughed,Ploughed,,,,,
766,79,R/BK/1,1958,fallow section (V),29-Jul-58,29/07/1958,31-Jul-58,31/07/1958,diary record,1,ploughed,Ploughed,,,,,
767,80,R/BK/1,1958,,,,,,note,1,"On a few plots an estimate has made of the chaff, cavings, dust, etc, not picked up by the baler","On a few plots an estimate has made of the chaff, cavings, dust, etc, not picked up by the baler",,,,,
768,81,R/BK/1,1959,cropped sections,22-Sep-58,22/09/1958,,,diary record,1,Ground Chalk applied,Ground chalk applied,,,,,
769,82,R/BK/1,1959,cropped sections,20-Oct-58,20/10/1958,,,diary record,1,ploughed,Ploughed,,,,,
770,83,R/BK/1,1959,cropped sections,10-Nov-58,10/11/1958,,,diary record,1,dung applied,Dung applied,,,,,
771,84,R/BK/1,1959,cropped sections,04-Dec-58,04/12/1958,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
772,85,R/BK/1,1959,cropped sections,08-Dec-58,08/12/1958,,,diary record,1,seed drilled at 2.75 bushels per acre,Seed drilled,,2.75,bushels per acre,,
773,86,R/BK/1,1959,cropped sections,27-Apr-59,27/04/1959,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
774,87,R/BK/1,1959,cropped sections,06-May-59,06/05/1959,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
775,88,R/BK/1,1959,cropped sections,12-May-59,12/05/1959,,,diary record,1,section IA under continuous wheat sprayed with TCB/MCPA at 4 pints in 40 gallons per acre,section IA under continuous wheat sprayed with TCB/MCPA,,4,pints per acre,40,gallons per acre
776,89,R/BK/1,1959,cropped sections,19-Aug-59,19/08/1959,,,diary record,1,combine harvested,combine harvested,,,,,
777,90,R/BK/1,1959,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
778,91,R/BK/1,1959,fallow section (IV),20-Oct-58,20/10/1958,11-Nov-58,11/11/1958,diary record,1,ploughed,Ploughed,,,,,
779,92,R/BK/1,1959,fallow section (IV),09-May-59,09/05/1959,,,diary record,1,ploughed,Ploughed,,,,,
780,93,R/BK/1,1959,fallow section (IV),10-Aug-59,10/08/1959,,,diary record,1,ploughed,Ploughed,,,,,
781,94,R/BK/1,1960,cropped sections,04-Sep-59,04/09/1959,,,diary record,1,Ground Chalk applied,Ground chalk applied,,,,,
782,95,R/BK/1,1960,cropped sections,08-Sep-59,08/09/1959,,,diary record,1,"section IA sprayed with 2,4-D ester at 1.75 pints in 40 gallons per acre","section IA sprayed with 2,4-D ester",,1.75,pints per acre,40,gallons per acre
783,96,R/BK/1,1960,cropped sections,21-Sep-59,21/09/1959,,,diary record,1,dung applied,Dung applied,,,,,
784,97,R/BK/1,1960,cropped sections,21-Sep-59,21/09/1959,28-Sep-59,28/09/1959,diary record,1,ploughed,Ploughed,,,,,
785,98,R/BK/1,1960,cropped sections,07-Oct-59,07/10/1959,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
786,99,R/BK/1,1960,cropped sections,19-Oct-59,19/10/1959,,,diary record,1,seed drilled at 2.75 bushels per acre,Seed drilled,,2.75,bushels per acre,,
787,100,R/BK/1,1960,cropped sections,04-Apr-60,04/04/1960,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
788,101,R/BK/1,1960,cropped sections,28-Apr-60,28/04/1960,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
789,102,R/BK/1,1960,cropped sections,28-Apr-60,28/04/1960,,,diary record,1,section IA sprayed with CMPP at 6 pints in 40 gallons per acre,section IA sprayed with CMPP,,6,pints per acre,40,gallons per acre
790,103,R/BK/1,1960,cropped sections,31-Aug-60,31/08/1960,09-Sep-60,09/09/1960,diary record,1,combined,combined,,,,,
791,104,R/BK/1,1960,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
792,105,R/BK/1,1960,fallow section (III),21-Sep-59,21/09/1959,28-Sep-59,28/09/1959,diary record,1,ploughed,Ploughed,,,,,
793,106,R/BK/1,1960,fallow section (III),26-Apr-60,26/04/1960,,,diary record,1,ploughed,Ploughed,,,,,
794,107,R/BK/1,1960,fallow section (III),02-Jul-60,02/07/1960,,,diary record,1,ploughed,Ploughed,,,,,
795,108,R/BK/1,1961,cropped sections,01-Oct-60,01/10/1960,,,diary record,1,Ground Chalk applied,Ground chalk applied,,,,,
796,109,R/BK/1,1961,cropped sections,04-Oct-60,04/10/1960,,,diary record,1,ploughed,Ploughed,,,,,
797,110,R/BK/1,1961,cropped sections,10-Oct-60,10/10/1960,,,diary record,1,dung applied and ploughed in,dung applied and ploughed in,,,,,
798,111,R/BK/1,1961,cropped sections,17-Jan-61,17/01/1961,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
799,112,R/BK/1,1961,cropped sections,18-Jan-61,18/01/1961,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
800,113,R/BK/1,1961,cropped sections,17-Apr-61,17/04/1961,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
801,114,R/BK/1,1961,cropped sections,03-May-61,03/05/1961,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
802,115,R/BK/1,1961,cropped sections,05-May-61,05/05/1961,,,diary record,1,section TA sprayed with MCPA/TBA at 4 pints in 40 gallons per acre,section IA sprayed with MCPA/TBA,,4,pints per acre,40,gallons per acre
803,116,R/BK/1,1961,cropped sections,01-Sep-61,01/09/1961,,,diary record,1,combined,combined,,,,,
804,117,R/BK/1,1961,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
805,118,R/BK/1,1961,fallow section (IB),04-Oct-60,04/10/1960,,,diary record,1,ploughed,Ploughed,,,,,
806,119,R/BK/1,1961,fallow section (IB),12-Jun-61,12/06/1961,,,diary record,1,ploughed,Ploughed,,,,,
807,120,R/BK/1,1961,fallow section (IB),17-Jul-61,17/07/1961,,,diary record,1,ploughed,Ploughed,,,,,
808,121,R/BK/1,1962,cropped sections,07-Sep-61,07/09/1961,,,diary record,1,"dung and ground Chalk applied, all plots ploughed",Dung applied,,,,,
808,121,R/BK/1,1962,cropped sections,07-Sep-61,07/09/1961,,,diary record,1,"dung and ground Chalk applied, all plots ploughed",Ground chalk applied,,,,,
808,121,R/BK/1,1962,cropped sections,07-Sep-61,07/09/1961,,,diary record,1,"dung and ground Chalk applied, all plots ploughed",all plots ploughed,,,,,
809,122,R/BK/1,1962,cropped sections,29-Sep-61,29/09/1961,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
810,123,R/BK/1,1962,cropped sections,01-Nov-61,01/11/1961,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
811,124,R/BK/1,1962,cropped sections,17-Apr-62,17/04/1962,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
812,125,R/BK/1,1962,cropped sections,24-Apr-62,24/04/1962,,,diary record,1,section IA sprayed with MCPA/TBA at 4 pints in 40 gallons per acre,section IA sprayed with MCPA/TBA,,4,pints per acre,40,gallons per acre
813,126,R/BK/1,1962,cropped sections,04-May-62,04/05/1962,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
814,127,R/BK/1,1962,cropped sections,15-Sep-62,15/09/1962,,,diary record,1,combine harvested,combine harvested,,,,,
815,128,R/BK/1,1962,cropped sections,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
816,129,R/BK/1,1962,fallow section (II),07-Sep-61,07/09/1961,,,diary record,1,ploughed,Ploughed,,,,,
817,130,R/BK/1,1962,fallow section (II),16-May-62,16/05/1962,,,diary record,1,ploughed,Ploughed,,,,,
818,131,R/BK/1,1962,fallow section (II),16-Jul-62,16/07/1962,,,diary record,1,ploughed,Ploughed,,,,,
819,132,R/BK/1,1963,cropped sections,27-Sep-62,27/09/1962,,,diary record,1,Ground Chalk applied,Ground chalk applied,,,,,
820,133,R/BK/1,1963,cropped sections,27-Sep-62,27/09/1962,,,diary record,1,ploughed,Ploughed,,,,,
821,134,R/BK/1,1963,cropped sections,04-Oct-62,04/10/1962,,,diary record,1,Dung applied,Dung applied,,,,,
822,135,R/BK/1,1963,cropped sections,23-Oct-62,23/10/1962,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
823,136,R/BK/1,1963,cropped sections,30-Nov-62,30/11/1962,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
824,137,R/BK/1,1963,cropped sections,24-Apr-63,24/04/1963,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
825,138,R/BK/1,1963,cropped sections,06-May-63,06/05/1963,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
826,139,R/BK/1,1963,cropped sections,16-May-63,16/05/1963,,,diary record,1,"sections IA and VB sprayed with mecoprop/2,4-D at 7 pints in 40 gallons per acre","sections IA and VB sprayed with mecoprop/2,4-D",,7,pints per acre,40,gallons per acre
827,140,R/BK/1,1963,cropped sections,13-Sep-63,13/09/1963,,,diary record,1,combine harvested,combine harvested,,,,,
828,141,R/BK/1,1963,cropped sections,,,,,variety,1,Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),,,,,
829,142,R/BK/1,1963,fallow section (NA),27-Sep-62,27/09/1962,05-Oct-62,05/10/1962,diary record,1,ploughed,Ploughed,,,,,
830,143,R/BK/1,1963,fallow section (NA),29-May-63,29/05/1963,,,diary record,1,ploughed,Ploughed,,,,,
831,144,R/BK/1,1963,fallow section (NA),16-Jul-63,16/07/1963,,,diary record,1,ploughed,Ploughed,,,,,
832,145,R/BK/1,1964,cropped sections,19-Sep-63,19/09/1963,,,diary record,1,Ground Chalk applied to section VA (first half of 5 ton dressing),Ground Chalk applied to section VA (first half of 5 ton dressing),,2.5,ton per acre,,
833,146,R/BK/1,1964,cropped sections,23-Sep-63,23/09/1963,,,diary record,1,"Ground Chalk applied to plot 19, section IV at 5 tons","Ground Chalk applied to plot 19, section IV",,5,ton per acre,,
834,147,R/BK/1,1964,cropped sections,23-Sep-63,23/09/1963,,,diary record,1,Normal annual dressing of ground Chalk applied to plots,Normal annual dressing of ground Chalk applied to plots,,,,,
835,148,R/BK/1,1964,cropped sections,01-Oct-63,01/10/1963,,,diary record,1,Normal annual dressing of ground Chalk applied to plots,Normal annual dressing of ground Chalk applied to plots,,,,,
836,149,R/BK/1,1964,cropped sections,24-Sep-63,24/09/1963,,,diary record,1,dung applied,Dung applied,,,,,
837,150,R/BK/1,1964,cropped sections,25-Sep-63,25/09/1963,02-Oct-63,02/10/1963,diary record,1,ploughed,Ploughed,,,,,
838,151,R/BK/1,1964,cropped sections,11-Oct-63,11/10/1963,,,diary record,1,Ground Chalk applied to section VA (remainder of 5 ton dressing),Ground Chalk applied to section VA (remainder of 5 ton dressing),,2.5,ton per acre,,
839,152,R/BK/1,1964,cropped sections,15-Oct-63,15/10/1963,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
840,153,R/BK/1,1964,cropped sections,30-Nov-63,30/11/1963,,,diary record,1,seed drilled at 3 bushels,Seed drilled,,3,bushels per acre,,
841,154,R/BK/1,1964,cropped sections,13-Apr-64,13/04/1964,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
842,155,R/BK/1,1964,cropped sections,17-Apr-64,17/04/1964,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
843,156,R/BK/1,1964,cropped sections,07-May-64,07/05/1964,,,diary record,1,all sections except VA sprayed with Dicamba/MCPA ('Banlene' at 4 pints in 40 gals),all sections except VA sprayed with Dicamba/MCPA ('Banlene',,4,pints per acre,40,gallons per acre
844,157,R/BK/1,1964,cropped sections,27-Aug-64,27/08/1964,,,diary record,1,combine harvested,combine harvested,,,,,
845,158,R/BK/1,1964,cropped sections,,,,,variety,1,Squareheads Master 13/4 (Rothamsted seed from Broadbalk),Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),,,,,
846,159,R/BK/1,1964,fallow section (IV),25-Sep-63,25/09/1963,02-Oct-63,02/10/1963,diary record,1,ploughed,Ploughed,,,,,
847,160,R/BK/1,1964,fallow section (IV),04-May-64,04/05/1964,,,diary record,1,ploughed,Ploughed,,,,,
848,161,R/BK/1,1964,fallow section (IV),09-Jul-64,09/07/1964,,,diary record,1,ploughed,Ploughed,,,,,
849,162,R/BK/1,1965,cropped sections,09-Sep-64,09/09/1964,,,diary record,1,Ground Chalk applied,Ground chalk applied,,,,,
850,163,R/BK/1,1965,cropped sections,09-Oct-64,09/10/1964,14-Oct-64,14/10/1964,diary record,1,ploughed,Ploughed,,,,,
851,164,R/BK/1,1965,cropped sections,13-Oct-64,13/10/1964,,,diary record,1,dung applied,Dung applied,,,,,
852,165,R/BK/1,1965,cropped sections,19-Oct-64,19/10/1964,,,diary record,1,autumn fertilizers applied,autumn fertilizers applied,,,,,
853,166,R/BK/1,1965,cropped sections,26-Oct-64,26/10/1964,,,diary record,1,seed drilled at 180 lb,Seed drilled,,180,lb per acre,,
854,167,R/BK/1,1965,cropped sections,26-Apr-65,26/04/1965,,,diary record,1,spring fertilizers applied,spring fertilizers applied,,,,,
855,168,R/BK/1,1965,cropped sections,10-May-65,10/05/1965,,,diary record,1,second dressing of nitrate of soda applied to plot 16,second dressing of nitrate of soda applied to plot 16,,,,,
856,169,R/BK/1,1965,cropped sections,11-May-65,11/05/1965,,,diary record,1,sprayed (Except section 5A) with MCBA at 1.13 1b and Dicamba at 0.08 lb in 34 gals ,sprayed (Except section 5A) with MCBA,,1.13,lb per acre,34,gallons per acre
856,169,R/BK/1,1965,cropped sections,11-May-65,11/05/1965,,,diary record,1,sprayed (Except section 5A) with MCBA at 1.13 1b and Dicamba at 0.08 lb in 34 gals ,sprayed (Except section 5A) with Dicamba,,0.08,lb per acre,34,gallons per acre
857,170,R/BK/1,1965,cropped sections,21-Sep-65,21/09/1965,,,diary record,1,combine harvested,combine harvested,,,,,
858,171,R/BK/1,1965,cropped sections,,,,,variety,1,Squareheads Master 13/4 (Rothamsted seed from Broadbalk field,Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),,,,,
859,172,R/BK/1,1965,fallow section (IV),09-Oct-64,09/10/1964,14-Oct-64,14/10/1964,diary record,1,ploughed,Ploughed,,,,,
860,173,R/BK/1,1965,fallow section (IV),30-Nov-64,30/11/1964,,,diary record,1,ploughed,Ploughed,,,,,
861,174,R/BK/1,1965,fallow section (IV),21-Jul-65,21/07/1965,,,diary record,1,ploughed,Ploughed,,,,,
862,175,R/BK/1,1966,cropped sections,04-Oct-65,04/10/1965,,,diary record,1,"section IA (all plots, plot 20 (sections IB and II) sprayed with aminotriazole at 4 lb and ammonia thiocyanate at 3.7 lb","section IA (all plots, plot 20 (sections IB and II) sprayed with aminotriazole",,4,lb per acre,,
