source_id,Experiment,harvest_year,plots,start_date,end_date,type,record,
604,RW/CS/10,1966,sawyers i,26-Aug-66,,diary record,combine harvested,
605,RW/CS/10,1966,sawyers i,,,variety,Maris Badger,
606,RW/CS/10,1966,stackyard series c,16-Sep-65,,diary record,ploughed,
607,RW/CS/10,1966,stackyard series c,10-Mar-65,,diary record,P and K applied,
608,RW/CS/10,1966,stackyard series c,11-Mar-66,,diary record,"0.5 cwt N Sulphate of ammonia applied, broadcast by machine, seed drilled at 140 lb",
609,RW/CS/10,1966,stackyard series c,11-May-66,,diary record,"sprayed, Ioxynil/mecoprop ('Actril C' at 4 pints in 35 gals)",
610,RW/CS/10,1966,stackyard series c,07-Jun-66,,diary record,0.5 cwt N as 'Nitro-chalk' applied by machine,
611,RW/CS/10,1966,stackyard series c,08-Sep-66,,diary record,combine harvested,
612,RW/CS/10,1966,stackyard series c,,,variety,Maris Badger,
613,RW/CS/10,1967,sawyers i,16-Sep-66,,diary record,ploughed,
614,RW/CS/10,1967,sawyers i,22-Feb-67,,diary record,P and K applied,
615,RW/CS/10,1967,sawyers i,03-Mar-67,,diary record,seed drilled at 140 lb. 0.75 cwt N as 'Nitro-chalk' combine drilled.,
616,RW/CS/10,1967,sawyers i,12-May-67,,diary record,"weedkiller applied, mecoprop/2,4-D (Methoxone Extra at 6 pints in 30 gals)",
617,RW/CS/10,1967,sawyers i,22-Aug-67,,diary record,combine harvested,
618,RW/CS/10,1967,sawyers i,,,variety,Maris Badger,
619,RW/CS/10,1967,stackyard series c,27-Sep-66,,diary record,aminotriazole at 4 lb and ammonium thiocyanate 3.7 lb in 33 gals applied,
620,RW/CS/10,1967,stackyard series c,28-Oct-66,,diary record,ploughed,
621,RW/CS/10,1967,stackyard series c,24-Feb-67,,diary record,P and K applied,
622,RW/CS/10,1967,stackyard series c,04-Mar-67,,diary record,"0.62 cwt N as Sulphate of ammonia applied, broadcast in the seedbed. seed drilled at 140 lb",
623,RW/CS/10,1967,stackyard series c,21-Mar-67,,diary record,"0.38 cwt N as sulphate of ammonia applied, by hand as a top-dressing",
624,RW/CS/10,1967,stackyard series c,09-May-67,,diary record,Ioxynil/mecoprop applied ('Actril C' at 5 pints in 35 gals),
625,RW/CS/10,1967,stackyard series c,31-May-67,,diary record,Ioxynil/mecoprop applied ('Actril C' at 5 pints in 35 gals). (The second application was made because the first had litle effect),
626,RW/CS/10,1967,stackyard series c,21-Aug-67,,diary record,combine harvested,
627,RW/CS/10,1967,stackyard series c,,,variety,Maris Badger,
628,W/RN/12,1964,,23-Sep-63,,diary record,subsoiled,
629,W/RN/12,1964,,03-Oct-63,,diary record,ploughed,
630,W/RN/12,1964,,03-Jan-64,,diary record,ploughed,
631,W/RN/12,1964,,01-May-64,,diary record,fertilizers applied,
632,W/RN/12,1964,,07-May-64,,diary record,seed sown,
633,W/RN/12,1965,all plots,02-Jul-64,,diary record,rotary cultivated,
634,W/RN/12,1965,all plots,18-Jul-64,,diary record,rotary cultivated,
635,W/RN/12,1965,all plots,17-Aug-64,,diary record,Deep-tine cultivated,
636,W/RN/12,1965,all plots,13-Oct-64,,diary record,rotary cultivated,
637,W/RN/12,1965,all plots,16-Nov-64,,diary record,ploughed,
638,W/RN/12,1965,all plots,21-Apr-65,,diary record,rotary cultivated,
639,W/RN/12,1965,lc and ln plots,23-Apr-65,,diary record,"seed sown, seedbed fertilizers applied",
640,W/RN/12,1965,lc and ln plots,03-Jun-65,,diary record,sprayed with dinoseb at 1.25 lb in 40 gals,
641,W/RN/12,1965,lc and ln plots,12-Aug-65,,diary record,cut,
642,W/RN/12,1965,lc and ln plots,20-Oct-65,,diary record,cut,
643,W/RN/12,1965,lc and ln plots,20-Aug-65,,diary record,'Nitro-chalk' applied,
644,W/RN/12,1965,gm plots,23-Apr-65,,diary record,"seed sown, fertilizers applied",
645,W/RN/12,1966,lc and ln plots,04-Nov-65,,diary record,Mg applied,
646,W/RN/12,1966,lc and ln plots,17-Mar-66,,diary record,'Nitro-chalk' applied to Ln plots,
647,W/RN/12,1966,lc and ln plots,15-Jun-66,,diary record,'Nitro-chalk' applied to Ln plots,
648,W/RN/12,1966,lc and ln plots,22-Aug-66,,diary record,'Nitro-chalk' applied to Ln plots,
649,W/RN/12,1966,lc and ln plots,08-Jun-66,,diary record,Lc plots cut,
650,W/RN/12,1966,lc and ln plots,13-Jul-66,,diary record,Lc plots cut,
651,W/RN/12,1966,lc and ln plots,12-Aug-66,,diary record,Lc plots cut,
652,W/RN/12,1966,lc and ln plots,25-Oct-66,,diary record,Lc plots cut,
653,W/RN/12,1966,remainder,02-Sep-65,07-Sep-65,diary record,"peat, straw, dung, P, K, Mg, applied",
654,W/RN/12,1966,remainder,07-Sep-65,,diary record,ploughed,
655,W/RN/12,1966,remainder,02-Nov-65,,diary record,"wheat drilled, trefoil undersown on Gm plots",
656,W/RN/12,1966,remainder,28-Apr-66,,diary record,'Nitro-chalk' applied,
657,W/RN/12,1966,remainder,28-Apr-66,,diary record,sprayed with paraquat at 0.75 lb ion in 34 gals,
658,W/RN/12,1966,remainder,30-Apr-66,,diary record,"barley drilled, trefoil undersown on Gm plots",
659,W/RN/12,1966,remainder,09-Sep-66,,diary record,combine harvested,
660,W/RN/12,1967,lc and ln plots,04-Nov-66,,diary record,"P, K and Mg applied",
661,W/RN/12,1967,lc and ln plots,04-Apr-67,,diary record,'Nitro-Chalk' applied to LN plots,
662,W/RN/12,1967,lc and ln plots,19-Jun-67,,diary record,'Nitro-Chalk' applied to LN plots,
663,W/RN/12,1967,lc and ln plots,07-Apr-67,,diary record,"P, K and Mg applied",
664,W/RN/12,1967,lc and ln plots,08-Jun-67,,diary record,Lc plots cut,
665,W/RN/12,1967,lc and ln plots,13-Jul-67,,diary record,Lc plots cut,
666,W/RN/12,1967,potatoes,11-Nov-66,,diary record,"P, K and Mg applied",
667,W/RN/12,1967,potatoes,28-Nov-66,29-Nov-66,diary record,"peat, straw, dung applied",
668,W/RN/12,1967,potatoes,01-Nov-66,,diary record,ploughed,
669,W/RN/12,1967,potatoes,04-Apr-67,,diary record,Additional peat applied,
670,W/RN/12,1967,potatoes,04-Apr-67,06-Apr-67,diary record,"N,P,K and Mg applied",
671,W/RN/12,1967,potatoes,05-Apr-67,07-Apr-67,diary record,"rotary cultivated, potatoes planted",
672,W/RN/12,1967,potatoes,10-May-67,,diary record,earthed up,
673,W/RN/12,1967,potatoes,10-Jun-67,,diary record,rotary ridged,
674,W/RN/12,1967,potatoes,01-Jul-67,,diary record,sprayed with mancozeb at 1.2 lb in 30 gals,
675,W/RN/12,1967,potatoes,28-Jul-67,,diary record,sprayed with mancozeb at 1.2 lb in 30 gals,
676,W/RN/12,1967,potatoes,08-Aug-67,,diary record,sprayed with mancozeb at 1.2 lb in 30 gals,
677,W/RN/12,1967,potatoes,21-Aug-67,,diary record,sprayed with undiluted BOV at 15 gals,
678,W/RN/12,1967,potatoes,12-Sep-67,13-Sep-67,diary record,lifted,
679,W/RN/12,1967,potatoes,,,variety,Majestic,
680,R/WF/3,1952,None,18-Sep-51,,diary record,ploughed,
681,R/WF/3,1952,None,19-Oct-51,,diary record,seed drilled at 3 bushels per acre,
682,R/WF/3,1952,None,31-Jul-52,,diary record,Harvested,
683,R/WF/3,1952,None,,,variety,Squareheads Master 13/4,
684,R/WF/3,1952,fallow plots,18-Sep-51,,diary record,ploughed,
685,R/WF/3,1952,fallow plots,08-Feb-52,,diary record,ploughed,
686,R/WF/3,1952,fallow plots,06-Sep-52,,diary record,ploughed,
687,R/WF/3,1953,cropped plots,06-Sep-52,,diary record,ploughed,
688,R/WF/3,1953,cropped plots,27-Oct-52,,diary record,seed drilled at 3 bushels per acre,
689,R/WF/3,1953,cropped plots,20-Aug-53,,diary record,Harvested,
690,R/WF/3,1953,cropped plots,,,variety,Squareheads Master 13/4,
691,R/WF/3,1953,fallow plots,06-Sep-52,,diary record,ploughed,
692,R/WF/3,1953,fallow plots,03-Sep-53,,diary record,ploughed,
693,R/WF/3,1954,cropped plots,03-Sep-53,,diary record,ploughed,
694,R/WF/3,1954,cropped plots,22-Oct-53,,diary record,seed drilled at 3 bushels per acre,
695,R/WF/3,1954,cropped plots,06-Sep-54,,diary record,Harvested,
696,R/WF/3,1954,cropped plots,,,variety,Squareheads Master 13/4,
697,R/WF/3,1954,fallowed plots,03-Sep-53,,diary record,ploughed,
698,R/WF/3,1954,fallowed plots,03-Dec-53,,diary record,ploughed,
699,R/WF/3,1954,fallowed plots,25-Sep-54,,diary record,ploughed,
700,R/WF/3,1955,cropped plots,25-Sep-54,,diary record,ploughed,
701,R/WF/3,1955,cropped plots,07-Dec-54,,diary record,seed drilled at 3 bushels per acre,
702,R/WF/3,1955,cropped plots,20-Aug-55,,diary record,Harvested,
703,R/WF/3,1955,cropped plots,,,variety,Squareheads Master 13/4,
704,R/WF/3,1955,fallowed plots,25-Sep-54,,diary record,ploughed,
705,R/WF/3,1955,fallowed plots,28-Sep-55,,diary record,ploughed,
706,R/WF/3,1956,cropped plots,28-Sep-55,,diary record,ploughed,
707,R/WF/3,1956,cropped plots,02-Nov-55,,diary record,seed drilled at 3 bushels per acre,
708,R/WF/3,1956,cropped plots,01-Sep-56,,diary record,Harvested,
709,R/WF/3,1956,cropped plots,,,variety,Squareheads Master 13/4,
710,R/WF/3,1956,fallowed plots,28-Sep-55,,diary record,ploughed,
711,R/WF/3,1956,fallowed plots,15-May-56,,diary record,ploughed,
712,R/WF/3,1956,fallowed plots,23-Aug-56,,diary record,ploughed,
713,R/WF/3,1957,cropped plots,26-Sep-56,,diary record,ploughed,
714,R/WF/3,1957,cropped plots,27-Oct-56,,diary record,seed sown at 3 bushels per acre,
715,R/WF/3,1957,cropped plots,26-Aug-57,,diary record,combine harvested,
716,R/WF/3,1957,cropped plots,,,variety,Squareheads Master 13/4,
717,R/WF/3,1957,fallowed plots,26-Sep-56,,diary record,ploughed,
718,R/WF/3,1958,cropped plots,02-Sep-57,,diary record,ploughed,
719,R/WF/3,1958,cropped plots,15-Oct-57,,diary record,seed sown at 3 bushels per acre,
720,R/WF/3,1958,cropped plots,05-Sep-58,,diary record,combine harvested,
721,R/WF/3,1958,cropped plots,,,variety,Squareheads Master 13/4,
722,R/WF/3,1958,fallowed plots,02-Sep-57,,diary record,ploughed,
723,R/WF/3,1959,cropped plots,21-Oct-58,,diary record,ploughed,
724,R/WF/3,1959,cropped plots,21-Nov-58,,diary record,seed sown at 3 bushels per acre,
725,R/WF/3,1959,cropped plots,20-Aug-59,,diary record,combine harvested,
726,R/WF/3,1959,cropped plots,,,variety,Squareheads Master 13/4,
727,R/WF/3,1959,fallowed plots,21-Oct-58,,diary record,ploughed,
728,R/WF/3,1959,fallowed plots,02-Jun-59,,diary record,ploughed,
729,R/WF/3,1960,cropped plots,12-Sep-59,,diary record,ploughed,
730,R/WF/3,1960,cropped plots,19-Oct-59,,diary record,seed sown at 3 bushels per acre,
731,R/WF/3,1960,cropped plots,31-Aug-60,,diary record,combine harvested,
732,R/WF/3,1960,cropped plots,,,variety,Squareheads Master 13/4,
733,R/WF/3,1960,fallowed plots,11-Sep-59,12-Sep-59,diary record,ploughed twice,
734,R/WF/3,1961,cropped plots,21-Sep-60,,diary record,ploughed,
735,R/WF/3,1961,cropped plots,17-Jan-61,,diary record,seed sown at 3 bushels per acre,
736,R/WF/3,1961,cropped plots,01-Sep-60,,diary record,combine harvested,
737,R/WF/3,1961,cropped plots,,,variety,Squareheads Master 13/4,
738,R/WF/3,1961,fallowed plots,21-Sep-60,,diary record,ploughed three times,
739,R/WF/3,1961,fallowed plots,14-Jun-61,,diary record,ploughed three times,
740,R/WF/3,1961,fallowed plots,18-Jul-61,,diary record,ploughed three times,
741,R/WF/3,1962,cropped plots,15-Sep-61,,diary record,ploughed,
742,R/WF/3,1962,cropped plots,01-Nov-61,,diary record,seed sown at 3 bushels per acre,
743,R/WF/3,1962,cropped plots,15-Sep-62,,diary record,combine harvested,
744,R/WF/3,1962,cropped plots,,,variety,Squareheads Master 13/4,
745,R/WF/3,1962,fallowed plots,15-Sep-61,,diary record,ploughed three times,
746,R/WF/3,1962,fallowed plots,17-May-62,diary record,ploughed three times,,
747,R/WF/3,1962,fallowed plots,02-Jul-62,,diary record,ploughed three times,
748,R/WF/3,1963,cropped plots,24-Oct-62,,diary record,ploughed,
749,R/WF/3,1963,cropped plots,23-Nov-62,,diary record,seed drilled at 3 bushels per acre,
750,R/WF/3,1963,cropped plots,10-Sep-63,,diary record,combine harvested,
751,R/WF/3,1963,fallowed plots,24-Oct-62,,diary record,ploughed three times,
752,R/WF/3,1963,fallowed plots,03-May-63,,diary record,ploughed three times,
753,R/WF/3,1964,cropped plots,24-Sep-63,,diary record,ploughed,
754,R/WF/3,1964,cropped plots,16-Oct-63,,diary record,seed drilled at 3 bushels,
755,R/WF/3,1964,cropped plots,28-Aug-196k,,diary record,combine harvested,
756,R/WF/3,1964,fallowed plots,24-Sep-63,,diary record,ploughed 3 times,
757,R/WF/3,1964,fallowed plots,30-May-64,,diary record,ploughed 3 times,
758,R/WF/3,1964,fallowed plots,27-Jul-64,,diary record,ploughed 3 times,
759,R/WF/3,1965,cropped plots,17-Sep-64,,diary record,ploughed,
760,R/WF/3,1965,cropped plots,26-Oct-64,,diary record,seed drilled at 190 1b,
761,R/WF/3,1963,cropped plots,21-Sep-65,,diary record,combine harvested,
762,R/WF/3,1965,fallowed plots,17-Sep-64,,diary record,ploughed 3 times,
763,R/WF/3,1965,fallowed plots,19-Jul-65,,diary record,ploughed 3 times,
764,R/WF/3,1965,fallowed plots,13-Aug-65,,diary record,ploughed 3 times,
765,R/WF/3,1966,cropped plots,14-Oct-65,,diary record,ploughed,
766,R/WF/3,1966,cropped plots,05-Nov-65,,diary record,seed drilled at 190 1b,
767,R/WF/3,1966,cropped plots,02-May-66,,diary record,sections A3 and A4 rotary cultivated and drilled with Kloka spring wheat at 230 1b,
768,R/WF/3,1966,cropped plots,16-May-66,,diary record,Winter wheat sprayed with ioxynil/mecoprop (Actril C at 6 pints in 40 gals),
769,R/WF/3,1966,cropped plots,16-Jun-66,,diary record,spring wheat sprayed with MCPA at 1.5 1b a.e. in 40 gals,
770,R/WF/3,1966,cropped plots,03-Sep-66,,diary record,Winter wheat combine harvested,
771,R/WF/3,1966,cropped plots,07-Sep-66,,diary record,Spring wheat combine harvested,
772,R/WF/3,1966,fallowed plots,14-Oct-65,,diary record,ploughed 3 times,
773,R/WF/3,1966,fallowed plots,23-May-66,,diary record,ploughed 3 times,
774,R/WF/3,1966,fallowed plots,15-Jul-66,,diary record,ploughed 3 times,
775,R/WF/3,1967,cropped plots,13-Sep-66,,diary record,ploughed,
776,R/WF/3,1967,cropped plots,28-Oct-66,,diary record,seed drilled at 180 1b,
777,R/WF/3,1967,cropped plots,09-May-67,,diary record,sprayed with ioxynil/mecoprop (Actril C at 6 pints in 20 gals),
778,R/WF/3,1967,fallow plots,13-Sep-66,,diary record,ploughed 3 times,
779,R/WF/3,1967,fallow plots,03-Apr-67,,diary record,ploughed 3 times,
780,R/WF/3,1967,fallow plots,05-Jul-67,,diary record,ploughed 3 times,
781,W/RN/3,1948,block i ley second year,03-May-48,21-May-48,diary record,grazed by sheep,
782,W/RN/3,1948,block i ley second year,13-Jun-48,17-Jun-48,diary record,grazed by sheep,
783,W/RN/3,1948,block i ley second year,09-Jul-48,13-Jul-48,diary record,grazed by sheep,
784,W/RN/3,1948,block i ley second year,17-Aug-48,25-Aug-48,diary record,grazed by sheep,
785,W/RN/3,1948,block i ley second year,07-Sep-48,11-Sep-48,diary record,grazed by sheep,
786,W/RN/3,1948,block i ley second year,04-Nov-48,10-Nov-48,diary record,grazed by sheep,
787,W/RN/3,1948,block i ley second year,l-Nov-1948,,diary record,"Lucerne, second year, harrowed three times",
788,W/RN/3,1948,block i ley second year,03-Nov-48,,diary record,hoed,
789,W/RN/3,1948,block i ley second year,09-Jul-48,,diary record,first cut,
790,W/RN/3,1948,block i ley second year,06-Sep-48,,diary record,second cut,
791,W/RN/3,1948,block i ley second year,12-Nov-48,,diary record,Third cut,
792,W/RN/3,1948,block i wheat,07-Oct-47,08-Oct-47,diary record,ploughed,
793,W/RN/3,1948,block i wheat,09-Oct-47,,diary record,harrowed,
794,W/RN/3,1948,block i wheat,14-Oct-47,,diary record,"seed (Squareheads Master) drilled, harrowed",
795,W/RN/3,1948,block i wheat,21-Oct-47,,diary record,"15. failure due to birds. harrowed, seed re-drilled",
796,W/RN/3,1948,block i wheat,10-Mar-48,,diary record,"plants failure due to damage by birds, harrowed, sulphate of ammonia applied, seed (late) drilled, harrowed",
797,W/RN/3,1948,block i wheat,23-Apr-48,,diary record,rolled: for 13 harrowed,
798,W/RN/3,1948,block i wheat,26-Apr-48,,diary record,rolled,
799,W/RN/3,1948,block i wheat,04-Sep-48,,diary record,Harvested,
800,W/RN/3,1948,block i wheat,,,variety,"late, previous crop: potatoes",
801,W/RN/3,1948,block ii ley third year,1420-May-1948,,diary record,"ar, grazed by sheep",
802,W/RN/3,1948,block ii ley third year,17-Jun-48,21-Jun-48,diary record,"ar, grazed by sheep",
803,W/RN/3,1948,block ii ley third year,13-Jul-48,17-Jul-48,diary record,"ar, grazed by sheep",
804,W/RN/3,1948,block ii ley third year,25-Aug-48,02-Sep-48,diary record,"ar, grazed by sheep",
805,W/RN/3,1948,block ii ley third year,11-Sep-48,15-Sep-48,diary record,"ar, grazed by sheep",
806,W/RN/3,1948,block ii ley third year,10-Nov-48,14-Nov-48,diary record,"ar, grazed by sheep",
807,W/RN/3,1948,block ii lucerne third year,14-Jun-48,18-Jun-48,diary record,"r, hoed",
808,W/RN/3,1948,block ii lucerne third year,09-Jul-48,,diary record,first cut,
809,W/RN/3,1948,block ii lucerne third year,06-Sep-48,,diary record,second cut,
810,W/RN/3,1948,block ii lucerne third year,12-Nov-48,,diary record,Third cut (small crop only),
811,W/RN/3,1948,block ii hay,17-Apr-47,,diary record,grass and clover mixture undersown sown in wheat,
812,W/RN/3,1948,block ii hay,30-Sep-47,,diary record,Total failure due to drought. all wheat plots ploughed,
813,W/RN/3,1948,block ii hay,"l,-Mar-1948",,diary record,springtine harrowed,
814,W/RN/3,1948,block ii hay,10-Mar-48,,diary record,"Sulphate of ammonia applied, harrowed",
815,W/RN/3,1948,block ii hay,18-Mar-48,,diary record,harrowed twice,
816,W/RN/3,1948,block ii hay,22-Mar-48,,diary record,rolled,
817,W/RN/3,1948,block ii hay,23-Mar-48,,diary record,seed sown,
818,W/RN/3,1948,block ii hay,25-Mar-48,,diary record,harrowed and rolled,
819,W/RN/3,1948,block ii hay,27-Mar-48,,diary record,rolled,
820,W/RN/3,1948,block ii hay,09-Jun-48,,diary record,first cut,
821,W/RN/3,1948,block ii hay,06-Sep-48,,diary record,second cut (small,
822,W/RN/3,1948,block ii sugar beet,30-Sep-47,,diary record,ploughed,
823,W/RN/3,1948,block ii sugar beet,18-Mar-48,,diary record,ploughed,
824,W/RN/3,1948,block ii sugar beet,19-Mar-48,,diary record,harrowed,
825,W/RN/3,1948,block ii sugar beet,27-Mar-48,,diary record,rolled,
826,W/RN/3,1948,block ii sugar beet,02-Apr-48,,diary record,seed drilled,
827,W/RN/3,1948,block ii sugar beet,05-Apr-48,,diary record,nitrate of soda applied,
828,W/RN/3,1948,block ii sugar beet,06-Apr-48,,diary record,rolled,
829,W/RN/3,1948,block ii sugar beet,19-Apr-48,,diary record,hoed,
830,W/RN/3,1948,block ii sugar beet,01-Jun-48,03-Jun-48,diary record,hoed,
831,W/RN/3,1948,block ii sugar beet,01-Jun-48,03-Jun-48,diary record,singled,
832,W/RN/3,1948,block ii sugar beet,08-Jun-48,,diary record,hoed,
833,W/RN/3,1948,block ii sugar beet,02-Jul-48,,diary record,hoed,
834,W/RN/3,1948,block ii sugar beet,05-Oct-48,,diary record,lifted,
835,W/RN/3,1948,block ii sugar beet,,,variety,"Klein E, previous crop wheat",
836,W/RN/3,1948,block iii ley first year,27-Sep-47,29-Sep-47,diary record,"r, ploughed",
837,W/RN/3,1948,block iii ley first year,10-Mar-48,,diary record,"springtine. harrowed, harrowed",
838,W/RN/3,1948,block iii ley first year,20-Mar-48,,diary record,"rolled, harrowed, rolled",
839,W/RN/3,1948,block iii ley first year,23-Mar-48,,diary record,Artificials applied,
840,W/RN/3,1948,block iii ley first year,25-Mar-48,,diary record,seed sown and harrowed in,
841,W/RN/3,1948,block iii ley first year,09-Jul-48,,diary record,"topped, toppings left on ground",
842,W/RN/3,1948,block iii ley first year,09-Jun-48,13-Jun-48,diary record,grazed by sheep,
843,W/RN/3,1948,block iii ley first year,01-Jul-48,09-Jul-48,diary record,grazed by sheep,
844,W/RN/3,1948,block iii ley first year,17-Jul-48,22-Jul-48,diary record,grazed by sheep,
845,W/RN/3,1948,block iii ley first year,09-Aug-48,17-Aug-48,diary record,grazed by sheep,
846,W/RN/3,1948,block iii ley first year,02-Sep-48,07-Sep-48,diary record,grazed by sheep,
847,W/RN/3,1948,block iii ley first year,15-Sep-48,16-Sep-48,diary record,grazed by sheep,
848,W/RN/3,1948,block iii ley first year,29-Nov-48,04-Dec-48,diary record,(plot 44 ony),
849,W/RN/3,1948,block iii ley first year,,,variety,"seed mixture: S.23 Perennial grass (21 1b per acre, S.143 Cocksfoot (12 Lb per acre, late flowering Montgomery Red clover (6 1b per acre, S.100 white clover (3 1b per acre, previous crop barley",
850,W/RN/3,1948,block iii lucerne first year,27-Sep-47,29-Sep-47,diary record,r. ploughed,
851,W/RN/3,1948,block iii lucerne first year,10-Mar-48,,diary record,"springtine harrowed, harrowed",
852,W/RN/3,1948,block iii lucerne first year,20-Mar-48,,diary record,"rolled, harrowed, rolled",
853,W/RN/3,1948,block iii lucerne first year,23-Mar-48,,diary record,Artificals applied,
854,W/RN/3,1948,block iii lucerne first year,24-Mar-48,,diary record,"rolled, seed sown",
855,W/RN/3,1948,block iii lucerne first year,25-Mar-48,,diary record,"failed, probably due to Flea beetle attack, harrowed and rolled",
856,W/RN/3,1948,block iii lucerne first year,15-May-48,06-May-48,diary record,cultivated,
857,W/RN/3,1948,block iii lucerne first year,18-May-48,,diary record,seed drilled,
858,W/RN/3,1948,block iii lucerne first year,11-Jun-48,,diary record,Dusted with Flea. beetle dust,
859,W/RN/3,1948,block iii lucerne first year,13-Jun-48,,diary record,planted,
860,W/RN/3,1948,block iii lucerne first year,22--June-1948,,diary record,23. hoed,
861,W/RN/3,1948,block iii lucerne first year,22-Sep-48,,diary record,23. hoed,
862,W/RN/3,1948,block iii lucerne first year,06-Sep-48,,diary record,first cut,
863,W/RN/3,1948,block iii lucerne first year,12-Nov-48,,diary record,second cut,
864,W/RN/3,1948,block iii lucerne first year,,,variety,"Provence, previous crop: barley",
865,W/RN/3,1948,block iii potatoes,27-Sep-47,29-Sep-47,diary record,ploughed,
866,W/RN/3,1948,block iii potatoes,10-Mar-48,,diary record,springtine harrowed,
867,W/RN/3,1948,block iii potatoes,20-Mar-48,,diary record,"rolled, harrowed, rolled",
868,W/RN/3,1948,block iii potatoes,27-Mar-48,,diary record,rolled,
869,W/RN/3,1948,block iii potatoes,06-Apr-48,07-Apr-48,diary record,ridged,
870,W/RN/3,1948,block iii potatoes,09-Apr-48,,diary record,Artificlals applied potatoes planted and covered in,
871,W/RN/3,1948,block iii potatoes,08-May-48,,diary record,ridges harrowed,
872,W/RN/3,1948,block iii potatoes,28-May-48,,diary record,grubbed,
873,W/RN/3,1948,block iii potatoes,11-Aug-48,,diary record,earthed up: due 21. sprayed with 'Perenox,
874,W/RN/3,1948,block iii potatoes,20-Sep-48,,diary record,sprayed to kill Haulm,
875,W/RN/3,1948,block iii potatoes,30-Sep-48,,diary record,lifted,
876,W/RN/3,1948,block iii potatoes,,,variety,Majestic. previous crop,
877,W/RN/3,1948,block iv potatoes,70-Oct-1947,04-Nov-47,diary record,s. ploughed,
878,W/RN/3,1948,block iv potatoes,l-Mar-1948,,diary record,springtine harrowed,
879,W/RN/3,1948,block iv potatoes,20-Mar-48,,diary record,15. harrowed,
880,W/RN/3,1948,block iv potatoes,27-Mar-48,,diary record,rolled,
881,W/RN/3,1948,block iv potatoes,06-Apr-48,07-Apr-48,diary record,ridged,
882,W/RN/3,1948,block iv potatoes,08-Apr-48,,diary record,dung applied,
883,W/RN/3,1948,block iv potatoes,09-Apr-48,,diary record,"potatoes planted, artificials applied, covered in",
884,W/RN/3,1948,block iv potatoes,03-May-48,,diary record,ridges harrowed down,
885,W/RN/3,1948,block iv potatoes,28-May-48,,diary record,grubbed,
886,W/RN/3,1948,block iv potatoes,21-Jun-48,,diary record,earthed up,
887,W/RN/3,1948,block iv potatoes,11-Aug-48,,diary record,sprayed with 'Perenox,
888,W/RN/3,1948,block iv potatoes,"l,-Oct-1948",,diary record,lifted,
889,W/RN/3,1948,block iv potatoes,,,variety,"Majestic, previous crop: ley lucerne, hay, sugar Bead",
890,W/RN/3,1948,block v barley,09-Oct-47,10-Oct-47,diary record,y. ploughed,
891,W/RN/3,1948,block v barley,27-Feb-48,,diary record,springtine harrowed,
892,W/RN/3,1948,block v barley,04-Mar-48,,diary record,"time applied (14 cwt per acre, 82% CAO, harrowed, sulphate of ammonia applied",
893,W/RN/3,1948,block v barley,10-Mar-48,,diary record,"harrowed, seed drilled",
894,W/RN/3,1948,block v barley,13-Mar-48,,diary record,rolled,
895,W/RN/3,1948,block v barley,16-Aug-48,,diary record,Harvested,
896,W/RN/3,1948,block v barley,,,variety,"Plumage Archer, previous crop: potatoes",
897,W/RN/3,1949,block i ley third year,04-May-49,14-May-49,diary record,ar. grazed by sheep,
898,W/RN/3,1949,block i ley third year,3l-May-1949,03-Jun-49,diary record,ar. grazed by sheep,
899,W/RN/3,1949,block i ley third year,29-Jun-49,06-Jul-49,diary record,ar. grazed by sheep,
900,W/RN/3,1949,block i ley third year,14-Aug-49,18-Aug-49,diary record,ar. grazed by sheep,
901,W/RN/3,1949,block i ley third year,04-Oct-49,12-Oct-49,diary record,ar. grazed by sheep,
902,W/RN/3,1949,block i ley third year,29-Oct-49,01-Nov-49,diary record,ar. grazed by sheep,
903,W/RN/3,1949,block i lucerne third year,31-Mar-49,,diary record,"r, hoed",
904,W/RN/3,1949,block i lucerne third year,25-Apr-49,30-Apr-49,diary record,"r, hoed",
905,W/RN/3,1949,block i lucerne third year,07-May-49,05-May-49,diary record,"r, hoed",
906,W/RN/3,1949,block i lucerne third year,l-July-1949,,diary record,first cut,
907,W/RN/3,1949,block i lucerne third year,17-Aug-49,,diary record,second cut,
908,W/RN/3,1949,block i lucerne third year,28-Oct-49,,diary record,Third cut,
909,W/RN/3,1949,block i hay,16-Apr-48,,diary record,grass and clover mixture undersown in wheat,
910,W/RN/3,1949,block i hay,23-Apr-49,,diary record,harrowed,
911,W/RN/3,1949,block i hay,26-Apr-49,,diary record,rolled,
912,W/RN/3,1949,block i hay,31-Mar-49,,diary record,first dressing of Nitrochalk applied,
913,W/RN/3,1949,block i hay,02-Jun-49,,diary record,weeds pulled,
914,W/RN/3,1949,block i hay,27-Jun-49,,diary record,first cut,
915,W/RN/3,1949,block i hay,12-Jul-49,,diary record,second dressing of Nitrochalk applied,
916,W/RN/3,1949,block i hay,28-Oct-49,,diary record,second cut;,
917,W/RN/3,1949,block i hay,,,variety,"seed mixture: L.F. Montgomery Red clover (12 lb per acre, Perennial grass (24 1b per acre) and American Alsike clover (3 1b for - acre. previous crop: wheat",
918,W/RN/3,1949,block i sugar beet,23-Sep-48,,diary record,ploughed,
919,W/RN/3,1949,block i sugar beet,28-Jan-49,31-Jan-49,diary record,ploughed,
920,W/RN/3,1949,block i sugar beet,29-Mar-49,30-Mar-49,diary record,springtine harrowed twice,
