source_id,Experiment,harvest_year,plots,start_date,end_date,type,record,
1,R/BK/1,1952,crop sections,07-Sep-51,,diary record,"dung applied, ploughed all plots",
2,R/BK/1,1952,crop sections,22-Oct-51,,diary record,autumn fertilizers applied,
3,R/BK/1,1952,crop sections,05-Nov-51,,diary record,seed drilled at 3.25 bushels per acre,
4,R/BK/1,1952,crop sections,21-Apr-52,,diary record,spring fertilizers applied,
5,R/BK/1,1952,crop sections,13-May-52,,diary record,second dressing of nitrate of soda applied to plot 16,
6,R/BK/1,1952,crop sections,22-Aug-52,,diary record,Harvested,
7,R/BK/1,1952,crop sections,,,variety,Squareheads Master 13/4,
8,R/BK/1,1952,fallow section,06-Sep-51,,diary record,ploughed,
9,R/BK/1,1952,fallow section,22-Apr-52,,diary record,ploughed,
10,R/BK/1,1952,fallow section,26-Jun-52,,diary record,ploughed,
11,R/BK/1,1952,fallow section,27-Aug-52,,diary record,ploughed,
12,R/BK/1,1953,cropped sections,03-Sep-52,,diary record,dung applied and all plots ploughed,
13,R/BK/1,1953,cropped sections,11-Nov-52,,diary record,autumn fertilizers applied,
14,R/BK/1,1953,cropped sections,12-Nov-52,,diary record,seed drilled at 3 bushels per acre,
15,R/BK/1,1953,cropped sections,23-Apr-53,,diary record,spring fertilizers applied,
16,R/BK/1,1953,cropped sections,13-May-53,,diary record,second dressing of nitrate of soda applied to plot 16,
17,R/BK/1,1953,cropped sections,25-Aug-53,,diary record,Harvested,
18,R/BK/1,1953,cropped sections,,,variety,Squareheads Master 13/4,
19,R/BK/1,1953,fallow section,03-Sep-52,,diary record,ploughed,
20,R/BK/1,1953,fallow section,22-Mar-53,,diary record,ploughed,
21,R/BK/1,1953,fallow section,10-Jun-53,,diary record,ploughed,
22,R/BK/1,1954,cropped sections,16-Sep-53,,diary record,"dung applied, ploughed all plots",
23,R/BK/1,1954,cropped sections,21-Oct-53,,diary record,autumn fertilizers applied,
24,R/BK/1,1954,cropped sections,23-Oct-53,,diary record,seed drilled at 3 bushels per acre,
25,R/BK/1,1954,cropped sections,22-Apr-54,,diary record,spring fertilizers applied,
26,R/BK/1,1954,cropped sections,11-May-54,,diary record,second dressing of nitrate of soda applied to plot 16,
27,R/BK/1,1954,cropped sections,30-Aug-54,,diary record,Harvested,
28,R/BK/1,1954,cropped sections,,,variety,Squareheads Master 13/4,
29,R/BK/1,1954,fallow section,16-Sep-53,,diary record,ploughed,
30,R/BK/1,1954,fallow section,11-Dec-53,,diary record,ploughed,
31,R/BK/1,1954,fallow section,17-Jun-54,,diary record,ploughed,
32,R/BK/1,1955,cropped sections,28-Sep-54,21-Oct-54,diary record,Ground Chalk applied to lower half of section V,
33,R/BK/1,1955,cropped sections,01-Oct-54,,diary record,"dung applied, ploughed all plots",
34,R/BK/1,1955,cropped sections,20-Oct-54,,diary record,Ground Chalk applied to ammonium sulphate and castor meal plots,
35,R/BK/1,1955,cropped sections,05-Nov-54,,diary record,autumn fertilizers applied,
36,R/BK/1,1955,cropped sections,06-Dec-54,,diary record,seed drilled at 3 bushels per acre,
37,R/BK/1,1955,cropped sections,16-May-55,,diary record,spring fertilizers applied,
38,R/BK/1,1955,cropped sections,01-Jun-55,,diary record,second dressing of nitrate of soda applied to plot 16,
39,R/BK/1,1955,cropped sections,19-Aug-55,,diary record,Harvested,
40,R/BK/1,1955,cropped sections,,,variety,Squareheads Master 13/4,
41,R/BK/1,1955,fallow section,01-Oct-54,,diary record,ploughed,
42,R/BK/1,1955,fallow section,21-Apr-55,,diary record,ploughed,
43,R/BK/1,1955,fallow section,25-Jul-55,,diary record,ploughed,
44,R/BK/1,1956,cropped sections,06-Sep-55,,diary record,Ground Chalk and dung applied,
45,R/BK/1,1956,cropped sections,07-Sep-55,14-Sep-55,diary record,ploughed,
46,R/BK/1,1956,cropped sections,29-Sep-55,,diary record,autumn fertilizers applied,
47,R/BK/1,1956,cropped sections,02-Nov-55,,diary record,seed drilled at 2.75 bushels per acre,
48,R/BK/1,1956,cropped sections,09-May-56,10-May-56,diary record,spring fertilizers applied,
49,R/BK/1,1956,cropped sections,24-May-56,,diary record,second dressing of nitrate of soda applied to plot 16,
50,R/BK/1,1956,cropped sections,01-Sep-56,04-Sep-56,diary record,Harvested,
51,R/BK/1,1956,cropped sections,,,variety,Squareheads Master 13/4,
52,R/BK/1,1956,fallow section (IB),07-Sep-55,14-Sep-55,diary record,ploughed,
53,R/BK/1,1956,fallow section (IB),12-May-56,15-May-56,diary record,ploughed,
54,R/BK/1,1956,fallow section (IB),17-Jul-56,18-Jul-56,diary record,ploughed,
55,R/BK/1,1957,cropped sections,29-Sep-56,,diary record,Ground Chalk applied,
56,R/BK/1,1957,cropped sections,04-Oct-56,,diary record,dung applied,
57,R/BK/1,1957,cropped sections,28-Sep-56,08-Oct-56,diary record,ploughed,
58,R/BK/1,1957,cropped sections,29-Oct-56,,diary record,autumn fertilizers applied,
59,R/BK/1,1957,cropped sections,07-Nov-56,12-Nov-56,diary record,seed drilled at 2.75 bushels per acre,
60,R/BK/1,1957,cropped sections,29-Apr-57,30-Apr-57,diary record,spring fertilizers applied,
61,R/BK/1,1957,cropped sections,16-May-57,,diary record,second dressing of nitrate of soda applied to plot 16,
62,R/BK/1,1957,cropped sections,07-May-57,,diary record,section 1A under continuous wheat sprayed with MCPA at 3 pints in 80 gallons per acre,
63,R/BK/1,1957,cropped sections,27-Aug-57,30-Aug-57,diary record,combine harvested,
64,R/BK/1,1957,cropped sections,,,variety,Squareheads Master 13/4,
65,R/BK/1,1957,fallow section (II),28-Sep-56,08-Oct-56,diary record,ploughed,
66,R/BK/1,1957,fallow section (II),03-Apr-57,05-Apr-57,diary record,ploughed,
67,R/BK/1,1957,fallow section (II),25-Jun-57,26-Jun-57,diary record,ploughed,
68,R/BK/1,1957,,,,note,"In 1957 the plots were combine harvested for the first time, a single cut being made down the centre of each plot for the full length. The yield of the remainder of each plots (also taken by the combine) were recorded, but the yield presented in this report are from the central strip only. After combining, as much straw as could be picked up from this strip has weighed.",
69,R/BK/1,1958,cropped sections,04-Sep-57,,diary record,dung applied,
70,R/BK/1,1958,cropped sections,03-Sep-57,17-Sep-57,diary record,ploughed,
71,R/BK/1,1958,cropped sections,09-Sep-57,16-Sep-57,diary record,Ground Chalk applied,
72,R/BK/1,1958,cropped sections,20-Nov-57,,diary record,"autumn fertilizers applied, seed drilled at 2.75 bushels per acre",
73,R/BK/1,1958,cropped sections,30-Apr-58,,diary record,"section 1A under continuous wheat sprayed with CMPP at 6 pints in 40 gallons per acre, spring fertilizers applied",
74,R/BK/1,1958,cropped sections,15-May-58,,diary record,second dressing of nitrate of soda applied to plot 16,
75,R/BK/1,1958,cropped sections,09-Sep-58,,diary record,combine harvested,
76,R/BK/1,1958,cropped sections,,,variety,Squareheads Master 13/4,
77,R/BK/1,1958,fallow section (V),03-Sep-57,17-Sep-57,diary record,ploughed,
78,R/BK/1,1958,fallow section (V),07-May-58,09-May-58,diary record,ploughed,
79,R/BK/1,1958,fallow section (V),29-Jul-58,31-Jul-58,diary record,ploughed,
80,R/BK/1,1958,,,,note,"On a few plots an estimate has made of the chaff, cavings, dust, etc, not picked up by the baler",
81,R/BK/1,1959,cropped sections,22-Sep-58,,diary record,Ground Chalk applied,
82,R/BK/1,1959,cropped sections,20-Oct-58,,diary record,ploughed,
83,R/BK/1,1959,cropped sections,10-Nov-58,,diary record,dung applied,
84,R/BK/1,1959,cropped sections,04-Dec-58,,diary record,autumn fertilizers applied,
85,R/BK/1,1959,cropped sections,08-Dec-58,,diary record,seed drilled at 2.75 bushels per acre,
86,R/BK/1,1959,cropped sections,27-Apr-59,,diary record,spring fertilizers applied,
87,R/BK/1,1959,cropped sections,06-May-59,,diary record,second dressing of nitrate of soda applied to plot 16,
88,R/BK/1,1959,cropped sections,12-May-59,,diary record,section IA under continuous wheat sprayed with TCB/MCPA at 4 pints in 40 gallons per acre,
89,R/BK/1,1959,cropped sections,19-Aug-59,,diary record,combine harvested,
90,R/BK/1,1959,cropped sections,,,variety,Squareheads Master 13/4,
91,R/BK/1,1959,fallow section (IV),20-Oct-58,11-Nov-58,diary record,ploughed,
92,R/BK/1,1959,fallow section (IV),09-May-59,,diary record,ploughed,
93,R/BK/1,1959,fallow section (IV),10-Aug-59,,diary record,ploughed,
94,R/BK/1,1960,cropped sections,04-Sep-59,,diary record,Ground Chalk applied,
95,R/BK/1,1960,cropped sections,08-Sep-59,,diary record,"section IA sprayed with 2,4-D ester at 1.75 pints in 40 gallons per acre",
96,R/BK/1,1960,cropped sections,21-Sep-59,,diary record,dung applied,
97,R/BK/1,1960,cropped sections,21-Sep-59,28-Sep-59,diary record,ploughed,
98,R/BK/1,1960,cropped sections,07-Oct-59,,diary record,autumn fertilizers applied,
99,R/BK/1,1960,cropped sections,19-Oct-59,,diary record,seed drilled at 2.75 bushels per acre,
100,R/BK/1,1960,cropped sections,04-Apr-60,,diary record,spring fertilizers applied,
101,R/BK/1,1960,cropped sections,28-Apr-60,,diary record,second dressing of nitrate of soda applied to plot 16,
102,R/BK/1,1960,cropped sections,28-Apr-60,,diary record,section IA sprayed with CMPP at 6 pints in 40 gallons per acre,
103,R/BK/1,1960,cropped sections,31-Aug-60,09-Sep-60,diary record,combined,
104,R/BK/1,1960,cropped sections,,,variety,Squareheads Master 13/4,
105,R/BK/1,1960,fallow section (III),21-Sep-59,28-Sep-59,diary record,ploughed,
106,R/BK/1,1960,fallow section (III),26-Apr-60,,diary record,ploughed,
107,R/BK/1,1960,fallow section (III),02-Jul-60,,diary record,ploughed,
108,R/BK/1,1961,cropped sections,01-Oct-60,,diary record,Ground Chalk applied,
109,R/BK/1,1961,cropped sections,04-Oct-60,,diary record,ploughed,
110,R/BK/1,1961,cropped sections,10-Oct-60,,diary record,dung applied and ploughed in,
111,R/BK/1,1961,cropped sections,17-Jan-61,,diary record,autumn fertilizers applied,
112,R/BK/1,1961,cropped sections,18-Jan-61,,diary record,seed drilled at 3 bushels per acre,
113,R/BK/1,1961,cropped sections,17-Apr-61,,diary record,spring fertilizers applied,
114,R/BK/1,1961,cropped sections,03-May-61,,diary record,second dressing of nitrate of soda applied to plot 16,
115,R/BK/1,1961,cropped sections,05-May-61,,diary record,section TA sprayed with MCPA/TBA at 4 pints in 40 gallons per acre,
116,R/BK/1,1961,cropped sections,01-Sep-61,,diary record,combined,
117,R/BK/1,1961,cropped sections,,,variety,Squareheads Master 13/4,
118,R/BK/1,1961,fallow section (Ib),04-Oct-60,,diary record,ploughed,
119,R/BK/1,1961,fallow section (Ib),12-Jun-61,,diary record,ploughed,
120,R/BK/1,1961,fallow section (Ib),17-Jul-61,,diary record,ploughed,
121,R/BK/1,1962,cropped sections,07-Sep-61,,diary record,"dung and ground Chalk applied, all plots ploughed",
122,R/BK/1,1962,cropped sections,29-Sep-61,,diary record,autumn fertilizers applied,
123,R/BK/1,1962,cropped sections,01-Nov-61,,diary record,seed drilled at 3 bushels per acre,
124,R/BK/1,1962,cropped sections,17-Apr-62,,diary record,spring fertilizers applied,
125,R/BK/1,1962,cropped sections,24-Apr-62,,diary record,section IA sprayed with MCPA/TBA at 4 pints in 40 gallons per acre,
126,R/BK/1,1962,cropped sections,04-May-62,,diary record,second dressing of nitrate of soda applied to plot 16,
127,R/BK/1,1962,cropped sections,15-Sep-62,,diary record,combine harvested,
128,R/BK/1,1962,cropped sections,,,variety,Squareheads Master 13/4,
129,R/BK/1,1962,fallow section (II),07-Sep-61,,diary record,ploughed,
130,R/BK/1,1962,fallow section (II),16-May-62,,diary record,ploughed,
131,R/BK/1,1962,fallow section (II),16-Jul-62,,diary record,ploughed,
132,R/BK/1,1963,cropped sections,27-Sep-62,,diary record,Ground Chalk applied,
133,R/BK/1,1963,cropped sections,27-Sep-62,,diary record,ploughed,
134,R/BK/1,1963,cropped sections,04-Oct-62,,diary record,Dung applied,
135,R/BK/1,1963,cropped sections,23-Oct-62,,diary record,autumn fertilizers applied,
136,R/BK/1,1963,cropped sections,30-Nov-62,,diary record,seed drilled at 3 bushels per acre,
137,R/BK/1,1963,cropped sections,24-Apr-63,,diary record,spring fertilizers applied,
138,R/BK/1,1963,cropped sections,06-May-63,,diary record,second dressing of nitrate of soda applied to plot 16,
139,R/BK/1,1963,cropped sections,16-May-63,,diary record,"sections IA and VB sprayed with mecoprop/2,4-D at 7 pints in 40 gallons per acre",
140,R/BK/1,1963,cropped sections,13-Sep-63,,diary record,combine harvested,
141,R/BK/1,1963,cropped sections,,,variety,Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),
142,R/BK/1,1963,fallow section (NA),27-Sep-62,05-Oct-62,diary record,ploughed,
143,R/BK/1,1963,fallow section (NA),29-May-63,,diary record,ploughed,
144,R/BK/1,1963,fallow section (NA),16-Jul-63,,diary record,ploughed,
145,R/BK/1,1964,cropped sections,19-Sep-63,,diary record,Ground Chalk applied to section VA (first half of 5 ton dressing),
146,R/BK/1,1964,cropped sections,23-Sep-63,,diary record,"Ground Chalk applied to plot 19, section IV at 5 tons",
147,R/BK/1,1964,cropped sections,23-Sep-63,,diary record,Normal annual dressing of ground Chalk applied to plots,
148,R/BK/1,1964,cropped sections,01-Oct-63,,diary record,Normal annual dressing of ground Chalk applied to plots,
149,R/BK/1,1964,cropped sections,24-Sep-63,,diary record,dung applied,
150,R/BK/1,1964,cropped sections,25-Sep-63,02-Oct-63,diary record,ploughed,
151,R/BK/1,1964,cropped sections,11-Oct-63,,diary record,Ground Chalk applied to section VA (remainder of 5 ton dressing),
152,R/BK/1,1964,cropped sections,15-Oct-63,,diary record,autumn fertilizers applied,
153,R/BK/1,1964,cropped sections,30-Nov-63,,diary record,seed drilled at 3 bushels,
154,R/BK/1,1964,cropped sections,13-Apr-64,,diary record,spring fertilizers applied,
155,R/BK/1,1964,cropped sections,17-Apr-64,,diary record,second dressing of nitrate of soda applied to plot 16,
156,R/BK/1,1964,cropped sections,07-May-64,,diary record,all sections except VA sprayed with Dicamba/MCPA ('Banlene' at 4 pints in 40 gals),
157,R/BK/1,1964,cropped sections,27-Aug-64,,diary record,combine harvested,
158,R/BK/1,1964,cropped sections,,,variety,Squareheads Master 13/4 (Rothamsted seed from Broadbalk),
159,R/BK/1,1964,fallow section (IV),25-Sep-63,02-Oct-63,diary record,ploughed,
160,R/BK/1,1964,fallow section (IV),04-May-64,,diary record,ploughed,
161,R/BK/1,1964,fallow section (IV),09-Jul-64,,diary record,ploughed,
162,R/BK/1,1965,cropped sections,09-Sep-64,,diary record,Ground Chalk applied,
163,R/BK/1,1965,cropped sections,09-Oct-64,14-Oct-64,diary record,ploughed,
164,R/BK/1,1965,cropped sections,13-Oct-64,,diary record,dung applied,
165,R/BK/1,1965,cropped sections,19-Oct-64,,diary record,autumn fertilizers applied,
166,R/BK/1,1965,cropped sections,26-Oct-64,,diary record,seed drilled at 180 lb,
167,R/BK/1,1965,cropped sections,26-Apr-65,,diary record,spring fertilizers applied,
168,R/BK/1,1965,cropped sections,10-May-65,,diary record,second dressing of nitrate of soda applied to plot 16,
169,R/BK/1,1965,cropped sections,11-May-65,,diary record,sprayed (Except section 5A) with MCBA at 1.13 1b and Dicamba at 0.08 lb in 34 gals ,
170,R/BK/1,1965,cropped sections,21-Sep-65,,diary record,combine harvested,
171,R/BK/1,1965,cropped sections,,,variety,Squareheads Master 13/4 (Rothamsted seed from Broadbalk field,
172,R/BK/1,1965,fallow section (IV),09-Oct-64,14-Oct-64,diary record,ploughed,
173,R/BK/1,1965,fallow section (IV),30-Nov-64,,diary record,ploughed,
174,R/BK/1,1965,fallow section (IV),21-Jul-65,,diary record,ploughed,
175,R/BK/1,1966,cropped sections,04-Oct-65,,diary record,"section IA (all plots, plot 20 (sections IB and II) sprayed with aminotriazole at 4 lb and ammonia thiocyanate at 3.7 lb",
176,R/BK/1,1966,cropped sections,07-Oct-65,,diary record,Ground Chalk applied,
177,R/BK/1,1966,cropped sections,28-Oct-65,,diary record,dung applied,
178,R/BK/1,1966,cropped sections,29-Oct-65,,diary record,ploughed,
179,R/BK/1,1966,cropped sections,15-Nov-65,,diary record,autumn fertilizers applied,
180,R/BK/1,1966,cropped sections,07-Jan-66,,diary record,seed drilled at 187 lb,
181,R/BK/1,1966,cropped sections,02-May-66,,diary record,spring fertilizers applied,
182,R/BK/1,1966,cropped sections,16-May-66,,diary record,second dressing of nitrate of soda applied to plot 16,
183,R/BK/1,1966,cropped sections,16-May-66,,diary record,"sprayed with Ioxynil/mecoprop (Actril C at 6 pints in 40 gals), all sections except VA",
184,R/BK/1,1966,cropped sections,06-Sep-66,,diary record,combine harvested,
185,R/BK/1,1966,cropped sections,,,variety,Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),
186,R/BK/1,1966,fallow section (IB),29-Oct-65,01-Nov-65,diary record,ploughed,
187,R/BK/1,1966,fallow section (IB),23-May-66,,diary record,ploughed,
188,R/BK/1,1966,fallow section (IB),14-Jul-66,15-Jul-66,diary record,ploughed,
189,R/BK/1,1967,cropped sections,16-Sep-66,,diary record,"section IA, sprayed with aminotriazole at 4 lb and ammonium thiocyanate at 3.7 lb in 40 gals",
190,R/BK/1,1967,cropped sections,21-Sep-66,,diary record,Ground Chalk applied,
191,R/BK/1,1967,cropped sections,12-Oct-66,,diary record,ploughed,
192,R/BK/1,1967,cropped sections,14-Oct-66,,diary record,dung applied and ploughed in,
193,R/BK/1,1967,cropped sections,02-Nov-66,,diary record,autumn fertilizers applied,
194,R/BK/1,1967,cropped sections,03-Nov-66,,diary record,"rotary cultivated, seed drilled at 185 lb",
195,R/BK/1,1967,cropped sections,19-Apr-67,,diary record,spring fertilizers applied,
196,R/BK/1,1967,cropped sections,27-Apr-67,,diary record,second dressing of nitrate of soda applied to plot 16,
197,R/BK/1,1967,cropped sections,01-May-67,,diary record,all sections except VA sprayed with ioxynil/mecoprop (Actril C at 6 pints in 20 gals),
198,R/BK/1,1967,cropped sections,31-Aug-67,,diary record,combine harvested,
199,R/BK/1,1967,cropped sections,,,variety,Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),
200,R/BK/1,1967,fallow section (II),12-Oct-66,,diary record,ploughed,
201,R/BK/1,1967,fallow section (II),03-Nov-66,,diary record,rotary cultivated,
202,R/BK/1,1967,fallow section (II),29-Mar-67,,diary record,ploughed,
203,R/BK/1,1967,fallow section (II),05-Jul-67,,diary record,ploughed,
204,R/EX/4,1949, ,03-Jan-49,10-Jan-49,diary record,ploughed,
205,R/EX/4,1949, ,22-Mar-49,,diary record,springtined,
206,R/EX/4,1949, ,23-Mar-49,,diary record,drilled,
207,R/EX/4,1949, ,24-Mar-49,,diary record,"Sulphate of ammonia applied, 2.5 cwt/acre, harrowed in",
208,R/EX/4,1949, ,01-Apr-49,,diary record,Rolled,
209,R/EX/4,1949, ,09-Aug-49,,diary record,Harvested,
210,R/EX/4,1949, ,,,Variety,Plumage Archer,
211,R/EX/4,1950, ,30-Aug-49,01-Sep-49,diary record,ploughed,
212,R/EX/4,1950, ,14-Oct-49,,diary record,springtined,
213,R/EX/4,1950, ,16-Dec-49,,diary record,ploughed,
214,R/EX/4,1950, ,08-Mar-50,,diary record,springtined,
215,R/EX/4,1950, ,11-Mar-50,,diary record,springtined,
216,R/EX/4,1950, ,13-Mar-50,,diary record,Sulphate of ammonia drilled,
217,R/EX/4,1950, ,14-Mar-50,,Harrowed,,
218,R/EX/4,1950, ,15-Mar-50,,"seed drilled, harrowed in and rolled",,
219,R/EX/4,1950, ,30-May-50,,diary record,Thistles cut,
220,R/EX/4,1950, ,07-Aug-50,,diary record,Harvested,
221,R/EX/4,1950, ,,,variety,Plumage Archer,
222,R/EX/4,1951, ,29-Aug-50,,diary record,ploughed,
223,R/EX/4,1951, ,27-Jan-51,,diary record,ploughed,
224,R/EX/4,1951, ,16-Apr-51,,diary record,"seed drilled at 3 bushels per acre, sulphate of drilled",
225,R/EX/4,1951, ,03-Sep-51,,harvested,,
226,R/EX/4,1951, ,,,variety,Plumage Archer,
227,R/EX/4,1952, ,14-Sep-51,,diary record,ploughed,
228,R/EX/4,1952, ,17-Dec-51,,diary record,ploughed,
229,R/EX/4,1952, ,28-Feb-52,,"seed drilled at 3 bushels per acre, sulphate of ammonia applied",,
230,R/EX/4,1952, ,31-Jul-52,,diary record,Harvested,
231,R/EX/4,1952, ,,,variety,Plumage Archer,
232,R/EX/4,1953, ,04-Sep-52,,diary record,ploughed,
233,R/EX/4,1953, ,26-Feb-53,,diary record,2.5 cwt sulphate of ammonia per acre applied,
234,R/EX/4,1953, ,27-Feb-53,,diary record,seed drilled at 3 bushels per acre,
235,R/EX/4,1953, ,26-May-53,,diary record,sprayed with M.C.P.A. at 2 pints per acre,
236,R/EX/4,1953, ,,,variety,Plumage Archer,
237,R/EX/4,1954, ,02-Sep-53,,diary record,ploughed,
238,R/EX/4,1954, ,21-Oct-53,,diary record,ploughed,
239,R/EX/4,1954, ,16-Mar-54,,diary record,"seed drilled at 3 bushels per acre, sulphate of ammonia applied",
240,R/EX/4,1954, ,28-Aug-54,,diary record,Harvested,
241,R/EX/4,1954, ,,,variety,Plumage Archer,
242,R/EX/4,1955, ,28-Sep-54,,diary record,ploughed,
243,R/EX/4,1955, ,31-Dec-54,,diary record,1st dressing of ground Chalk applied to acid area,
244,R/EX/4,1955, ,10-Jan-55,,diary record,ploughed,
245,R/EX/4,1955, ,18-Mar-55,,diary record,2nd dressing of ground Chalk applied,
246,R/EX/4,1955, ,21-Mar-55,,diary record,Nitrochalk applied at 3.25 cwt per acre,
247,R/EX/4,1955, ,22-Mar-55,,diary record,seed drilled at 3 bushels per acre,
248,R/EX/4,1955, ,31-Mar-55,,diary record,sprayed with M.C.P.A. at 2.5 pints in 40 gallons per acre,
249,R/EX/4,1955, ,28-Jul-55,,diary record,parts of certain plots infested with wild oats (Avena autumn) cut and discarded,
250,R/EX/4,1955, ,15-Aug-55,,diary record,Harvested,
251,R/EX/4,1955, ,,,variety,Plumage Archer,
252,R/EX/4,1956, ,12-Sep-55,23-Sep-55,diary record,ploughed,
253,R/EX/4,1956, ,21-Nov-55,,diary record,ploughed,
254,R/EX/4,1956, ,26-Mar-56,,diary record,'Nitro-chalk' applied at 3.5 cwt per acre,
255,R/EX/4,1956, ,03-Apr-56,,diary record,seed drilled at 3 bushels per acre,
256,R/EX/4,1956, ,17-May-56,,diary record,"sprayed with MCPA, at 3 pints in 40 gallons per acre",
257,R/EX/4,1956, ,30-Aug-56,,diary record,Harvested,
258,R/EX/4,1956, ,,,variety,Plumage Archer,
259,R/EX/4,1957,cropped section,26-Sep-56,27-Sep-56,diary record,ploughed,
260,R/EX/4,1957,cropped section,21-Mar-57,,diary record,seed drilled at 2.75 bushels per acre,
261,R/EX/4,1957,cropped section,21-Aug-57,,diary record,Harvested,
262,R/EX/4,1957, ,,,variety,Plumage Archer,
263,R/EX/4,1957,fallowed section,26-Sep-56,27-Sep-56,diary record,ploughed,
264,R/EX/4,1957,fallowed section,26-Jun-57,,diary record,ploughed,
265,R/EX/4,1957,fallowed section,21-Aug-57,,diary record,ploughed,
266,R/EX/4,1957,fallowed section,04-May-57,,diary record,sprayed with TCA at 20 1b in 80 gallons per acre,
267,R/EX/4,1957,fallowed section,07-Jun-57,,diary record,sprayed with TCA at 20 1b in 80 gallons per acre,
268,R/EX/4,1958,western half 1958 cropped section barley,31-Dec-57,,diary record,ploughed,
269,R/EX/4,1958,western half 1958 cropped section barley,12-Apr-58,,diary record,seed drilled at 2.75 bushels per acre,
270,R/EX/4,1958,western half 1958 cropped section barley,17-Apr-58,,diary record,Sulphate of ammonia applied at 2.5 cwt per acre,
271,R/EX/4,1958,western half 1958 cropped section barley,28-May-58,,diary record,sprayed with CMPP at 6 pints in 40 gallons per acre,
272,R/EX/4,1958,western half 1958 cropped section barley,07-Sep-58,,diary record,combine harvested,
273,R/EX/4,1958,western half 1958 cropped section barley,,,variety,Plumage Archer,
274,R/EX/4,1958,western half 1958 fallow section,31-Dec-57,,diary record,ploughed,
275,R/EX/4,1958,western half 1958 fallow section,16-Jun-58,,diary record,ploughed,
276,R/EX/4,1958,eastern half 1957 potatoes,26-Sep-56,,diary record,ploughed,
277,R/EX/4,1958,eastern half 1957 potatoes,29-Apr-57,,diary record,"potatoes fertilizers applied, potatoes hand planted",
278,R/EX/4,1958,eastern half 1957 potatoes,06-Jul-58,,diary record,earthed up,
279,R/EX/4,1958,eastern half 1957 potatoes,03-Aug-58,,diary record,sprayed with copper fungicide at 5 1b in 40 gallons per acre,
280,R/EX/4,1958,eastern half 1957 potatoes,21-Aug-58,,diary record,sprayed with copper fungicide at 5 1b in 40 gallons per acre,
281,R/EX/4,1958,eastern half 1957 potatoes,30-Sep-58,,diary record,Harvested,
282,R/EX/4,1958,eastern half 1957 potatoes,,,variety,Majestic,
283,R/EX/4,1958,eastern half 1957 sugar beet,,04-Apr-58,,diary record,Majestic. square beet fertilizers applied
284,R/EX/4,1958,eastern half 1957 sugar beet,15-Apr-58,,diary record,seed drilled at 12 1b per acre,
285,R/EX/4,1958,eastern half 1957 sugar beet,29-May-58,,diary record,sprayed with miscible DDT at 3 pints in 20 gallons per acre,
286,R/EX/4,1958,eastern half 1957 sugar beet,19-Jun-58,,diary record,singled,
287,R/EX/4,1958,eastern half 1957 sugar beet,09-Jul-58,,diary record,sprayed with demeton methyl at 12 fluid oz in 80 gallons per acre,
288,R/EX/4,1958,eastern half 1957 sugar beet,07-Nov-58,,diary record,Harvested,
289,R/EX/4,1958,eastern half 1957 sugar beet,,,variety,Klein E,
290,R/EX/4,1958,eastern half 1957 kale,04-Apr-58,,diary record,Kale seedbed N and PK applied,
291,R/EX/4,1958,eastern half 1957 kale,27-Apr-58,,diary record,seed drilled at 6 1b per acre,
292,R/EX/4,1958,eastern half 1957 kale,28-Jun-58,,diary record,Thinned,
293,R/EX/4,1958,eastern half 1957 kale,02-Jul-58,,diary record,nitrogen top-dressings applied,
294,R/EX/4,1958,eastern half 1957 kale,13-Sep-58,,diary record,nitrogen top-dressings applied,
295,R/EX/4,1958,eastern half 1957 kale,02-Dec-58,,diary record,Harvested,
296,R/EX/4,1958,eastern half 1957 kale,,,variety,Thousand Head,
297,R/EX/4,1958,eastern half 1957 spring wheat,19-Mar-58,,diary record,fertilizers applied,
298,R/EX/4,1958,eastern half 1957 spring wheat,21-Mar-58,,diary record,seed drilled at 3.5 bushels per acre,
299,R/EX/4,1958,eastern half 1957 spring wheat,19-Aug-58,,diary record,Harvested,
300,R/EX/4,1958,eastern half 1957 spring wheat,,,variety,Koga II,
301,R/EX/4,1958,eastern half 1957 barley,18-Mar-58,,diary record,fertilizers applied,
302,R/EX/4,1958,eastern half 1957 barley,21-Mar-58,,diary record,seed drilled at 2.75 bushels per acre,
303,R/EX/4,1958,eastern half 1957 barley,01-Aug-58,,diary record,Harvested,
304,R/EX/4,1958,eastern half 1957 barley,,,variety,Plumage Archer,
305,R/EX/4,1958,eastern half 1957 Swedes,17-Apr-58,,diary record,fertilizers applied,
306,R/EX/4,1958,eastern half 1957 Swedes,27-Apr-58,,diary record,seed drilled at 6 1b per acre,
307,R/EX/4,1958,eastern half 1957 Swedes,21-Jun-58,,diary record,singled,
308,R/EX/4,1958,eastern half 1957 Swedes,15-Nov-58,,diary record,Harvested,
309,R/EX/4,1958,eastern half 1957 Swedes,,,variety,Wilhelmsburger,
310,R/EX/4,1958,eastern half 1958 cropped sections,31-Dec-57,,diary record,ploughed,
311,R/EX/4,1958,eastern half 1958 potatoes,23-Apr-58,,diary record,fertilizers applied,
312,R/EX/4,1958,eastern half 1958 potatoes,25-Apr-58,,diary record,potatoes hand planted,
313,R/EX/4,1958,eastern half 1958 potatoes,08-Jul-58,,diary record,earthed up,
