source_id,Code,year,Date,plot,orig_record,record,Rate,Unit,flag,water volume,water unit,"Other comments, ) indicates more than one source, TM) = Tank mix, / = throw ",Season,Month / GS
11367,R/BK/1,2008,01-Oct-07,all sections,muriate of potash - strip 14,muriate of potash - strip 14,181,kg/ha,,,,,,
11368,R/BK/1,2008,01-Oct-07,all sections,"Triple Superphosphate, strips 11, 13, 14, 17, 18","Triple Superphosphate, strips 11, 13, 14, 17, 18",171,kg/ha,,,,,,
11369,R/BK/1,2008,10-Oct-07,all sections,"Farmyard manures, Strips 21 & 22, excluding section","Farmyard manures, Strips 21 & 22, excluding section",35,wheat,,,,,,
11370,R/BK/1,2008,11-Oct-07,all sections,"ploughing, completed 12-Oct-2007","ploughing, completed 12-Oct-2007",None,None,,,,,,
11371,R/BK/1,2008,15-Oct-07,all sections,cultipressed,cultipressed,None,None,,,,,,
11372,R/BK/1,2008,26-Nov-07,all sections,Beret rabbit fence,Beret rabbit fence,None,None,,,,,,
11373,R/BK/1,2008,04-Apr-08,all sections,"Sulphate of potash - strips 5, 6, 7, 8, 9, 12, 13, 15, 16, 17, 18, 19, 20","Sulphate of potash - strips 5, 6, 7, 8, 9, 12, 13, 15, 16, 17, 18, 19, 20",217,kg/ha,,,,,,
11374,R/BK/1,2008,04-Apr-08,all sections,"Kieserite - strips 5. 6, 7, 8, 9, 11, 12, 15, 16, 17, 18, 19, 20","Kieserite - strips 5. 6, 7, 8, 9, 11, 12, 15, 16, 17, 18, 19, 20",80,kg/ha,,,,,,
11375,R/BK/1,2008,12-May-08,all sections,mow/ rotavated plants,mow/ rotavated plants,None,None,,,,,,
11376,R/BK/1,2008,02-Jun-08,all sections,power harrowed fallow discards,power harrowed fallow discards,None,None,,,,,,
11377,R/BK/1,2008,02-Jun-08,all sections,mow / rotavated plants,mow / rotavated plants,None,None,,,,,,
11378,R/BK/1,2008,05-Jun-08,all sections,mow/ rotavated plants,mow/ rotavated plants,None,None,,,,,,
11379,R/BK/1,2008,17-Jun-08,all sections,mow / rotavated plants,mow / rotavated plants,None,None,,,,,,
11380,R/BK/1,2008,25-Jul-08,all sections,Rogue wild oats/thistles/weeds - 4 wild oats ground,Rogue wild oats/thistles/weeds - 4 wild oats ground,None,None,,,,,,
11381,R/BK/1,2008,08-Sep-08,all sections,Weedazol-TL all except sections 3 & 8,Weedazol-TL all except sections 3 & 8,20,l/290 l/ha,,,,,,
11382,R/BK/1,2008,05-Oct-07,Selected plots:,"Chalk - plots 080, 071, 161, 012, 082, 162, 134, 154, 115, 145, 126, 136, 196, 097, 167, 068, 108, 168, 198, 129, 169","Chalk - plots 080, 071, 161, 012, 082, 162, 134, 154, 115, 145, 126, 136, 196, 097, 167, 068, 108, 168, 198, 129, 169",2,t/ha,,,,,,
11383,R/BK/1,2008,05-Oct-07,Selected plots:,"Chalk - plots 150, 081, 125, 135, 155, 195, 076, 106, 116, 156, 067, 077, 107, 127, 078, 088, 118, 128, 079, 089, 109, 119, 139, 199","Chalk - plots 150, 081, 125, 135, 155, 195, 076, 106, 116, 156, 067, 077, 107, 127, 078, 088, 118, 128, 079, 089, 109, 119, 139, 199",4,t/ha,,,,,,
11384,R/BK/1,2008,05-Oct-07,Selected plots:,"Chalk - plots 151, 152, 085, 105, 086, 087, 117, 137, 147, 157, 197, 138, 148, 158, 149, 159","Chalk - plots 151, 152, 085, 105, 086, 087, 117, 137, 147, 157, 197, 138, 148, 158, 149, 159",6,t/ha,,,,,,
11385,R/BK/1,2008,29-Aug-07,Winter wheat,"crop straw , section 0","crop straw , section 0",None,None,,,,,,
11386,R/BK/1,2008,15-Oct-07,Winter wheat,Combination drilled Hereward tr Redigo Tin + water,Combination drilled Hereward tr Redigo Tin + water,400,seed?,,,,,,
11387,R/BK/1,2008,17-Oct-07,Winter wheat,Decoy Wetex wheat plots,Decoy Wetex wheat plots,7,kg/ha,,,,,,
11388,R/BK/1,2008,31-Oct-07,Winter wheat,Liberator wheat sections,Liberator wheat sections,0.6,l/200 l/ha,,,,,,
11389,R/BK/1,2008,31-Oct-07,Winter wheat,"Alpha Trifluralin 48 EC, wheat sections","Alpha Trifluralin 48 EC, wheat sections",2,l/200 l/ha,,,,,,
11390,R/BK/1,2008,16-Nov-07,Winter wheat,"Huron, wheat and oats plots","Huron, wheat and oats plots",5,kg/ha,,,,,,
11391,R/BK/1,2008,17-Nov-07,Winter wheat,Stomp 400 SC wheat plots,Stomp 400 SC wheat plots,3.3,l/200 l/ha,,,,,,
11392,R/BK/1,2008,17-Nov-07,Winter wheat,Arelon 500 wheat plots,Arelon 500 wheat plots,2,´ƒâ200 had,,,,,,
11393,R/BK/1,2008,17-Nov-07,Winter wheat,Hallmark with Zeon Technology wheat plots,Hallmark with Zeon Technology wheat plots,50,mll/200 l/ha,,,,,,
11394,R/BK/1,2008,18-Mar-08,Winter wheat,"Nitraprill wheat strips 12, 17, 18, 19","Nitraprill wheat strips 12, 17, 18, 19",139,kg/ha,,,,,,
11395,R/BK/1,2008,17-Apr-08,Winter wheat,"Nitraprill - wheat, strips 6, 19","Nitraprill - wheat, strips 6, 19",139,kg/ha,,,,,,
11396,R/BK/1,2008,17-Apr-08,Winter wheat,"Nitraprill - wheat, strips 7, 18","Nitraprill - wheat, strips 7, 18",278,kg/ha,,,,,,
11397,R/BK/1,2008,17-Apr-08,Winter wheat,"Nitraprill - wheat, strips 2.1, 8, 12","Nitraprill - wheat, strips 2.1, 8, 12",417,kg/ha,,,,,,
11398,R/BK/1,2008,17-Apr-08,Winter wheat,"Nitraprill - wheat, strips 1,9,10,11,13,14,20","Nitraprill - wheat, strips 1,9,10,11,13,14,20",556,kg/ha,,,,,,
11399,R/BK/1,2008,17-Apr-08,Winter wheat,"Nitraprill - wheat, strip 15","Nitraprill - wheat, strip 15",696,kg/ha,,,,,,
11400,R/BK/1,2008,17-Apr-08,Winter wheat,"Nitraprill - wheat, strip 16","Nitraprill - wheat, strip 16",835,kg/ha,,,,,,
11401,R/BK/1,2008,08-May-08,Winter wheat,Dec wheat excluding section 6,Dec wheat excluding section 6,1,V150 had,,,,,,
11402,R/BK/1,2008,08-May-08,Winter wheat,Bravo 500 wheat excluding section 6 0.75,Bravo 500 wheat excluding section 6 0.75,150,wheat,,,,,,
11403,R/BK/1,2008,08-May-08,Winter wheat,flexitined wheat excluding section 6,flexitined wheat excluding section 6,0.2,V150 had,,,,,,
11404,R/BK/1,2008,08-May-08,Winter wheat,BASF 3C Chlormequat 720 - wheat excluding section,BASF 3C Chlormequat 720 - wheat excluding section,1,V150 had,,,,,,
11405,R/BK/1,2008,15-May-08,Winter wheat,"Nitraprill - wheat, strips 12, 17, 18, 19","Nitraprill - wheat, strips 12, 17, 18, 19",139,kg/ha,,,,,,
11406,R/BK/1,2008,21-May-08,Winter wheat,ally Max SX wheat,ally Max SX wheat,42,g/200 ha,,,,,,
11407,R/BK/1,2008,21-May-08,Winter wheat,Starane 2 wheat,Starane 2 wheat,0.75,Vl/200 l/ha,,,,,,
11408,R/BK/1,2008,05-Jun-08,Winter wheat,Amistar Opti wheat excluding section 6,Amistar Opti wheat excluding section 6,1.25,Vl/200 l/ha,,,,,,
11409,R/BK/1,2008,05-Jun-08,Winter wheat,Opus wheat excluding section 6,Opus wheat excluding section 6,1,Q,,,,,,
11410,R/BK/1,2008,23-Jun-08,Winter wheat,Amistar - wheat excluding section 6,Amistar - wheat excluding section 6,0.5,Vl/200 l/ha,,,,,,
11411,R/BK/1,2008,23-Jun-08,Winter wheat,ion - wheat excluding section 6,ion - wheat excluding section 6,0.5,´ƒâl/200 l/ha,,,,,,
11412,R/BK/1,2008,25-Aug-08,Winter wheat,combine harvest discards,combine harvest discards,None,None,,,,,,
11413,R/BK/1,2008,25-Aug-08,Winter wheat,swathed straw,swathed straw,None,None,,,,,,
11414,R/BK/1,2008,25-Aug-08,Winter wheat,baled,baled,None,None,,,,,,
11415,R/BK/1,2008,26-Aug-08,Winter wheat,"combine harvest, plots for yield","combine harvest, plots for yield",None,None,,,,,,
11416,R/BK/1,2008,26-Aug-08,Winter wheat,swathed straw,swathed straw,None,None,,,,,,
11417,R/BK/1,2008,27-Aug-08,Winter wheat,"sample, baled and weight straw sections","sample, baled and weight straw sections",1,and 3,,,,,,
11418,R/BK/1,2008,29-Aug-08,Winter wheat,combine harvest discards,combine harvest discards,None,None,,,,,,
11419,R/BK/1,2008,29-Aug-08,Winter wheat,swathed straw,swathed straw,None,None,,,,,,
11420,R/BK/1,2008,30-Aug-08,Winter wheat,baled,baled,None,None,,,,,,
11421,R/BK/1,2008,19-Oct-07,W. oats,Combination drilled Gerald tr sibutol secur,Combination drilled Gerald tr sibutol secur,400,seed?,,,,,,
11422,R/BK/1,2008,24-Oct-07,W. oats,rolled oats section,rolled oats section,None,None,,,,,,
11423,R/BK/1,2008,16-Nov-07,W. oats,"Huron, wheat and oats plots","Huron, wheat and oats plots",5,kg/ha,,,,,,
11424,R/BK/1,2008,14-Dec-07,W. oats,Lexus Class oats,Lexus Class oats,60,g/l/200 l/ha,,,,,,
11425,R/BK/1,2008,14-Dec-07,W. oats,Hallmark with Zeon Technology oats,Hallmark with Zeon Technology oats,50,ml200Uha,,,,,,
11426,R/BK/1,2008,21-May-08,W. oats,ally Max SX oats,ally Max SX oats,42,g/l/200 l/ha,,,,,,
11427,R/BK/1,2008,21-May-08,W. oats,Duplosan KV oats,Duplosan KV oats,1.5,´ƒâ200 ha,,,,,,
11428,R/BK/1,2008,14-Jun-08,W. oats,flexitined oats section 7,flexitined oats section 7,0.2,l/200 l/ha,,,,,,
11429,R/BK/1,2008,16-Aug-08,W. oats,"combine harvest, plots for yield - oats","combine harvest, plots for yield - oats",None,None,,,,,,
11430,R/BK/1,2008,16-Aug-08,W. oats,swathed straw - oats,swathed straw - oats,None,None,,,,,,
11431,R/BK/1,2008,16-Aug-08,W. oats,combine harvest discards - oats,combine harvest discards - oats,None,None,,,,,,
11432,R/BK/1,2008,16-Aug-08,W. oats,"sample, baled and weight straw - oats","sample, baled and weight straw - oats",None,None,,,,,,
11433,R/BK/1,2008,15-Apr-08,Forage Maize,Azural- maize plots 4.00,Azural- maize plots 4.00,None,None,,,,,,
11434,R/BK/1,2008,08-May-08,Forage Maize,"Nitraprill maize, strip 6","Nitraprill maize, strip 6",139,kg/ha,,,,,,
11435,R/BK/1,2008,08-May-08,Forage Maize,"Nitraprill maize, strips 7,12,17,18,19","Nitraprill maize, strips 7,12,17,18,19",278,kg/ha,,,,,,
11436,R/BK/1,2008,08-May-08,Forage Maize,"Nitraprill maize. strips 21,8","Nitraprill maize. strips 21,8",417,kg/ha,,,,,,
11437,R/BK/1,2008,08-May-08,Forage Maize,"Nitraprill maize, strips 1, 9,10,11,13,14","Nitraprill maize, strips 1, 9,10,11,13,14",556,kg/ha,,,,,,
11438,R/BK/1,2008,08-May-08,Forage Maize,"Nitraprill maize, strip 15","Nitraprill maize, strip 15",696,kg/ha,,,,,,
11439,R/BK/1,2008,08-May-08,Forage Maize,"Nitraprill maize, strip 16","Nitraprill maize, strip 16",835,kg/ha,,,,,,
11440,R/BK/1,2008,12-May-08,Forage Maize,flexitined maize and fallow sections,flexitined maize and fallow sections,None,None,,,,,,
11441,R/BK/1,2008,12-May-08,Forage Maize,power harrowed Maize,power harrowed Maize,None,None,,,,,,
11442,R/BK/1,2008,12-May-08,Forage Maize,Nodet drilled maize Hudson tr measurol,Nodet drilled maize Hudson tr measurol,10.2,seeds/m2,,,,,,
11443,R/BK/1,2008,13-May-08,Forage Maize,rolled Maize,rolled Maize,None,None,,,,,,
11444,R/BK/1,2008,06-Jun-08,Forage Maize,Nitraprill Maize plot 192,Nitraprill Maize plot 192,139,kg/ha,,,,,,
11445,R/BK/1,2008,06-Jun-08,Forage Maize,Nitraprill Maize plot 182,Nitraprill Maize plot 182,278,kg/ha,,,,,,
11446,R/BK/1,2008,06-Jun-08,Forage Maize,Nitraprill Maize plot 122,Nitraprill Maize plot 122,417,kg/ha,,,,,,
11447,R/BK/1,2008,06-Jun-08,Forage Maize,Nitraprill Maize plot 172,Nitraprill Maize plot 172,556,kg/ha,,,,,,
11448,R/BK/1,2008,24-Jun-08,Forage Maize,Samson - maize,Samson - maize,1.5,l/200 l/ha,,,,,,
11449,R/BK/1,2008,29-Jun-08,Forage Maize,Callisto - maize 1.00,Callisto - maize 1.00,200,ha,,,,,,
11450,R/BK/1,2008,23-Sep-08,Forage Maize,"cut harvest strips, weighed and sampled - Maize plots","cut harvest strips, weighed and sampled - Maize plots",None,None,,,,,,
11451,R/BK/1,2008,23-Sep-08,Forage Maize,Forage harvest maize discards,Forage harvest maize discards,None,None,,,,,,
11452,R/BK/1,2008,22-Apr-08,fallow section 8,flexitined section 8,flexitined section 8,None,None,,,,,,
11453,R/BK/1,2008,02-Jun-08,fallow section 8,"ploughed, /S section 8","ploughed, /S section 8",None,None,,,,,,
11454,R/BK/1,2008,14-Jul-08,fallow section 8,"flexitined - section 8, and fallow discards","flexitined - section 8, and fallow discards",None,None,,,,,,
11455,R/BK/1,2008,16-Jul-08,fallow section 8,"flexitined - section 8, and fallow discards","flexitined - section 8, and fallow discards",None,None,,,,,,
11456,R/BK/1,2008,21-Jul-08,fallow section 8,"power harrowed - section 8, and fallow discards","power harrowed - section 8, and fallow discards",None,None,,,,,,
11457,R/BK/1,2008,03-Sep-08,fallow section 8,ploughed section,ploughed section,"8,",/N,,,,,,
11458,R/BK/1,2009,29-Sep-08,all sections,"Triple Superphosphate, strips 11, 13.14,17,and18","Triple Superphosphate, strips 11, 13.14,17,and18",170,kg/ha,,,,,,
11459,R/BK/1,2009,30-Sep-08,all sections,muriate of potash - strip 14,muriate of potash - strip 14,181,kg/ha,,,,,,
11460,R/BK/1,2009,02-Oct-08,all sections,farm year manures - strips 21 and 22 excluding section 4,farm year manures - strips 21 and 22 excluding section 4,35,wheat,,,,,,
11461,R/BK/1,2009,06-Oct-08,all sections,ploughed / S,ploughed / S,None,None,,,,,,
11462,R/BK/1,2009,10-Oct-08,all sections,cultipressed,cultipressed,None,None,,,,,,
11463,R/BK/1,2009,16-Oct-08,all sections,power harrowed,power harrowed,None,None,,,,,,
11464,R/BK/1,2009,25-Nov-08,all sections,Collapsed rabbit holes with Burrow Laser,Collapsed rabbit holes with Burrow Laser,None,None,,,,,,
11465,R/BK/1,2009,16-Dec-08,all sections,cut Hedges,cut Hedges,None,None,,,,,,
11466,R/BK/1,2009,17-Dec-08,all sections,cut Hedges,cut Hedges,None,None,,,,,,
11467,R/BK/1,2009,24-Mar-09,all sections,"Sulphate of potash - strips 5, 6, 7, 8, 9, 12, 13,15,16,17,18,19,20","Sulphate of potash - strips 5, 6, 7, 8, 9, 12, 13,15,16,17,18,19,20",217,kg/ha,,,,,,
11468,R/BK/1,2009,25-Mar-09,all sections,"Kieserite - strips 5, 6, 7, 8,9, 11, 12, 15, 16, 17, 18, 19, and 20","Kieserite - strips 5, 6, 7, 8,9, 11, 12, 15, 16, 17, 18, 19, and 20",80,kg/ha,,,,,,
11469,R/BK/1,2009,16-May-09,all sections,mow/ rotavated plants,mow/ rotavated plants,None,None,,,,,,
11470,R/BK/1,2009,19-May-09,all sections,rotavated side plants,rotavated side plants,None,None,,,,,,
11471,R/BK/1,2009,01-Jun-09,all sections,mow/ rotavated plants,mow/ rotavated plants,None,None,,,,,,
11472,R/BK/1,2009,15-Jun-09,all sections,mow/ rotavated plants,mow/ rotavated plants,None,None,,,,,,
11473,R/BK/1,2009,29-Jun-09,all sections,mow/ rotavated plants,mow/ rotavated plants,None,None,,,,,,
11474,R/BK/1,2009,03-Jul-09,all sections,Rogue wild oats/thistles/weeds - 323 wild oats plants,Rogue wild oats/thistles/weeds - 323 wild oats plants,None,None,,,,,,
11475,R/BK/1,2009,28-Jul-09,all sections,rotavated down plants and Headland,rotavated down plants and Headland,None,None,,,,,,
11476,R/BK/1,2009,30-Jul-09,all sections,mow/ rotavated plants cut cross plants,mow/ rotavated plants cut cross plants,None,None,,,,,,
11477,R/BK/1,2009,13-Aug-09,all sections,combine harvest discards O's & Es,combine harvest discards O's & Es,None,None,,,,,,
11478,R/BK/1,2009,13-Aug-09,all sections,baled except section 0,baled except section 0,None,None,,,,,,
11479,R/BK/1,2009,27-Aug-09,all sections,Weedazol-TL - all except sections 3 and 8,Weedazol-TL - all except sections 3 and 8,20,l/ha,,,,,,
11480,R/BK/1,2009,17-Oct-08,Winter wheat,Combination drilled Hereward tr Redigo water - wheat sections,Combination drilled Hereward tr Redigo water - wheat sections,400,seed?,,,,,,
11481,R/BK/1,2009,18-Oct-08,Winter wheat,Liberator wheat excluding section 8,Liberator wheat excluding section 8,0.6,l/200 l/ha,,,,,,
11482,R/BK/1,2009,27-Oct-08,Winter wheat,failure - wheat and oats,failure - wheat and oats,7.5,kg/ha,,,,,,
11483,R/BK/1,2009,20-Nov-08,Winter wheat,Karan - wheat and oats ┬º.00 kg/ha,Karan - wheat and oats ┬º.00 kg/ha,None,None,,,,,,
11484,R/BK/1,2009,10-Dec-08,Winter wheat,Stomp 400 SC. sprayed all wheat excluding section 8,Stomp 400 SC. sprayed all wheat excluding section 8,3.3,had,,,,,,
11485,R/BK/1,2009,10-Dec-08,Winter wheat,Arelon 500. sprayed all wheat excluding section 8,Arelon 500. sprayed all wheat excluding section 8,3,had,,,,,,
11486,R/BK/1,2009,10-Dec-08,Winter wheat,Hallmark with Zeon Technology. sprayed all wheat excluding section 8,Hallmark with Zeon Technology. sprayed all wheat excluding section 8,50,mi/ha,,,,,,
11487,R/BK/1,2009,09-Mar-09,Winter wheat,"Nitraprili┬ù wheat, strips 12, 17, 18 and 19","Nitraprili┬ù wheat, strips 12, 17, 18 and 19",139,kg/ha,,,,,,
11488,R/BK/1,2009,21-Apr-09,Winter wheat,"Nitram ┬ù wheat, strips 19 and 6","Nitram ┬ù wheat, strips 19 and 6",139,kg/ha,,,,,,
11489,R/BK/1,2009,21-Apr-09,Winter wheat,"Nitram - wheat, strips 7 and 18","Nitram - wheat, strips 7 and 18",278,kg/ha,,,,,,
11490,R/BK/1,2009,21-Apr-09,Winter wheat,"Nitram ┬ù wheat, strips 2, 8 and 12","Nitram ┬ù wheat, strips 2, 8 and 12",417,kg/ha,,,,,,
11491,R/BK/1,2009,21-Apr-09,Winter wheat,"Nitram ┬ù wheat, strips 1,9, 10,11, 13, 14,17 and 20","Nitram ┬ù wheat, strips 1,9, 10,11, 13, 14,17 and 20",556,kg/ha,,,,,,
11492,R/BK/1,2009,21-Apr-09,Winter wheat,"Nitram ┬ù wheat, strips 15","Nitram ┬ù wheat, strips 15",696,kg/ha,,,,,,
11493,R/BK/1,2009,21-Apr-09,Winter wheat,"Nitram - wheat, strip 16","Nitram - wheat, strip 16",835,kg/ha,,,,,,
11494,R/BK/1,2009,29-Apr-09,Winter wheat,Cherokee - to section 8 only,Cherokee - to section 8 only,1.25,had,,,,,,
11495,R/BK/1,2009,10-May-09,Winter wheat,"Cherokee - wheat sections only, except section 6 and 8.","Cherokee - wheat sections only, except section 6 and 8.",1.25,had,,,,,,
11496,R/BK/1,2009,10-May-09,Winter wheat,"ally Max SX wheat sections only, except section 6 and 8.","ally Max SX wheat sections only, except section 6 and 8.",42,g/ha,,,,,,
11497,R/BK/1,2009,10-May-09,Winter wheat,"Agrtiguard Fluroxypyr - wheat sections only, except section 6 and 8.","Agrtiguard Fluroxypyr - wheat sections only, except section 6 and 8.",0.75,had,,,,,,
11498,R/BK/1,2009,10-May-09,Winter wheat,"Hurler wheat sections only, except section and = =-0.75 had","Hurler wheat sections only, except section and = =-0.75 had",None,None,,,,,,
11499,R/BK/1,2009,13-May-09,Winter wheat,"Nitram - wheat, strips 12,17, 18 and 19","Nitram - wheat, strips 12,17, 18 and 19",139,kg/ha,,,,,,
11500,R/BK/1,2009,28-May-09,Winter wheat,Brutus wheat + section 8,Brutus wheat + section 8,1.5,had,,,,,,
11501,R/BK/1,2009,28-May-09,Winter wheat,Amistar Opti wheat + section 8,Amistar Opti wheat + section 8,1.25,had,,,,,,
11502,R/BK/1,2009,14-Aug-09,Winter wheat,"combine harvest, plots for yield","combine harvest, plots for yield",None,None,,,,,,
11503,R/BK/1,2009,15-Aug-09,Winter wheat,"sample, baled and weight straw wheat plots","sample, baled and weight straw wheat plots",None,None,,,,,,
11504,R/BK/1,2009,17-Oct-08,Winter oats,Combination drilled Gerald tr Beret Gold - oats,Combination drilled Gerald tr Beret Gold - oats,400,seed?,,,,,,
11505,R/BK/1,2009,27-Oct-08,Winter oats,failure - wheat and oats,failure - wheat and oats,7.5,kg/ha,,,,,,
11506,R/BK/1,2009,20-Nov-08,Winter oats,Karan - wheat and oats,Karan - wheat and oats,5,kg/ha,,,,,,
11507,R/BK/1,2009,15-Dec-08,Winter oats,Lexus Class - oats only,Lexus Class - oats only,60,g/ha,,,,,,
11508,R/BK/1,2009,15-Dec-08,Winter oats,Hallmark with Zeon Technology ┬ù oats only,Hallmark with Zeon Technology ┬ù oats only,50,mV/ha,,,,,,
11509,R/BK/1,2009,22-May-09,Winter oats,ally Max SX,ally Max SX,42,had,,,,,,
11510,R/BK/1,2009,22-May-09,Winter oats,Duplosan KV,Duplosan KV,150,had,,,,,,
11511,R/BK/1,2009,22-May-09,Winter oats,Headland large,Headland large,1.5,had,,,,,,
11512,R/BK/1,2009,22-May-09,Winter oats,Amistar,Amistar,0.6,had,,,,,,
11513,R/BK/1,2009,22-May-09,Winter oats,flexitined,flexitined,0.2,had,,,,,,
11514,R/BK/1,2009,22-May-09,Winter oats,Agriguard Chlormequat 720,Agriguard Chlormequat 720,2.25,had,,,,,,
11515,R/BK/1,2009,11-Aug-09,Winter oats,combine harvest discards ┬ù oats.,combine harvest discards ┬ù oats.,None,None,,,,,,
11516,R/BK/1,2009,11-Aug-09,Winter oats,sample. baled and weight straw oats straw,sample. baled and weight straw oats straw,None,None,,,,,,
11517,R/BK/1,2009,03-Apr-09,Forage Maize,Clipper - maize area only,Clipper - maize area only,3,wheat,,,,,,
11518,R/BK/1,2009,11-May-09,Forage Maize,flexitined in preparation for maize,flexitined in preparation for maize,None,None,,,,,,
11519,R/BK/1,2009,12-May-09,Forage Maize,power harrowed,power harrowed,None,None,,,,,,
11520,R/BK/1,2009,12-May-09,Forage Maize,Nodet drilled Hudson tr mesurol + thiram,Nodet drilled Hudson tr mesurol + thiram,10.2,seed*,,,,,,
11521,R/BK/1,2009,13-May-09,Forage Maize,Nitram- maize. strip 6,Nitram- maize. strip 6,139,kg/ha,,,,,,
11522,R/BK/1,2009,13-May-09,Forage Maize,"Nitram - maize strips 7, 12, 17, 18 and 19. note, plot 197 had 556 kg/ha. i.e. 278 kg/ha clover and plot 187 had 417 kg/ha i.e.139 kg/ha clover.","Nitram - maize strips 7, 12, 17, 18 and 19. note, plot 197 had 556 kg/ha. i.e. 278 kg/ha clover and plot 187 had 417 kg/ha i.e.139 kg/ha clover.",278,kg/ha,,,,,,
11523,R/BK/1,2009,13-May-09,Forage Maize,"Nitram - maize, strips 2.1 and 8","Nitram - maize, strips 2.1 and 8",417,kg/ha,,,,,,
11524,R/BK/1,2009,13-May-09,Forage Maize,"Nitram - maize, strips 1, 9, 10, 11, 13 and 14","Nitram - maize, strips 1, 9, 10, 11, 13 and 14",556,kg/ha,,,,,,
11525,R/BK/1,2009,13-May-09,Forage Maize,"Nitram - maize, strip 15","Nitram - maize, strip 15",696,kg/ha,,,,,,
11526,R/BK/1,2009,13-May-09,Forage Maize,"Nitram - maize, strip 16","Nitram - maize, strip 16",835,kg/ha,,,,,,
11527,R/BK/1,2009,15-Jun-09,Forage Maize,Callisto section 7 only,Callisto section 7 only,0.75,had,,,,,,
11528,R/BK/1,2009,15-Jun-09,Forage Maize,Samson section 7 only,Samson section 7 only,1,had,,,,,,
11529,R/BK/1,2009,25-Jun-09,Forage Maize,"Nitram ┬ù maize, plot 187 recleaned 139 kg/ha extra on 13-May-10 so a reduced amount has applied to this plot to ensure correct amount applied overall. plot 197. having ready recleaned more hand the total required died not receive and further N.","Nitram ┬ù maize, plot 187 recleaned 139 kg/ha extra on 13-May-10 so a reduced amount has applied to this plot to ensure correct amount applied overall. plot 197. having ready recleaned more hand the total required died not receive and further N.",139,kg/ha,,,,,,
11530,R/BK/1,2009,25-Jun-09,Forage Maize,Nitram - Strip 18 except plot 187,Nitram - Strip 18 except plot 187,278,kg/ha,,,,,,
11531,R/BK/1,2009,25-Jun-09,Forage Maize,Nitram = Swip 12,Nitram = Swip 12,417,kg/ha,,,,,,
11532,R/BK/1,2009,25-Jun-09,Forage Maize,Nitram- Strip 17,Nitram- Strip 17,556,kg/ha,,,,,,
11533,R/BK/1,2009,10-Sep-09,Forage Maize,Harvest maize plots,Harvest maize plots,None,None,,,,,,
11534,R/BK/1,2010,14-Sep-09,all sections,"top - plots 110-119, 130-149, 170-180","top - plots 110-119, 130-149, 170-180",171,kg/ha,,,,,,
11535,R/BK/1,2010,14-Sep-09,all sections,top - plots 140-149,top - plots 140-149,181,kg/ha,,,,,,
11536,R/BK/1,2010,17-Sep-09,all sections,applied FYM,applied FYM,None,None,,,,,,
11537,R/BK/1,2010,17-Sep-09,all sections,topped - ridges of maize plots,topped - ridges of maize plots,None,None,,,,,,
11538,R/BK/1,2010,17-Sep-09,all sections,subsoiled - Headland only,subsoiled - Headland only,None,None,,,,,,
11539,R/BK/1,2010,17-Sep-09,all sections,FYM- plots 2.10-2.20 (not oats in section 5 plots 2.15 and 2.25),FYM- plots 2.10-2.20 (not oats in section 5 plots 2.15 and 2.25),35,ha,,,,,,
11540,R/BK/1,2010,18-Sep-09,all sections,ploughed,ploughed,None,None,,,,,,
11541,R/BK/1,2010,19-Sep-09,all sections,flexitined,flexitined,None,None,,,,,,
11542,R/BK/1,2010,21-Sep-09,all sections,flexitined,flexitined,None,None,,,,,,
11543,R/BK/1,2010,21-Sep-09,all sections,cultipressed,cultipressed,None,None,,,,,,
11544,R/BK/1,2010,09-Oct-09,all sections,topped - topped rain,topped - topped rain,None,None,,,,,,
11545,R/BK/1,2010,11-Oct-09,all sections,cultipressed - second time,cultipressed - second time,None,None,,,,,,
11546,R/BK/1,2010,19-Nov-09,all sections,Beret rabbit fence - started (plots only),Beret rabbit fence - started (plots only),None,None,,,,,,
11547,R/BK/1,2010,23-Nov-09,all sections,cut Hedges - Road side,cut Hedges - Road side,None,None,,,,,,
11548,R/BK/1,2010,24-Nov-09,all sections,cut Hedges,cut Hedges,None,None,,,,,,
11549,R/BK/1,2010,24-Nov-09,all sections,Beret rabbit fence,Beret rabbit fence,None,None,,,,,,
11550,R/BK/1,2010,25-Nov-09,all sections,Beret rabbit fence,Beret rabbit fence,None,None,,,,,,
11551,R/BK/1,2010,11-Dec-09,all sections,cut Hedges,cut Hedges,None,None,,,,,,
11552,R/BK/1,2010,05-Jan-10,all sections,Repair electric tence ground material - Fence had broken in several places due to now and first clover xmas period,Repair electric tence ground material - Fence had broken in several places due to now and first clover xmas period,None,None,,,,,,
11553,R/BK/1,2010,06-Apr-10,all sections,"Potassium Sulphate - strip 5, 6, 7,8,9,12,13,15,16,17,18,19 and 20 on all sections","Potassium Sulphate - strip 5, 6, 7,8,9,12,13,15,16,17,18,19 and 20 on all sections",217,kg/ha,,,,,,
11554,R/BK/1,2010,06-May-10,all sections,Remove rabbit fence,Remove rabbit fence,None,None,,,,,,
11555,R/BK/1,2010,07-May-10,all sections,mow/ rotavated plants,mow/ rotavated plants,None,None,,,,,,
11556,R/BK/1,2010,12-May-10,all sections,mow/ rotavated plants,mow/ rotavated plants,None,None,,,,,,
11557,R/BK/1,2010,12-May-10,all sections,rotavated,rotavated,None,None,,,,,,
