source_id,Code,year,Date,plot,orig_record,record,Rate,Unit,flag,water volume,water unit,"Other comments, ) indicates more than one source, TM) = Tank mix, / = throw ",Season,Month / GS
10147,06/W/CS/439,2006,22/09/2005,,Azural,Azural,3.00,l/200 l/ha,,,,,,
10148,06/W/CS/439,2006,07/11/2005,,Chalk,Chalk,1.00,tonne/ha,,,,Plot 21,Autumn,
10149,06/W/CS/439,2006,17/11/2005,,Hand dig,Hand dig,1.00,,,,,,,
10150,06/W/CS/439,2006,17/11/2005,,Hand raked,Hand raked,1.00,,,,,,,
10151,06/W/CS/439,2006,17/11/2005,,Hand sow,Hand sow,1.00,,,,,,,
10152,06/W/CS/439,2006,17/11/2005,,XI19 tr ???,XI19 tr ???,600.00,seeds/m2,,,,,,
10153,06/W/CS/439,2006,17/11/2005,,Hand raked,Hand raked,1.00,,,,,,,
10154,06/W/CS/439,2006,18/11/2005,,Dursban WG,Dursban WG,1.00,kg/200 l/ha,,,,,,
10155,06/W/CS/439,2006,08/12/2005,,Hand sow,Hand sow,1.00,,,,,,,
10156,06/W/CS/439,2006,08/12/2005,,XI19 tr ???,XI19 tr ???,500.00,seeds/m2,,,,15 cm spacing,,
10157,06/W/CS/439,2006,09/12/2005,,Erect bird net,Erect bird net,1.00,,,,,,,
10158,06/W/CS/439,2006,02/02/2006,,Hand sow,Hand sow,1.00,,,,,,,
10159,06/W/CS/439,2006,02/02/2006,,XI19 tr ???,XI19 tr ???,600.00,seeds/m2,,,,Re-sowing,,
10160,06/W/CS/439,2006,02/02/2006,,PDQ,PDQ,4.00,l/200 l/ha,,,,,,
10161,06/W/CS/439,2006,02/02/2006,,Decoy Wetex,Decoy Wetex,5.00,kg/ha,,,,,,
10162,06/W/CS/439,2006,02/02/2006,,Erect bird net,Erect bird net,1.00,,,,,,,
10163,06/W/CS/439,2006,24/02/2006,,Draza,Draza,5.00,kg/ha,,,,,,
10164,06/W/CS/439,2006,07/04/2006,,Pacifica,Pacifica,0.40,kg/200 l/ha,,,, ,,
10165,06/W/CS/439,2006,07/04/2006,,Biopower,Biopower,1.00,l/200 l/ha,,,,") also 318, 334",,
10166,06/W/CS/439,2006,07/04/2006,,Duplosan KV,Duplosan KV,2.00,l/200 l/ha,,,, ,,
10167,06/W/CS/439,2006,25/04/2006,,Double Top,Double Top,481.00,kg/ha,,,,,,
10168,06/W/CS/439,2006,26/04/2006,,Muriate of Potash,Muriate of Potash,83.33,kg/ha,,,,,,
10169,06/W/CS/439,2006,11/05/2006,,Double Top,Double Top,204.00,kg/ha,,,,,,
10170,06/W/CS/439,2006,12/05/2006,,Epic,Epic,0.75,l/200 l/ha,,,,TM),,
10171,06/W/CS/439,2006,12/05/2006,,Bravo 500,Bravo 500,1.00,l/200 l/ha,,,,TM),,
10172,06/W/CS/439,2006,12/05/2006,,Mantrac 500,Mantrac 500,1.00,l/200 l/ha,,,,TM),,
10173,06/W/CS/439,2006,07/06/2006,,Opus,Opus,0.75,l/200 l/ha,,,,TM),,
10174,06/W/CS/439,2006,07/06/2006,,Bravo 500,Bravo 500,1.00,l/200 l/ha,,,,TM),,
10175,06/W/CS/439,2006,07/06/2006,,Vivid,Vivid,0.40,l/200 l/ha,,,,TM),,
10176,06/W/CS/439,2006,11/08/2006,,"Other operation, see note","Other operation, see note",1.00,,,,,Hand harvesetd by sponsor,,
10177,07/W/CS/439,2007,26/09/2006,,Azural,Azural,4.00,l/200 l/ha,,,,,,
10178,07/W/CS/439,2007,08/11/2006,,Hand dig,Hand dig,1.00,,,,,,,
10179,07/W/CS/439,2007,08/11/2006,,Hand raked,Hand raked,1.00,,,,,,,
10180,07/W/CS/439,2007,08/11/2006,,Hand plant,Hand plant,1.00,,,,,,,
10181,07/W/CS/439,2007,08/11/2006,,Xi19 tr Redigo Twin,Xi19 tr Redigo Twin,400.00,seeds/m2,,,,,,
10182,07/W/CS/439,2007,08/11/2006,,Rolled,Rolled,1.00,,,,,,,
10183,07/W/CS/439,2007,20/11/2006,,Decoy Wetex,Decoy Wetex,7.00,kg/ha,,,,,,
10184,07/W/CS/439,2007,19/12/2006,,Hallmark with Zeon Technology,Hallmark with Zeon Technology,50.00,ml/200 l/ha,,,,,,
10185,07/W/CS/439,2007,16/03/2007,,Muriate of Potash,Muriate of Potash,83.00,kg/ha,,,,,,
10186,07/W/CS/439,2007,20/03/2007,,Double Top,Double Top,100.00,kg/ha,,,,,,
10187,07/W/CS/439,2007,27/03/2007,,Pacifica,Pacifica,0.50,kg/200 l/ha,,,,pacifica,,
10188,07/W/CS/439,2007,27/03/2007,,Biopower,Biopower,1.00,l/200 l/ha,,,,biopower,,
10189,07/W/CS/439,2007,20/04/2007,,Splice,Splice,1.00,l/200 l/ha,,,,,,
10190,07/W/CS/439,2007,20/04/2007,,Jupital,Jupital,1.00,l/200 l/ha,,,,,,
10191,07/W/CS/439,2007,03/05/2007,,Nitraprill,Nitraprill,386.00,kg/ha,,,,,,
10192,07/W/CS/439,2007,20/05/2007,,Opus,Opus,0.75,l/200 l/ha,,,,,,
10193,07/W/CS/439,2007,20/05/2007,,Vivid,Vivid,0.40,l/200 l/ha,,,,,,
10194,07/W/CS/439,2007,20/05/2007,,Bravo 500,Bravo 500,1.00,l/200 l/ha,,,,,,
10195,07/W/CS/439,2007,20/05/2007,,Sedema Manganese Sulphate,Sedema Manganese Sulphate,5.00,kg/200 l/ha,,,,,,
10196,07/W/CS/439,2007,09/08/2007,,Clinic Ace,Clinic Ace,4.00,l/200 l/ha,,,,glyphosate,,39301
10197,08/W/CS/439,2008,16/10/2007,,Hand dig,Hand dig,1.00,,,,,,,
10198,08/W/CS/439,2008,17/10/2007,,Hand raked,Hand raked,1.00,,,,,,,
10199,08/W/CS/439,2008,17/10/2007,,Hand sow,Hand sow,1.00,,,,,,,
10200,08/W/CS/439,2008,17/10/2007,,XI19 tr Redigo Twin,XI19 tr Redigo Twin,450.00,seeds/m2,,,,,,
10201,08/W/CS/439,2008,26/11/2007,,Avadex Excel 15G,Avadex Excel 15G,15.00,kg/ha,,,,,,39401
10202,08/W/CS/439,2008,14/12/2007,,Stomp 400 SC,Stomp 400 SC,3.30,l/200 l/ha,,,,,,
10203,08/W/CS/439,2008,14/12/2007,,Arelon 500,Arelon 500,1.00,l/200 l/ha,,,,,,
10204,08/W/CS/439,2008,14/12/2007,,Hallmark with Zeon Technology,Hallmark with Zeon Technology,50.00,ml/200 l/ha,,,,,,
10205,08/W/CS/439,2008,05/03/2008,,Double Top,Double Top,133.00,kg/ha,,,,,,
10206,08/W/CS/439,2008,02/05/2008,,Deuce,Deuce,1.00,l/200 l/ha,,,,,,
10207,08/W/CS/439,2008,02/05/2008,,Bravo 500,Bravo 500,1.00,l/200 l/ha,,,,,,
10208,08/W/CS/439,2008,02/05/2008,,Flexity,Flexity,0.20,l/200 l/ha,,,,,,
10209,08/W/CS/439,2008,05/05/2008,,Manganese Sulphate 32% Premium,Manganese Sulphate 32% Premium,5.00,kg/200 l/ha,,,,,,
10210,08/W/CS/439,2008,05/05/2008,,Activator 90,Activator 90,25.00,ml/200 l/ha,,,,,,
10211,08/W/CS/439,2008,06/05/2008,,Muriate of Potash,Muriate of Potash,83.00,kg/ha,,,,(no fert sheet),,
10212,08/W/CS/439,2008,07/05/2008,,Double Top,Double Top,459.00,kg/ha,,,,(no fert sheet),,
10213,08/W/CS/439,2008,18/05/2008,,Pacifica,Pacifica,0.50,kg/200 l/ha,,,,,,
10214,08/W/CS/439,2008,18/05/2008,,Biopower,Biopower,1.00,l/200 l/ha,,,,,,
10215,08/W/CS/439,2008,22/05/2008,,Harmony M SX,Harmony M SX,0.10,kg/200 l/ha,,,,,,
10216,08/W/CS/439,2008,05/06/2008,,Amistar Opti,Amistar Opti,1.25,l/200 l/ha,,,,,,
10217,08/W/CS/439,2008,05/06/2008,,Opus,Opus,1.00,l/200 l/ha,,,,,,
10218,08/W/CS/439,2008,05/06/2008,,Manganese Sulphate,Manganese Sulphate,5.00,kg/200 l/ha,,,,,,
10219,08/W/CS/439,2008,03/09/2008,,Hand harvested,Hand harvested,1.00,,,,,By sponsor,,
10220,08/W/CS/439,2008,,,#N/A,#N/A,1.25,l/200 l/ha,,,,Amistar Opti,,
10221,08/W/CS/439,2008,,,#N/A,#N/A,1.00,l/200 l/ha,,,,Opus Team,,
10222,09/W/CS/439,2009,08/10/2008,,Roundup Metro,Roundup Metro,4.00,l/200 l/ha,,,, ,, 
10223,09/W/CS/439,2009,05/11/2008,,Chalk,Chalk,1.00,t/ha,,,,"Plots 12, 16, 21, 26, 32, 33",, 
10224,09/W/CS/439,2009,05/11/2008,,Chalk,Chalk,2.00,t/ha,,,,"Plots 4, 8, 9, 13, 14, 15, 17, 23, 24, 25, 27, 30",, 
10225,09/W/CS/439,2009,05/11/2008,,Chalk,Chalk,3.00,t/ha,,,,"Plots 5, 10, 22, 31",, 
10226,09/W/CS/439,2009,05/11/2008,,Chalk,Chalk,4.00,t/ha,,,,"Plots 1, 7, 18, 19",, 
10227,09/W/CS/439,2009,07/11/2008,,Hand dig,Hand dig,1.00,,,,, ,, 
10228,09/W/CS/439,2009,14/11/2008,,Karan,Karan,5.00,kg/ha,,,,Karen,, 
10229,09/W/CS/439,2009,19/11/2008,,Hand raked,Hand raked,1.00,,,,, ,, 
10230,09/W/CS/439,2009,19/11/2008,,Hand sow,Hand sow,1.00,,,,, ,, 
10231,09/W/CS/439,2009,19/11/2008,,"Other seed, see comment","Other seed, see comment",450.00,seeds/m2,,,,"XI-19 tr Lattitude, supplied by sponsor",, 
10232,09/W/CS/439,2009,19/11/2008,,Hand raked,Hand raked,1.00,,,,,and consolidated,, 
10233,09/W/CS/439,2009,31/01/2009,,Hand sow,Hand sow,1.00,,,,,,,
10234,09/W/CS/439,2009,31/01/2009,,XI-19 tr Latitude + Beret Gold,XI-19 tr Latitude + Beret Gold,500.00,seeds/m2,,,,,,
10235,09/W/CS/439,2009,30/04/2009,,Nitram,Nitram,359.00,,,,,,,
10236,09/W/CS/439,2009,20/05/2009,,Pacifica,Pacifica,0.50,kg/ha,,,,,,
10237,09/W/CS/439,2009,20/05/2009,,Biopower,Biopower,1.00,L in 220 l/ha,,,,,,
10238,09/W/CS/439,2009,01/06/2009,,Broadcast,Broadcast,,,,,,,,
10239,09/W/CS/439,2009,01/06/2009,,Double top,Double top,133.00,kg/ha,,,,,,
10240,09/W/CS/439,2009,03/06/2009,,Opus,Opus,0.80,L in 200 l/ha,,,,,,
10241,09/W/CS/439,2009,03/06/2009,,Amistar,Amistar,1.00,L in 200 l/ha,,,,,,
10242,2011/W/CS/439,2010,30/09/2010,,Sprayed Gallup 360.,Sprayed Gallup 360.,4.0 l.,in 200 l/ha.,,,,,,
10243,2011/W/CS/439,2011,14/01/2011,,Raked off last years crop.,Raked off last years crop.,,,,,,,,
10244,2011/W/CS/439,2011,19/01/2011,,"Hand dug plots. Raked. Hand drilled Xi19, dressed Redigo Deter. Raked over and firmed.","Hand dug plots. Raked. Hand drilled Xi19, dressed Redigo Deter. Raked over and firmed.",500 seeds/m2.,,,,,,,
10245,2011/W/CS/439,2011,26/01/2011,,Broadcast Decoy Wetex.,Broadcast Decoy Wetex.,3.0 kg/ha.,,,,,,,
10246,2011/W/CS/439,2011,24/03/2011,,Broadcast Double Top.,Broadcast Double Top.,185 kg/ha.,"Double Top is 30% SO3, 27% N.",,,,,,
10247,2011/W/CS/439,2011,26/03/2011,,Sprayed Atlantis WG + Bio Power.,Sprayed Atlantis WG + Bio Power.,Atlantis at 0.4 kg with Biopower at 1.0 l in 200 l/ha.,,,,,,,
10248,2011/W/CS/439,2011,11/05/2011,,Sprayed Tracker with Bravo 500 with Justice and CCC.,Sprayed Tracker with Bravo 500 with Justice and CCC.,"1.0 l, 1.0 l, 0.25 l and 2.25 l in 200 l/ha.",Wheat only.,,,,,,
10249,2011/W/CS/439,2011,20/05/2011,,Sprayed Comet with Opus and Bravo 500.,Sprayed Comet with Opus and Bravo 500.,Comet at 0.6 l with Opus at 0.8 l and Bravo 500 at 1.0 l in 200 l/ha.,,,,,,,
10250,2011/W/CS/439,2011,15/08/2011,,Sprayed Hoedown.,Sprayed Hoedown.,4.0 l in 200 l/ha.,,,,,,,
10251,2011/W/CS/439,2011,23/08/2011,,Cut paths,Cut paths,ha,with Kubota and wessex mower,,,,,,
10252,2011/W/CS/439,2011,02/09/2011,,Combined O+Es,Combined O+Es,ha,combined discards and disposed of produce,,,,,,
10253,2011/W/CS/439,2011,07/09/2011,,Baled and removed straw,Baled and removed straw,ha,,,,,,,
10254,2011/W/CS/439,2011,13/10/2011,,strim around plots,strim around plots,plot,strim around plots and clear ready for resowing,,,,,,
10255,2012/W/CS/439,2011,13/10/2011,,Strim and cleared plots,Strim and cleared plots,-,,,,,,,
10256,2012/W/CS/439,2011,10/11/2011,,Hand dug plots,Hand dug plots,-,,,,,,,
10257,2012/W/CS/439,2011,10/11/2011,,Hand planted Xi19 tr Austral Plus,Hand planted Xi19 tr Austral Plus,-,,,,,,,
10258,2012/W/CS/439,2011,23/11/2011,,Applied slug pellets by hand,Applied slug pellets by hand,5 Kg/ha,,,,,,,
10259,2012/W/CS/439,2012,23/03/2012,,Double Top,Double Top,185kg/ha,Double top @185kg/ha - 50kg/ha N,,,,,,
10260,2012/W/CS/439,2012,29/03/2012,,Spray Pacifica + biopower,Spray Pacifica + biopower,0.4kg/ha + 1l/ha,Warren - headland only and 4 tramlines from beans and triangle E of ww1250.,,,,,,
10261,2012/W/CS/439,2012,08/05/2012,,Nitram,Nitram,319kg/ha,,,,,,,
10262,2012/W/CS/439,2012,13/05/2012,,spray fungicide T1 + herbicide,spray fungicide T1 + herbicide,ha,Ignite@1 + Bravo 500@1 + Chlormequat@2 + Ally Max @42g/ha + Hatchet @0.75 + Mn@2 all l/ha in 200 h2o,,,,,,
10263,2012/W/CS/439,2012,20/05/2012,,strim around plots,strim around plots,plot,cut paths and strim around plots,,,,,,
10264,2012/W/CS/439,2012,19/09/2012,,Strim and cleared plots,Strim and cleared plots,,,,,,,,
10265,2013/W/CS/439,2012,01/10/2012,,Strim and cleared plots,Strim and cleared plots,,,,,,,,
10266,2013/W/CS/439,2012,20/10/2012,,Sprayed glyphosate,Sprayed glyphosate,4.0 lt/ha,,,,,,,
10267,2013/W/CS/439,2012,05/11/2012,,Hand dug plots,Hand dug plots,55g per plot,"Dug, planted plots.",,,,,,
10268,2013/W/CS/439,2012,15/11/2012,,Errected rabbit netting,Errected rabbit netting,,,,,,,,
10269,2013/W/CS/439,2012,29/11/2012,,Put up Humming tape,Put up Humming tape,,,,,,,,
10270,2013/W/CS/439,2013,19/04/2013,,Applied Double Top Fertilizer,Applied Double Top Fertilizer,222 kg/ha,,,,,,,
10271,2013/W/CS/439,2013,30/04/2013,,Applied Nitram,Applied Nitram,232 kg/ha,,,,,,,
10272,2013/W/CS/439,2013,01/05/2013,,Sprayed Pacifica and Bio-Power,Sprayed Pacifica and Bio-Power,0.5 lt/ha and 1.0 lt/ha,,,,,,,
10273,2013/W/CS/439,2013,06/08/2013,,Sprayed Gallup 360 + X-change,Sprayed Gallup 360 + X-change,4.0 lt/ha and 0.25 lt/ha,147 lt ha water volume.,,,,,,
10274,2013/W/CS/439,2013,12/09/2013,,Sprayed Gallup 360.,Sprayed Gallup 360.,4.0 lt/ha,150 lt/ha water,,,,,,
10275,2014/W/CS/439,2013,15/10/2013,,Raked off last years crop.,Raked off last years crop.,,,,,,,,
10276,2014/W/CS/439,2013,17/10/2013,,Hand Planted,Hand Planted,70 g per plot,Conqueor dr. Redigo,,,,,,
10277,2014/W/CS/439,2014,05/03/2014,,Applied Double Top Fertilizer,Applied Double Top Fertilizer,148 kg/ha,,,,,,,
10278,2014/W/CS/439,2014,08/04/2014,,Applied Nitram,Applied Nitram,174 kg/ha,,,,,,,
10279,2014/W/CS/439,2014,23/04/2014,,Applied Nitram,Applied Nitram,145 kg/ha,wheat,,,,,,
10280,2014/W/CS/439,2014,21/05/2014,,Sprayed Refine Max + Kingdom + Bravo 500 + Hatchet Xtra,Sprayed Refine Max + Kingdom + Bravo 500 + Hatchet Xtra,"75 g/ha, 1.25 lt/ha, 1.0 lt/ha, 0.75 lt/ha",150 lt/ha water vloume.,,,,,,
10281,2014/W/CS/439,2014,06/06/2014,,"Sprayed Cello, Amistar, Hallmark and Cyflamid","Sprayed Cello, Amistar, Hallmark and Cyflamid","0.55 lt/ha, 0.25 lt/ha, 40 ml/ha, 0.15 lt/ha",150 lt/ha water.,,,,,,
10282,2014/W/CS/439,2014,11/09/2014,,Sprayed Firebrand + Samurai,Sprayed Firebrand + Samurai,1.0 lt/ha and 4.0 lt/ha,"200 lt/ha water volume. Problem with ""Auto control"" on sprayer, switched to manual.",,,,,,
10283,2015/W/CS/439,2014,15/12/2014,,Hand planted JB Diego trRedigo,Hand planted JB Diego trRedigo,600 seeds/m^2,,,,,,,
10284,2015/W/CS/439,2015,14/01/2015,,Put up bird netting,Put up bird netting,,,,,,,,
10285,2015/W/CS/439,2015,25/03/2015,,Removed bird netting,Removed bird netting,,,,,,,,
10286,2015/W/CS/439,2015,26/03/2015,,Applied Double Top Fertilizer,Applied Double Top Fertilizer,167 kg/ha,,,,,,,
10287,2015/W/CS/439,2015,07/04/2015,,"Sprayed Chex, Pacifica and Bio Power","Sprayed Chex, Pacifica and Bio Power","0.25 lt/ha, 0.5 lt/ha and 1.0 lt/ha",200 lt/ha water volume,,,,,,
10288,2015/W/CS/439,2015,13/04/2015,,"Sprayed Artemis, Bravo 500, BASF Chlormequat 750, Moddus and Sprinter","Sprayed Artemis, Bravo 500, BASF Chlormequat 750, Moddus and Sprinter","1.0 lt/ha, 1.0 lt/ha, 1.25 lt/ha, 0.15 lt/ha and 2.0 lt/ha",131 lt/ha water volume.,,,,,,
10289,2015/W/CS/439,2015,01/05/2015,,Applied Nitram,Applied Nitram,160 kg/ha,,,,,,,
10290,2015/W/CS/439,2015,11/05/2015,,"Sprayed Cello, Balear 720","Sprayed Cello, Balear 720",0.9 lt/ha and 0.7 lt/ha,131 lt/ha water volume.,,,,,,
10291,2015/W/CS/439,2015,30/05/2015,,Sprayed Basson + Envoy + Crescent,Sprayed Basson + Envoy + Crescent,"0.75 lt/ha, 0.75 lt/ha and 0.75 lt/ha",131 lt/ha water volume.,,,,,,
10292,2015/W/CS/439,2015,12/06/2015,,Sprayed Odin,Sprayed Odin,0.75 lt/ha,200 lt/ha water volume.,,,,,,
10293,2015/W/CS/439,2015,06/08/2015,,Topped,Topped,,Topped plots.,,,,,,
10294,2016/W/CS/439,2015,25/09/2015,,Sprayed Firebrand + Samurai,Sprayed Firebrand + Samurai,1.0 lt/ha and 4.0 lt/ha,150 lt/ha water volume.,,,,,,
10295,2016/W/CS/439,2015,24/11/2015,,Strimmed and tidied plots,Strimmed and tidied plots,,Prep for planting,,,,,,
10296,2016/W/CS/439,2015,26/11/2015,,Planted Crusoe tr. Redigo,Planted Crusoe tr. Redigo,450 seeds/m^2,By hand,,,,,,
10297,2016/W/CS/439,2015,26/11/2015,,Errected bird netting,Errected bird netting,,,,,,,,
10298,06/W/CS/427,2006,05/10/2005,,Azural,Azural,3.00,l/200 l/ha,,,,,,
10299,06/W/CS/427,2006,07/11/2005,,Chalk,Chalk,1.00,tonne/ha,,,,,,
10300,06/W/CS/427,2006,07/11/2005,,Spaded,Spaded,1.00,,,,,,,
10301,06/W/CS/427,2006,08/11/2005,,Rolled,Rolled,1.00,,,,,,,
10302,06/W/CS/427,2006,14/11/2005,,Combination Drilled,Combination Drilled,1.00,,,,,,,
10303,06/W/CS/427,2006,14/11/2005,,XI19 tr ???,XI19 tr ???,400.00,seeds/m2,,,,,,
10304,06/W/CS/427,2006,16/11/2005,,Rolled,Rolled,1.00,,,,,,,
10305,06/W/CS/427,2006,18/11/2005,,Dursban WG,Dursban WG,1.00,kg/200 l/ha,,,,,,
10306,06/W/CS/427,2006,02/03/2006,,Muriate of Potash,Muriate of Potash,83.33,kg/ha,,,,,,
10307,06/W/CS/427,2006,10/03/2006,,Triple Superphosphate,Triple Superphosphate,21.28,kg/ha,,,,,,
10308,06/W/CS/427,2006,17/03/2006,,N Sulphur,N Sulphur,185.00,kg/ha,,,,,,
10309,06/W/CS/427,2006,07/04/2006,,Pacifica,Pacifica,0.40,kg/200 l/ha,,,,,,
10310,06/W/CS/427,2006,07/04/2006,,Biopower,Biopower,1.00,l/200 l/ha,,,,,,
10311,06/W/CS/427,2006,07/04/2006,,Duplosan KV,Duplosan KV,2.00,l/200 l/ha,,,,,,
10312,06/W/CS/427,2006,25/04/2006,,Double Top,Double Top,481.00,kg/ha,,,,,,
10313,06/W/CS/427,2006,12/05/2006,,Epic,Epic,0.75,l/200 l/ha,,,,,,
10314,06/W/CS/427,2006,12/05/2006,,Bravo 500,Bravo 500,1.00,l/200 l/ha,,,,,,
10315,06/W/CS/427,2006,12/05/2006,,Mantrac 500,Mantrac 500,1.00,l/200 l/ha,,,,,,
10316,06/W/CS/427,2006,17/05/2006,,Briotril 24/16,Briotril 24/16,1.50,l/200 l/ha,,,,,,
10317,06/W/CS/427,2006,17/05/2006,,Duplosan KV,Duplosan KV,2.00,l/200 l/ha,,,,,,
10318,06/W/CS/427,2006,07/06/2006,,Opus,Opus,0.75,l/200 l/ha,,,,,,
10319,06/W/CS/427,2006,07/06/2006,,Bravo 500,Bravo 500,1.00,l/200 l/ha,,,,,,
10320,06/W/CS/427,2006,07/06/2006,,Vivid,Vivid,0.40,l/200 l/ha,,,,,,
10321,06/W/CS/427,2006,25/08/2006,,"Combine harvest, plots for yield","Combine harvest, plots for yield",1.00,,,,,,,
10322,06/W/CS/427,2006,25/08/2006,,Swath straw,Swath straw,1.00,,,,,,,
10323,07/W/CS/427,2007,26/09/2006,,Azural,Azural,4.00,l/200 l/ha,,,,,,
10324,07/W/CS/427,2007,18/10/2006,,Chalk,Chalk,1.00,t/ha,,,,,,
10325,07/W/CS/427,2007,18/10/2006,,Chalk,Chalk,2.00,t/ha,,,,,,
10326,07/W/CS/427,2007,18/10/2006,,Chalk,Chalk,3.00,t/ha,,,,,,
10327,07/W/CS/427,2007,18/10/2006,,Chalk,Chalk,4.00,t/ha,,,,,,
10328,07/W/CS/427,2007,02/11/2006,,"Other operation, see note","Other operation, see note",,,,,,,,
10329,07/W/CS/427,2007,03/11/2006,,Spaded,Spaded,2.00,,,,,,,
10330,07/W/CS/427,2007,03/11/2006,,Accord Drilled,Accord Drilled,1.00,,,,,,,
10331,07/W/CS/427,2007,03/11/2006,,Xi19 tr Redigo Twin,Xi19 tr Redigo Twin,350.00,seeds/m2,,,,,,
10332,07/W/CS/427,2007,03/11/2006,,Rolled,Rolled,1.00,,,,,,,
10333,07/W/CS/427,2007,19/12/2006,,Hallmark with Zeon Technology,Hallmark with Zeon Technology,50.00,ml/200 l/ha,,,,,,
10334,07/W/CS/427,2007,22/12/2006,,Accord Drilled,Accord Drilled,1.00,,,,,,,
10335,07/W/CS/427,2007,22/12/2006,,Xi19 tr Redigo Sib Secure,Xi19 tr Redigo Sib Secure,450.00,seeds/m2,,,,,,
10336,07/W/CS/427,2007,15/03/2007,,Double Top,Double Top,148.00,kg/ha,,,,,,
10337,07/W/CS/427,2007,16/03/2007,,Muriate of Potash,Muriate of Potash,83.00,kg/ha,,,,,,
10338,07/W/CS/427,2007,27/03/2007,,Pacifica,Pacifica,0.50,kg/200 l/ha,,,,,,
10339,07/W/CS/427,2007,27/03/2007,,Biopower,Biopower,1.00,l/200 l/ha,,,,,,
10340,07/W/CS/427,2007,20/04/2007,,Splice,Splice,1.00,l/200 l/ha,,,,,,
10341,07/W/CS/427,2007,20/04/2007,,Jupital,Jupital,1.00,l/200 l/ha,,,,,,
10342,07/W/CS/427,2007,03/05/2007,,Nitraprill,Nitraprill,386.00,kg/ha,,,,,,
10343,07/W/CS/427,2007,20/05/2007,,Opus,Opus,0.75,l/200 l/ha,,,,,,
10344,07/W/CS/427,2007,20/05/2007,,Vivid,Vivid,0.40,l/200 l/ha,,,,,,
10345,07/W/CS/427,2007,20/05/2007,,Bravo 500,Bravo 500,1.00,l/200 l/ha,,,,,,
10346,07/W/CS/427,2007,20/05/2007,,Sedema Manganese Sulphate,Sedema Manganese Sulphate,5.00,kg/200 l/ha,,,,,,
10347,07/W/CS/427,2007,09/08/2007,,Clinic Ace,Clinic Ace,4.00,l/200 l/ha,,,,,,
10348,07/W/CS/427,2007,06/09/2007,,"Combine harvest, plots for yield","Combine harvest, plots for yield",1.00,,,,,,,
10349,07/W/CS/427,2007,06/09/2007,,Swath straw,Swath straw,1.00,,,,,,,
10350,07/W/CS/427,2007,06/09/2007,,Combine harvest discards,Combine harvest discards,1.00,,,,,,,
10351,07/W/CS/427,2007,16/09/2007,,Baled,Baled,1.00,,,,,,,
10352,08/W/CS/427,2008,27/09/2007,,"Other operation, see note","Other operation, see note",15.00,kg/ha,,,,,,
10353,08/W/CS/427,2008,27/09/2007,,"Other operation, see note","Other operation, see note",7.50,kg/ha,,,,,,
10354,08/W/CS/427,2008,27/09/2007,,"Other operation, see note","Other operation, see note",0.15,kg/ha,,,,,,
10355,08/W/CS/427,2008,05/10/2007,,Rotorvate,Rotorvate,2.00,,,,,,,
10356,08/W/CS/427,2008,20/10/2007,,Combination Drilled,Combination Drilled,1.00,,,,,,,
10357,08/W/CS/427,2008,20/10/2007,,XI19 tr Redigo Twin,XI19 tr Redigo Twin,400.00,seeds/m2,,,,,,
10358,08/W/CS/427,2008,21/10/2007,,Rolled,Rolled,1.00,,,,,,,
10359,08/W/CS/427,2008,26/11/2007,,Avadex Excel 15G,Avadex Excel 15G,15.00,kg/ha,,,,,,
10360,08/W/CS/427,2008,14/12/2007,,Stomp 400 SC,Stomp 400 SC,3.30,l/200 l/ha,,,,,,
10361,08/W/CS/427,2008,14/12/2007,,Arelon 500,Arelon 500,1.00,l/200 l/ha,,,,,,
10362,08/W/CS/427,2008,14/12/2007,,Hallmark with Zeon Technology,Hallmark with Zeon Technology,50.00,ml/200 l/ha,,,,,,
10363,08/W/CS/427,2008,05/03/2008,,Double Top,Double Top,133.00,kg/ha,,,,,,
10364,08/W/CS/427,2008,02/05/2008,,Deuce,Deuce,1.00,l,,,,,,
10365,08/W/CS/427,2008,02/05/2008,,Bravo 500,Bravo 500,1.00,l,,,,,,
10366,08/W/CS/427,2008,02/05/2008,,Flexity,Flexity,0.20,l,,,,,,
10367,08/W/CS/427,2008,05/05/2008,,Manganese Sulphate 32% Premium,Manganese Sulphate 32% Premium,5.00,kg/200 l/ha,,,,,,
10368,08/W/CS/427,2008,05/05/2008,,Activator 90,Activator 90,25.00,ml/200 l/ha,,,,,,
10369,08/W/CS/427,2008,06/05/2008,,Muriate of Potash,Muriate of Potash,83.00,kg/ha,,,,,,
10370,08/W/CS/427,2008,07/05/2008,,Double Top,Double Top,459.00,kg/ha,,,,,,
10371,08/W/CS/427,2008,18/05/2008,,Pacifica,Pacifica,0.50,kg/200 l/ha,,,,,,
10372,08/W/CS/427,2008,18/05/2008,,Biopower,Biopower,1.00,l/200 l/ha,,,,,,
10373,08/W/CS/427,2008,22/05/2008,,Harmony M SX,Harmony M SX,0.10,kg/200 l/ha,,,,,,
10374,08/W/CS/427,2008,05/06/2008,,Amistar Opti,Amistar Opti,1.25,l/200 l/ha,,,,,,
10375,08/W/CS/427,2008,05/06/2008,,Opus,Opus,1.00,l/200 l/ha,,,,,,
10376,08/W/CS/427,2008,05/06/2008,,Manganese Sulphate,Manganese Sulphate,5.00,kg/200 l/ha,,,,,,
10377,08/W/CS/427,2008,19/09/2008,,"Combine harvest, plots for yeld","Combine harvest, plots for yeld",1.00,,,,,,,
