source_id	experiment	harvest_year	plot	start year	orig_record	record	flag	amount	unit	water_volume	water_unit
7818	W/RN/3	1997	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	01-Apr-97	Legumex extra at 7.0 1 in 200 l.	Legumex extra at 7.0 1 in 200 l.					
7819	W/RN/3	1997	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	09-Jun-97	first cut.	first cut.					
7820	W/RN/3	1997	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	18-Jun-97	muriate of potash at 80 kg.	muriate of potash at 80 kg.					
7821	W/RN/3	1997	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	30-Oct-97	second cut.	second cut.					
7822	W/RN/3	1997	spring barley first and second treatment crop rotation AB:	13-Mar-97	"NPK as (20:10:10) at 400 kg. rotary harrowed, Copper, dressed Raxil S, drilled at 375 seed per LN2."	"NPK as (20:10:10) at 400 kg. rotary harrowed, Copper, dressed Raxil S, drilled at 375 seed per LN2."					
7823	W/RN/3	1997	spring barley first and second treatment crop rotation AB:	11-Apr-97	"Copper, dressed Raxil S, re-drilled at 420 seed per m2."	"Copper, dressed Raxil S, re-drilled at 420 seed per m2."					
7824	W/RN/3	1997	spring barley first and second treatment crop rotation AB:	29-May-97	MSS Optica at 2.0 1 with Vindex at l.0 1 in 200 l.	MSS Optica at 2.0 1 with Vindex at l.0 1 in 200 l.					
7825	W/RN/3	1997	spring barley first and second treatment crop rotation AB:	24-Jun-97	during at l.0 1 in 300 2.	during at l.0 1 in 300 2.					
7826	W/RN/3	1997	spring barley first and second treatment crop rotation AB:	20-Aug-97	combine harvested.	combine harvested.					
7827	W/RN/3	1997	Winter beans third treatment crop rotation AF and AB:	23-Oct-96	"PK as (0:24:24) at 168 kg. Punch, undressed, broadcast at 21 seed per m2, ploughed."	"PK as (0:24:24) at 168 kg. Punch, undressed, broadcast at 21 seed per m2, ploughed."					
7828	W/RN/3	1997	Winter beans third treatment crop rotation AF and AB:	05-Dec-96	Carbatamex at 3.0 kg in 200 l.	Carbatamex at 3.0 kg in 200 l.					
7829	W/RN/3	1997	Winter beans third treatment crop rotation AF and AB:	13-Aug-97	Reglone at 3.0 1 with Vassgro ionic at 400 ml in 400 l.	Reglone at 3.0 1 with Vassgro ionic at 400 ml in 400 l.					
7830	W/RN/3	1997	Winter beans third treatment crop rotation AF and AB:	21-Aug-97	combine harvested.	combine harvested.					
7831	W/RN/3	1997	fallow first and second treatment year rotation AF:	14-Mar-97	spring-tine cultivated.	spring-tine cultivated.					
7832	W/RN/3	1997	fallow first and second treatment year rotation AF:	17-Apr-97	spiked rotary cultivated	spiked rotary cultivated					
7833	W/RN/3	1997	fallow first and second treatment year rotation AF:	11-Jul-97	rotary cultivated.	rotary cultivated.					
7834	W/RN/3	1997	Winter wheat first test crop W:	07-Oct-96	Roundup at 4.0 1 in 200 l.	Roundup at 4.0 1 in 200 l.					
7835	W/RN/3	1997	Winter wheat first test crop W:	14-Oct-96	ploughed and rolled.	ploughed and rolled.					
7836	W/RN/3	1997	Winter wheat first test crop W:	16-Oct-96	"Yaltox at 150 kg. rotary harrowed. Hereward, dressed Anchor, drilled at 400 seed per m2."	"Yaltox at 150 kg. rotary harrowed. Hereward, dressed Anchor, drilled at 400 seed per m2."					
7837	W/RN/3	1997	Winter wheat first test crop W:	06-Dec-96	Panther at 2.0 1 in 200 l.	Panther at 2.0 1 in 200 l.					
7838	W/RN/3	1997	Winter wheat first test crop W:	09-Jan-97	PK as (0:24:24) at 260 kg.	PK as (0:24:24) at 260 kg.					
7839	W/RN/3	1997	Winter wheat first test crop W:	04-Apr-97	LN7. 140. 210: N applied as 27.5% N.	LN7. 140. 210: N applied as 27.5% N.					
7840	W/RN/3	1997	Winter wheat first test crop W:	16-May-97	Halo at 2.0 1 in 300 l.	Halo at 2.0 1 in 300 l.					
7841	W/RN/3	1997	Winter wheat first test crop W:	16-Aug-97	combine harvested.	combine harvested.					
7842	W/RN/3	1997	Winter rye second test crop R.	27-Sep-96	ploughed.	ploughed.					
7843	W/RN/3	1997	Winter rye second test crop R.	28-Sep-96	rolled.	rolled.					
7844	W/RN/3	1997	Winter rye second test crop R.	30-Sep-96	PK as (0:24:24) at 260 kg.	PK as (0:24:24) at 260 kg.					
7845	W/RN/3	1997	Winter rye second test crop R.	01-Oct-96	Yaltox at 150 kg. rotary harrowed.	Yaltox at 150 kg. rotary harrowed.					
7846	W/RN/3	1997	Winter rye second test crop R.	02-Oct-96	"Manod, dressed Baytan Flowable, drilled at 400 seed per m2."	"Manod, dressed Baytan Flowable, drilled at 400 seed per m2."					
7847	W/RN/3	1997	Winter rye second test crop R.	11-Dec-96	Stomp 400 SC at 3.3 1 in 200 l.	Stomp 400 SC at 3.3 1 in 200 l.					
7848	W/RN/3	1997	Winter rye second test crop R.	04-Apr-97	LN4. 80. 120: N applied as 27.5% N.	LN4. 80. 120: N applied as 27.5% N.					
7849	W/RN/3	1997	Winter rye second test crop R.	06-Jun-97	Mistral at l.0 1 in 300 l.	Mistral at l.0 1 in 300 l.					
7850	W/RN/3	1997	Winter rye second test crop R.	13-Aug-97	combine harvested.	combine harvested.					
7851	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	17-Sep-97	"ploughed, rolled."	"ploughed, rolled."					
7852	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	18-Sep-97	rotary harrowed.	rotary harrowed.					
7853	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	18-Sep-97	"LC1 and LLC1 only: 27.5% N at 182 kg. 45% Stella meadow fescue, 45% Beret RVP Timothy and 10% Huia white clover mixture drilled at 30 kg."	"LC1 and LLC1 only: 27.5% N at 182 kg. 45% Stella meadow fescue, 45% Beret RVP Timothy and 10% Huia white clover mixture drilled at 30 kg."					
7854	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	18-Sep-97	LN1 and LLN1 only: 27.5% N at 273 kg. 50% Stella meadow fescue and 50% Beret RVP Timothy drilled at 30 kg.	LN1 and LLN1 only: 27.5% N at 273 kg. 50% Stella meadow fescue and 50% Beret RVP Timothy drilled at 30 kg.					
7855	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	22-Sep-97	rolled.	rolled.					
7856	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	12-Mar-98	PK as (0:20:32) at 469 kg.	PK as (0:20:32) at 469 kg.					
7857	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	12-Mar-98	LC1 and LLC1 only: muriate of potash at 80 kg.	LC1 and LLC1 only: muriate of potash at 80 kg.					
7858	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	12-Mar-98	LN1 and LLN1 only: NK as (26:0:16) at 312 kg.	LN1 and LLN1 only: NK as (26:0:16) at 312 kg.					
7859	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	09-May-98	Legumex extra at 7.0 i in 200 l.	Legumex extra at 7.0 i in 200 l.					
7860	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	29-Jun-98	first cut.	first cut.					
7861	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	07-Jul-98	LC1 and LLC1 only: muriate of potash at 80 kg.	LC1 and LLC1 only: muriate of potash at 80 kg.					
7862	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	07-Jul-98	LN1 and LLN1 only : NK as (24:0:16) at 312 kg.	LN1 and LLN1 only : NK as (24:0:16) at 312 kg.					
7863	W/RN/3	1998	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	04-Dec-98	second cut.	second cut.					
7864	W/RN/3	1998	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	24-Feb-98	chalking harrowed.	chalking harrowed.					
7865	W/RN/3	1998	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	12-Mar-98	PK as (0:20:32) at 469 kg. NK as (24:0:16) at 312 kg.	PK as (0:20:32) at 469 kg. NK as (24:0:16) at 312 kg.					
7866	W/RN/3	1998	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	09-May-98	Legumex extra at 7.0 1 in 200 l.	Legumex extra at 7.0 1 in 200 l.					
7867	W/RN/3	1998	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	29-Jun-98	first cut.	first cut.					
7868	W/RN/3	1998	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	07-Jul-98	NK as (24:0:16) at 312 kg.	NK as (24:0:16) at 312 kg.					
7869	W/RN/3	1998	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	02-Aug-98	LN3 and LLN5 only: Roundup Biactive at 4.0 1 in 200 l.	LN3 and LLN5 only: Roundup Biactive at 4.0 1 in 200 l.					
7870	W/RN/3	1998	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	04-Dec-98	LN2 and LLN2-7 only: second cut.	LN2 and LLN2-7 only: second cut.					
7871	W/RN/3	1998	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	24-Feb-98	chalking harrowed.	chalking harrowed.					
7872	W/RN/3	1998	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	12-Mar-98	PK as (0:20:32) at 469 kg. muriate of potash at 89 kg.	PK as (0:20:32) at 469 kg. muriate of potash at 89 kg.					
7873	W/RN/3	1998	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	09-May-98	Legumex extra at 7.0 1 in 200 l.	Legumex extra at 7.0 1 in 200 l.					
7874	W/RN/3	1998	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	29-Jun-98	first cut.	first cut.					
7875	W/RN/3	1998	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	07-Jul-98	muriate of potash at 80 kg.	muriate of potash at 80 kg.					
7876	W/RN/3	1998	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	02-Aug-98	LC3 and LLC8 only: Roundup Biactive at 4.0 1 in 200 l.	LC3 and LLC8 only: Roundup Biactive at 4.0 1 in 200 l.					
7877	W/RN/3	1998	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	04-Dec-98	LC2 and LLC2-7 only: second cut.	LC2 and LLC2-7 only: second cut.					
7878	W/RN/3	1998	spring barley second treatment crop rotation AB:	04-Feb-98	hay spring-tine cultivated.	hay spring-tine cultivated.					
7879	W/RN/3	1998	spring barley second treatment crop rotation AB:	05-Feb-98	"rotary harrowed, Copper, dressed Raxil S, drilled at 375 seed per m2."	"rotary harrowed, Copper, dressed Raxil S, drilled at 375 seed per m2."					
7880	W/RN/3	1998	spring barley second treatment crop rotation AB:	17-Mar-98	Deloxil at 2.0 1 in 200 l.	Deloxil at 2.0 1 in 200 l.					
7881	W/RN/3	1998	spring barley second treatment crop rotation AB:	02-Apr-98	NPK as (20:10:10) at 400 kg.	NPK as (20:10:10) at 400 kg.					
7882	W/RN/3	1998	spring barley second treatment crop rotation AB:	20-May-98	Assat at 2.0 1 with Astix at l.0 1 in 2001.	Assat at 2.0 1 with Astix at l.0 1 in 2001.					
7883	W/RN/3	1998	spring barley second treatment crop rotation AB:	31-May-98	Opus at 0.8 1 in 200 l.	Opus at 0.8 1 in 200 l.					
7884	W/RN/3	1998	spring barley second treatment crop rotation AB:	19-Aug-98	combine harvested.	combine harvested.					
7885	W/RN/3	1998	Winter beans third treatment crop rotation AF and AB:	29-Sep-97	PK as (0:24:24) at 168 kg.	PK as (0:24:24) at 168 kg.					
7886	W/RN/3	1998	Winter beans third treatment crop rotation AF and AB:	24-Oct-97	Barclay Gallup at 6.0 1 in 300 l.	Barclay Gallup at 6.0 1 in 300 l.					
7887	W/RN/3	1998	Winter beans third treatment crop rotation AF and AB:	27-Oct-97	Punch broadcast at 21 seed per m2. ploughed.	Punch broadcast at 21 seed per m2. ploughed.					
7888	W/RN/3	1998	Winter beans third treatment crop rotation AF and AB:	28-Nov-97	Gesatop 500 SC at 2.0 1 in 200 l.	Gesatop 500 SC at 2.0 1 in 200 l.					
7889	W/RN/3	1998	Winter beans third treatment crop rotation AF and AB:	28-Apr-98	Bavistin DF at 0.5 kg with Clayton Turret at 2.01 in 200 l.	Bavistin DF at 0.5 kg with Clayton Turret at 2.01 in 200 l.					
7890	W/RN/3	1998	Winter beans third treatment crop rotation AF and AB:	19-Aug-98	combine harvested.	combine harvested.					
7891	W/RN/3	1998	fallow second treatment year rotation AF:	17-Sep-97	ploughed.	ploughed.					
7892	W/RN/3	1998	fallow second treatment year rotation AF:	27-Feb-98	hay spring-tine cultivated.	hay spring-tine cultivated.					
7893	W/RN/3	1998	fallow second treatment year rotation AF:	29-Apr-98	spring-tine cultivated.	spring-tine cultivated.					
7894	W/RN/3	1998	fallow second treatment year rotation AF:	08-May-98	spiked rotary cultivated.	spiked rotary cultivated.					
7895	W/RN/3	1998	Winter wheat first test crop W:	10-Sep-97	Barclay Gallup at 6.0 1 in 200 l.	Barclay Gallup at 6.0 1 in 200 l.					
7896	W/RN/3	1998	Winter wheat first test crop W:	17-Sep-97	ploughed.	ploughed.					
7897	W/RN/3	1998	Winter wheat first test crop W:	29-Sep-97	PK as (0:24:24) at 260 kg.	PK as (0:24:24) at 260 kg.					
7898	W/RN/3	1998	Winter wheat first test crop W:	02-Oct-97	"rotary harrowed, Hereward, dressed Sibutol, drilled at 385 seed per m2. Yaltox at 150 kg."	"rotary harrowed, Hereward, dressed Sibutol, drilled at 385 seed per m2. Yaltox at 150 kg."					
7899	W/RN/3	1998	Winter wheat first test crop W:	13-Nov-97	Stomp 400 SC with Isoproturon 500 at l.0 1 and Cyperkill 10 at 0.25 1 in 200 l.	Stomp 400 SC with Isoproturon 500 at l.0 1 and Cyperkill 10 at 0.25 1 in 200 l.					
7900	W/RN/3	1998	Winter wheat first test crop W:	19-Mar-98	Mn and Cu as Phosyn manganese at 2.0 1 with Profol Copper at 0.25 1 in 200 l.	Mn and Cu as Phosyn manganese at 2.0 1 with Profol Copper at 0.25 1 in 200 l.					
7901	W/RN/3	1998	Winter wheat first test crop W:	02-Apr-98	"LN7, 140, 210: N applied as 27.5% N."	"LN7, 140, 210: N applied as 27.5% N."					
7902	W/RN/3	1998	Winter wheat first test crop W:	28-Apr-98	Folicur at 0.5 1 in 200 l.	Folicur at 0.5 1 in 200 l.					
7903	W/RN/3	1998	Winter wheat first test crop W:	29-May-98	ally at 15 g in 200 l.	ally at 15 g in 200 l.					
7904	W/RN/3	1998	Winter wheat first test crop W:	31-May-98	Opus at 0.8 1 in 200 l.	Opus at 0.8 1 in 200 l.					
7905	W/RN/3	1998	Winter wheat first test crop W:	12-Jun-98	Folicur at 0.3 1 with Bavistin DF at 0.3 kg in 200 l.	Folicur at 0.3 1 with Bavistin DF at 0.3 kg in 200 l.					
7906	W/RN/3	1998	Winter wheat first test crop W:	02-Aug-98	Roundup Biactive at 3.0 1 in 2001.	Roundup Biactive at 3.0 1 in 2001.					
7907	W/RN/3	1998	Winter wheat first test crop W:	12-Aug-98	combine harvested.	combine harvested.					
7908	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	23-Sep-97	ploughed.	ploughed.					
7909	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	29-Sep-97	PK as (0:24:24) at 260 kg.	PK as (0:24:24) at 260 kg.					
7910	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	02-Oct-97	"rotary harrowed, Yaltox at 150 kg."	"rotary harrowed, Yaltox at 150 kg."					
7911	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	02-Oct-97	"rotation ABe, AM: 27.5% N at 73 kg."	"rotation ABe, AM: 27.5% N at 73 kg."					
7912	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	21-Oct-97	"Esprit, dressed Baytan Flowable, drilled at 375 seed per m2, harrowed."	"Esprit, dressed Baytan Flowable, drilled at 375 seed per m2, harrowed."					
7913	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	17-Mar-98	Deloxil at 2.0 1 in 200 l.	Deloxil at 2.0 1 in 200 l.					
7914	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	02-Apr-98	LN4. 80. 120: N applied as 27.5% N.	LN4. 80. 120: N applied as 27.5% N.					
7915	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	03-Apr-98	"rotation ABe, AM: NK as (20:10:10) at 400 kg."	"rotation ABe, AM: NK as (20:10:10) at 400 kg."					
7916	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	28-Apr-98	Folicur at 0.5 1 in 200 l. Quantum at 30 g in 200 l.	Folicur at 0.5 1 in 200 l. Quantum at 30 g in 200 l.					
7917	W/RN/3	1998	"w rye second test crop R and first treatment crop rotation ABe, AM:"	14-Aug-98	combine harvested.	combine harvested.					
7918	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	01-Sep-98	ploughed.	ploughed.					
7919	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	14-Sep-98	LC1 and LLC1 only: 27% N at 185 kg.	LC1 and LLC1 only: 27% N at 185 kg.					
7920	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	14-Sep-98	LN1 and LLN1 only: 27? N at 278 kg.	LN1 and LLN1 only: 27? N at 278 kg.					
7921	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	14-Sep-98	"Cambridge rolled, rotary harrowed."	"Cambridge rolled, rotary harrowed."					
7922	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	20-Sep-98	LC1 and LLC1 only: Grass/clover mixture drilled 30 kg.	LC1 and LLC1 only: Grass/clover mixture drilled 30 kg.					
7923	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	20-Sep-98	LN1 and LLN1 only: grass mixture drilled 30 kg.	LN1 and LLN1 only: grass mixture drilled 30 kg.					
7924	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	24-Sep-98	Cambridge rolled.	Cambridge rolled.					
7925	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	18-Mar-99	LC1 and LLC1 only: muriate of potash at 330 kg and triple superphosphate at 204 kg.	LC1 and LLC1 only: muriate of potash at 330 kg and triple superphosphate at 204 kg.					
7926	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	18-Mar-99	LN1 and LLN1 only: muriate of potash at 250 kg and triple superphosphate at 204 kg. NK as (24:0:16) at 313 kg.	LN1 and LLN1 only: muriate of potash at 250 kg and triple superphosphate at 204 kg. NK as (24:0:16) at 313 kg.					
7927	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	06-May-99	Setter 33 at 5.0 1 in 200 l.	Setter 33 at 5.0 1 in 200 l.					
7928	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	21-Jun-99	first cut.	first cut.					
7929	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	30-Jun-99	muriate of potash at 80 kg.	muriate of potash at 80 kg.					
7930	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	30-Jun-99	LN1 and LLN1 only: 27% N at 278 kg	LN1 and LLN1 only: 27% N at 278 kg					
7931	W/RN/3	1999	grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:	26-Oct-99	second cut.	second cut.					
7932	W/RN/3	1999	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	08-Feb-99	topped.	topped.					
7933	W/RN/3	1999	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	18-Mar-99	muriate of potash at 250 kg and triple superphosphate at 204 kg. NK as (24:0:16) at 313 kg.	muriate of potash at 250 kg and triple superphosphate at 204 kg. NK as (24:0:16) at 313 kg.					
7934	W/RN/3	1999	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	06-May-99	Setter 33 at 5.0 1 in 200 l.	Setter 33 at 5.0 1 in 200 l.					
7935	W/RN/3	1999	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	21-Jun-99	first cut.	first cut.					
7936	W/RN/3	1999	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	30-Jun-99	muriate of potash at 80 kg.	muriate of potash at 80 kg.					
7937	W/RN/3	1999	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	30-Jun-99	27% N at 278 kg.	27% N at 278 kg.					
7938	W/RN/3	1999	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	26-Aug-99	LN3 and LLN5 only: second cut	LN3 and LLN5 only: second cut					
7939	W/RN/3	1999	grass ley second to eighth year rotation LLN2-3 and LLN2-8:	26-Oct-99	remaining ley: second cut.	remaining ley: second cut.					
7940	W/RN/3	1999	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	08-Feb-99	topped.	topped.					
7941	W/RN/3	1999	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	18-Mar-99	muriate of potash at 330 kg and triple superphosphate at 204 kg.	muriate of potash at 330 kg and triple superphosphate at 204 kg.					
7942	W/RN/3	1999	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	06-May-99	Setter 33 at 5.0 1 in 200 l.	Setter 33 at 5.0 1 in 200 l.					
7943	W/RN/3	1999	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	21-Jun-99	first cut.	first cut.					
7944	W/RN/3	1999	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	30-Jun-99	muriate of potash at 80 kg.	muriate of potash at 80 kg.					
7945	W/RN/3	1999	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	26-Aug-99	LC3 and LLC8 only: second cut	LC3 and LLC8 only: second cut					
7946	W/RN/3	1999	clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:	26-Oct-99	remaining ley: second cut.	remaining ley: second cut.					
7947	W/RN/3	1999	Winter beans second and third treatment crop rotation AB AF ABe and AM:	19-Sep-98	PK as (0:24:24) at 168 kg.	PK as (0:24:24) at 168 kg.					
7948	W/RN/3	1999	Winter beans second and third treatment crop rotation AB AF ABe and AM:	03-Dec-98	Punch broadcast at 25 seed. ploughed.	Punch broadcast at 25 seed. ploughed.					
7949	W/RN/3	1999	Winter beans second and third treatment crop rotation AB AF ABe and AM:	07-Dec-98	rotary harrowed.	rotary harrowed.					
7950	W/RN/3	1999	Winter beans second and third treatment crop rotation AB AF ABe and AM:	25-May-99	Ronilan FL at 0.5 1 with Sipcam UK clover 500 at 2.0 1 in 200 l.	Ronilan FL at 0.5 1 with Sipcam UK clover 500 at 2.0 1 in 200 l.					
7951	W/RN/3	1999	Winter beans second and third treatment crop rotation AB AF ABe and AM:	09-Jun-99	"Ronilan FL at 0.5 1 with Sipcam UK clover 500 at 2.0 l. Aphox at 100 g, Hallmark at 100 ml and Vytel manganese at 3.0 1 in 200 l."	"Ronilan FL at 0.5 1 with Sipcam UK clover 500 at 2.0 l. Aphox at 100 g, Hallmark at 100 ml and Vytel manganese at 3.0 1 in 200 l."					
7952	W/RN/3	1999	Winter beans second and third treatment crop rotation AB AF ABe and AM:	23-Aug-99	combine harvested.	combine harvested.					
7953	W/RN/3	1999	forage maize second treatment crop rotation ABe:	01-Sep-98	ploughed.	ploughed.					
7954	W/RN/3	1999	forage maize second treatment crop rotation ABe:	14-Sep-98	Cambridge rolled.	Cambridge rolled.					
7955	W/RN/3	1999	forage maize second treatment crop rotation ABe:	06-May-99	"rotary harrowed. Orient, tr Mesurol, drilled at 11 seeds/m2 with the Nodet Gougis drill."	"rotary harrowed. Orient, tr Mesurol, drilled at 11 seeds/m2 with the Nodet Gougis drill."					
7956	W/RN/3	1999	forage maize second treatment crop rotation ABe:	24-Jun-99	Esprit at 3.0 1 with Cropoil at 5.0 1 in 220 l.	Esprit at 3.0 1 with Cropoil at 5.0 1 in 220 l.					
7957	W/RN/3	1999	forage maize second treatment crop rotation ABe:	30-Jun-99	PK as (0:24:24) at 167 kg and muriate of potash at 40 kg. 27% at 370 kg.	PK as (0:24:24) at 167 kg and muriate of potash at 40 kg. 27% at 370 kg.					
7958	W/RN/3	1999	forage maize second treatment crop rotation ABe:	21-Sep-99	cut.	cut.					
7959	W/RN/3	1999	Winter wheat first test crop W:	01-Sep-98	ploughed.	ploughed.					
7960	W/RN/3	1999	Winter wheat first test crop W:	14-Sep-98	Cambridge rolled.	Cambridge rolled.					
7961	W/RN/3	1999	Winter wheat first test crop W:	19-Sep-98	PK as (0:24:24) at 260 kg.	PK as (0:24:24) at 260 kg.					
7962	W/RN/3	1999	Winter wheat first test crop W:	12-Oct-98	"rotary harrowed, Hereward, tr Sibutol, drilled at 380 seeds/m2 with the Accord drill."	"rotary harrowed, Hereward, tr Sibutol, drilled at 380 seeds/m2 with the Accord drill."					
7963	W/RN/3	1999	Winter wheat first test crop W:	25-Feb-99	Platform S at l.0 kg with Isogard at 2.0 1 in 200 l.	Platform S at l.0 kg with Isogard at 2.0 1 in 200 l.					
7964	W/RN/3	1999	Winter wheat first test crop W:	12-Apr-99	"LN7, 140, 210: N applied as 27% N."	"LN7, 140, 210: N applied as 27% N."					
7965	W/RN/3	1999	Winter wheat first test crop W:	25-Apr-99	Folicur at 0.5 1 with Tripart Brevis at 2.0 1 in 200 l.	Folicur at 0.5 1 with Tripart Brevis at 2.0 1 in 200 l.					
7966	W/RN/3	1999	Winter wheat first test crop W:	27-May-99	Folicur at 0.75 1 with Sipcam UK clover 500 at l.0 1 in 200 l.	Folicur at 0.75 1 with Sipcam UK clover 500 at l.0 1 in 200 l.					
7967	W/RN/3	1999	Winter wheat first test crop W:	22-Aug-99	combine harvested.	combine harvested.					
7968	W/RN/3	1999	Winter rye second test crop R and first treatment crop rotation ABe and AM:	01-Sep-98	ploughed.	ploughed.					
7969	W/RN/3	1999	Winter rye second test crop R and first treatment crop rotation ABe and AM:	16-Sep-98	Cambridge rolled.	Cambridge rolled.					
7970	W/RN/3	1999	Winter rye second test crop R and first treatment crop rotation ABe and AM:	19-Sep-98	R only: PK as (0:24:24) at 260 kg.	R only: PK as (0:24:24) at 260 kg.					
7971	W/RN/3	1999	Winter rye second test crop R and first treatment crop rotation ABe and AM:	19-Sep-98	ABe and AM only: PK as (0:24:24) at 167 kg.	ABe and AM only: PK as (0:24:24) at 167 kg.					
7972	W/RN/3	1999	Winter rye second test crop R and first treatment crop rotation ABe and AM:	15-Oct-98	ABe and AM only: 27% N at 296 kg.	ABe and AM only: 27% N at 296 kg.					
7973	W/RN/3	1999	Winter rye second test crop R and first treatment crop rotation ABe and AM:	15-Oct-98	"rotary harrowed, Esprit, tr Baytan Flowable, drilled at 300 seeds/m2 with the Accord drill."	"rotary harrowed, Esprit, tr Baytan Flowable, drilled at 300 seeds/m2 with the Accord drill."					
7974	W/RN/3	1999	Winter rye second test crop R and first treatment crop rotation ABe and AM:	04-Mar-99	Quantum at 30 g in 200 l.	Quantum at 30 g in 200 l.					
7975	W/RN/3	1999	Winter rye second test crop R and first treatment crop rotation ABe and AM:	13-Apr-99	R only: MW 40. 80. 120: N applied as 27% N.	R only: MW 40. 80. 120: N applied as 27% N.					
