record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,primary_activity,flag,record,crop,form,purpose,rate,unit,water_volume,water_volume_unit,method,orig_record
,3642,,R/BK/1,1978,spring beans,19-Sep-78,,,,http://aims.fao.org/aos/agrovoc/c_2402,2,Haulm desiccant Diquat,,http://aims.fao.org/aos/agrovoc/c_31344,,0.59,kg ion/ha,220,l/ha,,Haulm desiccant Diquat applied at 0.59 kg ion with 'Agral' (a wetting agent) at 0.28 kg in 220 1 
,3642,,R/BK/1,1978,spring beans,19-Sep-78,,,,diary record,1,Agral (wetting agent),,,,0.28,kg/ha,220,l/ha,,Haulm desiccant Diquat applied at 0.59 kg ion with 'Agral' (a wetting agent) at 0.28 kg in 220 1 
,3644,,R/BK/1,1978,fallow section,20-Sep-77,,,,http://aims.fao.org/aos/agrovoc/c_25206,2,Chalk applied,,chalk,,2.9,tonnes/ha,,,,Chalk applied at 2.9 t.
,3646,,R/BK/1,1978,fallow section,08-May-78,,,,AGRO_00000024,2,Paraquat,,c_31452,,0.84,kg ion/ha,220,,l/ha,paraquat applied at 0.84 kg ion in 220 l 
,3647,,R/BK/1,1978,fallow section,24-May-78,,,,AGRO_00000002,2,Ploughed twice,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed twice
,3648,,R/BK/1,1978,fallow section,06-Jul-78,,,,AGRO_00000002,2,Ploughed twice,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed twice
,3650,,R/BK/1,1978,fallow section,12-Jul-78,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,spring-tine cultivated
,3651,,R/BK/1,1979,all sections,02-Oct-78,,,,diary record,1,Sulphate of potash applied,,,,,,,,,"Sulphate of potash, sulphate of soda, kieserite and castor meal applied"
,3651,,R/BK/1,1979,all sections,02-Oct-78,,,,,1,Sulphate of soda applied,,,,,,,,,"Sulphate of potash, sulphate of soda, kieserite and castor meal applied"
,3651,,R/BK/1,1979,all sections,02-Oct-78,,,,,1,Kieserite applied,,,,,,,,,"Sulphate of potash, sulphate of soda, kieserite and castor meal applied"
,3651,,R/BK/1,1979,all sections,02-Oct-78,,,,http://aims.fao.org/aos/agrovoc/c_10795,2,Castor meal applied,,castor bean meal,,96,kgN/ha,,,,"Sulphate of potash, sulphate of soda, kieserite and castor meal applied"
,3652,,R/BK/1,1979,all sections,03-Oct-78,,,,diary record,1,Superphosphate,,,,,,,,,Superphosphate applied
,3653,,R/BK/1,1979,all sections,04-Oct-78,,,,AGRO_01000000,2,FYM applied,,http://aims.fao.org/aos/agrovoc/c_2810,,t/ha,,,,,FYM applied
,3655,,R/BK/1,1979,wheat,22-Sep-78,,,,AGRO_00000024,2,"Glyphosate (applied to sections 0, 1, 6 and 9 only)",,http://aims.fao.org/aos/agrovoc/c_24849,,1.5,kg/ha,220,,l/ha,"glyphosate (applied to sections 0, 1, 6 and 9 only) at 1.5 kg in 220 1"
,3656,,R/BK/1,1979,wheat,03-Oct-78,,,,http://aims.fao.org/aos/agrovoc/c_25206,2,Section 1: Chalk applied,,chalk,,2.9,tonnes/ha,,,,section 1 only: Chalk applied at 2.9 t.
,3659,,R/BK/1,1979,wheat,12-Oct-78,,,,diary record,1,Chlortoluron applied to all wheat sections except 8,,,,3.6,kg/ha,220,l/ha,,chlortoluron applied  to all wheat sections except 8 at 3.6 kg in 220 1
,3660,,R/BK/1,1979,wheat,03-May-79,,,,AGRO_01000000,2,N applied,,,c_5195,,,,,,N applied
,3661,,R/BK/1,1979,wheat,09-May-79,,,,AGRO_00000024,2,"Banlene Plus (Dicamba, Mecoprop, MCPA) to all wheat sections except 8",,Banlene Plus,,4.2,kg/ha,220,,l/ha,Dicamba with mecoprop and MCPA ('Banlene Plus' at 4.2 kg in 220 l) applied to all wheat sections except 8 
,3662,,R/BK/1,1979,wheat,27-Jun-79,,,,diary record,1,Triadimefon,,,,0.13,kg/ha,220,l/ha,,triadimefon applied at 0.13 kg in 220 1. 
,3664,,R/BK/1,1979,potatoes,01-May-79,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,spring-tine cultivated
,3665,,R/BK/1,1979,potatoes,14-May-79,,,,AGRO_01000000,2,N applied,,,c_5195,,,,,,"N applied, spike rotary cultivated, potatoes planted"
,3665,,R/BK/1,1979,potatoes,14-May-79,,,,http://purl.obolibrary.org/obo/AGRO_00000231,2,Potatoes planted,,,,,,,,,"N applied, spike rotary cultivated, potatoes planted"
,3666,,R/BK/1,1979,potatoes,18-May-79,,,,diary record,1,Grubbed twice,,,,,,,,,grubbed twice
,3667,,R/BK/1,1979,potatoes,03-Jul-79,,,,diary record,1,Grubbed twice,,,,,,,,,grubbed twice
,3668,,R/BK/1,1979,potatoes,30-May-79,,,,AGRO_00000024,2,Paraquat,,c_31452,,0.42,kg ion/ha,220,,l/ha,weedkiller applied
,3668,,R/BK/1,1979,potatoes,30-May-79,,,,AGRO_00000024,2,Linuron,,http://aims.fao.org/aos/agrovoc/c_31405,,1.1,kg/ha,220,,l/ha,weedkiller applied
,3669,,R/BK/1,1979,potatoes,26-Jun-79,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,220,,l/ha,pirimicarb at 0.14 kg and mancozeb at 1.4 kg in 220 1 applied
,3669,,R/BK/1,1979,potatoes,26-Jun-79,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,220,,l/ha,pirimicarb at 0.14 kg and mancozeb at 1.4 kg in 220 1 applied
,3670,,R/BK/1,1979,potatoes,05-Jul-79,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,220,,l/ha,pirimicarb at 0.14 kg and mancozeb at 1.4 kg in 220 1 applied
,3670,,R/BK/1,1979,potatoes,05-Jul-79,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,220,,l/ha,pirimicarb at 0.14 kg and mancozeb at 1.4 kg in 220 1 applied
,3671,,R/BK/1,1979,potatoes,20-Jul-79,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,220,,l/ha,pirimicarb at 0.14 kg and mancozeb at 1.4 kg in 220 1 applied
,3671,,R/BK/1,1979,potatoes,20-Jul-79,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,220,,l/ha,pirimicarb at 0.14 kg and mancozeb at 1.4 kg in 220 1 applied
,3672,,R/BK/1,1979,potatoes,03-Aug-79,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,220,,l/ha,mancozeb at 1.4 kg in 220 1 applied
,3673,,R/BK/1,1979,potatoes,15-Aug-79,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,220,,l/ha,mancozeb at 1.4 kg in 220 1 applied
,3674,,R/BK/1,1979,potatoes,04-Sep-79,,,,mechanical crop destruction process,2,Haulm pulverized,,,,,,,,,Haulm pulverized
,3675,,R/BK/1,1979,potatoes,14-Sep-79,,,,c_26844,2,Lifted,,,,,,,,,lifted
,3676,,R/BK/1,1979,fallow section,03-Oct-79,,,,http://aims.fao.org/aos/agrovoc/c_25206,2,Sections 2 and 3 chalk applied,,chalk,,2.9,tonnes/ha,,,,Sections 2 and 3 chalk applied at 2.9 t
,3677,,R/BK/1,1979,fallow section,01-May-79,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,spring-tine cultivated
,3678,,R/BK/1,1979,fallow section,23-May-79,,,,AGRO_00000002,2,Ploughed twice,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed twice
,3679,,R/BK/1,1979,fallow section,10-Jul-79,,,,AGRO_00000002,2,Ploughed twice,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed twice
,3682,,R/BK/1,1980,all sections,19-Sep-79,,,,http://aims.fao.org/aos/agrovoc/c_25206,2,"Sections 6, 7, 8 and 9 only Chalk applied",,chalk,,2.9,tonnes/ha,,,,"sections 6, 7, 8 and 9 only Chalk applied at 2.9 t. "
,3683,,R/BK/1,1980,all sections,24-Sep-79,,,,diary record,1,Sulphate of potash applied,,,,,,,,,"Sulphate of potash, sulphate of soda, and kieserite applied"
,3683,,R/BK/1,1980,all sections,24-Sep-79,,,,,1,Sulphate of soda applied,,,,,,,,,"Sulphate of potash, sulphate of soda, and kieserite applied"
,3683,,R/BK/1,1980,all sections,24-Sep-79,,,,,1,Kieserite applied,,,,,,,,,"Sulphate of potash, sulphate of soda, and kieserite applied"
,3684,,R/BK/1,1980,all sections,25-Sep-79,,,,http://aims.fao.org/aos/agrovoc/c_10795,2,Castor meal applied,,castor bean meal,,96,kgN/ha,,,,Castor meal and superphosphate applied
,3684,,R/BK/1,1980,all sections,25-Sep-79,,,,,1,Superphosphate applied,,,,,,,,,Castor meal and superphosphate applied
,3685,,R/BK/1,1980,all sections,26-Sep-79,,,,AGRO_01000000,2,FYM applied,,http://aims.fao.org/aos/agrovoc/c_2810,,t/ha,,,,,FYM applied
,3690,,R/BK/1,1980,winter wheat,08-Oct-79,,,,diary record,1,Chlortoluron (not to section 8),,,,5.6,kg/ha,220,l/ha,,(not section 8) chlortoluron  applied at 5.6 kg in 220 1
,3691,,R/BK/1,1980,winter wheat,29-Feb-80,,,,,1,Omethoate (to section 3 only) applied (as 'Folimat'),,,,1.1,l/ha,220,l/ha,,Omethoate (to section 3 only) applied (as 'Folimat' at 1.1 l) in 220 1
,3692,,R/BK/1,1980,winter wheat,10-Apr-80,,,,AGRO_01000000,2,N applied,,,c_5195,,,,,,N applied and applied Dicamba with mecoprop and MCPA (as 'Banlene Plus' at 5.0 l) in 250 1. 
,3692,,R/BK/1,1980,winter wheat,10-Apr-80,,,,AGRO_00000024,2,"Banlene Plus (Dicamba, Mecoprop, MCPA)",,Banlene Plus,,5,l/ha,250,,l/ha,N applied and applied Dicamba with mecoprop and MCPA (as 'Banlene Plus' at 5.0 l) in 250 1. 
,3693,,R/BK/1,1980,winter wheat,03-Jun-80,,,,diary record,1,Triadimefon,,,,0.13,kg/ha,250,l/ha,,triadimefon applied at 0.13 kg in 250 1. 
,3694,,R/BK/1,1980,winter wheat,23-Jun-80,,,,AGRO_00000024,2,Demeton-s-methyl,,http://purl.obolibrary.org/obo/CHEBI_38624,-,0.24,0.24,kg/ha,250,l/ha,demeton-s-methyl applied at 0.24 kg in 250 1 
,3697,,R/BK/1,1980,potatoes,17-Apr-80,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,"spring-tine cultivated, N applied"
,3697,,R/BK/1,1980,potatoes,17-Apr-80,,,,AGRO_01000000,2,N applied,,,c_5195,,,,,,"spring-tine cultivated, N applied"
,3698,,R/BK/1,1980,potatoes,18-Apr-80,,,,http://purl.obolibrary.org/obo/AGRO_00000231,2,Potatoes planted,,,,,,,,,"spiked rotary cultivated; potatoes planted; phorate at 1.7 kg, at planting"
,3698,,R/BK/1,1980,potatoes,18-Apr-80,,,,diary record,1,Phorate at planting,,,,1.7,kg/ha,,,,"spiked rotary cultivated; potatoes planted; phorate at 1.7 kg, at planting"
,3699,,R/BK/1,1980,potatoes,25-Apr-80,,,,grubbing,2,Grubbed,,,,,,,,,grubbed
,3701,,R/BK/1,1980,potatoes,19-May-80,,,,AGRO_00000024,2,Linuron,,http://aims.fao.org/aos/agrovoc/c_31405,,1.1,kg/ha,900,,l/ha,Linuron applied at 1.1 kg in 900 1. 
,3702,,R/BK/1,1980,potatoes,18-Jun-80,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3702,,R/BK/1,1980,potatoes,18-Jun-80,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3703,,R/BK/1,1980,potatoes,30-Jun-80,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3703,,R/BK/1,1980,potatoes,30-Jun-80,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3704,,R/BK/1,1980,potatoes,11-Jul-80,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3704,,R/BK/1,1980,potatoes,11-Jul-80,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3705,,R/BK/1,1980,potatoes,24-Jul-80,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3705,,R/BK/1,1980,potatoes,24-Jul-80,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3706,,R/BK/1,1980,potatoes,05-Aug-80,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3706,,R/BK/1,1980,potatoes,05-Aug-80,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,applied mancozeb at 1.4 kg with pirimicarb at 0.14 kg in 250 1
,3707,,R/BK/1,1980,potatoes,18-Aug-80,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,mancozeb applied at 1.4 kg in 250 1
,3708,,R/BK/1,1980,potatoes,28-Aug-80,,,,mechanical crop destruction process,2,Haulm mechanically destroyed,,,,,,,,,Haulm mechanically destroyed
,3709,,R/BK/1,1980,potatoes,04-Sep-80,,,,c_26844,2,Lifted,,,,,,,,,lifted
,3712,,R/BK/1,1980,fallow,12-May-80,,,,AGRO_00000002,2,Ploughed twice,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed twice
,3713,,R/BK/1,1980,fallow,17-Jun-80,,,,AGRO_00000002,2,Ploughed twice,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed twice
,3714,,R/BK/1,1980,fallow,23-May-80,,,,AGRO_00000002,2,Spring-tine cultivated twice,,,,,,,,spring-tine harrow,spring-tine cultivated twice
,3715,,R/BK/1,1980,fallow,19-Jun-80,,,,AGRO_00000002,2,Spring-tine cultivated twice,,,,,,,,spring-tine harrow,spring-tine cultivated twice
,3717,,R/BK/1,1981,winter wheat,,,,,http://aims.fao.org/aos/agrovoc/c_25206,2,Chalk Sections 0 and 5 only,,chalk,,2.9,tonnes/ha,,,,sections 0 and 5 only Chalk at 2.9 t.
,3718,,R/BK/1,1981,all sections,08-Sep-80,,,,diary record,1,Superphosphate applied,,,,,,,,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3718,,R/BK/1,1981,all sections,08-Sep-80,,,,,1,Sulphate of potash applied,,,,,,,,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3718,,R/BK/1,1981,all sections,08-Sep-80,,,,,1,Sulphate of soda applied,,,,,,,,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3718,,R/BK/1,1981,all sections,08-Sep-80,,,,,1,Kieserite applied,,,,,,,,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3718,,R/BK/1,1981,all sections,08-Sep-80,,,,http://aims.fao.org/aos/agrovoc/c_10795,2,Castor meal applied,,castor bean meal,,96,kgN/ha,,,,"Superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3719,,R/BK/1,1981,all sections,10-Sep-80,,,,AGRO_01000000,2,FYM applied,,http://aims.fao.org/aos/agrovoc/c_2810,,t/ha,,,,,FYM applied
,3721,,R/BK/1,1981,all sections,15-Sep-80,,,,AGRO_00000004,2,Rolled,,,c_6636,,,,,,rolled
,3722,,R/BK/1,1981,winter wheat,02-Sep-80,,,,AGRO_00000024,2,Section 9 only glyphosate,,http://aims.fao.org/aos/agrovoc/c_24849,,1.5,l/ha,250,,l/ha,section 9 only glyphosate at 1.5 1 in 250 1.
,3725,,R/BK/1,1981,winter wheat,03-Oct-80,,,,diary record,1,Chlortoluron (not to section 8),,,,5.6,l/ha,250,l/ha,,(not applied to section 8) chlortoluron at 5.6 1 in 250 1
,3726,,R/BK/1,1981,winter wheat,15-Apr-81,,,,AGRO_01000000,2,N applied,,,c_5195,,,,,,N applied
,3727,,R/BK/1,1981,winter wheat,21-Apr-81,,,,AGRO_00000024,2,"Brittox (mecoprop, bromoxynil, ioxynil)",,Brittox,,3.7,l/ha,250,,l/ha,mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.7 l) in 250 1
,3728,,R/BK/1,1981,winter wheat,05-May-81,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Prochloraz,,http://aims.fao.org/aos/agrovoc/c_31471,,0.4,l/ha,250,l/ha,,Prochloraz at 0.4 1 in 250 1
,3729,,R/BK/1,1981,winter wheat,19-Jun-81,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,"Prochloraz applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6",,http://aims.fao.org/aos/agrovoc/c_31471,,0.4,l/ha,250,l/ha,,"Applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 Prochloraz at 0.4 1 with maneb at 1.2 kg and zineb at 0.13 kg in 250 1"
,3729,,R/BK/1,1981,winter wheat,19-Jun-81,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,"Maneb applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6",,http://aims.fao.org/aos/agrovoc/c_31407,,1.2,kg/ha,250,l/ha,,"Applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 Prochloraz at 0.4 1 with maneb at 1.2 kg and zineb at 0.13 kg in 250 1"
,3729,,R/BK/1,1981,winter wheat,19-Jun-81,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,"Zineb applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6.",,http://aims.fao.org/aos/agrovoc/c_31533,,0.13,kg/ha,250,l/ha,,"Applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 Prochloraz at 0.4 1 with maneb at 1.2 kg and zineb at 0.13 kg in 250 1"
,3730,,R/BK/1,1981,winter wheat,22-Jun-81,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,"Prochloraz applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 and to remaining wheat (rain was believed to have washed off the first applications).",,http://aims.fao.org/aos/agrovoc/c_31471,,0.4,l/ha,250,l/ha,,"Applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 and to remaining wheat (rain was believed to have washed off the first applications). Prochloraz at 0.4 1 with maneb at 1.2 kg and zineb at 0.13 kg in 250 1"
,3730,,R/BK/1,1981,winter wheat,22-Jun-81,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,"Maneb applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 and to remaining wheat (rain was believed to have washed off the first applications).",,http://aims.fao.org/aos/agrovoc/c_31407,,1.2,kg/ha,250,l/ha,,"Applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 and to remaining wheat (rain was believed to have washed off the first applications). Prochloraz at 0.4 1 with maneb at 1.2 kg and zineb at 0.13 kg in 250 1"
,3730,,R/BK/1,1981,winter wheat,22-Jun-81,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,"Zineb applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 and to remaining wheat (rain was believed to have washed off the first applications)",,http://aims.fao.org/aos/agrovoc/c_31533,,0.13,kg/ha,250,l/ha,,"Applied to to sections 0, 1, 2, 3 and plots 01, 21, 22 and 03 of sections 5 and 6 and to remaining wheat (rain was believed to have washed off the first applications). Prochloraz at 0.4 1 with maneb at 1.2 kg and zineb at 0.13 kg in 250 1"
,3733,,R/BK/1,1981,potatoes,16-Apr-81,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,spring-tine cultivated
,3734,,R/BK/1,1981,potatoes,17-Apr-81,,,,AGRO_01000000,2,N applied,,,c_5195,,,,,,N applied
,3735,,R/BK/1,1981,potatoes,13-May-81,,,,http://purl.obolibrary.org/obo/AGRO_00000231,2,Potatoes planted,,,,,,,,,"spike rotary cultivated,##potatoes planted##phorate at 1.7 kg at planting"
,3735,,R/BK/1,1981,potatoes,13-May-81,,,,diary record,1,Phorate at planting,,,,1.7,kg/ha,,,,"spike rotary cultivated,##potatoes planted##phorate at 1.7 kg at planting"
,3736,,R/BK/1,1981,potatoes,01-Jun-81,,,,AGRO_00000024,2,Linuron,,http://aims.fao.org/aos/agrovoc/c_31405,,1.1,kg/ha,250,,l/ha,Linuron at 1.1 kg and paraquat at 0.6 kg ion in 250 1.
,3736,,R/BK/1,1981,potatoes,01-Jun-81,,,,AGRO_00000024,2,Paraquat,,c_31452,,0.6,kg ion/ha,250,,l/ha,Linuron at 1.1 kg and paraquat at 0.6 kg ion in 250 1.
,3737,,R/BK/1,1981,potatoes,23-Jun-81,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3737,,R/BK/1,1981,potatoes,23-Jun-81,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3738,,R/BK/1,1981,potatoes,01-Jul-81,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3738,,R/BK/1,1981,potatoes,01-Jul-81,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3739,,R/BK/1,1981,potatoes,13-Jul-81,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3739,,R/BK/1,1981,potatoes,13-Jul-81,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3740,,R/BK/1,1981,potatoes,27-Jul-81,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3740,,R/BK/1,1981,potatoes,27-Jul-81,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3741,,R/BK/1,1981,potatoes,11-Aug-81,,,,AGRO_00000024,2,Mancozeb,,c_31408,,1.4,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3741,,R/BK/1,1981,potatoes,11-Aug-81,,,,AGRO_00000024,2,Pirimicarb,,,,0.14,kg/ha,250,,l/ha,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1
,3742,,R/BK/1,1981,potatoes,09-Jul-81,,,,http://aims.fao.org/aos/agrovoc/c_6603,2,Ridged,,,,,,,,,ridged
,3743,,R/BK/1,1981,potatoes,24-Aug-81,,,,mechanical crop destruction process,2,Haulm mechanically destroyed,,,,,,,,,Haulm mechanically destroyed
,3744,,R/BK/1,1981,potatoes,25-Aug-81,,,,http://aims.fao.org/aos/agrovoc/c_2402,2,Desiccant applied BOV,,Brown Oil of Vitriol (BOV),,170,l/ha,,,,desiccant applied BOV at 170 1.
,3745,,R/BK/1,1981,potatoes,14-Sep-81,,,,c_26844,2,Lifted,,,,,,,,,lifted
,3746,,R/BK/1,1981,fallow,04-Sep-80,,,,http://aims.fao.org/aos/agrovoc/c_25206,2,Chalk to section 4 only.,,chalk,,2.9,tonnes/ha,,,,Chalk at 2.9 t to section 4 only.
,3749,,R/BK/1,1981,fallow,16-Apr-81,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,spring-tine cultivated
,3750,,R/BK/1,1981,fallow,30-Jun-81,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,spring-tine cultivated
,3751,,R/BK/1,1981,fallow,20-Jul-81,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,spring-tine cultivated
,3752,,R/BK/1,1981,fallow,11-Aug-81,,,,AGRO_00000002,2,Spring-tine cultivated,,,spring-tine harrow,,,,,,spring-tine cultivated
,3754,,R/BK/1,1981,fallow,16-Jun-81,,,,AGRO_00000002,2,Ploughed twice,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed twice
,3755,,R/BK/1,1981,fallow,16-Jul-81,,,,AGRO_00000002,2,Ploughed twice,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed twice
,3757,,R/BK/1,1982,all sections,21-Sep-81,,,,diary record,1,Superphosphate applied,,,,,,,,,"superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3757,,R/BK/1,1982,all sections,21-Sep-81,,,,,1,Sulphate of potash applied,,,,,,,,,"superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3757,,R/BK/1,1982,all sections,21-Sep-81,,,,,1,Sulphate of soda applied,,,,,,,,,"superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3757,,R/BK/1,1982,all sections,21-Sep-81,,,,,1,Kieserite applied,,,,,,,,,"superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3757,,R/BK/1,1982,all sections,21-Sep-81,,,,http://aims.fao.org/aos/agrovoc/c_10795,2,Castor meal applied,,castor bean meal,,96,kgN/ha,,,,"superphosphate, sulphate of potash, sulphate of soda, kieserite, and castor meal applied"
,3758,,R/BK/1,1982,all sections,25-Sep-81,,,,AGRO_01000000,2,FYM applied,,http://aims.fao.org/aos/agrovoc/c_2810,,t/ha,,,,,FYM applied
,3760,,R/BK/1,1982,all sections,14-Oct-81,,,,http://aims.fao.org/aos/agrovoc/c_24454,2,Disced,,,,,,,,,disced
,3761,,R/BK/1,1982,w wheat,,,,,http://aims.fao.org/aos/agrovoc/c_25206,2,Sections 1 and 3 only Chalk,,chalk,,2.9,tonnes/ha,,,,sections 1 and 3 only Chalk at 2.9 t.
,3764,,R/BK/1,1982,w wheat,17-Oct-81,,,,diary record,1,Chlortoluron (not to section 8),,,,5.6,l/ha,250,l/ha,,(not applied to section 8) chlortoluron at 5.6 1 in 250 l.
,3765,,R/BK/1,1982,w wheat,15-Apr-82,,,,AGRO_01000000,2,N applied,,,c_5195,,,,,,N applied
,3766,,R/BK/1,1982,w wheat,16-Apr-82,,,,AGRO_00000024,2,"Brittox (mecoprop, bromoxynil, ioxynil)",,Brittox,,3.5,l/ha,250,,l/ha,"mecoprop, bromoxynil and ioxynil (as 'Brittox' at 3.5 l) in 250 1"
