record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,primary_activity,flag,record,crop,form,purpose,rate,unit,water_volume,water_volume_unit,method,orig_record
,10623,,2014/W/CS/428,2014,,21/05/2014,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Kingdom,,Kingdom,,1.25,l/ha,150,l/ha,,Sprayed Refine Max + Kingdom + Bravo 500 + Hatchet Xtra
,10623,,2014/W/CS/428,2014,,21/05/2014,,,,AGRO_00000024,2,Sprayed Bravo 500,,Bravo 500,,1,l/ha,150,l/ha,,Sprayed Refine Max + Kingdom + Bravo 500 + Hatchet Xtra
,10623,,2014/W/CS/428,2014,,21/05/2014,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Hatchet Xtra,,Hatchet Xtra,,0.75,l/ha,150,l/ha,,Sprayed Refine Max + Kingdom + Bravo 500 + Hatchet Xtra
,10624,,2014/W/CS/428,2014,,06/06/2014,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Cello,,Cello,,0.55,l/ha,150,l/ha,,"Sprayed Cello, Amistar, Hallmark and Cyflamid"
,10624,,2014/W/CS/428,2014,,06/06/2014,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Amistar,,Amistar,,0.25,l/ha,150,l/ha,,"Sprayed Cello, Amistar, Hallmark and Cyflamid"
,10624,,2014/W/CS/428,2014,,06/06/2014,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Hallmark,,Hallmark Zeon,,40,ml/ha,150,l/ha,,"Sprayed Cello, Amistar, Hallmark and Cyflamid"
,10624,,2014/W/CS/428,2014,,06/06/2014,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Cyflamid,,Cyflamid,,0.15,l/ha,150,l/ha,,"Sprayed Cello, Amistar, Hallmark and Cyflamid"
,10625,,2014/W/CS/428,2014,,11/09/2014,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,"Sprayed Firebrand Problem with ""Auto control"" on sprayer, switched to manual.",,Firebrand,http://aims.fao.org/aos/agrovoc/c_16381,1,l/ha,200,l/ha,,Sprayed Firebrand + Samurai
,10625,,2014/W/CS/428,2014,,11/09/2014,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,"Sprayed Samurai. Problem with ""Auto control"" on sprayer, switched to manual.",,Samurai,,4,l/ha,200,l/ha,,Sprayed Firebrand + Samurai
,10626,,2015/W/CS/428,2014,,15/12/2014,,,,s,1,Hand planted JB Diego tr Redigo,,,,,,600,,seeds/m2,Hand planted JB Diego trRedigo
,10627,,2015/W/CS/428,2015,,14/01/2015,,,,http://aims.fao.org/aos/agrovoc/c_934,2,Put up bird netting,,,,,,,,,Put up bird netting
,10628,,2015/W/CS/428,2015,,25/03/2015,,,,http://aims.fao.org/aos/agrovoc/c_934,2,Removed bird netting,,,,,,,,,Removed bird netting
,10629,,2015/W/CS/428,2015,,26/03/2015,,,,AGRO_01000000,2,Double Top,,Double Top,,,,167,kg/ha,,Applied Double Top Fertilizer
,10630,,2015/W/CS/428,2015,,07/04/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Chex,,Chex,,0.25,l/ha,200,l/ha,,"Sprayed Chex, Pacifica and Bio Power"
,10630,,2015/W/CS/428,2015,,07/04/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Pacifica,,Pacifica,,0.5,l/ha,200,l/ha,,"Sprayed Chex, Pacifica and Bio Power"
,10630,,2015/W/CS/428,2015,,07/04/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Biopower,,Biopower,,1,l/ha,200,l/ha,,"Sprayed Chex, Pacifica and Bio Power"
,10631,,2015/W/CS/428,2015,,13/04/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Artemis,,Artemis,,1,l/ha,131,l/ha,,"Sprayed Artemis, Bravo 500, BASF Chlormequat 750, Moddus and Sprinter"
,10631,,2015/W/CS/428,2015,,13/04/2015,,,,AGRO_00000024,2,Sprayed Bravo 500,,Bravo 500,,1,l/ha,131,l/ha,,"Sprayed Artemis, Bravo 500, BASF Chlormequat 750, Moddus and Sprinter"
,10631,,2015/W/CS/428,2015,,13/04/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed BASF Chlormequat 750,,BASF 3C Chlormequat 750,,1.25,l/ha,131,l/ha,,"Sprayed Artemis, Bravo 500, BASF Chlormequat 750, Moddus and Sprinter"
,10631,,2015/W/CS/428,2015,,13/04/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Moddus,,Moddus,,0.15,l/ha,131,l/ha,,"Sprayed Artemis, Bravo 500, BASF Chlormequat 750, Moddus and Sprinter"
,10631,,2015/W/CS/428,2015,,13/04/2015,,,,http://aims.fao.org/aos/agrovoc/c_10795,2,Sprayed Sprinter,,Sprinter-K,,2,l/ha,131,l/ha,http://aims.fao.org/aos/agrovoc/c_3008,"Sprayed Artemis, Bravo 500, BASF Chlormequat 750, Moddus and Sprinter"
,10634,,2015/W/CS/428,2015,,11/05/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Cello,,Cello,,0.9,l/ha,131,l/ha,,"Sprayed Cello, Balear 720"
,10634,,2015/W/CS/428,2015,,11/05/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Balear 720,,Balear 720,,0.7,l/ha,131,l/ha,,"Sprayed Cello, Balear 720"
,10635,,2015/W/CS/428,2015,,30/05/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Bassoon,,Bassoon,,0.75,l/ha,131,l/ha,,Sprayed Basson + Envoy + Crescent
,10635,,2015/W/CS/428,2015,,30/05/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Envoy,,Envoy,,0.75,l/ha,131,l/ha,,Sprayed Basson + Envoy + Crescent
,10635,,2015/W/CS/428,2015,,30/05/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Crescent,,Crescent,,0.75,l/ha,131,l/ha,,Sprayed Basson + Envoy + Crescent
,10636,,2015/W/CS/428,2015,,12/06/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Odin,,Odin,,0.75,l/ha,200,l/ha,,Sprayed Odin
,10637,,2015/W/CS/428,2015,,06/08/2015,,,,http://aims.fao.org/aos/agrovoc/c_25716,2,Topped plots,,,,,,,,,Topped
,10638,,2016/W/CS/428,2015,,25/09/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Firebrand,,Firebrand,http://aims.fao.org/aos/agrovoc/c_16381,1,l/ha,150,l/ha,,Sprayed Firebrand + Samurai
,10638,,2016/W/CS/428,2015,,25/09/2015,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed Samurai,,Samurai,,4,l/ha,150,l/ha,,Sprayed Firebrand + Samurai
,10639,,2016/W/CS/428,2015,,24/11/2015,,,,m,1,Strimmed and tidied plots - Prep for planting,,,,,,,,,Strimmed and tidied plots
,10640,,2016/W/CS/428,2015,,26/11/2015,,,,s,1,"Planted  tr Redigo, by hand",winter wheat,Crusoe,,450,seeds/m2,,,,Planted Crusoe tr. Redigo
,10641,,2016/W/CS/428,2015,,26/11/2015,,,,http://aims.fao.org/aos/agrovoc/c_934,2,Errected bird netting,,,,,,,,,Errected bird netting
,10642,,06/R/CS/408,2006,,25/05/2006,,,,AGRO_01000000,1,Nitraprill N1 plots,,,,,,174,kg/ha,,Nitraprill. N1 plots.
,10643,,06/R/CS/408,2006,,25/05/2006,,,,AGRO_01000000,1,Nitraprill N2 plots,,,,,,348,kg/ha,,Nitraprill. N2 plots
,10644,,06/R/CS/408,2006,,02/06/2006,,,,AGRO_00000024,2,Tm) Ally SX,,Ally SX,,30,g/ha,200,l/ha,,tm) Ally SX
,10645,,06/R/CS/408,2006,,02/06/2006,,,,AGRO_00000024,2,Tm) Starane 2,,Starane 2,,0.6,l/ha,200,l/ha,,tm) Starane 2
,10646,,06/R/CS/408,2006,,29/06/2006,,,,http://rothamsted.ac.uk/farm/c_00006,2,Phostixin. To control rabbits,,,,30,g,,,,Phostixin. To control rabbits
,10647,,06/R/CS/408,2006,,16/03/2007,,,,AGRO_00000025,2,Harvested discards,,,,,,,,,Harvested discards
,10648,,06/R/CS/408,2006,,19/03/2007,,,,AGRO_00000025,2,Cut harvest strips,,,,,,,,,"Cut harvest strips, weighed and sampled"
,10648,,06/R/CS/408,2006,all plots,19/03/2007,,,,http://aims.fao.org/aos/agrovoc/c_6774,2,Sampled,,,,,,,,,"Cut harvest strips, weighed and sampled"
,10648,,06/R/CS/408,2006,all plots,19/03/2007,,,,http://aims.fao.org/aos/agrovoc/c_25789,2,Weighed,,,,,,,,,"Cut harvest strips, weighed and sampled"
,10649,,06/R/CS/408,2006,,19/03/2007,,,,b,1,Produced burned on discards,,,,,,,,,Produced burned on discards
,10650,,07/R/CS/408,2007,,31/05/2007,,,,AGRO_01000000,1,Nitraprill N1 plots,,,,,,174,kg/ha,,Nitraprill. N1 plots.
,10651,,07/R/CS/408,2007,,31/05/2007,,,,AGRO_01000000,1,Nitraprill N2 plots,,,,,,348,kg/ha,,Nitraprill. N2 plots
,10652,,07/R/CS/408,2007,,25/03/2008,,,,AGRO_00000025,2,Cut discard rows,,,,,,,,,Cut and baled discard rows
,10653,,07/R/CS/408,2007,,31/03/2008,,,,AGRO_00000025,2,Cut harvest strips,,,,,,,,,"Cut harvest strips, weighed and sampled and discards"
,10653,,07/R/CS/408,2007,all plots,31/03/2008,,,,sam,2,Weighed,,,,,,,,,"Cut harvest strips, weighed and sampled and discards"
,10653,,07/R/CS/408,2007,all plots,31/03/2008,,,,http://aims.fao.org/aos/agrovoc/c_6774,2,Sampled,,,,,,,,,"Cut harvest strips, weighed and sampled and discards"
,10653,,07/R/CS/408,2007,all plots,31/03/2008,,,,,1,Discards,,,,,,,,,"Cut harvest strips, weighed and sampled and discards"
,10654,,08/R/CS/408,2008,,20/05/2008,,,,o,1,Excavate hole for root studies on dummy plot,,,,,,,,,Excavate hole for root studies on dummy plot 
,10655,,08/R/CS/408,2008,,22/05/2008,,,,AGRO_01000000,1,Nitraprill N1 plots,,,,,,173,kg/ha,,Nitraprill. N1 plots.
,10656,,08/R/CS/408,2008,,22/05/2008,,,,AGRO_01000000,1,Nitraprill N2 plots,,,,,,348,kg/ha,,Nitraprill. N2 plots
,10657,,09/R/CS/408,2009,,15/04/2009,,,,AGRO_00000025,2,Cut harvest strips,,,,,,,,,"Cut harvest strips, weighed and sampled"
,10657,,09/R/CS/408,2009,all plots,15/04/2009,,,,http://aims.fao.org/aos/agrovoc/c_6774,2,Sampled,,,,,,,,,"Cut harvest strips, weighed and sampled"
,10657,,09/R/CS/408,2009,all plots,15/04/2009,,,,http://aims.fao.org/aos/agrovoc/c_25789,2,Weighed,,,,,,,,,"Cut harvest strips, weighed and sampled"
,10658,,09/R/CS/408,2009,,29/04/2009,,,,m,1,Mown. Surrounds only.,,,,,,,,,Mown. Surrounds only.
,10661,,Commercial,2010,,26/02/2010,,,,p,1,Kerb Granules. Round trees,,,,3,g/m2,,,,Kerb Granules. Round trees
,10662,,Commercial,2010,,04/03/2010,,,,p,1,Planted trees,,,,,,,,,Planted trees
,10663,,Commercial,2010,,05/03/2010,,,,http://aims.fao.org/aos/agrovoc/c_4524,2,Topped around trees,,,http://aims.fao.org/aos/agrovoc/c_25716,,,,,,Topped around tress
,10664,,Commercial,2010,,09/03/2010,,,,sm,1,Cut around trees,,,,,,,,,Cut around trees
,10665,,Commercial,2010,,10/03/2010,,,,http://aims.fao.org/aos/agrovoc/c_4524,2,Topped around trees,,,http://aims.fao.org/aos/agrovoc/c_25716,,,,,,Topped around tress
,10666,,Commercial,2010,,07/06/2010,,,,http://aims.fao.org/aos/agrovoc/c_25716,2,Topped,,,,,,,,,Topped
,10667,,Commercial,2010,,08/06/2010,,,,http://aims.fao.org/aos/agrovoc/c_25716,2,Topped,,,,,,,,,Topped
,10668,,2011/R/CS/408,2011,,11/04/2011,,,,AGRO_00000025,2,Harvest and yields. Cut yields and discards,,,,,,,,,Harvest and yields. Cut yields and discards
,10669,,2011/R/CS/408,2011,,13/04/2011,,,,b,1,Burned Miscanthus. Burned miscanthus discards away from trials,,,,,,,,,Burned Miscanthus. Burned miscanthus discards away from trials
,10672,,2011/R/CS/408,2011,,01/06/2011,,,,AGRO_01000000,2,Applied Triple Super Phosphate,,triple superphosphate,,,487,kg/ha,,,Applied Triple Super Phosphate
,10673,,2011/R/CS/408,2011,,01/06/2011,,,,f,2,Muriate of Potash,,c_6140,,,,281,,kg/ha,Applied Muriate of Potash
,10674,,2012/R/CS/408,2012,,21/03/2012,,,,m,1,Mowed plot egde,,,,,,,,,Mowed and baled plot egde.
,10677,,2012/R/CS/408,2012,,03/04/2012,,,,h,1,Cut Miscanthus plots for Yield,,,,,,,,,Cut and Weighed Miscanthus plots for Yield
,10677,,2012/R/CS/408,2012,,03/04/2012,,,,http://aims.fao.org/aos/agrovoc/c_25789,2,Weighed Miscanthus plots for Yield,,,,,,,,,Cut and Weighed Miscanthus plots for Yield
,10678,,2012/R/CS/408,2012,,21/05/2012,,,,f,1,Applied N as plan,,,,,,174,kg/ha,,Applied N as plan
,10679,,2012/R/CS/408,2012,,21/05/2012,,,,f,1,Applied N as plan,,,,,,348,kg/ha,,Applied N as plan
,10680,,2012/R/CS/408,2012,,24/05/2012,,,,f,1,Applied MOP Fertiliser to Miscanthus,,,,,,66.6,kg/ha,,Applied MOP Fertiliser to Miscanthus
,10681,,2012/R/CS/408,2012,,24/05/2012,,,,f,1,Applied TSP Fertiliser on Miscanthus,,,,,,85,kg/ha,,Applied TSP Fertiliser on Miscanthus
,10682,,2012/R/CS/408,2012,,01/06/2012,,,,AGRO_00000024,2,Sprayed Starane 2,,Starane 2,,0.75,l/ha,,l/ha,,Sprayed w/ Starane 2
,10683,,2012/R/CS/408,2012,,01/06/2012,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Sprayed w/ Dow Shield 200,,Dow Shield,,0.5,l/ha,,,,Sprayed w/ Dow Shield 200
,10684,,2013/R/CS/408,2013,,11/04/2013,,,,AGRO_00000025,2,Cut plots for yield,,,,,,,,,Cut plots for yield
,10687,,2014/R/CS/408,2014,,09/04/2014,,,,AGRO_00000025,2,Harvested dicards of miscanthus,,,,,,,,,Harvested dicards of miscanthus
,10688,,2014/R/CS/408,2014,,11/04/2014,,,,http://aims.fao.org/aos/agrovoc/c_25716,2,Topped all discards,,,,,,,,,Topped all discards. Rowed up and baled discards
,10688,,2014/R/CS/408,2014,,11/04/2014,,,,h,1,Rowed up discards,,,,,,,,,Topped all discards. Rowed up and baled discards
,10691,,2014/R/CS/408,2015,,17/02/2015,,,,AGRO_00000025,2,Harvested all discard Miscanthus. Cut and removed,,,,,,,,,Harvested all discard Miscanthus. Cut and removed
,10692,,2014/R/CS/408,2015,,19/02/2015,,,,AGRO_00000025,2,Harvested all 9 Miscanthus plots for yield,,,,,,,,,Harvested all 9 Miscanthus plots for yield. Removed all miscanthus from experiment
,10692,,2014/R/CS/408,2015,,19/02/2015,,,,http://rothamsted.ac.uk/farm/c_00005,2,Removed all miscanthus from experiment,,,,,,,,,Harvested all 9 Miscanthus plots for yield. Removed all miscanthus from experiment
,10694,,RW/CS/326,2007,great knott iii,06-Sep-06,,,,AGRO_00000024,2,Azural,,Azural,,3,l/ha,200,l/ha,,Azural
,10695,,RW/CS/326,2007,great knott iii,12-Oct-06,,,,om,1,Load straw normal,,,,22.14,plot,,,,Road straw normal
,10696,,RW/CS/326,2007,great knott iii,12-Oct-06,,,,om,1,Load straw 2 x normal,,,,44.28,plot,,,,Road Straw - 2 x Normal
,10697,,RW/CS/326,2007,great knott iii,12-Oct-06,,,,om,1,Load straw 4 x normal,,,,89.12,plot,,,,Road Straw - 4 x Normal
,10698,,RW/CS/326,2007,great knott iii,19-Oct-06,,,,AGRO_00000002,2,Ploughed - thrown east,,,,,,,,http://aims.fao.org/aos/agrovoc/c_25695,ploughed / E
,10699,,RW/CS/326,2007,great knott iii,29-Oct-06,,,,s,1,Combination drilled,,,,,,,,,Combination drilled
,10700,,RW/CS/326,2007,great knott iii,29-Oct-06,,,,s,1,Hereward tr Redigo Twin + Deter,,,,,,350,,seeds/m2,Hereward tr Redigo Tin + water
,10701,,RW/CS/326,2007,great knott iii,03-Nov-06,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Deuce,,Deuce,,4,l/ha,200,l/ha,,Piece
,10702,,RW/CS/326,2007,great knott iii,07-Nov-06,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Decoy Wetex,,Decoy Wetex,,5,kg/ha,,,,Decoy water
,10703,,RW/CS/326,2007,great knott iii,04-Dec-06,,,,p,1,Entice,,,,7,kg/ha,,,,Entice
,10704,,RW/CS/326,2007,great knott iii,16-Mar-07,,,,AGRO_01000000,2,Double Top,,Double Top,,,,148,kg/ha,,Double top
,10705,,RW/CS/326,2007,great knott iii,05-Apr-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Hallmark with Zeon Technology,,Hallmark Zeon,,50,ml/ha,200,l/ha,,Hallmark with Zeon Technology
,10706,,RW/CS/326,2007,great knott iii,11-Apr-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Pacifica,,Pacifica,,0.5,kg/ha,200,l/ha,,Pacifica
,10707,,RW/CS/326,2007,great knott iii,11-Apr-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Biopower,,Biopower,,1,l/ha,200,l/ha,,Biopower
,10708,,RW/CS/326,2007,great knott iii,13-Apr-07,,,,p,1,Clean Crop Wanderer,,,,1,l/ha,200,l/ha,,recleaned crop Wanderer
,10709,,RW/CS/326,2007,great knott iii,13-Apr-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Deuce,,Deuce,,1,l/ha,200,l/ha,,Piece
,10710,,RW/CS/326,2007,great knott iii,26-Apr-07,,,,AGRO_01000000,1,Nitraprill,,,,,,435,kg/ha,,Nitraprill
,10711,,RW/CS/326,2007,great knott iii,22-May-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Amistar Opti,,Amistar Opti,,1.25,l/ha,200,l/ha,,Amistar Opti
,10712,,RW/CS/326,2007,great knott iii,22-May-07,,,,AGRO_00000024,2,Landgold epoxiconazole,,Landgold Epoxiconazole,,0.6,l/ha,200,l/ha,,Landgold propiconazole
,10713,,RW/CS/326,2007,great knott iii,20-Jun-07,,,,http://aims.fao.org/aos/agrovoc/c_4524,2,Mow paths,,,http://aims.fao.org/aos/agrovoc/c_12679,,,,,,mow / rotavated plants
,10713,,RW/CS/326,2007,great knott iii,20-Jun-07,,,,http://aims.fao.org/aos/agrovoc/c_4524,2,Rotavated paths,,,AGRO_00000002,,,,,http://aims.fao.org/aos/agrovoc/c_330875,mow / rotavated plants
,10714,,RW/CS/326,2007,great knott iii,03-Sep-07,,,,h,2,Combine harvested plots for yield,,,c_1775,,,,,,"combine harvest, plots for yield"
,10716,,RW/CS/326,2007,great knott iii,03-Sep-07,,,,http://aims.fao.org/aos/agrovoc/c_6774,2,Sampled straw,,,,,,,,,"sample, baled and weight straw"
,10716,,RW/CS/326,2007,great knott iii,03-Sep-07,,,,http://aims.fao.org/aos/agrovoc/c_25789,2,Straw weighed,,,,,,,,,"sample, baled and weight straw"
,10718,,RW/CS/326,2007,far field i,26-Sep-06,,,,AGRO_00000024,2,Azural,,Azural,,4,l/ha,200,l/ha,,Azural
,10719,,RW/CS/326,2007,far field i,30-Sep-06,,,,f,2,Muriate of Potash,,c_6140,,,,200,,kg/ha,muriate of potash
,10720,,RW/CS/326,2007,far field i,01-Oct-06,,,,AGRO_01000000,2,Triple superphosphate,,triple superphosphate,,,300,kg/ha,,,Triple Superphosphate
,10721,,RW/CS/326,2007,far field i,18-Oct-06,,,,om,1,Load straw normal,,,,15.4,plot,,,,Road Straw normal
,10722,,RW/CS/326,2007,far field i,18-Oct-06,,,,om,1,Load straw 2 x normal,,,,30.8,plot,,,,Road straw Normal x 2
,10723,,RW/CS/326,2007,far field i,18-Oct-06,,,,om,1,Load straw 4 x normal,,,,61.6,plot,,,,Road straw Normal x 4
,10724,,RW/CS/326,2007,far field i,19-Oct-06,,,,http://aims.fao.org/aos/agrovoc/c_25716,2,Topped to chop straw,,,,,,,,,topped to crop straw
,10725,,RW/CS/326,2007,far field i,20-Oct-06,,,,c,1,Ploughing,,,,,,,,,ploughing
,10727,,RW/CS/326,2007,far field i,29-Oct-06,,,,s,1,Accord drilled,,,,,,,,,Accord drilled
,10728,,RW/CS/326,2007,far field i,29-Oct-06,,,,s,1,Hereward tr Redigo Twin + Deter,,,,,,375,,seeds/m2,Hereward tr Redigo Tin water
,10729,,RW/CS/326,2007,far field i,19-Dec-06,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Hallmark with Zeon Technology,,Hallmark Zeon,,50,ml/ha,200,l/ha,,Hallmark with Zeon Technology
,10730,,RW/CS/326,2007,far field i,15-Mar-07,,,,AGRO_01000000,2,Double Top,,Double Top,,,,148,kg/ha,,Double top
,10731,,RW/CS/326,2007,far field i,27-Mar-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Pacifica,,Pacifica,,0.5,kg/ha,200,l/ha,,Pacifica
,10732,,RW/CS/326,2007,far field i,27-Mar-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Biopower,,Biopower,,1,l/ha,200,l/ha,,Biopower
,10733,,RW/CS/326,2007,far field i,20-Apr-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Deuce,,Deuce,,1,l/ha,200,l/ha,,Piece
,10734,,RW/CS/326,2007,far field i,20-Apr-07,,,,p,1,Jupital,,,,1,l/ha,200,l/ha,,Jupital
,10735,,RW/CS/326,2007,far field i,02-May-07,,,,AGRO_01000000,2,Double Top,,Double Top,,,,518,kg/ha,,Double top
,10736,,RW/CS/326,2007,far field i,20-May-07,,,,AGRO_00000024,2,Opus,,Opus,,l/ha,200,l/ha,,,Opus
,10737,,RW/CS/326,2007,far field i,20-May-07,,,,p,1,Vivid,,,,0.4,l/ha,200,l/ha,,Vivid
,10738,,RW/CS/326,2007,far field i,20-May-07,,,,AGRO_00000024,2,Bravo 500,,Bravo 500,,1,l/ha,200,l/ha,,Bravo 500
,10739,,RW/CS/326,2007,far field i,20-May-07,,,,http://aims.fao.org/aos/agrovoc/c_10795,2,Sedema Manganese Sulphate,,http://aims.fao.org/aos/agrovoc/c_4571,,5,kg/ha,200,l/ha,,Sedema manganese Sulphate
,10740,,RW/CS/326,2007,far field i,05-Sep-07,,,,h,2,Combine harvested plots for yield,,,c_1775,,,,,,"combine harvest, plots for yield"
,10742,,RW/CS/326,2007,far field i,07-Sep-07,,,,http://aims.fao.org/aos/agrovoc/c_6774,2,Sampled straw,,,,,,,,,weighed and sampled straw
,10742,,RW/CS/326,2007,far field i,07-Sep-07,,,,http://aims.fao.org/aos/agrovoc/c_25789,2,Straw weighed,,,,,,,,,weighed and sampled straw
,10743,,RW/CS/326,2008,great knott iii,03-Sep-07,,,,om,1,Load straw normal,,,,10.68,plot,,,,Road straw normal
,10744,,RW/CS/326,2008,great knott iii,03-Sep-07,,,,om,1,Load straw 2 x normal,,,,21.36,plot,,,,Road straw 2 x normal
,10745,,RW/CS/326,2008,great knott iii,03-Sep-07,,,,om,1,Load straw 4 x normal,,,,42.72,plot,,,,Road straw 4 x normal
,10748,,RW/CS/326,2008,great knott iii,13-Oct-07,,,,s,1,Combination drilled,,,,,,,,,Combination drilled
,10749,,RW/CS/326,2008,great knott iii,13-Oct-07,,,,s,1,Hereward tr Beret gold,,,,,,350,,seeds/m2,Hereward tr Beret gold
,10750,,RW/CS/326,2008,great knott iii,14-Oct-07,,,,AGRO_00000004,2,Rolled,,,c_6636,,,,,,rolled
,10751,,RW/CS/326,2008,great knott iii,15-Oct-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Decoy Wetex,,Decoy Wetex,,7,kg/ha,,,,Decoy water
,10752,,RW/CS/326,2008,great knott iii,18-Oct-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Liberator,,Liberator,,0.6,l/ha,200,l/ha,,Liberator
,10753,,RW/CS/326,2008,great knott iii,18-Oct-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Alpha Trifluralin 48 EC,,Alpha Trifluralin 48 EC,,2,l/ha,200,l/ha,,Alpha Trifluralin 48 EC
,10754,,RW/CS/326,2008,great knott iii,17-Nov-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Stomp 400 SC,,Stomp 400 SC,,3.3,l/ha,200,l/ha,,Stomp 400 SC
,10755,,RW/CS/326,2008,great knott iii,17-Nov-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Arelon 500,,Arelon 500,,2,l/ha,200,l/ha,,Arelon 500
,10756,,RW/CS/326,2008,great knott iii,17-Nov-07,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Hallmark with Zeon Technology,,Hallmark Zeon,,50,ml/ha,200,l/ha,,Hallmark with Zeon Technology
,10757,,RW/CS/326,2008,great knott iii,18-Mar-08,,,,AGRO_01000000,2,Double Top,,Double Top,,,,148,kg/ha,,Double top
,10758,,RW/CS/326,2008,great knott iii,18-Apr-08,,,,AGRO_01000000,1,Nitraprill,,,,,,460,kg/ha,,Nitraprill
,10759,,RW/CS/326,2008,great knott iii,05-May-08,,,,http://aims.fao.org/aos/agrovoc/c_10795,2,Manganese Sulphate 32% Premium,,http://aims.fao.org/aos/agrovoc/c_4571,,5,kg/ha,200,l/ha,,manganese Sulphate 32% Premis
,10760,,RW/CS/326,2008,great knott iii,05-May-08,,,,p,1,Activator 90,,,,25,ml/ha,200,l/ha,,cultivator 90
,10761,,RW/CS/326,2008,great knott iii,09-May-08,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Deuce,,Deuce,,1,l/ha,150,l/ha,,Dec
,10762,,RW/CS/326,2008,great knott iii,09-May-08,,,,AGRO_00000024,2,Bravo 500,,Bravo 500,,0.75,l/ha,150,l/ha,,Bravo 500
,10763,,RW/CS/326,2008,great knott iii,09-May-08,,,,AGRO_00000024,2,Flexity,,Flexity,,0.2,l/ha,150,l/ha,,flexitined
,10764,,RW/CS/326,2008,great knott iii,09-May-08,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,BASF 3C Chlormequat 720,,BASF 3C Chlormequat 720,,1,l/ha,150,l/ha,,BASF 3C Chlormequat 720
,10765,,RW/CS/326,2008,great knott iii,19-May-08,,,,AGRO_00000024,2,Ally Max SX,,Ally Max SX,,42,g/ha,200,l/ha,,ally Max SX
,10766,,RW/CS/326,2008,great knott iii,19-May-08,,,,AGRO_00000024,2,Starane 2,,Starane 2,,0.75,l/ha,200,l/ha,,Starane 2
,10767,,RW/CS/326,2008,great knott iii,31-May-08,,,,http://aims.fao.org/aos/agrovoc/c_27879,2,Amistar Opti,,Amistar Opti,,1.25,l/ha,200,l/ha,,Amistar Opti
,10768,,RW/CS/326,2008,great knott iii,31-May-08,,,,AGRO_00000024,2,Opus Team,,Opus Team,,1,l/ha,200,,l/ha,Opus Team
,10769,,RW/CS/326,2008,great knott iii,17-Jun-08,,,,http://aims.fao.org/aos/agrovoc/c_4524,2,Mow paths,,,http://aims.fao.org/aos/agrovoc/c_12679,,,,,,mow / rotavated plants
,10769,,RW/CS/326,2008,great knott iii,17-Jun-08,,,,http://aims.fao.org/aos/agrovoc/c_4524,2,Rotavated paths,,,AGRO_00000002,,,,,http://aims.fao.org/aos/agrovoc/c_330875,mow / rotavated plants
