ï»¿source_id,Code,year,Date,plot,orig_record,record,Rate,Unit,flag,water volume,water unit,type,comments,Season,Month / GS
12644,R/HB/2,2011,09-May-11,all plots,sprayed Harmony M SX - 200 I'ha water,sprayed Harmony M SX,100,g/ha,2,200,l/ha,p,,,
12645,R/HB/2,2011,31-May-11,all plots,sprayed Mobius - 200 had water.,Sprayed Mobius,0.43,l/ha,2,200,l/ha,p,,,
12646,R/HB/2,2011,31-May-11,all plots,sprayed Corbel - 200 had water.,Sprayed Corbel,5,l/ha,2,200,l/ha,p,,,
12647,R/HB/2,2011,31-May-11,all plots,sprayed Bravo 500,Sprayed Bravo 500,1,l/ha,2,,,p,,,
12648,R/HB/2,2011,10-Jun-11,all plots,rotavated plants,Rotavated paths,,,2,,,c,,,
12649,R/HB/2,2011,06-Jul-11,all plots,pulled wild oats - 97 in plot area,Pulled wild oats - 97 in plot area,,,2,,,pc,,,
12650,R/HB/2,2011,12-Jul-11,all plots,pulled wild oats -,Pulled wild oats - 21 pulled,,,2,,,pc,,,
12651,R/HB/2,2011,23-Jul-11,all plots,sprayed Atlantis 360 @ 3 Ilha,Sprayed Atlantis 360,3,l/ha,2,200,l/ha,p,,,
12652,R/HB/2,2011,09-Aug-11,all plots,combined O+Es - O+Es only to open out material ready for yield harvest,Combined O+Es - O+Es only to open out trial ready for yield harvest,,,2,,,h,,,
12653,R/HB/2,2011,09-Aug-11,all plots,baled straw - baled to remove straw,Baled straw - baled to remove straw,,,2,,,h,,,
12654,R/HB/2,2011,10-Aug-11,all plots,plots combined for yield,Combined plots for yield,"
",,2,,,h,,,
12655,R/HB/2,2011,10-Aug-11,all plots,Straw weights,Straw weighed,,,2,,,h,,,
12656,R/HB/2,2011,10-Aug-11,all plots,combined. carted the remaining crop after yield one,Combined. carted the remaining crop after yield one,"
",,2,,,h,,,
12657,R/HB/2,2011,10-Aug-11,all plots,baled and removed straw,Baled straw,,,2,,,h,,,
12657,R/HB/2,2011,10-Aug-11,all plots,baled and removed straw,Removed bales,,,2,,,h,,,
12658,R/HB/2,2011,22-Aug-11,all plots,combined O+Es,Combined O+Es,"
",,2,,,h,,,
12659,R/HB/2,2012,14-Sep-11,all plots,sprayed Weedazol in water @ 250 had,Sprayed Weedazol,20,ha,2,250,l/ha,p,,,
12660,R/HB/2,2012,24-Nov-11,all plots,"applied Kieserite to plots 634,633,632,631","Kieserite - plots 634, 633, 632, 631",,,2,233,kg/ha,f,,,
12661,R/HB/2,2012,24-Nov-11,all plots,"applied Triple Superphosphate to plots 634,633,632,631.","Triple Superphosphate - plots 634, 633, 632, 631",,,2,215,kg/ha,f,,,
12662,R/HB/2,2012,24-Nov-11,all plots,applied Sulphate of potash as per plan.,Sulphate of potash as per plan.,,,2,217,kg/ha,f,,,
12663,R/HB/2,2012,28-Nov-11,all plots,"applied silicate of soda to plots 433,432,333,332,233,232,133 and 132.","Applied silicate of soda to plots 433, 432, 333, 332, 233, 232, 133, 132.",,,2,450,kg/ha,f,,,
12664,R/HB/2,2012,29-Nov-11,all plots,"ploughed, spoilt thrown out. -",ploughed - thrown south,,,2,,,c,,,
12665,R/HB/2,2012,29-Dec-11,all plots,"applied FYM to plots 734,733,732,731,724,723.722,and 721",Applied FYM onto plots 721-724 & 731-734,35,t/ha,2,,,om,,,
12666,R/HB/2,2012,27-Feb-12,all plots,drilled Tipple Sp. barley tr Beret Multi,Drilled Tipple Sp. barley tr Beret Multi,164,kg/ha,2,,,s,,,
12667,R/HB/2,2012,27-Feb-12,all plots,Alexis tines -,Flexitined,,,2,,,c,,,
12668,R/HB/2,2012,01-Mar-12,all plots,rolled Ã”Ã‡Ã¶ Finished -,Rolled - Finished,,,2,,,c,,,
12669,R/HB/2,2012,01-Mar-12,all plots,sprayed Kula in 200Vha.,Sprayed Kula,3.3,l/ha,2,200,l/ha,p,,,
12670,R/HB/2,2012,01-Mar-12,all plots,sprayed Stomp 400 in 200Vha.,sprayed Stomp 400,2,l/ha,2,200,l/ha,p,,,
12671,R/HB/2,2012,12-Apr-12,all plots,rotavated plants -,Rotavated paths,,,2,,,c,,,
12672,R/HB/2,2012,23-Apr-12,all plots,Nitrochalk applied by hand. main to plots,Nitrochalk applied by hand. main to plots,0,kgN/ha,2,,,f,,,
12673,R/HB/2,2012,23-Apr-12,all plots,Nitrochalk applied by hand. main to plots,Nitrochalk applied by hand. main to plots,48,kgN/ha,2,,,f,,,
12674,R/HB/2,2012,23-Apr-12,all plots,Nitrochalk applied by hand. main to plots,Nitrochalk applied by hand. main to plots,96,kgN/ha,2,,,f,,,
12675,R/HB/2,2012,23-Apr-12,all plots,Nitrochalk applied by hand. main to plots,Nitrochalk applied by hand. main to plots,144,kgN/ha,2,,,f,,,
12676,R/HB/2,2012,10-May-12,all plots,"Nitram applied by hand to plots 13, 23, 33, 43, 44,34,24, 14, 55, 56, 57 and 58 (Silicate & P test plots)","Nitram by hand to plots 13, 23, 33, 43, 44,34,24, 14, 55, 56, 57 and 58 (silicate & P test plots)",144,kgN/ha,2,,,f,,,
12677,R/HB/2,2012,16-May-12,all plots,Nitram applied to surrounding area.,Nitram to surrounding area.,,,2,417,kg/ha,f,,,
12678,R/HB/2,2012,22-May-12,all plots,sprayed spring barley w/ Amistar,sprayed Amistar - spring barley,1,l/ha,2,,,p,,,
12679,R/HB/2,2012,22-May-12,all plots,sprayed spring barley w/ Corbel,Sprayed spring barley w/ Corbel,0.25,l/ha,2,,,p,,,
12680,R/HB/2,2012,22-May-12,all plots,sprayed spring barley w/ Duplosan,sprayed Duplosan - spring barley,2,l/ha,2,,,p,,,
12681,R/HB/2,2012,10-Jun-12,all plots,sprayed Jenton in 200 ha,Sprayed Jenton,1.5,l/ha,2,200,l/ha,p,,,
12682,R/HB/2,2012,14-Jun-12,all plots,pulled up Wild oats - discards only -,Pulled up Wild oats - discards only -,,,2,,,pc,,,
12683,R/HB/2,2012,04-Jul-12,all plots,King Wild oats - 24 plants picked from plots -,King Wild oats - 24 plants picked from plots -,,,2,,,hw,,,
12684,R/HB/2,2012,06-Aug-12,all plots,cut plants -,cut paths,,,2,,,,,,
12685,R/HB/2,2012,24-Aug-12,all plots,Harvested O+EÃ”Ã‡Ã–s -,Harvested O+Es,,,2,,,h,,,
12686,R/HB/2,2012,31-Aug-12,all plots,Harvested -,Harvested,,,2,,,h,,,
12687,R/HB/2,2012,03-Sep-12,all plots,"sampled, weighed and baled. -",Sampled and weighed,,,2,,,sam,,,
12687,R/HB/2,2012,03-Sep-12,all plots,"sampled, weighed and baled. -",Baled,,,2,,,h,,,
12688,R/HB/2,2012,19-Sep-12,all plots,Stubble rolled .,Stubble rolled,,,2,,,c,,,
12689,R/HB/2,2013,20-Sep-12,all plots,sprayed Whole field w/ Weedazol EW,Sprayed Whole field w/ Weedazol EW,20,ha,2,,,p,,,
12690,R/HB/2,2013,28-Sep-12,all plots,spread Sulphate of potash as on wheat to plots 631-634 411-444 311-344 241-244 141-144 + Strip 5,"spread Sulphate of potash to wheat - plots 631-634, 411-444, 311-344, 241-244, 141-144 + Strip 5",,,2,217,kg/ha,f,,,
12691,R/HB/2,2013,28-Sep-12,all plots,spread Fert top as on wheat sections 631-634,Spread TSP as on sheet sections 631-634,,,2,215,kg/ha,f,,,
12692,R/HB/2,2013,28-Sep-12,all plots,spread Fert Kieserite as on wheat sections 631-634,spread Fert Kieserite as on wheat sections 631-634,,,2,233,kg/ha,f,,,
12693,R/HB/2,2013,01-Oct-12,all plots,"spread Soda Silicate onto plots 432-132, 433-133","Spread Soda Silicate onto plots 432-132, 433-133",,,2,450,kg/ha,f,,,
12694,R/HB/2,2013,03-Oct-12,all plots,applied FYM to 734 to 731 and 724 to 721,Applied FYM to 734 to 731 and 724 to 721,35,t/ha,2,,,om,,,
12695,R/HB/2,2013,08-Oct-12,all plots,ploughed,ploughed,,,2,,,c,,,
12696,R/HB/2,2013,01-Mar-13,all plots,during W barley Apr Tipple,Drilling W barley var Tipple,,,2,350,seeds/m2,s,,,
12697,R/HB/2,2013,04-Mar-13,all plots,during rolled,Ring rolled,,,2,,,c,,,
12698,R/HB/2,2013,30-Apr-13,all plots,rotavated plants _- _-,Rotavated paths,,,2,,,c,,,
12699,R/HB/2,2013,01-May-13,all plots,"applied N as Nitro Chalk plots 113,124,211,222,313,321,412,421,611,621,631,712,721,732.","Applied N as Nitro Chalk plots 113,124,211,222,313,321,412,421,611,621,631,712,721,732.",,,2,178,kg/ha,f,,,
12700,R/HB/2,2013,01-May-13,all plots,"applied N as Nitro Chalk plots 112,123,212,223,314,324,414 422 613, 624,634,711,722,731.","Applied N as Nitro Chalk plots 112,123,212,223,314,324,414 422 613, 624,634,711,722,731.",,,2,356,kg/ha,f,,,
12701,R/HB/2,2013,01-May-13,all plots,"applied N as Nitro Chalk plots 114,122,213,224,312,323.411,424,612, 622,632,714,723,733.","Applied N as Nitro Chalk plots 114,122,213,224,312,323.411,424,612, 622,632,714,723,733.",,,2,533,kg/ha,f,,,
12702,R/HB/2,2013,01-May-13,all plots,"applied Nitram - plots: series AA rolled plots, series C and Strip 5, as per plan","Nitram - plots: series AA rolled plots, series C and Strip 5, as per plan",,,2,417,kg/ha,f,,,
12703,R/HB/2,2013,02-Jun-13,all plots,sprayed Mobius,Sprayed Mobius,0.6,l/ha,2,,,p,,,
12704,R/HB/2,2013,02-Jun-13,all plots,sprayed Clyfamid,Sprayed Cyflamid,0.125,l/ha,2,,,p,,,
12705,R/HB/2,2013,26-Jun-13,all plots,sprayed Mobius,Sprayed Mobius,4,l/ha,2,,,p,,,
12706,R/HB/2,2013,09-Jul-13,all plots,cultivated plants _,Cultivated paths,,,2,,,sm,,,
12707,R/HB/2,2013,10-Jul-13,all plots,Pulling Wild oats.,Pulling wild oats - 7 in plots,,,2,,,pc,,,
12708,R/HB/2,2013,12-Aug-13,all plots,Claas - Harvested (opened up except) Ã”Ã‡Ã¶,"Claas - Harvested, opened up experiment",,,2,,,h,,,
12709,R/HB/2,2013,27-Aug-13,all plots,Claas - Harvested discards OF's -,Claas - Harvested discards OE's,,,2,,,h,,,
12710,R/HB/2,2013,27-Aug-13,all plots,sample - Harvested for yield all plots _-,Harvested all plots for yield - Sampo,,,2,,,h,,,
12711,R/HB/2,2013,28-Aug-13,all plots,baled sampled and weighed all plots -,Baled all plots,,,2,,,h,,,
12711,R/HB/2,2013,28-Aug-13,all plots,baled sampled and weighed all plots -,Sampled and weighed all plots,,,2,,,sam,,,
12712,R/HB/2,2013,28-Aug-13,all plots,Claas - Harvested opened up and cut OE's Ã”Ã‡Ã¶ -,Claas - Harvested opened up and cut OE's,,,2,,,h,,,
12713,R/HB/2,2014,08-Oct-13,all plots,sprayed Weedazol surrounds only,Sprayed Weedazol surrounds only,20,l/ha,2,,,p,,,
12714,R/HB/2,2014,24-Oct-13,all plots,applied top - plots 634 - 631,"Applied TSP - plots 631, 632, 633 + 634",,,2,215,kg/ha,f,,,
12715,R/HB/2,2014,24-Oct-13,all plots,"applied SOP - plots 634 - 631, 551-582, 444-411, 344-311, 244-241, 144-141","applied SOP - plots 634 - 631, 551-582, 444-411, 344-311, 244-241, 144-141",,,2,217,kg/ha,f,,,
12716,R/HB/2,2014,24-Oct-13,all plots,applied Kieserite - plots 634-631,"Kieserite - plots 634, 633, 632, 631",,,2,233,kg/ha,f,,,
12717,R/HB/2,2014,03-Dec-13,all plots,"applied Chalk - plots 734-711, 634-611, 551-582, 444-411, 344-311, 244-241, 144-141","applied Chalk - plots 734-711, 634-611, 551-582, 444-411, 344-311, 244-241, 144-141",4,t/ha,2,,,ch,,,
12718,R/HB/2,2014,03-Dec-13,all plots,applied Silicate of Soda - plots 433-133 432-132,"Applied Silicate of Soda - plots 433-133, 432-132",,,2,450,kg/ha,f,,,
12719,R/HB/2,2014,04-Dec-13,all plots,applied FYM - plots 721-734,Applied FYM - plots 721-734,35,t/ha,2,,,om,,,
12720,R/HB/2,2014,06-Dec-13,all plots,"started ploughing - finished 09 Dec, spoilt thrown out","started ploughing - finished 09 Dec, soil thrown south",None,,2,,,c,,,
12721,R/HB/2,2014,10-Mar-14,all plots,flexitined ploughed ground - drill prep,flexitined ploughed ground - drilling prep,,,2,,,c,,,
12722,R/HB/2,2014,12-Mar-14,all plots,harrowed - all sites and all plots.,harrowed - all sites and all plots.,,,2,,,c,,,
12723,R/HB/2,2014,14-Mar-14,all plots,drilled spring barley - Apr. Tipple,Drilled spring barley - Apr. Tipple,,,2,350,seeds/m2,s,,,
12724,R/HB/2,2014,14-Mar-14,all plots,rolled,Rolled,,,2,,,c,,,
12725,R/HB/2,2014,14-Mar-14,all plots,sprayed Crystal - Apr emergent,sprayed Crystal - pre-emergent,20,l/ha,2,,,p,,,
12726,R/HB/2,2014,29-Apr-14,all plots,rotavated plants,Rotavated paths,,,2,,,c,,,
12727,R/HB/2,2014,30-Apr-14,all plots,"applied Nitrochalk by hand - plots 113,124,211,222,313,321,412,421,611,621,631,712,721,732.","applied Nitrochalk by hand - plots 113,124,211,222,313,321,412,421,611,621,631,712,721,732.",0,kgN/ha,2,,,f,,,
12728,R/HB/2,2014,30-Apr-14,all plots,"applied Nitrochalk by hand - plots 112,123,212,223,314,324 414 422 613, 624,634,711,722.731.","applied Nitrochalk by hand - plots 112,123,212,223,314,324 414 422 613, 624,634,711,722.731.",48,kgN/ha,2,,,f,,,
12729,R/HB/2,2014,30-Apr-14,all plots,"applied Nitrochalk by hand - plots 114,122,213,224,312,323,411,424 612, 622,632,714,723,733.","applied Nitrochalk by hand - plots 114,122,213,224,312,323,411,424 612, 622,632,714,723,733.",96,kgN/ha,2,,,f,,,
12730,R/HB/2,2014,30-Apr-14,all plots,"applied Nitrochalk by hand - plots 111,121,214,221,311,322,413,423,614,623,633,713,724,734.","applied Nitrochalk by hand - plots 111,121,214,221,311,322,413,423,614,623,633,713,724,734.",144,kgN/ha,2,,,f,,,
12731,R/HB/2,2014,30-Apr-14,all plots,"applied Nitram @ 35%N - plots 131-134,141-144 231-234,241-244,331-334,341-344, 431-434, 441-444 551-582","Nitram 35% N - plots 131-134, 141-144, 231-234, 241-244, 331-334, 341-344, 431-434, 441-444, 551-582",,,2,417,kg/ha,f,,,
12732,R/HB/2,2014,18-Jun-14,all plots,sprayed Mobius - Sp barley only,Sprayed Mobius - Sp barley only,400,ml/ha,2,,,p,,,
12733,R/HB/2,2014,10-Jul-14,all plots,Removed wild oats from material -,Removed wild oats from trial - 46 in total,,,2,,,w,,,
12734,R/HB/2,2014,05-Sep-14,all plots,cut discard area and baled straw with Class ground baler; removed grain and straw.,Cut discard area,,,2,,,h,,,
12734,R/HB/2,2014,05-Sep-14,all plots,cut discard area and baled straw with Class ground baler; removed grain and straw.,Baled straw with Class round baler,,,2,,,h,,,
12734,R/HB/2,2014,05-Sep-14,all plots,cut discard area and baled straw with Class ground baler; removed grain and straw.,Removed grain and straw.,,,2,,,r,,,
12735,R/HB/2,2014,06-Sep-14,all plots,sample - harvested all plots for grain yield - .,Sampo harvested all plots for grain yield,,,2,,,h,,,
12736,R/HB/2,2014,08-Sep-14,all plots,baled and weighed straw for yield,Baled straw,,,2,,,h,,,
12736,R/HB/2,2014,08-Sep-14,all plots,baled and weighed straw for yield,weighed straw for yield,,,2,,,h,,,
12737,R/HB/2,2015,10/11/2014,all plots,"sprayed Samurai - total kill, volunteers and weeds","sprayed Samurai - total kill, volunteers and weeds",3.0,l/ha,2,,,p,,,
12738,R/HB/2,2015,10/11/2014,all plots,"sprayed Fire Broad -total kill, volunteers and weeds","sprayed Firebrand - total kill, volunteers and weeds",1,l/ha,2,,,p,,,
12739,R/HB/2,2015,25/11/2014,all plots,"applied Kieserite onto plots 631, 632, 633 + 634","Kieserite - plots 634, 633, 632, 631",,,2,233,kg/ha,f,,,
12740,R/HB/2,2015,25/11/2014,all plots,"applied top onto plots 631, 632, 633 + 634","Applied TSP - plots 631, 632, 633 + 634",,,2,215.0,kg/ha,f,,,
12741,R/HB/2,2015,09/12/2014,all plots,"applied SOP onto all series C, strip 5 and plots 311 -334, 411-434, 631-634","applied SOP onto all series C, strip 5 and plots 311 -334, 411-434, 631-634",,,2,217,kg/ha,f,,,
12742,R/HB/2,2015,16/12/2014,all plots,applied silicate of soda onto plots 432 - 132 and 433 - 133,"Applied silicate of soda onto plots 432 - 132, 433 - 133",,,2,450,kg/ha,f,,,
12743,R/HB/2,2015,16/12/2014,all plots,applied FYM onto plots 734 - 731 + 724 - 721,Applied FYM onto plots 721-724 & 731-734,350,t/ha,2,,,om,,,
12744,R/HB/2,2015,18/12/2014,all plots,ploughed (thrown not) .,ploughed - thrown north,,,2,,,c,,,
12745,R/HB/2,2015,05/03/2015,all plots,spring tyned all ground . oo.,Springtined all ground,,,2,,,c,,,
12746,R/HB/2,2015,05/03/2015,all plots,sprayed Samurai,Sprayed Samurai,2.5,l/ha,2,,,p,,,
12747,R/HB/2,2015,05/03/2015,all plots,sprayed Fire Broad,Sprayed Firebrand,1.0,l/ha,2,,,p,,,
12748,R/HB/2,2015,06/03/2015,all plots,drilled Tipple barley,"Drilled barley, Tipple",,,2,3500,seeds/m2,s,,,
12749,R/HB/2,2015,06/03/2015,all plots,rolled all sites +.,Rolled all site,,,2,,,c,,,
12750,R/HB/2,2015,12/05/2015,all plots,rotavated plants ie,Rotavated paths,,,2,,,c,,,
12751,R/HB/2,2015,13/05/2015,all plots,"applied N treatment (34.5%N) to rolled series 5, series C and series AA plots (except plots 6 and 7)","N treatment (34.5% N) to rolled series 5, series C and series AA plots (except plots 6 and 7)",,,2,1440,kg/ha,f,,,
12752,R/HB/2,2015,13/05/2015,all plots,"applied Nitrochalk (27% N) by hand to plots 112,123.212.23.314,324,414,422,613.624.634.711,722.731","applied Nitrochalk (27% N) by hand to plots 112,123.212.23.314,324,414,422,613.624.634.711,722.731",0,kgN/ha,2,,,f,,,
12753,R/HB/2,2015,13/05/2015,all plots,"applied Nitrochalk (27% N) by hand to plots 114,122.213.224,312,323,411,424 612,622,632.714.723.733","applied Nitrochalk (27% N) by hand to plots 114,122.213.224,312,323,411,424 612,622,632.714.723.733",48,kgN/ha,2,,,f,,,
12754,R/HB/2,2015,13/05/2015,all plots,"applied Nitrochalk (27% N) by hand to plots 111,121.214.221,311,322,413,423,614,623,633,713.724.734","applied Nitrochalk (27% N) by hand to plots 111,121.214.221,311,322,413,423,614,623,633,713.724.734",96,kgN/ha,2,,,f,,,
12755,R/HB/2,2015,13/05/2015,all plots,"applied Nitrochalk (27% N) by hand to plots 113,124,211,222,313,321,412,421,611,621,631,712.721.732","applied Nitrochalk (27% N) by hand to plots 113,124,211,222,313,321,412,421,611,621,631,712.721.732",144,kgN/ha,2,,,f,,,
12756,R/HB/2,2015,13/05/2015,all plots,sprayed King onto barley,Sprayed Kingdom - barley,1.5,l/ha,2,,,p,,,
12757,R/HB/2,2015,13/05/2015,all plots,sprayed Bravo 500 onto barley,sprayed Bravo 500 onto barley,1.25,l/ha,2,,,p,,,
12758,R/HB/2,2015,03/06/2015,all plots,rotavated plants .,Rotavated paths,,,2,,,c,,,
12759,R/HB/2,2015,15/06/2015,all plots,sprayed King onto barley only,Sprayed Kingdom - barley,1.25,l/ha,2,,,p,,,
12760,R/HB/2,2015,17/06/2015,all plots,rotavated all plants . oo.,Rotavated all paths,,,2,,,c,,,
12761,R/HB/2,2015,19/06/2015,all plots,sprayed Axial onto barley,Sprayed Axial onto barley,4600,ml/ha,2,,,p,,,
12762,R/HB/2,2015,19/06/2015,all plots,sprayed Adigor onto barley,Sprayed Adigor onto barley,460,ml/ha,2,,,p,,,
12763,R/HB/2,2015,22/07/2015,all plots,pulled 2 wild oats from plots and surrounds -,Pulled 2 wild oats from plots and surrounds -,,,2,,,pc,,,
12764,R/HB/2,2015,02/09/2015,all plots,Harvested Mercia NOTES .,Harvested commercial O+Es,,,2,,,h,,,
12765,R/HB/2,2015,07/09/2015,all plots,Harvested all barley plots for grain yield -,Harvested all barley plots for grain yield,,,2,,,h,,,
12766,R/HB/2,2015,08/09/2015,all plots,baled all swathed on field . >,Baled all swath on field,,,2,,,h,,,
12767,R/HB/2,2015,09/09/2015,all plots,Removed bales from Mercia area .,Removed bales from commercial area,,,2,,,h,,,
12768,R/HB/2,2015,09/09/2015,all plots,sampled baled and weighed all plots * .,Baled all plots,,,2,,,h,,,
12768,R/HB/2,2015,09/09/2015,all plots,sampled baled and weighed all plots * .,Sampled and weighed all plots,,,2,,,sam,,,
12769,R/HB/2,2015,17/08/2015,all plots,removed ground bales from field,Removed round bales from field,,,2,,,r,,,
12770,R/HB/2,2016,28/10/2015,all plots,applied top onto plots 634 - 631,"Applied TSP - plots 631, 632, 633 + 634",,,2,215,kg/ha,f,,,
12771,R/HB/2,2016,28/10/2015,all plots,applied Kieserite onto plots 634 - 631,"Kieserite - plots 634, 633, 632, 631",,,2,233,kg/ha,f,,,
12772,R/HB/2,2016,29/10/2015,all plots,"applied SOP onto plots 634-631, 561-311, 551-411, 571-241 and 581-141","applied SOP onto plots 634-631, 561-311, 551-411, 571-241 and 581-141",,,2,217,kg/ha,f,,,
12773,R/HB/2,2016,23/11/2015,all plots,sprayed Firebrand,Sprayed Firebrand,1,l/ha,2,,,p,,,
12774,R/HB/2,2016,23/11/2015,all plots,sprayed Samurai,Sprayed Samurai,3,l/ha,2,,,p,,,
12775,R/HB/2,2016,26/11/2015,all plots,applied FYM onto plots 721-724 & 731-734,Applied FYM onto plots 721-724 & 731-734,35,t/ha,2,,,om,,,
12776,R/HB/2,2016,26/11/2015,all plots,"applied Silicate of Soda onto plots 433, 432, 333, 332, 233,232,133 + 132","Applied Silicate of Soda onto plots 433, 432, 333, 332, 233, 232, 133, 132",,,2,450,kg/ha,f,,,
12777,R/HB/2,2016,03/12/2015,all plots,ploughed; thrown out,ploughed - thrown south,,,2,,,c,,,
12778,R/HB/2,2016,17/02/2016,all plots,Combination harrowed all sites and surrounds,Combination harrowed all sites and surrounds,,,2,,,c,,,
12779,R/HB/2,2016,29/02/2016,all plots,drilled KWS Irina - trt Raxial Star,Drilled KWS Irina - trt Raxial Star,,,2,350,seeds/m2,s,,,
12780,R/HB/2,2016,19/04/2016,all plots,sprayed Hallmark with Zeon Technology,sprayed Hallmark with Zeon Technology,50,ml/ha,2,,,p,,,
12781,R/HB/2,2016,21/04/2016,all plots,Marked out and rotavated all plants,Marked out and rotavated all paths,,,2,,,c,,,
12782,R/HB/2,2016,05/05/2016,all plots,"applied Nitram @ 34.5%N to rolled series 5, series C and series AA (except plots 6 and 7)","Nitram @ 34.5%N to rolled series 5, series C and series AA (except plots 6 and 7)",,,2,417,kg/ha,f,,,
12783,R/HB/2,2016,09/05/2016,all plots,"applied Nitrochalk to plots 114, 122, 213, 224, 312, 323, 411,424,612, 622, 632, 714, 723, 733","applied Nitrochalk to plots 114, 122, 213, 224, 312, 323, 411,424,612, 622, 632, 714, 723, 733",0,kgN/ha,2,,,f,,,
12784,R/HB/2,2016,09/05/2016,all plots,"applied Nitrochalk to plots 111, 121, 214, 221, 311, 322,413, 423, 614, 623, 633, 713, 724, 734","applied Nitrochalk to plots 111, 121, 214, 221, 311, 322,413, 423, 614, 623, 633, 713, 724, 734",48,kgN/ha,2,,,f,,,
12785,R/HB/2,2016,09/05/2016,all plots,"applied Nitrochalk to plots 113, 124, 211,222, 313, 321,412,421, 611, 621, 631, 712, 721, 732","applied Nitrochalk to plots 113, 124, 211,222, 313, 321,412,421, 611, 621, 631, 712, 721, 732",96,kgN/ha,2,,,f,,,
12786,R/HB/2,2016,09/05/2016,all plots,"applied Nitrochalk to plots 112, 123, 212, 223, 314, 324, 414,422 613, 624, 634, 711, 722, 731","applied Nitrochalk to plots 112, 123, 212, 223, 314, 324, 414,422 613, 624, 634, 711, 722, 731",144,kgN/ha,2,,,f,,,
12787,R/HB/2,2016,23/05/2016,all plots,sprayed Refine Max,Sprayed Refine Max,75,g/ha,2,,,p,,,
12788,R/HB/2,2016,23/05/2016,all plots,sprayed Hatchet Xtra,Sprayed Hatchet Xtra,750,ml/ha,2,,,p,,,
12789,R/HB/2,2016,23/05/2016,all plots,sprayed King,Sprayed Kingdom,1.25,l/ha,2,,,p,,,
12790,R/HB/2,2016,24/05/2016,all plots,rotavated plants,Rotavated paths,,,2,,,c,,,
12791,R/HB/2,2016,26/07/2016,all plots,pulled wild oats from plots (36) and surrounds -,Pulled wild oats from plots (36) and surrounds -,,,2,,,pc,,,
12792,R/HB/2,2016,23/08/2016,all plots,topped Up remaining crop,Topped Up remaining crop,,,2,,,t,,,
12793,R/HB/2,2016,24/08/2016,all plots,sample Harvested all plots,Sampo - Harvested all plots,,,2,,,h,,,
12794,R/HB/2,2016,25/08/2016,all plots,combined with Tucano Harvester all clover crop,Combined with Tucano Harvester all clover crop,,,2,,,h,,,
12795,R/HB/2,2017,11/10/2016,all plots,ploughed - thrown out,ploughed - thrown south,,,2,,,c,,,
12796,R/HB/2,2017,15/10/2016,all plots,sprayed Buffalo Elite,Sprayed Buffalo Elite,1,l/ha,2,,,p,,,
12797,R/HB/2,2017,15/10/2016,all plots,sprayed Samurai,Sprayed Samurai,3,l/ha,2,,,p,,,
12798,R/HB/2,2017,31/10/2016,all plots,"applied SOP to plots 141 - 144, 241 - 244, 311 - 344, 411 - 444,551 -582,631-634","applied SOP to plots 141-144, 241-244, 311-344, 411-444, 551-582, 631-634",,,2,217,kg/ha,f,,,
12799,R/HB/2,2017,31/10/2016,all plots,applied Kieserite to plots 631 - 634,"Kieserite - plots 634, 633, 632, 631",,,2,233,kg/ha,f,,,
12800,R/HB/2,2017,31/10/2016,all plots,applied top to plots 631 - 634,"Applied TSP - plots 631, 632, 633 + 634",,,2,215,kg/ha,f,,,
12801,R/HB/2,2017,08/11/2016,all plots,"applied Silicate of Soda to plots 433, 333, 233, 133,432,332,232 and 132","Applied Silicate of Soda to plots 433, 333, 233, 133, 432, 332, 232, 132",,,2,450,kg/ha,f,,,
12802,R/HB/2,2017,10/11/2016,all plots,applied FYM to plots 721 to 734,Applied FYM - plots 721-734,35,t/ha,2,,,om,,,
12803,R/HB/2,2017,07/03/2017,all plots,sprayed Buffalo Elite,Sprayed Buffalo Elite,1,l/ha,2,,,p,,,
12804,R/HB/2,2017,07/03/2017,all plots,sprayed Samurai,Sprayed Samurai,3,l/ha,2,,,p,,,
12805,R/HB/2,2017,12/03/2017,all plots,Cousin combine harrowed -,Cousin combine harrowed -,None,None,2,,,h,,,
12806,R/HB/2,2017,15/03/2017,all plots,drilled KWS Irina trt with Raxil Star,Drilled KWS Irina - trt Raxial Star,,,2,350,seeds/m2,s,,,
12807,R/HB/2,2017,17/03/2017,all plots,during rolled -,Ring rolled,,,2,,,c,,,
12808,R/HB/2,2017,12/05/2017,all plots,rotavated plants,Rotavated paths,,,2,,,c,,,
12809,R/HB/2,2017,22/05/2017,all plots,sprayed Hallmark,Sprayed Hallmark,50,ml/ha,2,,,p,,,
12810,R/HB/2,2017,23/05/2017,all plots,"applied Nitrochalk (27% N) to plots 113, 124, 211,222, 313,321, 412,421, 611,621, 631, 712, 721, 732","applied Nitrochalk (27% N) to plots 113, 124, 211,222, 313,321, 412,421, 611,621, 631, 712, 721, 732",48,kgN/ha,2,,,f,,,
12811,R/HB/2,2017,23/05/2017,all plots,"applied Nitrochalk (27% N) to plots 112, 123, 212, 223,314,324, 414, 422,613, 624,634, 711, 722,731","applied Nitrochalk (27% N) to plots 112, 123, 212, 223,314,324, 414, 422,613, 624,634, 711, 722,731",96,kgN/ha,2,,,f,,,
